Orthogroup	kog_cerevisiae_pos_go	kog_droso_pos_go	kog_elegans_pos_go	kog_humano_pos_go	protein_mansoni
OG0003777			NP_504202.1	NP_006868.3, NP_057660.2	
OG0003778			NP_502341.1, NP_509562.1		6183.Smp_090220.1
OG0003779			NP_509020.2	NP_066011.2	6183.Smp_170350.1
OG0003780			NP_499878.3	NP_003644.2	6183.Smp_164800.1
OG0003781			NP_491807.1	NP_006459.3	6183.Smp_146110.1
OG0003782			NP_499472.1	NP_004167.3, NP_004590.2	
OG0003783			NP_506260.1		6183.Smp_030000.1, 6183.Smp_083870.1
OG0003784			NP_496975.2, NP_496976.2	NP_060401.3	
OG0003785			NP_506387.1	NP_056437.4	6183.Smp_158030.4
OG0003786			NP_496555.1	NP_004665.2	6183.Smp_142170.1
OG0003787			NP_502127.1	NP_054786.2	6183.Smp_140900.2
OG0003788			NP_491783.1	NP_060307.2	6183.Smp_177040.1
OG0003789			NP_503424.2	NP_060366.1	6183.Smp_210670.1
OG0003790			NP_503730.1	NP_079160.1	6183.Smp_050080.1
OG0003791			NP_495054.1	NP_056289.2	6183.Smp_147300.1
OG0003792			NP_500648.2	NP_079517.1	6183.Smp_020450.1
OG0003793			NP_498381.1	NP_076981.2	6183.Smp_159700.1
OG0003794			NP_503379.3, NP_503576.2	NP_057086.2	
OG0003795			NP_491634.1	NP_110517.2	6183.Smp_089400.1
OG0003796			NP_495754.3	NP_079130.2	6183.Smp_168760.1
OG0003797			NP_493461.1	NP_057698.2	6183.Smp_210550.1
OG0003798			NP_505798.2	NP_057159.2	6183.Smp_053030.1
OG0003799			NP_505864.1	NP_002399.1	6183.Smp_089240.1
OG0003800			NP_508439.2	NP_057114.5	6183.Smp_165020.1
OG0003801			NP_491301.1	NP_078804.2	6183.Smp_029700.1
OG0003802			NP_493670.2	NP_115947.2	6183.Smp_198280.1
OG0003803			NP_496355.1	NP_003189.3, NP_057511.2	
OG0003804			NP_501004.2, NP_501005.2		6183.Smp_050430.1
OG0003805			NP_497675.1	NP_004993.1	6183.Smp_106080.1
OG0003806			NP_498939.3	NP_001474.1, NP_003625.2	
OG0003807			NP_494907.1	NP_006744.2	6183.Smp_028060.1
OG0003808			NP_503148.1	NP_060531.2	6183.Smp_133110.1
OG0003809			NP_505762.1	NP_116253.2	6183.Smp_046980.1
OG0003810			NP_498651.2	NP_005079.2	6183.Smp_072360.1
OG0003811			NP_508379.1, NP_508380.2	NP_116106.2	
OG0003812			NP_496573.1	NP_062552.2	6183.Smp_021750.2
OG0003813			NP_499246.2	NP_653337.1	6183.Smp_125520.1
OG0003814			NP_499537.2	NP_056968.1	6183.Smp_054310.1
OG0003815			NP_505624.1	NP_115701.2	6183.Smp_004000.1
OG0003816			NP_510634.1		6183.Smp_000320.1, 6183.Smp_194720.1
OG0003817			NP_499394.2	NP_060137.2	6183.Smp_051000.1
OG0003818			NP_492120.1	NP_115990.3	6183.Smp_212720.1
OG0003819			NP_499455.2	NP_006101.1	6183.Smp_100130.1
OG0003820			NP_498142.1	NP_055740.3, NP_056176.2	
OG0003821			NP_498649.1, NP_499005.2		6183.Smp_165350.1
OG0003822			NP_500892.1	NP_060388.2	6183.Smp_067580.1
OG0003823			NP_495988.1	NP_003745.1	6183.Smp_078320.1
OG0003824			NP_498166.1, NP_498167.1	NP_006842.2	
OG0003825			NP_501214.1	NP_057037.1	6183.Smp_090830.1
OG0003826			NP_501645.1	NP_002633.1	6183.Smp_135170.1
OG0003827			NP_498360.2	NP_005863.1	6183.Smp_054600.1
OG0003828			NP_494780.1	NP_006076.4	6183.Smp_008320.1
OG0003829			NP_490670.1, NP_501504.1	NP_060012.3	
OG0003830			NP_498980.1	NP_001912.2	6183.Smp_009530.1
OG0003831			NP_493639.1	NP_005692.1	6183.Smp_134880.1
OG0003832			NP_498219.1	NP_079422.1	6183.Smp_006780.1
OG0003833			NP_494711.1, NP_496397.1	NP_006323.2	
OG0003834			NP_495374.2	NP_057151.1	6183.Smp_027240.1
OG0003835			NP_498835.1	NP_060605.1	6183.Smp_003700.1
OG0003836			NP_491907.1	NP_777567.1	6183.Smp_073290.1
OG0003837			NP_506479.1	NP_620157.1	6183.Smp_026390.1
OG0003838			NP_499521.1	NP_002844.1	6183.Smp_075110.1
OG0003839			NP_502522.2	NP_116267.4	6183.Smp_120440.1
OG0003840			NP_505155.2	NP_004861.2	6183.Smp_155700.1
OG0003841			NP_505978.1	NP_002961.1, NP_597998.1	
OG0003842			NP_507024.1	NP_057487.2	6183.Smp_033680.1
OG0003843			NP_492048.1	NP_060494.1	6183.Smp_144200.1
OG0003844			NP_492323.1	NP_054906.2	6183.Smp_156900.1
OG0003845			NP_504474.1	NP_078943.1	6183.Smp_048940.1
OG0003846			NP_502288.1	NP_006849.1, NP_057124.3	
OG0003847			NP_503061.1, NP_503062.1	NP_006205.1	
OG0003848			NP_495987.1, NP_508620.1		6183.Smp_038210.1
OG0003849			NP_504167.2	NP_079412.1	6183.Smp_004280.1
OG0003850			NP_501688.1	NP_004991.1	6183.Smp_194170.1
OG0003851			NP_506136.2, NP_510139.1	NP_057047.4	
OG0003852			NP_500247.2	NP_061326.1	6183.Smp_082940.1
OG0003853			NP_500152.1	NP_004252.2	6183.Smp_196130.1
OG0003854			NP_499262.2	NP_001478.2	6183.Smp_096250.1
OG0003855			NP_499366.1	NP_054796.1	6183.Smp_021040.1
OG0003856			NP_505469.3	NP_005730.2, NP_056191.1	
OG0003857			NP_497990.1	NP_054887.2	6183.Smp_151780.1
OG0003858			NP_499890.2	NP_005701.1	6183.Smp_089630.1
OG0003859			NP_493465.2	NP_002479.1	6183.Smp_079710.1
OG0003860			NP_498409.1	NP_057053.1	6183.Smp_158640.1
OG0003861			NP_500197.1	NP_006799.1	6183.Smp_019060.1
OG0003862			NP_497574.2	NP_055037.1	6183.Smp_027480.1
OG0003863			NP_499026.1	NP_003124.1	6183.Smp_103310.1
OG0003864			NP_492119.1	NP_004137.2	6183.Smp_033610.1
OG0003865			NP_498705.1	NP_057701.1	6183.Smp_091230.1
OG0003866			NP_497175.1	NP_005685.1	6183.Smp_029150.1
OG0003867			NP_491367.3	NP_003244.2, NP_036586.3	
OG0003868			NP_498172.3	NP_055601.2	6183.Smp_167650.1
OG0003869			NP_496318.1, NP_496319.1		6183.Smp_153520.1
OG0003870			NP_492226.2	NP_005494.2	6183.Smp_144990.1
OG0003871			NP_495730.3, NP_495732.3	NP_001334.2	
OG0003872			NP_498717.1, NP_502523.1, NP_502524.2		
OG0003873			NP_493472.1, NP_500411.3, NP_502846.2		
OG0003874			NP_506316.1, NP_506317.2		6183.Smp_123810.1
OG0003875			NP_504647.1, NP_509649.1, NP_510844.1		
OG0003876			NP_498951.1	NP_055545.1	6183.Smp_005060.1
OG0003877			NP_495866.2	NP_005112.2	6183.Smp_147560.1
OG0003878			NP_504451.3	NP_001138462.1	6183.Smp_145280.1
OG0003879			NP_501888.2	NP_055852.2	6183.Smp_132000.1
OG0003880			NP_506047.5	NP_055529.2	6183.Smp_163250.1
OG0003881			NP_498059.2	NP_056011.3	6183.Smp_136390.1
OG0003882			NP_505689.2, NP_509531.1, NP_509532.1		
OG0003883			NP_503544.2, NP_509076.1		6183.Smp_179810.1
OG0003884			NP_495282.1, NP_499624.2, NP_507814.1		
OG0003885			NP_495012.2	NP_116174.3	6183.Smp_082250.1
OG0003886			NP_498710.2, NP_503167.1, NP_510359.3		
OG0003887			NP_501410.3, NP_501411.4, NP_502777.2		
OG0003888			NP_502887.1, NP_504228.2, NP_509865.1		
OG0003889			NP_491990.1	NP_003292.1	6183.Smp_134350.1
OG0003890			NP_491918.3	NP_000721.1, NP_005286.2	
OG0003891			NP_509318.1	NP_003174.3	6183.Smp_175340.1
OG0003892			NP_495677.1	NP_006327.2	6183.Smp_157770.1
OG0003893			NP_493721.2	NP_057175.1	6183.Smp_064530.1
OG0003894			NP_491973.4	NP_055266.2	6183.Smp_136130.1
OG0003895			NP_503358.1	NP_110421.1	6183.Smp_001095.1
OG0003896			NP_504239.2	NP_079100.2	6183.Smp_044810.1
OG0003897			NP_505387.1	NP_060496.2	6183.Smp_094330.1
OG0003898			NP_503652.3, NP_503678.3, NP_505445.2		
OG0003899			NP_497134.1	NP_004554.3	6183.Smp_005880.1
OG0003900			NP_502539.1	NP_068587.1	6183.Smp_150520.1
OG0003901			NP_498662.1	NP_060164.3	6183.Smp_145040.1
OG0003902			NP_509833.3	NP_004728.1	6183.Smp_146640.1
OG0003903			NP_499012.2	NP_075066.1	6183.Smp_138280.1
OG0003904			NP_492081.1, NP_509651.2, NP_510157.2		
OG0003905			NP_491985.4	NP_079355.2	6183.Smp_043500.1
OG0003906			NP_506614.2	NP_004506.2	6183.Smp_141000.1
OG0003907			NP_491654.1	NP_004873.3	6183.Smp_049680.1
OG0003908			NP_504560.1	NP_001073902.1, NP_006839.2	
OG0003909			NP_502036.1	NP_009007.2	6183.Smp_042230.1
OG0003910			NP_506105.2	NP_116198.3	6183.Smp_049930.1
OG0003911			NP_509879.2	NP_060198.3	6183.Smp_174410.1
OG0003912			NP_492498.1	NP_055121.1	6183.Smp_074870.1
OG0003913			NP_505761.1	NP_058651.3	6183.Smp_164050.1
OG0003914			NP_500688.2	NP_067022.1	6183.Smp_062070.2
OG0003915			NP_497686.2	NP_060505.2	6183.Smp_039390.1
OG0003916			NP_503010.2	NP_077026.2	6183.Smp_210330.1
OG0003917			NP_498803.1, NP_498804.1, NP_499724.1		
OG0003918			NP_502396.2, NP_502621.3		6183.Smp_011560.1
OG0003919			NP_492404.1		6183.Smp_138300.1, 6183.Smp_174630.1
OG0003920			NP_510036.1	NP_056207.3	6183.Smp_054170.1
OG0003921			NP_497265.1	NP_005250.1, NP_005802.1	
OG0003922			NP_499164.1	NP_009186.1	6183.Smp_210290.1
OG0003923			NP_492376.1	NP_478136.1	6183.Smp_132210.1
OG0003924			NP_506683.2	NP_057092.2	6183.Smp_159340.1
OG0003925			NP_500631.1	NP_057665.2	6183.Smp_015880.1
OG0003926			NP_509040.2	NP_116117.3	6183.Smp_173120.1
OG0003927			NP_495599.1	NP_057707.3, NP_110424.1	
OG0003928			NP_497320.2	NP_079382.2, NP_543138.1	
OG0003929			NP_496163.2, NP_509517.2	NP_055139.4	
OG0003930			NP_499696.2	NP_004468.1	6183.Smp_037290.1
OG0003931			NP_499604.1	NP_114431.2	6183.Smp_139030.1
OG0003932			NP_503731.1	NP_006773.2	6183.Smp_160950.1
OG0003933			NP_493385.2	NP_060284.1	6183.Smp_135880.1
OG0003934			NP_498641.1	NP_078865.1	6183.Smp_136980.1
OG0003935			NP_501302.1	NP_258257.1	6183.Smp_193250.1
OG0003936			NP_510720.1	NP_003453.3	6183.Smp_162140.1
OG0003937			NP_492752.1	NP_004539.1	6183.Smp_058150.1
OG0003938			NP_505016.1, NP_508557.1, NP_508558.1		
OG0003939			NP_503066.1	NP_005771.1	6183.Smp_176720.1
OG0003940			NP_508203.1	NP_056496.1	6183.Smp_011740.1
OG0003941			NP_500186.1	NP_085055.2	6183.Smp_076860.1
OG0003942			NP_510258.2	NP_065189.1	6183.Smp_194240.1
OG0003943			NP_504999.1		6183.Smp_017880.1, 6183.Smp_051080.1
OG0003944			NP_492675.1	NP_079222.1	6183.Smp_141820.3
OG0003945			NP_496907.1	NP_004995.1	6183.Smp_036400.1
OG0003946			NP_491116.2	NP_006562.1	6183.Smp_133850.1
OG0003947			NP_493958.2	NP_006644.1, NP_006645.3	
OG0003948			NP_496571.2	NP_005430.1, NP_071888.1	
OG0003949			NP_491837.2	NP_000323.2	6183.Smp_168620.1
OG0003950			NP_495406.1	NP_076956.1	6183.Smp_098340.1
OG0003951			NP_508168.1	NP_001792.2	6183.Smp_165750.1
OG0003952			NP_499676.1	NP_055567.2	6183.Smp_024390.3
OG0003953			NP_498255.2	NP_003657.1	6183.Smp_097790.2
OG0003954			NP_510484.1	NP_060056.1	6183.Smp_088240.1
OG0003955			NP_490837.2	NP_079191.2, NP_937825.2	
OG0003956			NP_496369.1	NP_002993.1	6183.Smp_037910.1
OG0003957			NP_496404.1	NP_076423.2	6183.Smp_070330.1
OG0003958			NP_497227.1	NP_036242.1	6183.Smp_062550.1
OG0003959			NP_506058.1	NP_115963.1	6183.Smp_098740.1
OG0003960			NP_492797.1	NP_054760.4	6183.Smp_004820.1
OG0003961			NP_501583.1	NP_057180.1	6183.Smp_039970.1
OG0003962			NP_498876.1, NP_500804.1, NP_510159.1		
OG0003963			NP_501279.1	NP_037452.1	6183.Smp_090450.1
OG0003964			NP_502613.2	NP_056441.6, NP_061109.1	
OG0003965			NP_495017.1	NP_115785.1	6183.Smp_056390.1
OG0003966			NP_505769.2	NP_277037.1	6183.Smp_160460.1
OG0003967			NP_500901.2	NP_001140.2	6183.Smp_139110.1
OG0003968			NP_508020.1	NP_003011.1	6183.Smp_073270.1
OG0003969			NP_492136.1	NP_061029.2	6183.Smp_164860.1
OG0003970			NP_495015.1	NP_076952.1	6183.Smp_138760.1
OG0003971			NP_492795.1	NP_003305.1	6183.Smp_072970.1
OG0003972			NP_495338.1	NP_057260.3, NP_057631.2	
OG0003973			NP_501200.1	NP_055523.1	6183.Smp_141710.1
OG0003974			NP_497982.2, NP_498182.2	NP_001073906.1	
OG0003975			NP_492448.1, NP_492682.1, NP_495283.2		
OG0003976			NP_505046.1, NP_505048.1, NP_505795.1		
OG0003977			NP_490897.3, NP_507563.2, NP_507564.1		
OG0003978			NP_497267.2	NP_006429.2, NP_076932.1	
OG0003979			NP_510673.1	NP_060860.1	6183.Smp_018360.1
OG0003980			NP_492671.1	NP_006038.2	6183.Smp_129950.1
OG0003981			NP_492583.1	NP_116185.2	6183.Smp_085530.1
OG0003982			NP_501910.1	NP_056513.2	6183.Smp_052140.1
OG0003983			NP_508589.1, NP_508612.1, NP_508868.1		
OG0003984			NP_492478.2	NP_055536.2	6183.Smp_168130.1
OG0003985			NP_506386.1	NP_006378.3	6183.Smp_007180.1
OG0003986			NP_497264.2	NP_068761.4	6183.Smp_143240.1
OG0003987			NP_498703.2	NP_056399.1	6183.Smp_024500.1
OG0003988			NP_506605.2, NP_506607.2	NP_060673.1	
OG0003989			NP_499784.2, NP_499785.2	NP_079286.2	
OG0003990			NP_496539.2	NP_061154.1	6183.Smp_012150.1
OG0003991			NP_493466.2, NP_494378.1		6183.Smp_140560.1
OG0003992			NP_508967.1	NP_005739.2, NP_036366.3	
OG0003993			NP_499517.1	NP_009039.1	6183.Smp_072380.1
OG0003994			NP_496154.1	NP_115709.3	6183.Smp_194940.1
OG0003995			NP_499492.1	NP_620153.1	6183.Smp_042060.1
OG0003996			NP_499334.2	NP_006387.1	6183.Smp_064600.1
OG0003997			NP_500216.2	NP_071904.4	6183.Smp_016840.1
OG0003998			NP_494905.2	NP_054885.1	6183.Smp_048970.1
OG0003999			NP_492722.2	NP_055500.1, NP_071768.3	
OG0004000			NP_499776.1	NP_037525.1	6183.Smp_148920.1
OG0004001			NP_497347.3	NP_115727.5	6183.Smp_070110.1
OG0004002			NP_496839.1	NP_004992.2	6183.Smp_019730.2
OG0004003			NP_499083.2	NP_116231.2	6183.Smp_170440.1
OG0004004			NP_495836.2	NP_071404.2, NP_113630.1	
OG0004005			NP_498542.2	NP_938017.2	6183.Smp_151020.1
OG0004006			NP_492248.1	NP_057475.2	6183.Smp_086910.1
OG0004007			NP_492097.1	NP_060189.3	6183.Smp_068990.1
OG0004008			NP_494929.3	NP_004477.5, NP_061122.4	
OG0004009			NP_493726.2, NP_493727.2	NP_060083.1	
OG0004010			NP_495839.2	NP_113670.1	6183.Smp_044260.1
OG0004011			NP_496564.2	NP_073592.1	6183.Smp_011960.1
OG0004012			NP_499781.1	NP_005995.2	6183.Smp_059930.1
OG0004013			NP_497275.1	NP_077027.1, NP_940852.3	
OG0004014			NP_493965.1	NP_006324.1	6183.Smp_159410.1
OG0004015				NP_004553.2, NP_054642.2	6183.Smp_133050.1
OG0004016				NP_001614.3, NP_113614.1, NP_116573.1	
OG0004017				NP_002845.1, NP_006179.2, NP_113656.2	
OG0004018				NP_004217.1, NP_004751.2	6183.Smp_018290.1
OG0004019				NP_001652.2, NP_005728.2, NP_005729.1	
OG0004020				NP_006813.1, NP_066991.3, NP_543155.2	
OG0004021				NP_005745.1, NP_036429.2	6183.Smp_030830.2
OG0004022				NP_001342.2, NP_004072.3, NP_065096.2	
OG0004023				NP_473357.1, NP_542781.3	6183.Smp_032320.6
OG0004024				NP_004584.1	6183.Smp_045950.2, 6183.Smp_050920.1
OG0004025				NP_006697.2	6183.Smp_037020.1, 6183.Smp_142100.1
OG0004026				NP_000488.3, NP_000489.3, NP_000772.2	
OG0004027				NP_002410.1, NP_002437.2	6183.Smp_176580.1
OG0004028				NP_002600.1, NP_006197.1, NP_006198.1	
OG0004029				NP_001073899.2, NP_055544.1, NP_055643.1	
OG0004030				NP_005159.1, NP_005431.1, NP_055285.1	
OG0004031				NP_006468.1, NP_201572.1	6183.Smp_147260.1
OG0004032				NP_004156.1, NP_005252.1, NP_054731.2	
OG0004033				NP_055271.2, NP_663314.1	6183.Smp_072110.1
OG0004034				NP_005514.1, NP_055027.1, NP_067015.2	
OG0004035				NP_002139.2, NP_059105.2, NP_061824.3	
OG0004036				NP_062458.1, NP_073149.1, NP_076921.1	
OG0004037				NP_002137.4, NP_008829.3, NP_109377.1	
OG0004038				NP_065070.1, NP_079461.2	6183.Smp_140520.2
OG0004039				NP_116291.1	6183.Smp_058450.1, 6183.Smp_174110.1
OG0004040				NP_005247.1, NP_006469.2	6183.Smp_159360.1
OG0004041				NP_001449.3	6183.Smp_000100.1, 6183.Smp_156590.1
OG0004042				NP_003878.1, NP_060177.2	6183.Smp_196880.1
OG0004043				NP_061852.3, NP_115763.2	6183.Smp_154440.1
OG0004044				NP_003709.3, NP_112557.2	6183.Smp_007510.1
OG0004045				NP_000398.1, NP_055632.2, NP_075380.1	
OG0004046				NP_002535.3, NP_056331.2	6183.Smp_150790.1
OG0004047				NP_001073900.1, NP_057264.4, NP_149093.1	
OG0004048				NP_060404.4, NP_061836.2	6183.Smp_131390.1
OG0004049				NP_055735.1, NP_057597.2	6183.Smp_210970.1
OG0004050				NP_057655.2	6183.Smp_021460.1, 6183.Smp_133770.1
OG0004051				NP_004495.2, NP_006067.3	6183.Smp_021290.1
OG0004052				NP_006860.2, NP_060874.1	6183.Smp_123030.1
OG0004053				NP_055365.2, NP_077015.2, NP_115791.3	
OG0004054				NP_002389.1, NP_004562.2	6183.Smp_147790.1
OG0004055				NP_002822.2, NP_536858.1, NP_536859.1	
OG0004056				NP_001357587.1, NP_004656.3, NP_004657.2	
OG0004057				NP_004710.2	6183.Smp_132990.1, 6183.Smp_179000.1
OG0004058				NP_000271.1, NP_001595.2	6183.Smp_160670.1
OG0004059				NP_004197.1, NP_036562.2, NP_116752.1	
OG0004060				NP_115861.1, NP_570981.1	6183.Smp_080150.1
OG0004061				NP_003542.1	6183.Smp_146210.1, 6183.Smp_203450.1
OG0004062				NP_004272.2, NP_004864.1, NP_004865.1	
OG0004063				NP_002520.2, NP_002521.2, NP_006171.2	
OG0004064				NP_005655.1, NP_038474.2, NP_054879.3	
OG0004065				NP_001461.1, NP_068703.1, NP_068704.2	
OG0004066				NP_015627.1, NP_579877.1	6183.Smp_160700.1
OG0004067				NP_006700.3, NP_079033.4, NP_079532.5	
OG0004068				NP_004496.2, NP_115634.3, NP_115971.2	
OG0004069				NP_003105.2, NP_006800.2	6183.Smp_052730.1
OG0004070				NP_001539.3, NP_001540.2, NP_036552.1	
OG0004071				NP_006843.2, NP_036422.3	6183.Smp_141580.1
OG0004072				NP_000594.2, NP_000611.1, NP_000616.3	
OG0004073				NP_001338.2	6183.Smp_036180.1, 6183.Smp_163080.1
OG0004074				NP_002325.2, NP_002326.2, NP_002327.2	
OG0004075				NP_002324.2, NP_038465.1, NP_113621.1	
OG0004076				NP_000426.2, NP_004548.3, NP_077719.2	
OG0004077				NP_009046.2, NP_055951.2, NP_060034.9	
OG0004078				NP_036374.1, NP_055235.1, NP_055236.1	
OG0004079				NP_006834.2, NP_612441.1	6183.Smp_137330.1
OG0004080				NP_054873.2, NP_056211.2	6183.Smp_125870.1
OG0004081				NP_005465.2, NP_055522.1, NP_478056.1	
OG0004082				NP_000005.3, NP_002855.2	6183.Smp_089670.1
OG0004083				NP_002563.1, NP_002564.1	6183.Smp_073600.1
OG0004084				NP_002238.2	6183.Smp_126580.1, 6183.Smp_166910.1
OG0004085				NP_291022.2	6183.Smp_074990.1, 6183.Smp_075000.1
OG0004086				NP_000189.1, NP_000853.1, NP_079469.2	
OG0004087				NP_002867.1, NP_478123.1	6183.Smp_160630.1
OG0004088				NP_002538.1, NP_055886.1	6183.Smp_122680.1
OG0004089				NP_003719.3, NP_543148.2	6183.Smp_165440.1
OG0004090				NP_060434.2, NP_075053.2	6183.Smp_170590.1
OG0004091				NP_077278.1, NP_116568.1	6183.Smp_145930.1
OG0004092				NP_078820.2, NP_079402.2	6183.Smp_068300.1
OG0004093				NP_004402.1	6183.Smp_064870.1, 6183.Smp_180470.1
OG0004094				NP_004081.1, NP_057448.3, NP_076930.1	
OG0004095				NP_001386.1, NP_001937.2, NP_073143.2	
OG0004096				NP_000369.4, NP_077742.3, NP_077744.4	
OG0004097				NP_060335.2, NP_444251.1, NP_620138.2	
OG0004098				NP_006343.2, NP_008908.2, NP_055765.2	
OG0004099				NP_060131.2, NP_665739.3	6183.Smp_200380.1
OG0004100				NP_004179.3, NP_005254.2	6183.Smp_175410.1
OG0004101				NP_055502.1, NP_079389.2	6183.Smp_161860.1
OG0004102				NP_000218.3, NP_002281.3, NP_005551.3	
OG0004103				NP_005543.2, NP_073733.1	6183.Smp_000040.1
OG0004104				NP_001136336.2, NP_071351.2	6183.Smp_136570.1
OG0004105				NP_060120.2, NP_115984.3	6183.Smp_142650.2
OG0004106				NP_004717.2, NP_114128.3	6183.Smp_156950.1
OG0004107				NP_055492.3, NP_055562.2	6183.Smp_155270.1
OG0004108				NP_055671.2, NP_060395.5	6183.Smp_125290.1
OG0004109				NP_005789.2, NP_434698.1	6183.Smp_145080.1
OG0004110				NP_006537.3, NP_006538.2, NP_006539.3	
OG0004111				NP_001446.1, NP_002006.2, NP_005929.2	
OG0004112				NP_061496.2, NP_066919.2, NP_066921.2	
OG0004113				NP_004283.2, NP_061866.1, NP_079108.3	
OG0004114				NP_008864.4	6183.Smp_134070.1, 6183.Smp_134080.1
OG0004115				NP_002964.4, NP_009176.2	6183.Smp_122830.1
OG0004116				NP_055702.1, NP_438169.2	6183.Smp_147600.1
OG0004117				NP_060858.2, NP_066368.2	6183.Smp_039810.1
OG0004118				NP_005065.2, NP_005486.1, NP_006623.2	
OG0004119				NP_000500.2, NP_004458.3, NP_068656.2	
OG0004120				NP_004664.1, NP_036230.1, NP_114123.2	
OG0004121				NP_001137.2, NP_001138.1, NP_057069.1	
OG0004122				NP_005171.4, NP_009075.1	6183.Smp_089230.1
OG0004123				NP_002883.3, NP_057458.4	6183.Smp_124780.1
OG0004124				NP_006636.2	6183.Smp_033930.1, 6183.Smp_190970.1
OG0004125				NP_001025029.2, NP_059985.2	6183.Smp_031220.1
OG0004126				NP_001102.3, NP_056655.3, NP_056656.3	
OG0004127				NP_003454.1, NP_116000.1	6183.Smp_005910.1
OG0004128				NP_009160.2, NP_057307.2	6183.Smp_140490.1
OG0004129				NP_004690.1, NP_036267.1	6183.Smp_161290.1
OG0004130				NP_055691.1, NP_612207.1	6183.Smp_060290.1
OG0004131				NP_004984.2, NP_109376.1	6183.Smp_122940.1
OG0004132				NP_004897.2	6183.Smp_043610.1, 6183.Smp_052750.1
OG0004133				NP_005419.2, NP_006104.4	6183.Smp_168370.1
OG0004134				NP_056970.1, NP_113649.1, NP_113664.1	
OG0004135				NP_002937.1, NP_037479.1	6183.Smp_080530.1
OG0004136				NP_005998.1, NP_061879.2	6183.Smp_072720.1
OG0004137				NP_004733.2, NP_036433.2	6183.Smp_141790.1
OG0004138				NP_005628.2, NP_057389.1	6183.Smp_026830.1
OG0004139				NP_055793.1, NP_065828.2, NP_443150.3	
OG0004140				NP_005668.2, NP_536799.1, NP_536800.2	
OG0004141				NP_000085.1, NP_004361.3, NP_542376.2	
OG0004142				NP_004589.1, NP_055582.1, NP_058646.2	
OG0004143				NP_003734.3, NP_006525.2, NP_006531.1	
OG0004144				NP_001657.3, NP_056141.2	6183.Smp_028030.1
OG0004145				NP_000778.3	6183.Smp_163900.1, 6183.Smp_178390.1
OG0004146				NP_001220.2, NP_127463.2	6183.Smp_032000.1
OG0004147				NP_003248.3, NP_004808.2	6183.Smp_137910.1
OG0004148				NP_000183.2, NP_060958.2, NP_542448.1	
OG0004149				NP_005985.3, NP_057653.3	6183.Smp_145230.1
OG0004150				NP_002296.1, NP_002298.1, NP_006489.1	
OG0004151				NP_055733.2, NP_060841.5, NP_061060.3	
OG0004152				NP_005647.3, NP_076927.1, NP_115781.1	
OG0004153				NP_000355.2, NP_003274.3, NP_006748.1	
OG0004154				NP_001099050.1, NP_002033.2, NP_002034.3	
OG0004155				NP_000860.3, NP_006019.1, NP_570126.2	
OG0004156				NP_000612.1, NP_000858.3, NP_000859.2	
OG0004157				NP_004876.3, NP_071429.1, NP_444264.1	
OG0004158				NP_000672.3, NP_000673.2, NP_000674.2	
OG0004159				NP_000015.2, NP_000016.1, NP_000675.1	
OG0004160				NP_001718.1, NP_002502.2, NP_005305.1	
OG0004161				NP_000106.1, NP_001948.1, NP_003982.1	
OG0004162				NP_001471.2, NP_003605.1, NP_003848.1	
OG0004163				NP_000504.1, NP_000530.1, NP_064445.2	
OG0004164				NP_061842.1, NP_061843.3, NP_061844.1	
OG0004165				NP_006738.3, NP_055888.1, NP_056371.1	
OG0004166				NP_000274.3, NP_000431.2, NP_006195.3	
OG0004167				NP_036347.1	6183.Smp_000020.1, 6183.Smp_210490.1
OG0004168				NP_006032.1, NP_006033.1, NP_006034.1	
OG0004169				NP_057093.1, NP_064530.1	6183.Smp_003230.1
OG0004170				NP_002607.2, NP_058515.1, NP_073728.1	
OG0004171				NP_003045.2	6183.Smp_121920.1, 6183.Smp_199260.1
OG0004172				NP_056293.4, NP_115479.4	6183.Smp_159100.1
OG0004173				NP_006080.1, NP_036368.1	6183.Smp_006250.2
OG0004174				NP_004526.1, NP_055497.1	6183.Smp_168610.1
OG0004175				NP_001978.1, NP_057219.1	6183.Smp_034300.1
OG0004176				NP_004445.1, NP_004947.2	6183.Smp_127020.1
OG0004177				NP_110436.1, NP_149016.2	6183.Smp_005570.1
OG0004178				NP_000211.1, NP_002232.2, NP_002234.2	
OG0004179				NP_060526.2, NP_060736.1	6183.Smp_158580.1
OG0004180				NP_005004.1, NP_006175.2	6183.Smp_144560.1
OG0004181				NP_000651.3, NP_003229.1, NP_003230.1	
OG0004182				NP_003190.1, NP_003196.1	6183.Smp_142270.1
OG0004183				NP_003876.1, NP_003927.1	6183.Smp_151040.1
OG0004184				NP_060337.2	6183.Smp_167240.1, 6183.Smp_167250.1
OG0004185				NP_000354.4, NP_003272.3, NP_003273.1	
OG0004186				NP_057540.1, NP_065695.1	6183.Smp_085830.1
OG0004187				NP_060580.2, NP_060901.2	6183.Smp_044950.1
OG0004188				NP_006398.1, NP_009144.1	6183.Smp_014800.2
OG0004189				NP_004427.1, NP_006619.1	6183.Smp_090150.2
OG0004190				NP_001716.3, NP_004130.2, NP_006218.1	
OG0004191				NP_057258.3, NP_078932.2	6183.Smp_058670.1
OG0004192				NP_005351.2, NP_005452.2, NP_006168.1	
OG0004193				NP_056360.2	6183.Smp_175530.1, 6183.Smp_175540.1
OG0004194				NP_000779.1, NP_550438.1, NP_550440.1	
