Orthogroup	kog_elegans_pos_go	protein_mansoni
OG0002317	NP_499296.2	6183.Smp_178700.1
OG0002318	NP_505710.1	6183.Smp_026920.1
OG0002319	NP_492049.1	6183.Smp_038030.1
OG0002320	NP_503138.1	6183.Smp_134010.1
OG0002321	NP_509760.2	6183.Smp_157930.1
OG0002322	NP_506713.1	6183.Smp_198940.1
OG0002323	NP_491465.2, NP_491466.2	
OG0002324	NP_499188.2	6183.Smp_030500.1
OG0002325	NP_501750.1	6183.Smp_084620.1
OG0002326	NP_505177.1	6183.Smp_196600.1
OG0002327	NP_492582.1	6183.Smp_082620.1
OG0002328	NP_498381.1	6183.Smp_159700.1
OG0002329	NP_496402.1	6183.Smp_199730.1
OG0002330	NP_497616.1	6183.Smp_131090.1
OG0002331	NP_506278.1	6183.Smp_082990.1
OG0002332	NP_492400.1	6183.Smp_154780.1
OG0002333	NP_502177.1	6183.Smp_076660.1
OG0002334	NP_503379.3, NP_503576.2	
OG0002335	NP_491634.1	6183.Smp_089400.1
OG0002336	NP_509673.1	6183.Smp_127890.1
OG0002337	NP_508175.1	6183.Smp_153960.1
OG0002338	NP_490843.1	6183.Smp_090800.1
OG0002339	NP_500396.2	6183.Smp_142010.2
OG0002340	NP_504310.2	6183.Smp_010940.1
OG0002341	NP_508184.2	6183.Smp_027010.2
OG0002342	NP_504796.1	6183.Smp_053140.1
OG0002343	NP_500844.1	6183.Smp_048990.1
OG0002344	NP_492187.2	6183.Smp_124840.1
OG0002345	NP_500618.1	6183.Smp_029410.1
OG0002346	NP_495655.1	6183.Smp_035470.1
OG0002347	NP_495754.3	6183.Smp_168760.1
OG0002348	NP_493461.1	6183.Smp_210550.1
OG0002349	NP_499174.3	6183.Smp_089590.1
OG0002350	NP_492785.1	6183.Smp_176230.1
OG0002351	NP_505798.2	6183.Smp_053030.1
OG0002352	NP_505830.3	6183.Smp_066330.3
OG0002353	NP_493843.2, NP_504625.1	
OG0002354	NP_492209.1	6183.Smp_103460.1
OG0002355	NP_499300.1	6183.Smp_060900.1
OG0002356	NP_499445.2	6183.Smp_146030.1
OG0002357	NP_500311.1	6183.Smp_150690.1
OG0002358	NP_492153.2, NP_498594.1	
OG0002359	NP_495918.1	6183.Smp_145800.1
OG0002360	NP_502404.1	6183.Smp_061950.1
OG0002361	NP_507852.2	6183.Smp_149430.1
OG0002362	NP_491792.1	6183.Smp_101240.1
OG0002363	NP_498397.1	6183.Smp_163430.1
OG0002364	NP_505864.1	6183.Smp_089240.1
OG0002365	NP_494755.1	6183.Smp_034700.3
OG0002366	NP_502081.1	6183.Smp_131670.1
OG0002367	NP_496829.1	6183.Smp_160530.1
OG0002368	NP_509821.1	6183.Smp_167330.1
OG0002369	NP_490931.1	6183.Smp_158130.1
OG0002370	NP_502120.1	6183.Smp_178920.1
OG0002371	NP_499239.1	6183.Smp_136520.1
OG0002372	NP_501776.2	6183.Smp_059360.1
OG0002373	NP_495955.1	6183.Smp_010140.1
OG0002374	NP_491301.1	6183.Smp_029700.1
OG0002375	NP_493670.2	6183.Smp_198280.1
OG0002376	NP_508444.1	6183.Smp_084400.2
OG0002377	NP_498965.1	6183.Smp_210810.1
OG0002378	NP_506378.1	6183.Smp_161960.1
OG0002379	NP_495957.1	6183.Smp_210520.1
OG0002380	NP_505722.1	6183.Smp_024360.1
OG0002381	NP_496966.1	6183.Smp_172660.1
OG0002382	NP_492860.1	6183.Smp_023250.1
OG0002383	NP_499865.1	6183.Smp_040560.1
OG0002384	NP_502197.2	6183.Smp_004680.1
OG0002385	NP_497100.1	6183.Smp_167590.1
OG0002386	NP_508788.1	6183.Smp_001150.1
OG0002387	NP_502202.2	6183.Smp_065160.1
OG0002388	NP_510606.1	6183.Smp_000070.1
OG0002389	NP_502171.1	6183.Smp_089880.1
OG0002390	NP_496483.2	6183.Smp_044850.1
OG0002391	NP_505627.1	6183.Smp_080840.1
OG0002392	NP_491868.2	6183.Smp_007190.1
OG0002393	NP_497675.1	6183.Smp_106080.1
OG0002394	NP_497617.1	6183.Smp_166290.1
OG0002395	NP_497842.1	6183.Smp_002960.1
OG0002396	NP_498013.2	6183.Smp_063250.1
OG0002397	NP_504837.1	6183.Smp_115060.1
OG0002398	NP_509612.2	6183.Smp_171270.1
OG0002399	NP_491454.2	6183.Smp_135260.1
OG0002400	NP_506558.2	6183.Smp_071020.1
OG0002401	NP_498939.3, NP_500857.2	
OG0002402	NP_492809.1	6183.Smp_000740.2
OG0002403	NP_494907.1	6183.Smp_028060.1
OG0002404	NP_495905.1	6183.Smp_067780.1
OG0002405	NP_503148.1	6183.Smp_133110.1
OG0002406	NP_505762.1	6183.Smp_046980.1
OG0002407	NP_498651.2	6183.Smp_072360.1
OG0002408	NP_492505.1	6183.Smp_018030.1
OG0002409	NP_508379.1, NP_508380.2	
OG0002410	NP_498746.1	6183.Smp_167170.1
OG0002411	NP_496573.1	6183.Smp_021750.2
OG0002412	NP_499246.2	6183.Smp_125520.1
OG0002413	NP_500076.1	6183.Smp_034100.1
OG0002414	NP_490762.1	6183.Smp_053040.1
OG0002415	NP_495933.1	6183.Smp_035110.1
OG0002416	NP_492274.3	6183.Smp_147370.1
OG0002417	NP_493686.2	6183.Smp_210560.1
OG0002418	NP_497226.2	6183.Smp_007970.1
OG0002419	NP_497875.1	6183.Smp_124860.1
OG0002420	NP_499537.2	6183.Smp_054310.1
OG0002421	NP_496557.1	6183.Smp_065120.1
OG0002422	NP_505624.1	6183.Smp_004000.1
OG0002423	NP_495908.2	6183.Smp_119980.1
OG0002424	NP_492346.2	6183.Smp_170950.1
OG0002425	NP_491849.1, NP_505496.1	
OG0002426	NP_506715.1	6183.Smp_083080.1
OG0002427	NP_502609.2	6183.Smp_006190.1
OG0002428	NP_495254.2, NP_507813.1	
OG0002429	NP_499394.2	6183.Smp_051000.1
OG0002430	NP_498420.2	6183.Smp_005010.1
OG0002431	NP_497827.1	6183.Smp_001410.1
OG0002432	NP_492120.1	6183.Smp_212720.1
OG0002433	NP_499455.2	6183.Smp_100130.1
OG0002434	NP_493364.1	6183.Smp_128570.1
OG0002435	NP_510427.2	6183.Smp_141600.1
OG0002436	NP_491515.2	6183.Smp_079950.1
OG0002437	NP_497789.1	6183.Smp_059880.1
OG0002438	NP_502339.1	6183.Smp_138960.1
OG0002439	NP_500892.1	6183.Smp_067580.1
OG0002440	NP_501789.1	6183.Smp_181090.1
OG0002441	NP_498927.2	6183.Smp_171820.2
OG0002442	NP_504567.1	6183.Smp_156270.1
OG0002443	NP_498756.1	6183.Smp_156780.1
OG0002444	NP_498089.2	6183.Smp_073200.1
OG0002445	NP_495988.1	6183.Smp_078320.1
OG0002446	NP_490885.3	6183.Smp_164770.1
OG0002447	NP_499931.2	6183.Smp_042790.1
OG0002448	NP_491125.4	6183.Smp_032420.1
OG0002449	NP_504832.1	6183.Smp_136950.1
OG0002450	NP_491034.1	6183.Smp_148560.1
OG0002451	NP_492728.2	6183.Smp_044580.1
OG0002452	NP_496077.1, NP_498576.1	
OG0002453	NP_509145.3	6183.Smp_148650.1
OG0002454	NP_499560.1	6183.Smp_158920.1
OG0002455	NP_491782.1, NP_502681.3	
OG0002456	NP_500409.1	6183.Smp_000650.1
OG0002457	NP_497713.1	6183.Smp_062790.1
OG0002458	NP_491541.1	6183.Smp_106040.1
OG0002459	NP_499279.2	6183.Smp_029040.1
OG0002460	NP_500978.1	6183.Smp_064260.1
OG0002461	NP_498625.1	6183.Smp_065150.1
OG0002462	NP_498166.1, NP_498167.1	
OG0002463	NP_504476.1	6183.Smp_000810.2
OG0002464	NP_492653.2	6183.Smp_210380.1
OG0002465	NP_498034.1	6183.Smp_050130.1
OG0002466	NP_491117.1	6183.Smp_028340.1
OG0002467	NP_502385.1, NP_502386.1	
OG0002468	NP_501214.1	6183.Smp_090830.1
OG0002469	NP_504597.1, NP_506040.1	
OG0002470	NP_506468.2, NP_506469.2	
OG0002471	NP_499920.1	6183.Smp_079750.1
OG0002472	NP_495650.2	6183.Smp_025340.1
OG0002473	NP_498582.1	6183.Smp_073540.1
OG0002474	NP_495992.1	6183.Smp_089640.2
OG0002475	NP_492207.1	6183.Smp_005290.1
OG0002476	NP_499456.1	6183.Smp_147570.1
OG0002477	NP_508389.1	6183.Smp_150380.1
OG0002478	NP_498395.1	6183.Smp_050360.1
OG0002479	NP_505641.2	6183.Smp_034120.1
OG0002480	NP_498940.1	6183.Smp_043940.2
OG0002481	NP_505803.1	6183.Smp_126720.1
OG0002482	NP_498556.1	6183.Smp_148770.1
OG0002483	NP_497866.2	6183.Smp_105330.1
OG0002484	NP_496245.1	6183.Smp_153160.1
OG0002485	NP_509786.2	6183.Smp_194530.1
OG0002486	NP_495125.1	6183.Smp_160420.1
OG0002487	NP_499771.1	6183.Smp_169690.1
OG0002488	NP_490929.1	6183.Smp_075940.1
OG0002489	NP_495250.2	6183.Smp_075210.2
OG0002490	NP_492692.1	6183.Smp_087230.1
OG0002491	NP_496466.1	6183.Smp_079910.1
OG0002492	NP_498360.2	6183.Smp_054600.1
OG0002493	NP_510465.2	6183.Smp_165680.1
OG0002494	NP_494780.1	6183.Smp_008320.1
OG0002495	NP_494563.1	6183.Smp_038980.2
OG0002496	NP_492777.1	6183.Smp_070680.1
OG0002497	NP_490670.1, NP_501504.1	
OG0002498	NP_498282.1	6183.Smp_007730.1
OG0002499	NP_501922.1	6183.Smp_013150.1
OG0002500	NP_498620.1	6183.Smp_104580.1
OG0002501	NP_493355.1	6183.Smp_163460.1
OG0002502	NP_494439.1	6183.Smp_153230.1
OG0002503	NP_496448.1	6183.Smp_130610.1
OG0002504	NP_496427.1	6183.Smp_025570.1
OG0002505	NP_501199.1	6183.Smp_049390.1
OG0002506	NP_501211.1	6183.Smp_022990.1
OG0002507	NP_498980.1	6183.Smp_009530.1
OG0002508	NP_493639.1	6183.Smp_134880.1
OG0002509	NP_498219.1	6183.Smp_006780.1
OG0002510	NP_504411.1	6183.Smp_063580.2
OG0002511	NP_495985.1	6183.Smp_000310.1
OG0002512	NP_498045.2	6183.Smp_087440.1
OG0002513	NP_495704.1	6183.Smp_169870.1
OG0002514	NP_499758.1	6183.Smp_091850.1
OG0002515	NP_502172.1	6183.Smp_070760.1
OG0002516	NP_494762.2	6183.Smp_055420.2
OG0002517	NP_496489.1	6183.Smp_047740.1
OG0002518	NP_491887.1	6183.Smp_093850.1
OG0002519	NP_499667.1	6183.Smp_032310.1
OG0002520	NP_498126.1	6183.Smp_072900.1
OG0002521	NP_494711.1, NP_496397.1	
OG0002522	NP_495374.2	6183.Smp_027240.1
OG0002523	NP_498835.1	6183.Smp_003700.1
OG0002524	NP_498110.1	6183.Smp_012540.1
OG0002525	NP_492523.1	6183.Smp_083180.2
OG0002526	NP_493348.1	6183.Smp_026770.1
OG0002527	NP_504791.3	6183.Smp_008120.1
OG0002528	NP_496336.1	6183.Smp_186650.1
OG0002529	NP_491907.1	6183.Smp_073290.1
OG0002530	NP_490660.1	6183.Smp_124220.1
OG0002531	NP_490676.1	6183.Smp_101450.1
OG0002532	NP_493272.1	6183.Smp_198420.1
OG0002533	NP_504740.2	6183.Smp_022700.2
OG0002534	NP_502575.1	6183.Smp_028980.1
OG0002535	NP_494209.2	6183.Smp_024800.1
OG0002536	NP_499521.1	6183.Smp_075110.1
OG0002537	NP_506376.1	6183.Smp_069770.1
OG0002538	NP_490855.3	6183.Smp_024590.1
OG0002539	NP_492480.1	6183.Smp_123490.1
OG0002540	NP_502522.2	6183.Smp_120440.1
OG0002541	NP_492067.1	6183.Smp_121790.1
OG0002542	NP_508774.1	6183.Smp_045610.1
OG0002543	NP_506367.1	6183.Smp_055400.1
OG0002544	NP_501395.1	6183.Smp_150450.1
OG0002545	NP_498621.1	6183.Smp_077230.1
OG0002546	NP_505155.2	6183.Smp_155700.1
OG0002547	NP_496983.1	6183.Smp_118750.1
OG0002548	NP_491961.1	6183.Smp_126370.1
OG0002549	NP_490766.2	6183.Smp_149950.1
OG0002550	NP_498121.1	6183.Smp_063120.1
OG0002551	NP_498713.3	6183.Smp_163850.1
OG0002552	NP_496412.1	6183.Smp_038630.1
OG0002553	NP_507024.1	6183.Smp_033680.1
OG0002554	NP_494919.1	6183.Smp_032150.1
OG0002555	NP_496717.1	6183.Smp_016390.1
OG0002556	NP_490974.1	6183.Smp_079000.1
OG0002557	NP_491427.1	6183.Smp_165980.1
OG0002558	NP_505053.1	6183.Smp_048260.2
OG0002559	NP_501392.1	6183.Smp_050590.1
OG0002560	NP_498544.1	6183.Smp_071560.1
OG0002561	NP_497835.1	6183.Smp_026190.1
OG0002562	NP_499450.1	6183.Smp_077070.1
OG0002563	NP_496711.1	6183.Smp_132640.1
OG0002564	NP_491246.4	6183.Smp_001430.1
OG0002565	NP_500150.2	6183.Smp_121810.1
OG0002566	NP_504484.2, NP_509586.1	
OG0002567	NP_506241.1	6183.Smp_099320.1
OG0002568	NP_498595.1	6183.Smp_042590.1
OG0002569	NP_494393.2	6183.Smp_162890.1
OG0002570	NP_492048.1	6183.Smp_144200.1
OG0002571	NP_492323.1	6183.Smp_156900.1
OG0002572	NP_504474.1	6183.Smp_048940.1
OG0002573	NP_496971.1	6183.Smp_028330.1
OG0002574	NP_496099.1	6183.Smp_073080.2
OG0002575	NP_496270.1	6183.Smp_075640.3
OG0002576	NP_492056.1	6183.Smp_048650.1
OG0002577	NP_493672.1	6183.Smp_181290.1
OG0002578	NP_491114.2	6183.Smp_174980.1
OG0002579	NP_493382.1	6183.Smp_067540.1
OG0002580	NP_502077.1	6183.Smp_093440.1
OG0002581	NP_502782.2	6183.Smp_165830.1
OG0002582	NP_495514.1	6183.Smp_157680.1
OG0002583	NP_495912.1	6183.Smp_042560.1
OG0002584	NP_505625.1	6183.Smp_174370.1
OG0002585	NP_491093.1	6183.Smp_128840.1
OG0002586	NP_492799.1	6183.Smp_004550.1
OG0002587	NP_496384.1	6183.Smp_180000.1
OG0002588	NP_496153.2	6183.Smp_007000.1
OG0002589	NP_496216.1	6183.Smp_172850.1
OG0002590	NP_502861.1	6183.Smp_124940.1
OG0002591	NP_502794.1	6183.Smp_074780.1
OG0002592	NP_495786.1	6183.Smp_203970.1
OG0002593	NP_493228.1	6183.Smp_021800.1
OG0002594	NP_496593.1	6183.Smp_152690.1
OG0002595	NP_505571.1	6183.Smp_210420.1
OG0002596	NP_500802.1	6183.Smp_006340.1
OG0002597	NP_492708.1	6183.Smp_021140.1
OG0002598	NP_499685.1	6183.Smp_099300.1
OG0002599	NP_498408.1	6183.Smp_084810.1
OG0002600	NP_496607.1	6183.Smp_029740.1
OG0002601	NP_495115.2, NP_498872.1	
OG0002602	NP_499100.1	6183.Smp_149360.1
OG0002603	NP_498778.1	6183.Smp_186560.1
OG0002604	NP_499814.1	6183.Smp_166980.1
OG0002605	NP_504167.2	6183.Smp_004280.1
OG0002606	NP_492952.1	6183.Smp_036250.1
OG0002607	NP_496457.1	6183.Smp_059100.1
OG0002608	NP_497934.2	6183.Smp_048870.1
OG0002609	NP_510020.2	6183.Smp_146250.1
OG0002610	NP_498052.1	6183.Smp_198850.1
OG0002611	NP_491092.1	6183.Smp_031730.1
OG0002612	NP_496338.1	6183.Smp_020220.2
OG0002613	NP_491398.1	6183.Smp_066890.1
OG0002614	NP_490808.1	6183.Smp_050700.1
OG0002615	NP_506467.1	6183.Smp_082710.1
OG0002616	NP_492601.1	6183.Smp_066200.1
OG0002617	NP_505052.2	6183.Smp_018500.1
OG0002618	NP_499055.1	6183.Smp_070770.1
OG0002619	NP_491320.1	6183.Smp_199700.1
OG0002620	NP_502658.1	6183.Smp_077090.1
OG0002621	NP_495381.1	6183.Smp_032230.1
OG0002622	NP_501688.1	6183.Smp_194170.1
OG0002623	NP_505435.1	6183.Smp_028940.1
OG0002624	NP_506136.2, NP_510139.1	
OG0002625	NP_498755.1	6183.Smp_175420.1
OG0002626	NP_510414.1	6183.Smp_165780.1
OG0002627	NP_491506.1	6183.Smp_073720.1
OG0002628	NP_499777.1	6183.Smp_064520.1
OG0002629	NP_500247.2	6183.Smp_082940.1
OG0002630	NP_500152.1	6183.Smp_196130.1
OG0002631	NP_495391.1	6183.Smp_048230.1
OG0002632	NP_501713.1, NP_501714.1	
OG0002633	NP_499262.2	6183.Smp_096250.1
OG0002634	NP_497833.1	6183.Smp_085480.1
OG0002635	NP_493025.1	6183.Smp_103470.1
OG0002636	NP_490985.1	6183.Smp_041830.1
OG0002637	NP_492144.1, NP_505654.1	
OG0002638	NP_502166.1	6183.Smp_140680.1
OG0002639	NP_498036.1	6183.Smp_006850.1
OG0002640	NP_495823.1	6183.Smp_098960.1
OG0002641	NP_500650.1	6183.Smp_024880.1
OG0002642	NP_496278.1	6183.Smp_073570.1
OG0002643	NP_498221.1	6183.Smp_060090.1
OG0002644	NP_500212.1	6183.Smp_080110.1
OG0002645	NP_499552.1	6183.Smp_070130.1
OG0002646	NP_499416.1	6183.Smp_007540.1
OG0002647	NP_499366.1	6183.Smp_021040.1
OG0002648	NP_495183.1	6183.Smp_137190.1
OG0002649	NP_504519.1	6183.Smp_160260.1
OG0002650	NP_497990.1	6183.Smp_151780.1
OG0002651	NP_492576.1	6183.Smp_175740.2
OG0002652	NP_497965.2	6183.Smp_154690.1
OG0002653	NP_499915.2	6183.Smp_091640.1
OG0002654	NP_497626.1	6183.Smp_092500.1
OG0002655	NP_499890.2	6183.Smp_089630.1
OG0002656	NP_498174.1	6183.Smp_086710.1
OG0002657	NP_494932.1	6183.Smp_085300.1
OG0002658	NP_492455.1	6183.Smp_174620.1
OG0002659	NP_498228.1	6183.Smp_093670.1
OG0002660	NP_493795.1	6183.Smp_024120.1
OG0002661	NP_499775.1	6183.Smp_168770.1
OG0002662	NP_492686.1	6183.Smp_034430.1
OG0002663	NP_493465.2	6183.Smp_079710.1
OG0002664	NP_498409.1	6183.Smp_158640.1
OG0002665	NP_491944.2	6183.Smp_029820.1
OG0002666	NP_497212.1	6183.Smp_052760.1
OG0002667	NP_498573.2	6183.Smp_063300.1
OG0002668	NP_506156.1	6183.Smp_033400.1
OG0002669	NP_492007.1	6183.Smp_171900.1
OG0002670	NP_500197.1	6183.Smp_019060.1
OG0002671	NP_497574.2	6183.Smp_027480.1
OG0002672	NP_506004.1	6183.Smp_075560.1
OG0002673	NP_502579.1	6183.Smp_078640.1
OG0002674	NP_499644.1	6183.Smp_071830.1
OG0002675	NP_496375.1	6183.Smp_035790.1
OG0002676	NP_499026.1	6183.Smp_103310.1
OG0002677	NP_492119.1	6183.Smp_033610.1
OG0002678	NP_498102.1	6183.Smp_058660.1
OG0002679	NP_492058.1	6183.Smp_027880.1
OG0002680	NP_498708.1	6183.Smp_060910.1
OG0002681	NP_498705.1	6183.Smp_091230.1
OG0002682	NP_490896.1	6183.Smp_158910.1
OG0002683	NP_498579.2	6183.Smp_146190.1
OG0002684	NP_508272.1	6183.Smp_168330.1
OG0002685	NP_497135.1	6183.Smp_012530.1
OG0002686	NP_491342.1	6183.Smp_021760.1
OG0002687	NP_491640.1	6183.Smp_210190.1
OG0002688	NP_497175.1	6183.Smp_029150.1
OG0002689	NP_490923.1	6183.Smp_008440.1
OG0002690	NP_506860.1	6183.Smp_058720.1
OG0002691	NP_492679.1	6183.Smp_093320.1
OG0002692	NP_501593.1	6183.Smp_132030.1
OG0002693	NP_509594.3	6183.Smp_155120.1
OG0002694	NP_492535.1	6183.Smp_126640.1
OG0002695	NP_498172.3	6183.Smp_167650.1
OG0002696	NP_492974.2	6183.Smp_160240.1
OG0002697	NP_494256.3, NP_496315.2	
OG0002698	NP_500654.1, NP_501268.1	
OG0002699	NP_491502.1, NP_500590.2	
OG0002700	NP_492226.2	6183.Smp_144990.1
OG0002701	NP_498335.1, NP_498336.1	
OG0002702	NP_501558.2, NP_501559.2	
OG0002703	NP_499949.2	6183.Smp_150980.1
OG0002704	NP_495730.3, NP_495732.3	
OG0002705	NP_508021.1	6183.Smp_045480.2
OG0002706	NP_495473.2	6183.Smp_180240.1
OG0002707	NP_500070.1, NP_501123.1	
OG0002708	NP_493632.1	6183.Smp_131460.1
OG0002709	NP_499142.2, NP_502108.2	
OG0002710	NP_493482.1, NP_507036.1	
OG0002711	NP_493478.1, NP_493479.1	
OG0002712	NP_492521.1	6183.Smp_126310.1
OG0002713	NP_508008.4	6183.Smp_178780.1
OG0002714	NP_506391.2	6183.Smp_165270.1
OG0002715	NP_499845.1	6183.Smp_021590.1
OG0002716	NP_490898.1	6183.Smp_145300.1
OG0002717	NP_510201.2	6183.Smp_144170.1
OG0002718	NP_502094.1	6183.Smp_155250.1
OG0002719	NP_496463.2	6183.Smp_016340.1
OG0002720	NP_508304.2, NP_508308.1	
OG0002721	NP_493750.1	6183.Smp_003900.1
OG0002722	NP_510124.2	6183.Smp_123050.1
OG0002723	NP_498951.1	6183.Smp_005060.1
OG0002724	NP_492221.2	6183.Smp_165620.1
OG0002725	NP_491363.1	6183.Smp_157410.1
OG0002726	NP_509645.1	6183.Smp_166410.1
OG0002727	NP_496184.3	6183.Smp_165230.1
OG0002728	NP_495866.2	6183.Smp_147560.1
OG0002729	NP_504451.3	6183.Smp_145280.1
OG0002730	NP_507632.1	6183.Smp_160830.1
OG0002731	NP_510291.1	6183.Smp_160620.1
OG0002732	NP_493579.2	6183.Smp_101310.1
OG0002733	NP_497311.2	6183.Smp_151880.1
OG0002734	NP_500018.3	6183.Smp_145420.1
OG0002735	NP_493252.3	6183.Smp_164120.1
OG0002736	NP_492315.4	6183.Smp_147140.1
OG0002737	NP_510681.4	6183.Smp_203530.1
OG0002738	NP_506047.5	6183.Smp_163250.1
OG0002739	NP_497970.1	6183.Smp_102340.1
OG0002740	NP_500424.3	6183.Smp_166560.1
OG0002741	NP_494343.2	6183.Smp_159370.1
OG0002742	NP_496984.1	6183.Smp_007640.1
OG0002743	NP_499267.1	6183.Smp_159140.1
OG0002744	NP_504915.1, NP_504916.1	
OG0002745	NP_491483.4	6183.Smp_212570.1
OG0002746	NP_499891.1	6183.Smp_171530.1
OG0002747	NP_498777.2	6183.Smp_149040.1
OG0002748	NP_510485.2	6183.Smp_176370.1
OG0002749	NP_499032.1	6183.Smp_156620.1
OG0002750	NP_495012.2	6183.Smp_082250.1
OG0002751	NP_496306.2, NP_508428.2	
OG0002752	NP_498656.3, NP_509270.1	
OG0002753	NP_496423.1, NP_510341.2	
OG0002754	NP_495647.1, NP_508692.3	
OG0002755	NP_499840.1	6183.Smp_070090.1
OG0002756	NP_509470.3	6183.Smp_149580.1
OG0002757	NP_501701.2, NP_508816.1	
OG0002758	NP_508414.2, NP_509379.1	
OG0002759	NP_501071.1, NP_508234.2	
OG0002760	NP_508238.2	6183.Smp_150180.1
OG0002761	NP_494751.1, NP_502147.1	
OG0002762	NP_495888.3, NP_510779.2	
OG0002763	NP_493666.2	6183.Smp_141880.1
OG0002764	NP_491990.1	6183.Smp_134350.1
OG0002765	NP_497452.1	6183.Smp_149770.1
OG0002766	NP_496592.1	6183.Smp_161380.1
OG0002767	NP_509318.1	6183.Smp_175340.1
OG0002768	NP_492377.1	6183.Smp_197390.1
OG0002769	NP_502214.2	6183.Smp_017860.1
OG0002770	NP_491673.1, NP_505396.2	
OG0002771	NP_495677.1	6183.Smp_157770.1
OG0002772	NP_497726.2	6183.Smp_197450.1
OG0002773	NP_497582.3	6183.Smp_137020.1
OG0002774	NP_493721.2	6183.Smp_064530.1
OG0002775	NP_495467.2	6183.Smp_086920.1
OG0002776	NP_505985.1	6183.Smp_130900.1
OG0002777	NP_503358.1	6183.Smp_001095.1
OG0002778	NP_492234.2	6183.Smp_139410.1
OG0002779	NP_493343.1	6183.Smp_134500.1
OG0002780	NP_491544.3	6183.Smp_135500.1
OG0002781	NP_492732.2	6183.Smp_027390.1
OG0002782	NP_497003.3	6183.Smp_147620.1
OG0002783	NP_490799.2	6183.Smp_196040.1
OG0002784	NP_495953.3, NP_495954.1	
OG0002785	NP_504239.2	6183.Smp_044810.1
OG0002786	NP_501491.4	6183.Smp_134250.1
OG0002787	NP_493619.1	6183.Smp_130030.1
OG0002788	NP_505387.1	6183.Smp_094330.1
OG0002789	NP_509795.1	6183.Smp_163090.1
OG0002790	NP_510624.1	6183.Smp_146910.1
OG0002791	NP_500982.2, NP_500983.1	
OG0002792	NP_491371.1	6183.Smp_105080.1
OG0002793	NP_498847.1	6183.Smp_197540.1
OG0002794	NP_505855.2	6183.Smp_175320.1
OG0002795	NP_506628.1	6183.Smp_053420.1
OG0002796	NP_505151.2	6183.Smp_003710.1
OG0002797	NP_498722.1	6183.Smp_139230.1
OG0002798	NP_499177.3	6183.Smp_064020.4
OG0002799	NP_496736.1	6183.Smp_018260.1
OG0002800	NP_501283.2	6183.Smp_148070.1
OG0002801	NP_490664.2	6183.Smp_147400.1
OG0002802	NP_497134.1	6183.Smp_005880.1
OG0002803	NP_492247.2, NP_495698.4	
OG0002804	NP_492581.1, NP_496121.2	
OG0002805	NP_495927.2	6183.Smp_013860.1
OG0002806	NP_505118.1	6183.Smp_141220.1
OG0002807	NP_508136.2	6183.Smp_067010.1
OG0002808	NP_497876.2	6183.Smp_126320.1
OG0002809	NP_502539.1	6183.Smp_150520.1
OG0002810	NP_498662.1	6183.Smp_145040.1
OG0002811	NP_509833.3	6183.Smp_146640.1
OG0002812	NP_495415.2, NP_509894.2	
OG0002813	NP_491985.4	6183.Smp_043500.1
OG0002814	NP_500753.1, NP_502970.2	
OG0002815	NP_501039.1	6183.Smp_208020.1
OG0002816	NP_498760.2	6183.Smp_162760.1
OG0002817	NP_508253.1, NP_508319.3	
OG0002818	NP_495273.1	6183.Smp_133370.1
OG0002819	NP_500465.4	6183.Smp_144090.2
OG0002820	NP_501844.1	6183.Smp_016600.1
OG0002821	NP_499944.3, NP_501210.3	
OG0002822	NP_491654.1	6183.Smp_049680.1
OG0002823	NP_492304.1	6183.Smp_149570.1
OG0002824	NP_509099.2	6183.Smp_204720.1
OG0002825	NP_502294.1	6183.Smp_212540.1
OG0002826	NP_508149.1	6183.Smp_173860.1
OG0002827	NP_503780.1, NP_505833.3	
OG0002828	NP_495300.2	6183.Smp_157840.1
OG0002829	NP_495818.1, NP_495819.1	
OG0002830	NP_491193.2	6183.Smp_141660.1
OG0002831	NP_501489.3	6183.Smp_124120.1
OG0002832	NP_495584.4	6183.Smp_174920.1
OG0002833	NP_498416.2	6183.Smp_152140.1
OG0002834	NP_502036.1	6183.Smp_042230.1
OG0002835	NP_499061.2	6183.Smp_008610.1
OG0002836	NP_506105.2	6183.Smp_049930.1
OG0002837	NP_509879.2	6183.Smp_174410.1
OG0002838	NP_492498.1	6183.Smp_074870.1
OG0002839	NP_496268.2	6183.Smp_041960.1
OG0002840	NP_510453.1	6183.Smp_194670.1
OG0002841	NP_508151.1	6183.Smp_174580.1
OG0002842	NP_505761.1	6183.Smp_164050.1
OG0002843	NP_495088.1	6183.Smp_136270.1
OG0002844	NP_509023.1	6183.Smp_023470.1
OG0002845	NP_500688.2	6183.Smp_062070.2
OG0002846	NP_498307.1	6183.Smp_167880.1
OG0002847	NP_505415.2	6183.Smp_153460.1
OG0002848	NP_506638.2	6183.Smp_029890.1
OG0002849	NP_497686.2	6183.Smp_039390.1
OG0002850	NP_508183.1	6183.Smp_126080.1
OG0002851	NP_508025.1	6183.Smp_049140.1
OG0002852	NP_498510.1	6183.Smp_046550.1
OG0002853	NP_493169.2	6183.Smp_162880.1
OG0002854	NP_503010.2	6183.Smp_210330.1
OG0002855	NP_502187.1	6183.Smp_026090.1
OG0002856	NP_495793.2, NP_496305.1	
OG0002857	NP_496281.1	6183.Smp_012410.1
OG0002858	NP_491216.2	6183.Smp_126770.2
OG0002859	NP_496426.1	6183.Smp_128810.1
