Orthogroup	Total	kog_elegans_pos_go	protein_mansoni
OG0001544	2	NP_504711.2	6183.Smp_160860.2.1
OG0001545	2	NP_492769.1	6183.Smp_136280.1
OG0001546	2	NP_493618.1	6183.Smp_173440.1
OG0001547	2	NP_499295.2	6183.Smp_101300.1
OG0001548	2	NP_495706.2	6183.Smp_073830.1
OG0001549	2	NP_504953.1	6183.Smp_143920.1
OG0001550	2	NP_498848.4	6183.Smp_150850.2
OG0001551	2	NP_497536.2	6183.Smp_006990.1
OG0001552	2	NP_499917.2	6183.Smp_009520.1
OG0001553	2	NP_491030.1	6183.Smp_043970.1
OG0001554	2	NP_510132.2	6183.Smp_145020.1
OG0001555	2	NP_497180.3	6183.Smp_062520.1
OG0001556	2	NP_498103.1	6183.Smp_030760.1
OG0001557	2	NP_507875.1	6183.Smp_038820.1
OG0001558	2	NP_499359.3	6183.Smp_141100.1
OG0001560	2	NP_495185.1	6183.Smp_141380.1
OG0001561	2	NP_506224.1	6183.Smp_097820.1
OG0001564	2	NP_492694.1	6183.Smp_180400.1
OG0001565	2	NP_491705.1	6183.Smp_177120.1
OG0001567	2	NP_495228.1	6183.Smp_136030.1
OG0001568	2	NP_498568.1	6183.Smp_103160.2
OG0001569	2	NP_500306.1	6183.Smp_005390.2
OG0001570	2	NP_492821.1	6183.Smp_212220.1
OG0001571	2	NP_492549.2	6183.Smp_101220.1
OG0001572	2	NP_495227.1	6183.Smp_133280.1
OG0001573	2	NP_493577.1	6183.Smp_159230.1
OG0001574	2	NP_502083.1	6183.Smp_151030.1
OG0001580	2	NP_500129.1	6183.Smp_031990.1
OG0001582	2	NP_509262.2	6183.Smp_148150.1
OG0001585	2	NP_501694.2	6183.Smp_167190.1
OG0001586	2	NP_502841.1	6183.Smp_156630.1
OG0001587	2	NP_497787.1	6183.Smp_089700.1
OG0001589	2	NP_498014.2	6183.Smp_021330.2
OG0001590	2	NP_505980.1	6183.Smp_098370.2
OG0001591	2	NP_495846.1	6183.Smp_094500.1
OG0001592	2	NP_493356.2	6183.Smp_161940.1
OG0001593	2	NP_491477.2	6183.Smp_038080.1
OG0001594	2	NP_498281.2	6183.Smp_131550.1
OG0001595	2	NP_498673.3	6183.Smp_170760.1
OG0001596	2	NP_494767.2	6183.Smp_017670.1
OG0001597	2	NP_502032.2	6183.Smp_019170.1
OG0001598	2	NP_509451.2	6183.Smp_034000.1
OG0001599	2	NP_497319.1	6183.Smp_029730.1
OG0001600	2	NP_496846.1	6183.Smp_134940.1
OG0001602	2	NP_506267.1	6183.Smp_127730.1
OG0001603	2	NP_510450.1	6183.Smp_052060.1
OG0001605	2	NP_496968.1	6183.Smp_134440.2
OG0001606	2	NP_504495.1	6183.Smp_170570.1
OG0001608	2	NP_506752.1	6183.Smp_146330.1
OG0001609	2	NP_492022.3	6183.Smp_046140.1
OG0001610	2	NP_502156.1	6183.Smp_136260.2
OG0001612	2	NP_502358.1	6183.Smp_120350.1
OG0001613	2	NP_495222.2	6183.Smp_142780.1
OG0001614	2	NP_498519.1	6183.Smp_130800.1
OG0001615	2	NP_500130.1	6183.Smp_199940.1
OG0001616	2	NP_509429.1	6183.Smp_163130.1
OG0001617	2	NP_510473.2	6183.Smp_170080.1
OG0001622	2	NP_493662.1	6183.Smp_004190.1
OG0001623	2	NP_499080.3	6183.Smp_041770.1
OG0001624	2	NP_509131.2	6183.Smp_099850.3
OG0001625	2	NP_505521.2	6183.Smp_050880.1
OG0001626	2	NP_499317.2	6183.Smp_082800.1
OG0001627	2	NP_498920.2	6183.Smp_069670.1
OG0001629	2	NP_499743.2	6183.Smp_029360.1
OG0001630	2	NP_504415.2	6183.Smp_152830.1
OG0001631	2	NP_499811.1	6183.Smp_062420.3
OG0001632	2	NP_493007.2	6183.Smp_135770.1
OG0001633	2	NP_491702.1	6183.Smp_038340.1
OG0001635	2	NP_502333.2	6183.Smp_000510.1
OG0001637	2	NP_494939.1	6183.Smp_151420.1
OG0001639	2	NP_506041.1	6183.Smp_156410.1
OG0001640	2	NP_497751.1	6183.Smp_124160.2
OG0001641	2	NP_500086.1	6183.Smp_090870.1
OG0001642	2	NP_508584.3	6183.Smp_096720.1
OG0001643	2	NP_510191.1	6183.Smp_013040.2
OG0001644	2	NP_506599.1	6183.Smp_005210.1
OG0001645	2	NP_499564.2	6183.Smp_137540.1
OG0001646	2	NP_498111.2	6183.Smp_038100.1
OG0001647	2	NP_508711.1	6183.Smp_029390.1
OG0001648	2	NP_506559.1	6183.Smp_147050.1
OG0001649	2	NP_493203.1	6183.Smp_002880.1
OG0001650	2	NP_492591.1	6183.Smp_173810.1
OG0001651	2	NP_505065.1	6183.Smp_079380.1
OG0001652	2	NP_501991.3	6183.Smp_045260.1
OG0001653	2	NP_495960.2	6183.Smp_169540.1
OG0001654	2	NP_492905.1	6183.Smp_043030.1
OG0001655	2	NP_491955.1	6183.Smp_028440.1
OG0001656	2	NP_499131.1	6183.Smp_034670.1
OG0001657	2	NP_509585.1	6183.Smp_078040.1
OG0001659	2	NP_497663.1	6183.Smp_103790.1
OG0001660	2	NP_499291.1	6183.Smp_050540.1
OG0001661	2	NP_499362.1	6183.Smp_046890.1
OG0001662	2	NP_496708.2	6183.Smp_057930.1
OG0001663	2	NP_498513.2	6183.Smp_202500.1
OG0001664	2	NP_505372.1	6183.Smp_154950.1
OG0001665	2	NP_498122.2	6183.Smp_102920.1
OG0001666	2	NP_505573.1	6183.Smp_081450.1
OG0001667	2	NP_508994.1	6183.Smp_166520.1
OG0001668	2	NP_498606.1	6183.Smp_052330.1
OG0001669	2	NP_510443.5	6183.Smp_169940.1
OG0001670	2	NP_504496.1	6183.Smp_198690.1
OG0001671	2	NP_502300.2	6183.Smp_094340.1
OG0001672	2	NP_491777.3	6183.Smp_000660.1
OG0001673	2	NP_492416.2	6183.Smp_045620.1
OG0001674	2	NP_495983.1	6183.Smp_063260.1
OG0001675	2	NP_505698.2	6183.Smp_212400.1
OG0001676	2	NP_491413.2	6183.Smp_064380.1
OG0001677	2	NP_510709.1	6183.Smp_049150.1
OG0001678	2	NP_497719.1	6183.Smp_026930.1
OG0001679	2	NP_492452.3	6183.Smp_012860.1
OG0001682	2	NP_509392.3	6183.Smp_144310.1
OG0001683	2	NP_497000.1	6183.Smp_137920.1
OG0001684	2	NP_496060.1	6183.Smp_164220.1
OG0001685	2	NP_492340.1	6183.Smp_068100.1
OG0001686	2	NP_495753.1	6183.Smp_076530.1
OG0001687	2	NP_505392.3	6183.Smp_024240.1
OG0001688	2	NP_501418.1	6183.Smp_135100.1
OG0001689	2	NP_498540.1	6183.Smp_104720.1
OG0001690	2	NP_507941.2	6183.Smp_124300.1
OG0001691	2	NP_491930.1	6183.Smp_078730.1
OG0001692	2	NP_501298.1	6183.Smp_144030.1
OG0001693	2	NP_495436.1	6183.Smp_178490.1
OG0001694	2	NP_501280.1	6183.Smp_151180.1
OG0001695	2	NP_501266.1	6183.Smp_060820.1
OG0001696	2	NP_498587.2	6183.Smp_022090.1
OG0001697	2	NP_492508.1	6183.Smp_181270.2
OG0001698	2	NP_491004.1	6183.Smp_097370.1
OG0001699	2	NP_495841.1	6183.Smp_019380.1
OG0001700	2	NP_491740.1	6183.Smp_020050.1
OG0001701	2	NP_493014.1	6183.Smp_014620.1
OG0001702	2	NP_499106.1	6183.Smp_084900.1
OG0001703	2	NP_491416.1	6183.Smp_153790.1
OG0001704	2	NP_498611.1	6183.Smp_150230.1
OG0001705	2	NP_508980.2	6183.Smp_180910.1
OG0001706	2	NP_498042.1	6183.Smp_125670.1
OG0001707	2	NP_497937.1	6183.Smp_028430.1
OG0001708	2	NP_498457.1	6183.Smp_047370.1
OG0001709	2	NP_504656.1	6183.Smp_035270.2
OG0001710	2	NP_500034.1	6183.Smp_085640.1
OG0001711	2	NP_494835.1	6183.Smp_058650.1
OG0001712	2	NP_507909.1	6183.Smp_029240.2
OG0001713	2	NP_492436.2	6183.Smp_025550.1
OG0001715	2	NP_491479.2	6183.Smp_028490.1
OG0001716	2	NP_501422.1	6183.Smp_023530.1
OG0001717	2	NP_492205.2	6183.Smp_061040.1
OG0001718	2	NP_498455.2	6183.Smp_160030.1
OG0001719	2	NP_499347.1	6183.Smp_180380.1
OG0001720	2	NP_509437.1	6183.Smp_000130.1
OG0001721	2	NP_501653.1	6183.Smp_159000.1
OG0001722	2	NP_501642.1	6183.Smp_121130.1
OG0001723	2	NP_492361.2	6183.Smp_099170.1
OG0001724	2	NP_499570.1	6183.Smp_134400.1
OG0001725	2	NP_508106.1	6183.Smp_124630.1
OG0001727	2	NP_500214.1	6183.Smp_033670.5
OG0001728	2	NP_498118.1	6183.Smp_072790.1
OG0001729	2	NP_491713.2	6183.Smp_165330.1
OG0001730	2	NP_498715.1	6183.Smp_175750.1
OG0001731	2	NP_495257.3	6183.Smp_153150.1
OG0001732	2	NP_501591.2	6183.Smp_194900.1
OG0001733	2	NP_498704.1	6183.Smp_021910.1
OG0001734	2	NP_498051.1	6183.Smp_166830.1
OG0001735	2	NP_505215.2	6183.Smp_034410.1
OG0001737	2	NP_490765.1	6183.Smp_152440.1
OG0001738	2	NP_492812.2	6183.Smp_075470.1
OG0001739	2	NP_506144.1	6183.Smp_133270.1
OG0001740	2	NP_492206.1	6183.Smp_197480.1
OG0001741	2	NP_498475.1	6183.Smp_084790.1
OG0001742	2	NP_500841.1	6183.Smp_131660.1
OG0001744	2	NP_491319.1	6183.Smp_026630.1
OG0001745	2	NP_491370.1	6183.Smp_210570.1
OG0001746	2	NP_509999.1	6183.Smp_030250.1
OG0001747	2	NP_497657.1	6183.Smp_017090.1
OG0001748	2	NP_496092.1	6183.Smp_007170.1
OG0001749	2	NP_497821.1	6183.Smp_055890.1
OG0001750	2	NP_501257.1	6183.Smp_001960.1
OG0001751	2	NP_491061.1	6183.Smp_042090.1
OG0001752	2	NP_498580.2	6183.Smp_012380.1
OG0001753	2	NP_499652.1	6183.Smp_171120.1
OG0001754	2	NP_505099.2	6183.Smp_060950.1
OG0001755	2	NP_506691.1	6183.Smp_044280.1
OG0001756	2	NP_503146.1	6183.Smp_063650.4
OG0001758	2	NP_498707.1	6183.Smp_150460.1
OG0001759	2	NP_492823.2	6183.Smp_164830.1
OG0001760	2	NP_504270.2	6183.Smp_136400.1
OG0001762	2	NP_505181.1	6183.Smp_124320.1
OG0001763	2	NP_499268.1	6183.Smp_067260.1
OG0001764	2	NP_497910.1	6183.Smp_073880.1
OG0001765	2	NP_500466.3	6183.Smp_046500.2
OG0001766	2	NP_497428.1	6183.Smp_097380.1
OG0001767	2	NP_503370.1	6183.Smp_158430.1
OG0001768	2	NP_493435.1	6183.Smp_053130.1
OG0001769	2	NP_499094.1	6183.Smp_103200.1
OG0001770	2	NP_495277.1	6183.Smp_073790.1
OG0001771	2	NP_505219.1	6183.Smp_010090.1
OG0001772	2	NP_495206.2	6183.Smp_045710.1
OG0001773	2	NP_504551.3	6183.Smp_058140.2
OG0001774	2	NP_501040.1	6183.Smp_085520.1
OG0001775	2	NP_502781.1	6183.Smp_068480.1
OG0001776	2	NP_491519.1	6183.Smp_020800.1
OG0001777	2	NP_501361.1	6183.Smp_061870.1
OG0001778	2	NP_498410.1	6183.Smp_028930.1
OG0001779	2	NP_504826.2	6183.Smp_040280.1
OG0001780	2	NP_498857.2	6183.Smp_172050.1
OG0001783	2	NP_499964.1	6183.Smp_032260.1
OG0001784	2	NP_505066.1	6183.Smp_024930.1
OG0001785	2	NP_506375.1	6183.Smp_210230.1
OG0001786	2	NP_497850.2	6183.Smp_006590.1
OG0001787	2	NP_492334.1	6183.Smp_002190.1
OG0001788	2	NP_505879.1	6183.Smp_079310.1
OG0001789	2	NP_498584.1	6183.Smp_038510.1
OG0001790	2	NP_491608.1	6183.Smp_171570.1
OG0001791	2	NP_498815.1	6183.Smp_164780.1
OG0001792	2	NP_491381.1	6183.Smp_138670.1
OG0001794	2	NP_498300.2	6183.Smp_087250.1
OG0001795	2	NP_496776.1	6183.Smp_146200.2
OG0001797	2	NP_501534.2	6183.Smp_157310.1
OG0001798	2	NP_500620.1	6183.Smp_149440.1
OG0001799	2	NP_491613.1	6183.Smp_035410.1
OG0001800	2	NP_490719.1	6183.Smp_012740.2
OG0001801	2	NP_499340.1	6183.Smp_211140.1
OG0001802	2	NP_502655.1	6183.Smp_031570.1
OG0001803	2	NP_501870.1	6183.Smp_081510.1
OG0001804	2	NP_497538.1	6183.Smp_084930.1
OG0001807	2	NP_492052.2	6183.Smp_012200.1
OG0001809	2	NP_493611.2	6183.Smp_026270.1
OG0001810	2	NP_510462.2	6183.Smp_094930.1
OG0001811	2	NP_502594.2	6183.Smp_144540.1
OG0001812	2	NP_491399.1	6183.Smp_001830.1
OG0001813	2	NP_497221.1	6183.Smp_027040.1
OG0001814	2	NP_502186.1	6183.Smp_032760.1
OG0001815	2	NP_499183.1	6183.Smp_055130.1
OG0001816	2	NP_498859.1	6183.Smp_088390.1
OG0001817	2	NP_492370.1	6183.Smp_061560.1
OG0001818	2	NP_497832.2	6183.Smp_161580.1
OG0001819	2	NP_499448.1	6183.Smp_128150.1
OG0001820	2	NP_492762.1	6183.Smp_173020.1
OG0001821	2	NP_496208.2	6183.Smp_090920.1
OG0001823	2	NP_491889.1	6183.Smp_020770.1
OG0001824	2	NP_502365.1	6183.Smp_074470.1
OG0001825	2	NP_508023.1	6183.Smp_095590.1
OG0001826	2	NP_508808.1	6183.Smp_003410.1
OG0001827	2	NP_500569.1	6183.Smp_210630.1
OG0001828	2	NP_495286.1	6183.Smp_082120.1
OG0001829	2	NP_506573.1	6183.Smp_058680.2
OG0001830	2	NP_500895.1	6183.Smp_017450.1
OG0001831	2	NP_490842.1	6183.Smp_045510.1
OG0001833	2	NP_491407.2	6183.Smp_162000.1
OG0001834	2	NP_502034.1	6183.Smp_210830.1
OG0001835	2	NP_508145.2	6183.Smp_005020.1
OG0001836	2	NP_492222.2	6183.Smp_175760.1
OG0001837	2	NP_502330.1	6183.Smp_211250.1
OG0001838	2	NP_504629.1	6183.Smp_157140.2
OG0001839	2	NP_501924.1	6183.Smp_008500.2
OG0001840	2	NP_498785.1	6183.Smp_140890.1
OG0001841	2	NP_493616.1	6183.Smp_210940.1
OG0001842	2	NP_508927.2	6183.Smp_128380.1
OG0001843	2	NP_502573.1	6183.Smp_166580.1
OG0001844	2	NP_490829.1	6183.Smp_061590.1
OG0001845	2	NP_496516.1	6183.Smp_197880.1
OG0001846	2	NP_490861.3	6183.Smp_138200.1
OG0001847	2	NP_498196.1	6183.Smp_088990.1
OG0001848	2	NP_509383.2	6183.Smp_132770.1
OG0001849	2	NP_492599.1	6183.Smp_142510.2
OG0001850	2	NP_501375.2	6183.Smp_093740.3
OG0001851	2	NP_504828.1	6183.Smp_148410.1
OG0001852	2	NP_507244.1	6183.Smp_170510.1
OG0001853	2	NP_498516.3	6183.Smp_133320.1
OG0001854	2	NP_501725.2	6183.Smp_130180.1
OG0001855	2	NP_496534.1	6183.Smp_163040.1
OG0001856	2	NP_509204.3	6183.Smp_163810.1
OG0001857	2	NP_492775.2	6183.Smp_143680.1
OG0001858	2	NP_494782.1	6183.Smp_162600.1
OG0001859	2	NP_499097.1	6183.Smp_161480.1
OG0001860	2	NP_501352.1	6183.Smp_052640.1
OG0001861	2	NP_498104.1	6183.Smp_055720.3
OG0001862	2	NP_491160.1	6183.Smp_167810.1
OG0001863	2	NP_506153.1	6183.Smp_126760.1
OG0001864	2	NP_498798.2	6183.Smp_105710.1
OG0001865	2	NP_497969.1	6183.Smp_180420.1
OG0001866	2	NP_496383.3	6183.Smp_151380.1
OG0001867	2	NP_501328.1	6183.Smp_180900.1
OG0001868	2	NP_498274.1	6183.Smp_097830.1
OG0001870	2	NP_497422.3	6183.Smp_122960.1
OG0001871	2	NP_501035.1	6183.Smp_128770.1
OG0001872	2	NP_497006.1	6183.Smp_084740.1
OG0001873	2	NP_498392.2	6183.Smp_086460.1
OG0001874	2	NP_499067.3	6183.Smp_153250.1
OG0001875	2	NP_509268.1	6183.Smp_133700.1
OG0001876	2	NP_492781.2	6183.Smp_157940.1
OG0001877	2	NP_499172.1	6183.Smp_124110.1
OG0001878	2	NP_491217.1	6183.Smp_137380.1
OG0001879	2	NP_505210.2	6183.Smp_163560.1
OG0001880	2	NP_502299.1	6183.Smp_175430.1
OG0001881	2	NP_491953.1	6183.Smp_137430.1
OG0001882	2	NP_501179.1	6183.Smp_095470.1
OG0001883	2	NP_491733.2	6183.Smp_210340.1
OG0001884	2	NP_492446.3	6183.Smp_145600.1
OG0001885	2	NP_506126.2	6183.Smp_136110.1
OG0001886	2	NP_493625.4	6183.Smp_160060.1
OG0001888	2	NP_495825.1	6183.Smp_147360.1
OG0001889	2	NP_504547.1	6183.Smp_148230.1
OG0001890	2	NP_502368.1	6183.Smp_001390.1
OG0001891	2	NP_497334.2	6183.Smp_145500.1
OG0001892	2	NP_491513.2	6183.Smp_161110.1
OG0001893	2	NP_492743.3	6183.Smp_133990.2
OG0001894	2	NP_491637.2	6183.Smp_144280.1
OG0001895	2	NP_495662.2	6183.Smp_131940.1
OG0001896	2	NP_505567.2	6183.Smp_064050.2
OG0001897	2	NP_498159.2	6183.Smp_006830.1
OG0001899	2	NP_507238.1	6183.Smp_008490.1
OG0001900	2	NP_504245.3	6183.Smp_100030.1
OG0001901	2	NP_499558.1	6183.Smp_158140.1
OG0001902	2	NP_505995.2	6183.Smp_143430.1
OG0001903	2	NP_509282.4	6183.Smp_194590.1
OG0001904	2	NP_500267.1	6183.Smp_175660.1
OG0001905	2	NP_501841.1	6183.Smp_042810.1
OG0001906	2	NP_496793.1	6183.Smp_163190.1
OG0001907	2	NP_509661.1	6183.Smp_127180.1
OG0001908	2	NP_496909.1	6183.Smp_120980.1
OG0001909	2	NP_499594.2	6183.Smp_163340.1
OG0001910	2	NP_492674.2	6183.Smp_038940.1
OG0001911	2	NP_499796.2	6183.Smp_009550.1
OG0001912	2	NP_494840.1	6183.Smp_038930.1
OG0001913	2	NP_502178.1	6183.Smp_156880.1
OG0001914	2	NP_502354.2	6183.Smp_128740.1
OG0001915	2	NP_507877.1	6183.Smp_099310.1
OG0001916	2	NP_492449.2	6183.Smp_151050.1
OG0001918	2	NP_496477.2	6183.Smp_124700.1
OG0001919	2	NP_508971.1	6183.Smp_047190.1
OG0001920	2	NP_490716.1	6183.Smp_128050.1
OG0001921	2	NP_506071.1	6183.Smp_083150.1
OG0001922	2	NP_494440.1	6183.Smp_082560.1
OG0001923	2	NP_502198.1	6183.Smp_161750.1
OG0001924	2	NP_509219.1	6183.Smp_211000.1
OG0001925	2	NP_501938.1	6183.Smp_029990.1
OG0001926	2	NP_502283.1	6183.Smp_151070.1
OG0001927	2	NP_508511.1	6183.Smp_135480.1
OG0001928	2	NP_492796.1	6183.Smp_126490.1
OG0001929	2	NP_501064.1	6183.Smp_000030.1
OG0001930	2	NP_496328.2	6183.Smp_125550.1
OG0001931	2	NP_491014.2	6183.Smp_170800.2
OG0001932	2	NP_491553.1	6183.Smp_052800.1
OG0001933	2	NP_506193.1	6183.Smp_032480.1
OG0001934	2	NP_505604.2	6183.Smp_048760.1
OG0001935	2	NP_498534.2	6183.Smp_211070.1
OG0001936	2	NP_498037.2	6183.Smp_087920.1
OG0001937	2	NP_501359.1	6183.Smp_035280.1
OG0001938	2	NP_501320.2	6183.Smp_137650.1
OG0001939	2	NP_494298.1	6183.Smp_017890.1
OG0001940	2	NP_506170.2	6183.Smp_057650.1
OG0001941	2	NP_510177.1	6183.Smp_029160.1
OG0001942	2	NP_497411.2	6183.Smp_052790.1
OG0001943	2	NP_494788.3	6183.Smp_142210.1
OG0001944	2	NP_502517.1	6183.Smp_050820.1
OG0001945	2	NP_491574.1	6183.Smp_144490.1
OG0001946	2	NP_502809.2	6183.Smp_146800.1
OG0001947	2	NP_506581.1	6183.Smp_132590.1
OG0001948	2	NP_508940.4	6183.Smp_124350.1
OG0001949	2	NP_495691.1	6183.Smp_030780.1
OG0001950	2	NP_496958.2	6183.Smp_133300.1
OG0001952	2	NP_491250.1	6183.Smp_166240.1
OG0001953	2	NP_496178.1	6183.Smp_098450.1
OG0001954	2	NP_500974.2	6183.Smp_156450.2
OG0001955	2	NP_498494.2	6183.Smp_026250.3
OG0001956	2	NP_498555.1	6183.Smp_046680.1
OG0001957	2	NP_509973.1	6183.Smp_140330.1
OG0001958	2	NP_510336.3	6183.Smp_160470.1
OG0001959	2	NP_498346.2	6183.Smp_175250.1
OG0001960	2	NP_501496.2	6183.Smp_142180.1
OG0001961	2	NP_490888.2	6183.Smp_094050.2
OG0001962	2	NP_499883.1	6183.Smp_161130.1
OG0001963	2	NP_498068.1	6183.Smp_084870.1
OG0001964	2	NP_498698.1	6183.Smp_001170.1
OG0001965	2	NP_499880.3	6183.Smp_011980.1
OG0001966	2	NP_505626.1	6183.Smp_013560.1
OG0001967	2	NP_502704.1	6183.Smp_153480.1
OG0001968	2	NP_499143.1	6183.Smp_124950.1
OG0001970	2	NP_507133.4	6183.Smp_035430.2
OG0001971	2	NP_502558.2	6183.Smp_075220.1
OG0001972	2	NP_495663.1	6183.Smp_143760.1
OG0001973	2	NP_497480.2	6183.Smp_136180.1
OG0001974	2	NP_504007.1	6183.Smp_143840.1
OG0001975	2	NP_500647.2	6183.Smp_211050.1
OG0001976	2	NP_506850.1	6183.Smp_057530.1
OG0001977	2	NP_503026.3	6183.Smp_148940.1
OG0001978	2	NP_498160.2	6183.Smp_127580.1
OG0001979	2	NP_493980.1	6183.Smp_003340.1
OG0001980	2	NP_496322.2	6183.Smp_194370.1
OG0001981	2	NP_506380.2	6183.Smp_147940.2
OG0001982	2	NP_503052.1	6183.Smp_146680.1
OG0001983	2	NP_498812.2	6183.Smp_167960.1
OG0001984	2	NP_491750.3	6183.Smp_021980.1
OG0001985	2	NP_505831.1	6183.Smp_128500.1
OG0001986	2	NP_501503.1	6183.Smp_169740.1
OG0001987	2	NP_498234.1	6183.Smp_088550.1
OG0001988	2	NP_500997.1	6183.Smp_129110.2
OG0001989	2	NP_507683.2	6183.Smp_082860.1
OG0001990	2	NP_508530.1	6183.Smp_000990.1
OG0001992	2	NP_504292.2	6183.Smp_132350.1
OG0001993	2	NP_498634.1	6183.Smp_017640.1
OG0001994	2	NP_495990.1	6183.Smp_173320.1
OG0001995	2	NP_497566.3	6183.Smp_131650.1
OG0001996	2	NP_496760.1	6183.Smp_171660.1
OG0001997	2	NP_498762.2	6183.Smp_152400.1
OG0001998	2	NP_503151.1	6183.Smp_031000.2
OG0001999	2	NP_490715.1	6183.Smp_032510.1
OG0002000	2	NP_491590.1	6183.Smp_012340.1
OG0002001	2	NP_503178.2	6183.Smp_149960.1
OG0002002	2	NP_495238.2	6183.Smp_055900.3
OG0002003	2	NP_509496.3	6183.Smp_146100.1
OG0002004	2	NP_491266.1	6183.Smp_009540.1
OG0002005	2	NP_498026.1	6183.Smp_054750.1
OG0002006	2	NP_500156.2	6183.Smp_021550.1
OG0002007	2	NP_496226.2	6183.Smp_139510.1
OG0002008	2	NP_503353.2	6183.Smp_123520.1
OG0002009	2	NP_501399.1	6183.Smp_040970.1
OG0002010	2	NP_490830.3	6183.Smp_175950.1
OG0002011	2	NP_490958.1	6183.Smp_143020.1
OG0002012	2	NP_491710.2	6183.Smp_126520.1
OG0002013	2	NP_508866.1	6183.Smp_064750.1
OG0002014	2	NP_503036.1	6183.Smp_093100.1
OG0002015	2	NP_492116.1	6183.Smp_018150.1
OG0002016	2	NP_496136.1	6183.Smp_170110.1
OG0002017	2	NP_502067.2	6183.Smp_130450.1
OG0002018	2	NP_506695.2	6183.Smp_144850.1
OG0002019	2	NP_491691.1	6183.Smp_156000.2
OG0002020	2	NP_504952.1	6183.Smp_176840.1
OG0002021	2	NP_498117.3	6183.Smp_143110.1
OG0002022	2	NP_497310.2	6183.Smp_165040.1
OG0002023	2	NP_509421.2	6183.Smp_133790.1
OG0002024	2	NP_508458.1	6183.Smp_079800.1
OG0002025	2	NP_496492.1	6183.Smp_078710.1
OG0002026	2	NP_495439.2	6183.Smp_212500.1
OG0002027	2	NP_493723.3	6183.Smp_008580.1
OG0002028	2	NP_495171.1	6183.Smp_022630.1
OG0002029	2	NP_490749.1	6183.Smp_018530.2
OG0002030	2	NP_495336.1	6183.Smp_002180.1
OG0002031	2	NP_496560.1	6183.Smp_098850.1
OG0002032	2	NP_502267.1	6183.Smp_093820.1
OG0002033	2	NP_501046.1	6183.Smp_013070.1
OG0002034	2	NP_496224.2	6183.Smp_154980.1
OG0002035	2	NP_493396.1	6183.Smp_123130.1
OG0002036	2	NP_499368.1	6183.Smp_073220.1
OG0002037	2	NP_499749.1	6183.Smp_103320.1
OG0002038	2	NP_493544.2	6183.Smp_043200.1
OG0002039	2	NP_499173.1	6183.Smp_022140.1
OG0002040	2	NP_508943.3	6183.Smp_020540.2
OG0002043	2	NP_491842.2	6183.Smp_005640.1
OG0002044	2	NP_498411.1	6183.Smp_123510.1
OG0002045	2	NP_503733.1	6183.Smp_038870.1
OG0002046	2	NP_505616.2	6183.Smp_143030.1
OG0002047	2	NP_495006.2	6183.Smp_028630.1
OG0002048	2	NP_510324.2	6183.Smp_102400.1
OG0002049	2	NP_503013.2	6183.Smp_008620.1
OG0002050	2	NP_501065.2	6183.Smp_105680.1
OG0002051	2	NP_498362.1	6183.Smp_158600.1
OG0002052	2	NP_508644.1	6183.Smp_133480.1
OG0002053	2	NP_498093.1	6183.Smp_040800.1
OG0002054	2	NP_495796.1	6183.Smp_041890.2
OG0002055	2	NP_492228.1	6183.Smp_150960.1
OG0002057	2	NP_507940.1	6183.Smp_051260.1
OG0002058	2	NP_505736.2	6183.Smp_068110.1
OG0002059	2	NP_495679.1	6183.Smp_157150.1
OG0002060	2	NP_496239.2	6183.Smp_175840.1
OG0002061	2	NP_491303.3	6183.Smp_163100.1
OG0002062	2	NP_502195.3	6183.Smp_002230.1
OG0002063	2	NP_508208.2	6183.Smp_129990.1
OG0002064	2	NP_501233.1	6183.Smp_180370.1
OG0002065	2	NP_492458.1	6183.Smp_065610.1
OG0002066	2	NP_498267.3	6183.Smp_174990.1
OG0002067	2	NP_493554.1	6183.Smp_149450.1
OG0002068	2	NP_492379.1	6183.Smp_096200.1
OG0002069	2	NP_499516.1	6183.Smp_158840.1
OG0002071	2	NP_505179.1	6183.Smp_054820.1
OG0002072	2	NP_499311.2	6183.Smp_126460.1
OG0002073	2	NP_495958.1	6183.Smp_131960.1
OG0002075	2	NP_497788.1	6183.Smp_140080.1
OG0002076	2	NP_501917.2	6183.Smp_177790.1
OG0002077	2	NP_494366.2	6183.Smp_212000.1
OG0002078	2	NP_503392.3	6183.Smp_167950.1
OG0002079	2	NP_499256.2	6183.Smp_053100.1
OG0002080	2	NP_491341.1	6183.Smp_151510.1
OG0002081	2	NP_506358.3	6183.Smp_018460.1
OG0002082	2	NP_491986.1	6183.Smp_015780.1
OG0002083	2	NP_495959.2	6183.Smp_196350.1
OG0002084	2	NP_500364.2	6183.Smp_193790.1
OG0002086	2	NP_494756.1	6183.Smp_088460.1
OG0002087	2	NP_496073.1	6183.Smp_131400.1
OG0002088	2	NP_505473.1	6183.Smp_161170.1
OG0002089	2	NP_509446.1	6183.Smp_061230.1
OG0002092	2	NP_505188.3	6183.Smp_123650.1
OG0002094	2	NP_491344.1	6183.Smp_039490.1
OG0002095	2	NP_492347.2	6183.Smp_170100.1
OG0002096	2	NP_492275.2	6183.Smp_087810.1
OG0002097	2	NP_500023.1	6183.Smp_042990.1
OG0002098	2	NP_502135.1	6183.Smp_172160.1
OG0002099	2	NP_501802.2	6183.Smp_100120.1
OG0002100	2	NP_506018.1	6183.Smp_143170.1
