Orthogroup	costa_droso_pos_go	protein_mansoni
OG0000346		6183.Smp_129500.1, 6183.Smp_156670.1, 6183.Smp_157740.1, 6183.Smp_212320.1
OG0000347		6183.Smp_131990.1, 6183.Smp_135060.1, 6183.Smp_138620.1, 6183.Smp_159360.1
OG0000348		6183.Smp_132060.1, 6183.Smp_138230.1, 6183.Smp_143190.1, 6183.Smp_163870.1
OG0000349		6183.Smp_133250.1, 6183.Smp_133690.1, 6183.Smp_135340.1, 6183.Smp_150730.1
OG0000350		6183.Smp_137980.1, 6183.Smp_153200.1, 6183.Smp_153210.1, 6183.Smp_204020.1
OG0000351		6183.Smp_140610.1, 6183.Smp_204090.1, 6183.Smp_204400.1, 6183.Smp_205520.1
OG0000352		6183.Smp_141910.1, 6183.Smp_143930.1, 6183.Smp_145990.1, 6183.Smp_155450.1
OG0000353		6183.Smp_144590.1, 6183.Smp_148460.1, 6183.Smp_155120.1, 6183.Smp_164680.1
OG0000354		6183.Smp_147860.1, 6183.Smp_151880.1, 6183.Smp_163160.1, 6183.Smp_169150.1
OG0000355		6183.Smp_152940.1, 6183.Smp_168630.1, 6183.Smp_174870.1, 6183.Smp_179570.1
OG0000356		6183.Smp_177580.1, 6183.Smp_183040.1, 6183.Smp_184280.1, 6183.Smp_205560.1
OG0000357		6183.Smp_200820.1, 6183.Smp_200840.1, 6183.Smp_200870.1, 6183.Smp_200880.1
OG0000358		6183.Smp_205450.1, 6183.Smp_205460.1, 6183.Smp_205470.1, 6183.Smp_205480.1
OG0000359	DEG20070008	6183.Smp_074020.1, 6183.Smp_158780.1
OG0000360	DEG20070031, DEG20070119	6183.Smp_049760.1
OG0000361	DEG20070035	6183.Smp_131640.1, 6183.Smp_154730.1
OG0000362	DEG20070048, DEG20070226	6183.Smp_082490.1
OG0000363	DEG20070060	6183.Smp_156020.1, 6183.Smp_156040.1
OG0000364	DEG20070075	6183.Smp_012200.1, 6183.Smp_015840.1
OG0000365	DEG20070083, DEG20070236	6183.Smp_128060.1
OG0000366	DEG20070092	6183.Smp_059250.1, 6183.Smp_120360.1
OG0000367	DEG20070105	6183.Smp_097590.1, 6183.Smp_194160.1
OG0000368	DEG20070166	6183.Smp_036980.1, 6183.Smp_165560.1
OG0000369	DEG20070173, DEG20070285	6183.Smp_142940.1
OG0000370	DEG20070179, DEG20070338	6183.Smp_126530.1
OG0000371	DEG20070183	6183.Smp_053990.1, 6183.Smp_062420.3
OG0000372	DEG20070196	6183.Smp_051530.1, 6183.Smp_149700.1
OG0000373	DEG20070200	6183.Smp_163420.1, 6183.Smp_210110.1
OG0000374	DEG20070208	6183.Smp_021920.3, 6183.Smp_035210.1
OG0000375	DEG20070209	6183.Smp_083200.2, 6183.Smp_168800.2
OG0000376	DEG20070210	6183.Smp_082740.1, 6183.Smp_151580.1
OG0000377	DEG20070249	6183.Smp_071980.1, 6183.Smp_089230.1
OG0000378	DEG20070259	6183.Smp_051920.2, 6183.Smp_055740.1
OG0000379	DEG20070307	6183.Smp_131800.1, 6183.Smp_146290.1
OG0000380	DEG20070333	6183.Smp_104390.1, 6183.Smp_140170.1
OG0000381		6183.Smp_000100.1, 6183.Smp_156590.1, 6183.Smp_198050.1
OG0000382		6183.Smp_000270.1, 6183.Smp_000280.1, 6183.Smp_077920.1
OG0000383		6183.Smp_000410.1, 6183.Smp_000430.1, 6183.Smp_191910.1
OG0000384		6183.Smp_000510.1, 6183.Smp_028730.1, 6183.Smp_048240.1
OG0000385		6183.Smp_000900.1, 6183.Smp_120620.1, 6183.Smp_137050.1
OG0000386		6183.Smp_002350.1, 6183.Smp_123360.1, 6183.Smp_123370.1
OG0000387		6183.Smp_002920.1, 6183.Smp_140510.1, 6183.Smp_140560.1
OG0000388		6183.Smp_004020.1, 6183.Smp_024490.1, 6183.Smp_042810.1
OG0000389		6183.Smp_004220.1, 6183.Smp_124410.1, 6183.Smp_167750.1
OG0000390		6183.Smp_004310.1, 6183.Smp_062890.1, 6183.Smp_064350.1
OG0000391		6183.Smp_004630.1, 6183.Smp_008580.1, 6183.Smp_065770.1
OG0000392		6183.Smp_005080.1, 6183.Smp_175950.1, 6183.Smp_211200.1
OG0000393		6183.Smp_005860.1, 6183.Smp_065580.3, 6183.Smp_155850.1
OG0000394		6183.Smp_006730.1, 6183.Smp_006750.1, 6183.Smp_006760.1
OG0000395		6183.Smp_006960.1, 6183.Smp_128900.1, 6183.Smp_134770.1
OG0000396		6183.Smp_007180.1, 6183.Smp_120320.1, 6183.Smp_149300.1
OG0000397		6183.Smp_008320.1, 6183.Smp_019610.1, 6183.Smp_173550.1
OG0000398		6183.Smp_008660.1, 6183.Smp_165930.1, 6183.Smp_197860.1
OG0000399		6183.Smp_008830.1, 6183.Smp_128890.2, 6183.Smp_163620.1
OG0000400		6183.Smp_009230.1, 6183.Smp_191670.1, 6183.Smp_203090.1
OG0000401		6183.Smp_009550.1, 6183.Smp_016540.1, 6183.Smp_143380.1
OG0000402		6183.Smp_010140.1, 6183.Smp_083150.1, 6183.Smp_084540.2
OG0000403		6183.Smp_010160.1, 6183.Smp_020800.1, 6183.Smp_168350.1
OG0000404		6183.Smp_010280.1, 6183.Smp_027000.1, 6183.Smp_038830.1
OG0000405		6183.Smp_010370.1, 6183.Smp_027040.1, 6183.Smp_099890.1
OG0000406		6183.Smp_012480.1, 6183.Smp_123940.1, 6183.Smp_210700.1
OG0000407		6183.Smp_012560.1, 6183.Smp_052470.1, 6183.Smp_198020.1
OG0000408		6183.Smp_013210.1, 6183.Smp_125650.1, 6183.Smp_129310.1
OG0000409		6183.Smp_013440.1, 6183.Smp_167630.1, 6183.Smp_210210.1
OG0000410		6183.Smp_013950.1, 6183.Smp_169050.1, 6183.Smp_169090.1
OG0000411		6183.Smp_014670.2, 6183.Smp_071140.1, 6183.Smp_083040.1
OG0000412		6183.Smp_015690.1, 6183.Smp_157250.1, 6183.Smp_175070.1
OG0000413		6183.Smp_016050.1, 6183.Smp_058170.2, 6183.Smp_099630.1
OG0000414		6183.Smp_016180.1, 6183.Smp_034860.1, 6183.Smp_163790.1
OG0000415		6183.Smp_016870.1, 6183.Smp_168220.1, 6183.Smp_169210.1
OG0000416		6183.Smp_018400.1, 6183.Smp_060180.1, 6183.Smp_090870.1
OG0000417		6183.Smp_018760.1, 6183.Smp_020340.1, 6183.Smp_133210.1
OG0000418		6183.Smp_019790.1, 6183.Smp_153500.1, 6183.Smp_191470.1
OG0000419		6183.Smp_019890.1, 6183.Smp_066670.1, 6183.Smp_179930.1
OG0000420		6183.Smp_020090.1, 6183.Smp_155090.1, 6183.Smp_155100.1
OG0000421		6183.Smp_020300.1, 6183.Smp_101630.1, 6183.Smp_162410.1
OG0000422		6183.Smp_021070.1, 6183.Smp_087810.1, 6183.Smp_147850.1
OG0000423		6183.Smp_021980.1, 6183.Smp_061970.1, 6183.Smp_065130.2
OG0000424		6183.Smp_022050.1, 6183.Smp_134070.1, 6183.Smp_134080.1
OG0000425		6183.Smp_022700.2, 6183.Smp_072900.1, 6183.Smp_121880.1
OG0000426		6183.Smp_023150.1, 6183.Smp_030710.1, 6183.Smp_165490.1
OG0000427		6183.Smp_024810.1, 6183.Smp_089220.1, 6183.Smp_173640.1
OG0000428		6183.Smp_026090.1, 6183.Smp_152790.1, 6183.Smp_202170.1
OG0000429		6183.Smp_026540.1, 6183.Smp_027010.2, 6183.Smp_064240.1
OG0000430		6183.Smp_026630.1, 6183.Smp_078320.1, 6183.Smp_126690.1
OG0000431		6183.Smp_026700.1, 6183.Smp_096200.1, 6183.Smp_149450.1
OG0000432		6183.Smp_028550.1, 6183.Smp_137580.1, 6183.Smp_177200.1
OG0000433		6183.Smp_029310.1, 6183.Smp_137020.1, 6183.Smp_197450.1
OG0000434		6183.Smp_029390.1, 6183.Smp_038100.1, 6183.Smp_147050.1
OG0000435		6183.Smp_029470.1, 6183.Smp_029500.1, 6183.Smp_075220.1
OG0000436		6183.Smp_029850.1, 6183.Smp_051420.1, 6183.Smp_157760.1
OG0000437		6183.Smp_030320.1, 6183.Smp_047540.1, 6183.Smp_125280.1
OG0000438		6183.Smp_030500.1, 6183.Smp_168310.1, 6183.Smp_169570.1
OG0000439		6183.Smp_031100.1, 6183.Smp_140330.1, 6183.Smp_202480.1
OG0000440		6183.Smp_032060.1, 6183.Smp_069870.1, 6183.Smp_069880.1
OG0000441		6183.Smp_032520.1, 6183.Smp_073400.1, 6183.Smp_075280.3
OG0000442		6183.Smp_033530.3, 6183.Smp_033540.1, 6183.Smp_140270.1
OG0000443		6183.Smp_033600.1, 6183.Smp_142510.2, 6183.Smp_169750.1
OG0000444		6183.Smp_033710.1, 6183.Smp_068440.1, 6183.Smp_154320.1
OG0000445		6183.Smp_034870.1, 6183.Smp_124430.1, 6183.Smp_210090.1
OG0000446		6183.Smp_035220.1, 6183.Smp_132300.1, 6183.Smp_179050.1
OG0000447		6183.Smp_035280.1, 6183.Smp_045780.1, 6183.Smp_166220.1
OG0000448		6183.Smp_035430.2, 6183.Smp_165090.1, 6183.Smp_176600.1
OG0000449		6183.Smp_035730.1, 6183.Smp_138810.1, 6183.Smp_153890.1
OG0000450		6183.Smp_036220.1, 6183.Smp_077790.1, 6183.Smp_108390.1
OG0000451		6183.Smp_036590.1, 6183.Smp_138050.2, 6183.Smp_142300.1
OG0000452		6183.Smp_037020.1, 6183.Smp_056640.1, 6183.Smp_142100.1
OG0000453		6183.Smp_037230.1, 6183.Smp_149130.1, 6183.Smp_195040.1
OG0000454		6183.Smp_039600.1, 6183.Smp_137750.1, 6183.Smp_146280.1
OG0000455		6183.Smp_040510.1, 6183.Smp_102430.1, 6183.Smp_144260.1
OG0000456		6183.Smp_040540.1, 6183.Smp_049500.1, 6183.Smp_166040.1
OG0000457		6183.Smp_041280.1, 6183.Smp_041350.1, 6183.Smp_131780.1
OG0000458		6183.Smp_041600.1, 6183.Smp_096270.1, 6183.Smp_122780.1
OG0000459		6183.Smp_042020.1, 6183.Smp_081450.1, 6183.Smp_166520.1
OG0000460		6183.Smp_042210.1, 6183.Smp_145740.1, 6183.Smp_180380.1
OG0000461		6183.Smp_045040.1, 6183.Smp_137590.1, 6183.Smp_148920.1
OG0000462		6183.Smp_047060.1, 6183.Smp_177970.1, 6183.Smp_185160.1
OG0000463		6183.Smp_048260.2, 6183.Smp_050590.1, 6183.Smp_063580.2
OG0000464		6183.Smp_051090.1, 6183.Smp_106260.1, 6183.Smp_203590.1
OG0000465		6183.Smp_051410.1, 6183.Smp_127930.1, 6183.Smp_130910.1
OG0000466		6183.Smp_051640.1, 6183.Smp_177670.1, 6183.Smp_212450.1
OG0000467		6183.Smp_052660.1, 6183.Smp_128940.1, 6183.Smp_150370.1
OG0000468		6183.Smp_053420.1, 6183.Smp_070630.1, 6183.Smp_070640.1
OG0000469		6183.Smp_054360.1, 6183.Smp_054410.1, 6183.Smp_151260.1
OG0000470		6183.Smp_056060.1, 6183.Smp_056080.1, 6183.Smp_194740.1
OG0000471		6183.Smp_056890.1, 6183.Smp_120080.2, 6183.Smp_152710.2
OG0000472		6183.Smp_057020.1, 6183.Smp_152720.1, 6183.Smp_152770.1
OG0000473		6183.Smp_058690.1, 6183.Smp_058700.1, 6183.Smp_124360.1
OG0000474		6183.Smp_061590.1, 6183.Smp_124640.1, 6183.Smp_197880.1
OG0000475		6183.Smp_062260.2, 6183.Smp_095810.1, 6183.Smp_207070.1
OG0000476		6183.Smp_062920.1, 6183.Smp_146390.1, 6183.Smp_211030.1
OG0000477		6183.Smp_063190.1, 6183.Smp_146790.1, 6183.Smp_156200.1
OG0000478		6183.Smp_064860.1, 6183.Smp_151350.1, 6183.Smp_165540.1
OG0000479		6183.Smp_065780.1, 6183.Smp_066960.2, 6183.Smp_150160.1
OG0000480		6183.Smp_066410.1, 6183.Smp_104330.1, 6183.Smp_212190.1
OG0000481		6183.Smp_067520.1, 6183.Smp_080420.1, 6183.Smp_118960.1
OG0000482		6183.Smp_068170.1, 6183.Smp_070390.1, 6183.Smp_140580.1
OG0000483		6183.Smp_068180.1, 6183.Smp_128860.1, 6183.Smp_159060.1
OG0000484		6183.Smp_068530.1, 6183.Smp_144990.1, 6183.Smp_147000.1
OG0000485		6183.Smp_069170.1, 6183.Smp_170590.1, 6183.Smp_176100.1
OG0000486		6183.Smp_070610.2, 6183.Smp_078270.1, 6183.Smp_095470.1
OG0000487		6183.Smp_072450.1, 6183.Smp_161500.1, 6183.Smp_164730.1
OG0000488		6183.Smp_072790.1, 6183.Smp_165330.1, 6183.Smp_172090.1
OG0000489		6183.Smp_072980.1, 6183.Smp_149500.1, 6183.Smp_166210.1
OG0000490		6183.Smp_073220.1, 6183.Smp_146320.1, 6183.Smp_172060.1
OG0000491		6183.Smp_073680.1, 6183.Smp_087520.1, 6183.Smp_098950.1
OG0000492		6183.Smp_073830.1, 6183.Smp_084380.1, 6183.Smp_211110.1
OG0000493		6183.Smp_074430.1, 6183.Smp_121930.2, 6183.Smp_162320.1
OG0000494		6183.Smp_074470.1, 6183.Smp_095590.1, 6183.Smp_167760.1
OG0000495		6183.Smp_075560.1, 6183.Smp_078640.1, 6183.Smp_129760.1
OG0000496		6183.Smp_075790.1, 6183.Smp_075800.1, 6183.Smp_179170.1
OG0000497		6183.Smp_076520.1, 6183.Smp_126920.1, 6183.Smp_158190.1
OG0000498		6183.Smp_076550.1, 6183.Smp_086450.1, 6183.Smp_171830.1
OG0000499		6183.Smp_076950.1, 6183.Smp_159740.1, 6183.Smp_159760.1
OG0000500		6183.Smp_077810.1, 6183.Smp_172000.1, 6183.Smp_188800.1
OG0000501		6183.Smp_078690.1, 6183.Smp_086330.1, 6183.Smp_126480.1
OG0000502		6183.Smp_079280.1, 6183.Smp_120330.1, 6183.Smp_180050.1
OG0000503		6183.Smp_079860.2, 6183.Smp_157930.1, 6183.Smp_173790.1
OG0000504		6183.Smp_080550.1, 6183.Smp_133350.1, 6183.Smp_173180.2
OG0000505		6183.Smp_080700.3, 6183.Smp_090240.1, 6183.Smp_210130.1
OG0000506		6183.Smp_086590.1, 6183.Smp_120700.1, 6183.Smp_195080.1
OG0000507		6183.Smp_087010.1, 6183.Smp_125680.1, 6183.Smp_178260.1
OG0000508		6183.Smp_089470.1, 6183.Smp_164060.1, 6183.Smp_171000.1
OG0000509		6183.Smp_090860.1, 6183.Smp_140770.1, 6183.Smp_151410.1
OG0000510		6183.Smp_093820.1, 6183.Smp_132990.1, 6183.Smp_179000.1
OG0000511		6183.Smp_094950.1, 6183.Smp_094980.1, 6183.Smp_128560.1
OG0000512		6183.Smp_095980.1, 6183.Smp_174810.1, 6183.Smp_176200.2
OG0000513		6183.Smp_098330.1, 6183.Smp_104660.1, 6183.Smp_210310.1
OG0000514		6183.Smp_098570.1, 6183.Smp_131350.1, 6183.Smp_136310.1
OG0000515		6183.Smp_100010.1, 6183.Smp_146330.1, 6183.Smp_177030.1
OG0000516		6183.Smp_101230.1, 6183.Smp_101240.1, 6183.Smp_149430.1
OG0000517		6183.Smp_101670.1, 6183.Smp_124310.1, 6183.Smp_170160.1
OG0000518		6183.Smp_101720.1, 6183.Smp_201080.1, 6183.Smp_202780.1
OG0000519		6183.Smp_101780.1, 6183.Smp_118190.1, 6183.Smp_166110.1
OG0000520		6183.Smp_102690.3, 6183.Smp_179320.1, 6183.Smp_198380.1
OG0000521		6183.Smp_103570.1, 6183.Smp_171920.1, 6183.Smp_174820.1
OG0000522		6183.Smp_105020.1, 6183.Smp_157020.1, 6183.Smp_197080.1
OG0000523		6183.Smp_105700.1, 6183.Smp_128140.1, 6183.Smp_156920.1
OG0000524		6183.Smp_106750.1, 6183.Smp_205050.1, 6183.Smp_205060.1
OG0000525		6183.Smp_107810.1, 6183.Smp_107860.1, 6183.Smp_110390.1
OG0000526		6183.Smp_108550.1, 6183.Smp_197400.1, 6183.Smp_202190.1
OG0000527		6183.Smp_114540.1, 6183.Smp_139100.2, 6183.Smp_142900.1
OG0000528		6183.Smp_114910.1, 6183.Smp_171030.1, 6183.Smp_171960.1
OG0000529		6183.Smp_120420.1, 6183.Smp_149470.1, 6183.Smp_212730.1
OG0000530		6183.Smp_124110.1, 6183.Smp_137380.1, 6183.Smp_157940.1
OG0000531		6183.Smp_124230.1, 6183.Smp_134090.1, 6183.Smp_160630.1
OG0000532		6183.Smp_125660.1, 6183.Smp_169540.1, 6183.Smp_179270.3
OG0000533		6183.Smp_125970.1, 6183.Smp_135890.1, 6183.Smp_149930.1
OG0000534		6183.Smp_128730.1, 6183.Smp_128740.1, 6183.Smp_156880.1
OG0000535		6183.Smp_129250.1, 6183.Smp_158620.1, 6183.Smp_199900.1
OG0000536		6183.Smp_129590.1, 6183.Smp_158530.1, 6183.Smp_158540.1
OG0000537		6183.Smp_130410.1, 6183.Smp_130420.1, 6183.Smp_143940.1
OG0000538		6183.Smp_130920.1, 6183.Smp_134590.1, 6183.Smp_172040.1
OG0000539		6183.Smp_131470.1, 6183.Smp_131490.1, 6183.Smp_160300.1
OG0000540		6183.Smp_135490.1, 6183.Smp_151290.1, 6183.Smp_162110.1
OG0000541		6183.Smp_136600.1, 6183.Smp_141650.1, 6183.Smp_190330.1
OG0000542		6183.Smp_136670.1, 6183.Smp_154610.2, 6183.Smp_171360.1
OG0000543		6183.Smp_138460.1, 6183.Smp_144360.1, 6183.Smp_197460.1
OG0000544		6183.Smp_139410.1, 6183.Smp_156150.1, 6183.Smp_161450.1
OG0000545		6183.Smp_141150.1, 6183.Smp_197190.1, 6183.Smp_210300.1
OG0000546		6183.Smp_142190.1, 6183.Smp_159890.1, 6183.Smp_193530.1
OG0000547		6183.Smp_142320.1, 6183.Smp_153010.1, 6183.Smp_172130.1
OG0000548		6183.Smp_143400.1, 6183.Smp_190110.1, 6183.Smp_210010.1
OG0000549		6183.Smp_143450.1, 6183.Smp_193960.1, 6183.Smp_199030.1
OG0000550		6183.Smp_145090.1, 6183.Smp_164160.1, 6183.Smp_207060.1
OG0000551		6183.Smp_146840.1, 6183.Smp_151310.1, 6183.Smp_163810.1
OG0000552		6183.Smp_147890.1, 6183.Smp_168870.1, 6183.Smp_180980.1
OG0000553		6183.Smp_148080.1, 6183.Smp_148090.1, 6183.Smp_148100.1
OG0000554		6183.Smp_150500.1, 6183.Smp_181470.1, 6183.Smp_210790.1
OG0000555		6183.Smp_150560.1, 6183.Smp_160810.1, 6183.Smp_162940.1
OG0000556		6183.Smp_152180.1, 6183.Smp_171850.1, 6183.Smp_200020.1
OG0000557		6183.Smp_153310.1, 6183.Smp_154400.1, 6183.Smp_210870.1
OG0000558		6183.Smp_153410.1, 6183.Smp_166010.1, 6183.Smp_172280.1
OG0000559		6183.Smp_153480.1, 6183.Smp_165670.1, 6183.Smp_167820.1
OG0000560		6183.Smp_155160.1, 6183.Smp_155180.1, 6183.Smp_210140.1
OG0000561		6183.Smp_157230.1, 6183.Smp_171120.1, 6183.Smp_172390.1
OG0000562		6183.Smp_158710.1, 6183.Smp_158940.1, 6183.Smp_174120.1
OG0000563		6183.Smp_159450.1, 6183.Smp_173870.1, 6183.Smp_198240.1
OG0000564		6183.Smp_159800.1, 6183.Smp_159830.1, 6183.Smp_180320.2
OG0000565		6183.Smp_160550.1, 6183.Smp_160560.1, 6183.Smp_172830.1
OG0000566		6183.Smp_162040.1, 6183.Smp_163130.1, 6183.Smp_199940.1
OG0000567		6183.Smp_165230.1, 6183.Smp_165660.1, 6183.Smp_199610.1
OG0000568		6183.Smp_165270.1, 6183.Smp_168600.1, 6183.Smp_178780.1
OG0000569		6183.Smp_173190.1, 6183.Smp_212090.1, 6183.Smp_212550.1
OG0000570		6183.Smp_182920.1, 6183.Smp_182950.1, 6183.Smp_183550.1
OG0000571		6183.Smp_200770.1, 6183.Smp_202340.1, 6183.Smp_204940.1
OG0000572		6183.Smp_200810.1, 6183.Smp_200830.1, 6183.Smp_200860.1
OG0000573		6183.Smp_204490.1, 6183.Smp_204660.1, 6183.Smp_205930.1
OG0000574	DEG20070001	6183.Smp_130470.1
OG0000575	DEG20070002	6183.Smp_098760.1
OG0000576	DEG20070004	6183.Smp_140690.1
OG0000577	DEG20070011	6183.Smp_014850.1
OG0000578	DEG20070012	6183.Smp_115060.1
OG0000579	DEG20070014	6183.Smp_014010.1
OG0000580	DEG20070019	6183.Smp_168670.1
OG0000581	DEG20070025	6183.Smp_074390.1
OG0000582	DEG20070026	6183.Smp_170340.1
OG0000583	DEG20070027	6183.Smp_034190.1
OG0000584	DEG20070037	6183.Smp_210570.1
OG0000585	DEG20070047	6183.Smp_196410.1
OG0000586	DEG20070051	6183.Smp_139720.1
OG0000587	DEG20070056	6183.Smp_079380.1
OG0000588	DEG20070058, DEG20070255	
OG0000589	DEG20070059	6183.Smp_145970.1
OG0000590	DEG20070062	6183.Smp_031000.2
OG0000591	DEG20070065	6183.Smp_009030.1
OG0000592	DEG20070068	6183.Smp_143680.1
OG0000593	DEG20070069	6183.Smp_173700.1
OG0000594	DEG20070073	6183.Smp_197180.1
OG0000595	DEG20070074	6183.Smp_159870.1
OG0000596	DEG20070078	6183.Smp_099170.1
OG0000597	DEG20070081	6183.Smp_038940.1
OG0000598	DEG20070082	6183.Smp_051210.1
OG0000599	DEG20070084	6183.Smp_035310.1
OG0000600	DEG20070086	6183.Smp_054430.1
OG0000601	DEG20070088	6183.Smp_124320.1
OG0000602	DEG20070090	6183.Smp_207000.1
OG0000603	DEG20070094	6183.Smp_171580.1
OG0000604	DEG20070097	6183.Smp_198690.1
OG0000605	DEG20070099	6183.Smp_034840.2
OG0000606	DEG20070101	6183.Smp_171160.1
OG0000607	DEG20070104	6183.Smp_068720.1
OG0000608	DEG20070110	6183.Smp_082660.1
OG0000609	DEG20070115	6183.Smp_062630.1
OG0000610	DEG20070116	6183.Smp_103200.1
OG0000611	DEG20070118	6183.Smp_060070.1
OG0000612	DEG20070122	6183.Smp_061650.1
OG0000613	DEG20070124	6183.Smp_043670.2
OG0000614	DEG20070132	6183.Smp_180690.1
OG0000615	DEG20070135	6183.Smp_156620.1
OG0000616	DEG20070136	6183.Smp_063420.1
OG0000617	DEG20070141	6183.Smp_002180.1
OG0000618	DEG20070142	6183.Smp_180530.1
OG0000619	DEG20070154	6183.Smp_162630.1
OG0000620	DEG20070155	6183.Smp_131940.1
OG0000621	DEG20070156	6183.Smp_085640.1
OG0000622	DEG20070158	6183.Smp_171740.1
OG0000623	DEG20070159	6183.Smp_070710.1
OG0000624	DEG20070161	6183.Smp_171720.1
OG0000625	DEG20070163	6183.Smp_155460.1
OG0000626	DEG20070167	6183.Smp_151280.1
OG0000627	DEG20070168	6183.Smp_072330.2
OG0000628	DEG20070172, DEG20070301	
OG0000629	DEG20070182	6183.Smp_131670.1
OG0000630	DEG20070187	6183.Smp_007170.1
OG0000631	DEG20070193	6183.Smp_002880.1
OG0000632	DEG20070194	6183.Smp_155360.1
OG0000633	DEG20070197	6183.Smp_068270.4
OG0000634	DEG20070204	6183.Smp_145300.1
OG0000635	DEG20070205	6183.Smp_149020.1
OG0000636	DEG20070206	6183.Smp_079050.1
OG0000637	DEG20070213	6183.Smp_001390.1
OG0000638	DEG20070215	6183.Smp_032000.1
OG0000639	DEG20070216	6183.Smp_009690.1
OG0000640	DEG20070217	6183.Smp_009830.1
OG0000641	DEG20070219	6183.Smp_132270.1
OG0000642	DEG20070220	6183.Smp_084830.1
OG0000643	DEG20070222	6183.Smp_150550.1
OG0000644	DEG20070223	6183.Smp_176230.1
OG0000645	DEG20070224	6183.Smp_165780.1
OG0000646	DEG20070228	6183.Smp_124970.1
OG0000647	DEG20070234	6183.Smp_015860.1
OG0000648	DEG20070239	6183.Smp_066740.1
OG0000649	DEG20070240	6183.Smp_046060.1
OG0000650	DEG20070241	6183.Smp_134020.1
OG0000651	DEG20070243	6183.Smp_039870.2
OG0000652	DEG20070245	6183.Smp_210890.1
OG0000653	DEG20070246	6183.Smp_121420.1
OG0000654	DEG20070248	6183.Smp_017290.3
OG0000655	DEG20070251	6183.Smp_032510.1
OG0000656	DEG20070252	6183.Smp_150890.1
OG0000657	DEG20070257	6183.Smp_072360.1
OG0000658	DEG20070268, DEG20070311	
OG0000659	DEG20070281	6183.Smp_056860.1
OG0000660	DEG20070284	6183.Smp_138590.1
OG0000661	DEG20070289	6183.Smp_162760.1
OG0000662	DEG20070290	6183.Smp_156170.1
OG0000663	DEG20070292	6183.Smp_180910.1
OG0000664	DEG20070295	6183.Smp_045790.1
OG0000665	DEG20070298	6183.Smp_078730.1
OG0000666	DEG20070299	6183.Smp_151860.1
OG0000667	DEG20070309	6183.Smp_056810.1
OG0000668	DEG20070310	6183.Smp_181150.1
OG0000669	DEG20070312	6183.Smp_025570.1
OG0000670	DEG20070313	6183.Smp_121640.1
OG0000671	DEG20070315	6183.Smp_146710.1
OG0000672	DEG20070318	6183.Smp_054840.1
OG0000673	DEG20070319	6183.Smp_024970.1
OG0000674	DEG20070323	6183.Smp_005260.1
OG0000675	DEG20070324	6183.Smp_131660.1
OG0000676	DEG20070327	6183.Smp_015020.1
OG0000677	DEG20070328	6183.Smp_172160.1
OG0000678	DEG20070332	6183.Smp_158600.1
OG0000679	DEG20070335	6183.Smp_058620.1
OG0000680	DEG20070337	6183.Smp_003630.1
OG0000681		6183.Smp_000020.1, 6183.Smp_210490.1
OG0000682		6183.Smp_000030.1, 6183.Smp_175250.1
OG0000683		6183.Smp_000040.1, 6183.Smp_139760.1
OG0000684		6183.Smp_000230.1, 6183.Smp_135600.1
OG0000685		6183.Smp_000290.1, 6183.Smp_077900.1
OG0000686		6183.Smp_000320.1, 6183.Smp_194720.1
OG0000687		6183.Smp_000370.1, 6183.Smp_192220.1
OG0000688		6183.Smp_000380.1, 6183.Smp_028850.1
OG0000689		6183.Smp_000500.2, 6183.Smp_177100.1
OG0000690		6183.Smp_000530.1, 6183.Smp_157270.1
OG0000691		6183.Smp_000630.1, 6183.Smp_010380.1
OG0000692		6183.Smp_000700.1, 6183.Smp_124950.1
OG0000693		6183.Smp_000810.2, 6183.Smp_147810.1
OG0000694		6183.Smp_001360.1, 6183.Smp_032810.1
OG0000695		6183.Smp_001830.1, 6183.Smp_153950.1
OG0000696		6183.Smp_002390.1, 6183.Smp_095460.1
OG0000697		6183.Smp_002600.1, 6183.Smp_071610.1
OG0000698		6183.Smp_002870.1, 6183.Smp_179060.1
OG0000699		6183.Smp_003770.1, 6183.Smp_162370.1
OG0000700		6183.Smp_003970.1, 6183.Smp_030690.1
OG0000701		6183.Smp_004040.1, 6183.Smp_066720.1
OG0000702		6183.Smp_004200.1, 6183.Smp_152220.1
OG0000703		6183.Smp_004590.1, 6183.Smp_140990.1
OG0000704		6183.Smp_004600.1, 6183.Smp_046090.2
OG0000705		6183.Smp_004640.1, 6183.Smp_040710.1
OG0000706		6183.Smp_004690.1, 6183.Smp_148290.1
OG0000707		6183.Smp_005330.1, 6183.Smp_040770.1
OG0000708		6183.Smp_006250.2, 6183.Smp_159100.1
OG0000709		6183.Smp_006550.1, 6183.Smp_212580.2
OG0000710		6183.Smp_006680.1, 6183.Smp_031950.2
OG0000711		6183.Smp_007070.1, 6183.Smp_202290.1
OG0000712		6183.Smp_007260.2, 6183.Smp_136710.1
OG0000713		6183.Smp_007300.1, 6183.Smp_014270.1
OG0000714		6183.Smp_007660.1, 6183.Smp_034100.1
OG0000715		6183.Smp_007690.1, 6183.Smp_174920.1
OG0000716		6183.Smp_007760.1, 6183.Smp_130540.1
OG0000717		6183.Smp_008190.1, 6183.Smp_144620.1
OG0000718		6183.Smp_008340.1, 6183.Smp_147840.1
OG0000719		6183.Smp_008360.1, 6183.Smp_008400.1
OG0000720		6183.Smp_008450.1, 6183.Smp_173420.1
OG0000721		6183.Smp_008490.1, 6183.Smp_157950.1
