Orthogroup	cel_kog_final	dme_costa_final	kog_cel_final	kog_dme_final	kog_sce_final	kog_total_final	sce_costa_final	total_costa_final
OG0000163	NP_510000.2, NP_510000.2, NP_510000.2, NP_510000.2, NP_510000.2, NP_510000.2, NP_510000.2, NP_510000.2, NP_510000.2, NP_510000.2, NP_510000.2, NP_510000.2, NP_510000.2, NP_510000.2, NP_510000.2, NP_510000.2							
OG0000164	NP_498425.2, NP_498425.2, NP_498425.2, NP_498425.2, NP_498425.2, NP_498425.2, NP_498425.2, NP_498425.2, NP_498425.2, NP_498425.2, NP_498425.2, NP_498425.2, NP_498425.2, NP_498425.2, NP_498425.2, NP_498425.2							
OG0000165	NP_497825.2, NP_497825.2, NP_497825.2, NP_497825.2, NP_497825.2, NP_497825.2, NP_497825.2, NP_497825.2, NP_497825.2, NP_497825.2, NP_497825.2, NP_497825.2, NP_497825.2, NP_497825.2, NP_497825.2, NP_497825.2							
OG0000166	NP_494495.3, NP_494495.3, NP_494495.3, NP_494495.3, NP_494495.3, NP_494495.3, NP_494495.3, NP_494495.3, NP_494495.3, NP_494495.3, NP_494495.3, NP_494495.3, NP_494495.3, NP_494495.3, NP_494495.3, NP_494495.3							
OG0000167	NP_499442.2, NP_499442.2, NP_499442.2, NP_499442.2, NP_499442.2, NP_499442.2, NP_499442.2, NP_499442.2, NP_499442.2, NP_499442.2, NP_499442.2, NP_499442.2, NP_499442.2, NP_499442.2, NP_499442.2, NP_499442.2							
OG0000168	NP_502164.1, NP_502164.1, NP_502164.1, NP_502164.1, NP_502164.1, NP_502164.1, NP_502164.1, NP_502164.1, NP_502164.1, NP_502164.1, NP_502164.1, NP_502164.1, NP_502164.1, NP_502164.1, NP_502164.1, NP_502164.1							
OG0000169	NP_501390.1, NP_501390.1, NP_501390.1, NP_501390.1, NP_501390.1, NP_501390.1, NP_501390.1, NP_501390.1, NP_501390.1, NP_501390.1, NP_501390.1, NP_501390.1, NP_501390.1, NP_501390.1, NP_501390.1, NP_501390.1							
OG0000170	NP_508620.1, NP_508620.1, NP_508620.1, NP_508620.1, NP_508620.1, NP_508620.1, NP_508620.1, NP_508620.1, NP_508620.1, NP_508620.1, NP_508620.1, NP_508620.1, NP_508620.1, NP_508620.1, NP_508620.1, NP_508620.1							
OG0000171	NP_509336.1, NP_509336.1, NP_509336.1, NP_509336.1, NP_509336.1, NP_509336.1, NP_509336.1, NP_509336.1, NP_509336.1, NP_509336.1, NP_509336.1, NP_509336.1, NP_509336.1, NP_510069.1			NP_511090.1, NP_523575.1				
OG0000172		DEG20070162, DEG20070162, DEG20070162, DEG20070162, DEG20070162, DEG20070162, DEG20070162, DEG20070162, DEG20070162, DEG20070162, DEG20070162, DEG20070162, DEG20070162, DEG20070162, DEG20070162, DEG20070162						
OG0000173			NP_510000.2, NP_510000.2, NP_510000.2, NP_510000.2, NP_510000.2, NP_510000.2, NP_510000.2, NP_510000.2, NP_510000.2, NP_510000.2, NP_510000.2, NP_510000.2, NP_510000.2, NP_510000.2, NP_510000.2, NP_510000.2					
OG0000174			NP_498425.2, NP_498425.2, NP_498425.2, NP_498425.2, NP_498425.2, NP_498425.2, NP_498425.2, NP_498425.2, NP_498425.2, NP_498425.2, NP_498425.2, NP_498425.2, NP_498425.2, NP_498425.2, NP_498425.2, NP_498425.2					
OG0000175			NP_497825.2, NP_497825.2, NP_497825.2, NP_497825.2, NP_497825.2, NP_497825.2, NP_497825.2, NP_497825.2, NP_497825.2, NP_497825.2, NP_497825.2, NP_497825.2, NP_497825.2, NP_497825.2, NP_497825.2, NP_497825.2					
OG0000176			NP_494495.3, NP_494495.3, NP_494495.3, NP_494495.3, NP_494495.3, NP_494495.3, NP_494495.3, NP_494495.3, NP_494495.3, NP_494495.3, NP_494495.3, NP_494495.3, NP_494495.3, NP_494495.3, NP_494495.3, NP_494495.3					
OG0000177			NP_499442.2, NP_499442.2, NP_499442.2, NP_499442.2, NP_499442.2, NP_499442.2, NP_499442.2, NP_499442.2, NP_499442.2, NP_499442.2, NP_499442.2, NP_499442.2, NP_499442.2, NP_499442.2, NP_499442.2, NP_499442.2					
OG0000178			NP_502164.1, NP_502164.1, NP_502164.1, NP_502164.1, NP_502164.1, NP_502164.1, NP_502164.1, NP_502164.1, NP_502164.1, NP_502164.1, NP_502164.1, NP_502164.1, NP_502164.1, NP_502164.1, NP_502164.1, NP_502164.1					
OG0000179			NP_501390.1, NP_501390.1, NP_501390.1, NP_501390.1, NP_501390.1, NP_501390.1, NP_501390.1, NP_501390.1, NP_501390.1, NP_501390.1, NP_501390.1, NP_501390.1, NP_501390.1, NP_501390.1, NP_501390.1, NP_501390.1					
OG0000180			NP_508620.1, NP_508620.1, NP_508620.1, NP_508620.1, NP_508620.1, NP_508620.1, NP_508620.1, NP_508620.1, NP_508620.1, NP_508620.1, NP_508620.1, NP_508620.1, NP_508620.1, NP_508620.1, NP_508620.1, NP_508620.1					
OG0000181							DEG20010523, DEG20010523, DEG20010523, DEG20010523, DEG20010523, DEG20010523, DEG20010523, DEG20010523, DEG20010523, DEG20010523, DEG20010523, DEG20010523, DEG20010523, DEG20010523, DEG20010523, DEG20010523	
OG0000182	NP_500566.1, NP_500566.1, NP_500566.1, NP_500566.1, NP_500566.1, NP_500566.1, NP_500566.1, NP_500566.1, NP_500566.1, NP_500566.1, NP_500566.1, NP_500566.1, NP_500566.1, NP_500566.1, NP_500566.1							
OG0000183			NP_500566.1, NP_500566.1, NP_500566.1, NP_500566.1, NP_500566.1, NP_500566.1, NP_500566.1, NP_500566.1, NP_500566.1, NP_500566.1, NP_500566.1, NP_500566.1, NP_500566.1, NP_500566.1, NP_500566.1					
OG0000184				NP_572492.1, NP_572492.1, NP_572492.1, NP_572492.1, NP_572492.1, NP_572492.1, NP_572492.1, NP_572492.1, NP_572492.1, NP_572492.1, NP_572492.1, NP_572492.1, NP_572492.1, NP_572492.1, NP_572492.1				
OG0000185				NP_536776.2, NP_536776.2, NP_536776.2, NP_536776.2, NP_536776.2, NP_536776.2, NP_536776.2, NP_536776.2, NP_536776.2, NP_536776.2, NP_536776.2, NP_536776.2, NP_536776.2, NP_536776.2, NP_536776.2				
OG0000186					NP_012461.1		DEG20010551, DEG20010551, DEG20010551, DEG20010551, DEG20010551, DEG20010551, DEG20010551, DEG20010551, DEG20010551, DEG20010551, DEG20010551, DEG20010551, DEG20010551, DEG20010551	
OG0000187	NP_492444.4		NP_492444.4		NP_010697.3, NP_014799.1, NP_014799.1, NP_014799.1, NP_014799.1, NP_014799.1	NP_010697.3, NP_014799.1, NP_014799.1, NP_014799.1, NP_014799.1, NP_014799.1		
OG0000188	NP_509416.2, NP_509416.2, NP_509416.2, NP_509416.2, NP_509416.2, NP_509416.2, NP_509416.2		NP_509416.2, NP_509416.2, NP_509416.2, NP_509416.2, NP_509416.2, NP_509416.2, NP_509416.2					
OG0000189	NP_501958.1, NP_501958.1, NP_501958.1, NP_501958.1, NP_501958.1, NP_501958.1, NP_501958.1, NP_501958.1, NP_501958.1, NP_501958.1, NP_501958.1, NP_501958.1, NP_501958.1, NP_501958.1							
OG0000190			NP_509336.1, NP_509336.1, NP_509336.1, NP_509336.1, NP_509336.1, NP_509336.1, NP_509336.1, NP_509336.1, NP_509336.1, NP_509336.1, NP_509336.1, NP_509336.1, NP_509336.1, NP_510069.1					
OG0000191			NP_501958.1, NP_501958.1, NP_501958.1, NP_501958.1, NP_501958.1, NP_501958.1, NP_501958.1, NP_501958.1, NP_501958.1, NP_501958.1, NP_501958.1, NP_501958.1, NP_501958.1, NP_501958.1					
OG0000192	NP_497567.1, NP_497567.1, NP_497567.1, NP_497567.1, NP_497567.1, NP_497567.1, NP_497567.1, NP_497567.1, NP_497567.1, NP_497567.1, NP_497567.1, NP_497567.1, NP_497567.1							
OG0000193	NP_496399.1, NP_496399.1, NP_496399.1, NP_496399.1, NP_496399.1, NP_496399.1, NP_496399.1, NP_496399.1, NP_496399.1, NP_496399.1, NP_496399.1, NP_496399.1, NP_496399.1							
OG0000194			NP_497567.1, NP_497567.1, NP_497567.1, NP_497567.1, NP_497567.1, NP_497567.1, NP_497567.1, NP_497567.1, NP_497567.1, NP_497567.1, NP_497567.1, NP_497567.1, NP_497567.1					
OG0000195			NP_496399.1, NP_496399.1, NP_496399.1, NP_496399.1, NP_496399.1, NP_496399.1, NP_496399.1, NP_496399.1, NP_496399.1, NP_496399.1, NP_496399.1, NP_496399.1, NP_496399.1					
OG0000196				NP_612039.1, NP_612039.1, NP_612039.1	NP_009497.2, NP_011013.1, NP_011013.1, NP_011013.1	NP_009497.2, NP_009683.1, NP_010278.3, NP_011013.1, NP_011013.1, NP_011013.1		
OG0000197				NP_569865.1, NP_569865.1, NP_569865.1, NP_569865.1, NP_569865.1, NP_569865.1, NP_569865.1, NP_569865.1, NP_569865.1, NP_569865.1, NP_569865.1, NP_569865.1, NP_569865.1				
OG0000198				NP_611736.1, NP_611736.1, NP_611736.1, NP_611736.1, NP_611736.1, NP_611736.1, NP_611736.1, NP_611736.1, NP_611736.1, NP_611736.1, NP_611736.1, NP_611736.1, NP_611736.1				
OG0000199				NP_573072.1, NP_573072.1, NP_573072.1, NP_573072.1, NP_573072.1, NP_573072.1, NP_573072.1, NP_573072.1, NP_573072.1, NP_573072.1, NP_573072.1, NP_573072.1, NP_573072.1				
OG0000200				NP_610441.2, NP_610441.2, NP_610441.2, NP_610441.2, NP_610441.2, NP_610441.2, NP_610441.2, NP_610441.2, NP_610441.2, NP_610441.2, NP_610441.2, NP_610441.2, NP_610441.2				
OG0000201				NP_572582.1, NP_572582.1, NP_572582.1, NP_572582.1, NP_572582.1, NP_572582.1, NP_572582.1, NP_572582.1, NP_572582.1, NP_572582.1, NP_572582.1, NP_572582.1, NP_572582.1				
OG0000202				NP_609759.1, NP_609759.1, NP_609759.1, NP_609759.1, NP_609759.1, NP_609759.1, NP_609759.1, NP_609759.1, NP_609759.1, NP_609759.1, NP_609759.1, NP_609759.1, NP_609759.1				
OG0000203	NP_491707.2		NP_491707.2	NP_476831.1, NP_523740.3	NP_012713.1, NP_012713.1, NP_012713.1, NP_013289.1	NP_011797.3, NP_012713.1, NP_013052.1, NP_013086.1		
OG0000204	NP_495727.1, NP_495727.1, NP_495727.1, NP_495727.1, NP_495727.1, NP_495727.1, NP_495727.1, NP_495727.1, NP_495727.1, NP_495727.1, NP_495727.1, NP_495727.1							
OG0000205	NP_506416.2, NP_506416.2, NP_506416.2, NP_506416.2, NP_506416.2, NP_506416.2, NP_506416.2, NP_506416.2, NP_506416.2, NP_506416.2, NP_506416.2, NP_506416.2							
OG0000206	NP_492381.3, NP_492381.3, NP_492381.3, NP_492381.3, NP_492381.3, NP_492381.3, NP_492381.3, NP_492381.3, NP_492381.3, NP_492381.3, NP_492381.3, NP_492381.3							
OG0000207	NP_497717.2, NP_497717.2, NP_497717.2, NP_497717.2, NP_497717.2, NP_497717.2		NP_497717.2, NP_497717.2, NP_497717.2, NP_497717.2, NP_497717.2, NP_497717.2					
OG0000208	NP_509196.2, NP_509196.2, NP_509196.2, NP_509196.2, NP_509196.2, NP_509196.2		NP_509196.2, NP_509196.2, NP_509196.2, NP_509196.2, NP_509196.2, NP_509196.2					
OG0000209	NP_505506.2, NP_505506.2, NP_505506.2, NP_505506.2, NP_505506.2, NP_505506.2, NP_505506.2, NP_505506.2, NP_505506.2, NP_505506.2, NP_505506.2, NP_505506.2							
OG0000210	NP_500781.2, NP_500781.2, NP_500781.2, NP_500781.2, NP_500781.2, NP_500781.2		NP_500781.2, NP_500781.2, NP_500781.2, NP_500781.2, NP_500781.2, NP_500781.2					
OG0000211	NP_507773.1, NP_507773.1, NP_507773.1, NP_507773.1, NP_507773.1, NP_507773.1, NP_507773.1, NP_507773.1, NP_507773.1, NP_507773.1, NP_507773.1, NP_507773.1							
OG0000212	NP_494378.1, NP_494378.1, NP_494378.1, NP_494378.1, NP_494378.1, NP_494378.1, NP_494378.1, NP_494378.1, NP_494378.1, NP_494378.1, NP_494378.1, NP_494378.1							
OG0000213	NP_493466.2, NP_493466.2, NP_493466.2, NP_493466.2, NP_493466.2, NP_493466.2, NP_493466.2, NP_493466.2, NP_493466.2, NP_493466.2, NP_493466.2, NP_493466.2							
OG0000214			NP_495727.1, NP_495727.1, NP_495727.1, NP_495727.1, NP_495727.1, NP_495727.1, NP_495727.1, NP_495727.1, NP_495727.1, NP_495727.1, NP_495727.1, NP_495727.1					
OG0000215			NP_506416.2, NP_506416.2, NP_506416.2, NP_506416.2, NP_506416.2, NP_506416.2, NP_506416.2, NP_506416.2, NP_506416.2, NP_506416.2, NP_506416.2, NP_506416.2					
OG0000216			NP_492381.3, NP_492381.3, NP_492381.3, NP_492381.3, NP_492381.3, NP_492381.3, NP_492381.3, NP_492381.3, NP_492381.3, NP_492381.3, NP_492381.3, NP_492381.3					
OG0000217			NP_505506.2, NP_505506.2, NP_505506.2, NP_505506.2, NP_505506.2, NP_505506.2, NP_505506.2, NP_505506.2, NP_505506.2, NP_505506.2, NP_505506.2, NP_505506.2					
OG0000218			NP_507773.1, NP_507773.1, NP_507773.1, NP_507773.1, NP_507773.1, NP_507773.1, NP_507773.1, NP_507773.1, NP_507773.1, NP_507773.1, NP_507773.1, NP_507773.1					
OG0000219			NP_494378.1, NP_494378.1, NP_494378.1, NP_494378.1, NP_494378.1, NP_494378.1, NP_494378.1, NP_494378.1, NP_494378.1, NP_494378.1, NP_494378.1, NP_494378.1					
OG0000220			NP_493466.2, NP_493466.2, NP_493466.2, NP_493466.2, NP_493466.2, NP_493466.2, NP_493466.2, NP_493466.2, NP_493466.2, NP_493466.2, NP_493466.2, NP_493466.2					
OG0000221				NP_476858.1	NP_011652.1, NP_011652.1, NP_011652.1, NP_011652.1, NP_015480.1	NP_010676.1, NP_011652.1, NP_011652.1, NP_011652.1, NP_011652.1, NP_015480.1		
OG0000222				NP_610402.1, NP_610402.1, NP_610402.1, NP_610402.1, NP_610402.1, NP_610402.1, NP_610402.1, NP_610402.1, NP_610402.1, NP_610402.1, NP_610402.1, NP_610403.1				
OG0000223	NP_501280.1		NP_501280.1	NP_524871.1, NP_608687.2, NP_609217.1, NP_609217.1, NP_609217.1, NP_609217.1	NP_012907.3	NP_012907.3	DEG20010603	
OG0000224		DEG20070024		NP_523912.1	NP_009991.2	NP_009991.2, NP_009991.2, NP_009991.2, NP_009991.2, NP_012135.1, NP_014331.3	DEG20011081	DEG20011081
OG0000225				NP_477161.1	NP_011368.3, NP_011368.3, NP_011368.3, NP_011368.3, NP_011368.3, NP_014332.1, NP_014332.1, NP_014332.1, NP_014332.1, NP_014332.1			
OG0000226				NP_573151.1, NP_573151.1, NP_573151.1, NP_573151.1, NP_573151.1, NP_573151.1, NP_573151.1, NP_573151.1, NP_573151.1, NP_573151.1, NP_573151.1				
OG0000227				NP_609840.1, NP_609840.1, NP_609840.1, NP_609840.1, NP_609840.1, NP_609840.1, NP_609840.1, NP_609840.1, NP_609840.1, NP_609840.1, NP_609840.1				
OG0000228	NP_501316.2, NP_501316.2, NP_501316.2, NP_501316.2, NP_501316.2		NP_501316.2, NP_501316.2, NP_501316.2, NP_501316.2, NP_501316.2					
OG0000229	NP_497974.1, NP_497974.1, NP_497974.1, NP_497974.1, NP_497974.1		NP_497974.1, NP_497974.1, NP_497974.1, NP_497974.1, NP_497974.1					
OG0000230	NP_496269.1, NP_496269.1, NP_496269.1, NP_496269.1, NP_496269.1		NP_496269.1, NP_496269.1, NP_496269.1, NP_496269.1, NP_496269.1					
OG0000231	NP_510277.1, NP_510277.1, NP_510277.1, NP_510277.1, NP_510277.1		NP_510277.1, NP_510277.1, NP_510277.1, NP_510277.1, NP_510277.1					
OG0000232	NP_501164.2, NP_501164.2, NP_501164.2, NP_501164.2, NP_501164.2		NP_501164.2, NP_501164.2, NP_501164.2, NP_501164.2, NP_501164.2					
OG0000233							DEG20010337, DEG20010337, DEG20010337, DEG20010337, DEG20010337, DEG20010337, DEG20010337, DEG20010337, DEG20010337, DEG20010337	
OG0000234	NP_506048.1, NP_506048.1, NP_506048.1, NP_506049.1		NP_506048.1, NP_506048.1, NP_506048.1, NP_506049.1		NP_010607.3			
OG0000235	NP_490958.1, NP_493742.1		NP_490958.1, NP_493742.1	NP_608573.1, NP_610786.2	NP_014338.3	NP_014338.3	DEG20010850	
OG0000236	NP_506317.2, NP_506317.2, NP_506317.2, NP_506317.2, NP_506317.2, NP_506317.2, NP_506317.2, NP_506317.2, NP_506317.2							
OG0000237			NP_506317.2, NP_506317.2, NP_506317.2, NP_506317.2, NP_506317.2, NP_506317.2, NP_506317.2, NP_506317.2, NP_506317.2					
OG0000238					NP_010265.1, NP_010265.1, NP_010265.1, NP_010265.1	NP_010265.1, NP_010265.1, NP_010265.1, NP_010265.1, NP_011940.1		
OG0000239					NP_009359.1, NP_009359.1, NP_009359.1, NP_009359.1, NP_009359.1, NP_009359.1, NP_009359.1, NP_009359.1, NP_009359.1			
OG0000240							DEG20010008, DEG20010008, DEG20010008, DEG20010008, DEG20010008, DEG20010008, DEG20010008, DEG20010008, DEG20010008	
OG0000241	NP_508864.2, NP_508864.2, NP_508864.2, NP_508864.2		NP_508864.2, NP_508864.2, NP_508864.2, NP_508864.2					
OG0000242	NP_508818.1, NP_508818.1, NP_508818.1, NP_508818.1		NP_508818.1, NP_508818.1, NP_508818.1, NP_508818.1					
OG0000243	NP_496961.2, NP_496961.2, NP_496961.2, NP_496961.2		NP_496961.2, NP_496961.2, NP_496961.2, NP_496961.2					
OG0000244	NP_496075.1		NP_496075.1	NP_611854.1	NP_011512.1, NP_012218.1, NP_012423.1, NP_012962.3	NP_011512.1		
OG0000245	NP_491605.2, NP_491605.2, NP_491605.2, NP_491605.2, NP_491605.2, NP_491605.2, NP_491605.2, NP_491605.2							
OG0000246	NP_509562.1, NP_509562.1, NP_509562.1, NP_509562.1, NP_509562.1, NP_509562.1, NP_509562.1, NP_509562.1							
OG0000247	NP_506042.1, NP_506042.1, NP_506042.1, NP_506042.1, NP_506042.1, NP_506042.1, NP_506042.1, NP_506042.1							
OG0000248	NP_502341.1, NP_502341.1, NP_502341.1, NP_502341.1, NP_502341.1, NP_502341.1, NP_502341.1, NP_502341.1							
OG0000249			NP_491605.2, NP_491605.2, NP_491605.2, NP_491605.2, NP_491605.2, NP_491605.2, NP_491605.2, NP_491605.2					
OG0000250			NP_509562.1, NP_509562.1, NP_509562.1, NP_509562.1, NP_509562.1, NP_509562.1, NP_509562.1, NP_509562.1					
OG0000251			NP_506042.1, NP_506042.1, NP_506042.1, NP_506042.1, NP_506042.1, NP_506042.1, NP_506042.1, NP_506042.1					
OG0000252			NP_502341.1, NP_502341.1, NP_502341.1, NP_502341.1, NP_502341.1, NP_502341.1, NP_502341.1, NP_502341.1					
OG0000253				NP_524808.3, NP_524808.3, NP_524808.3, NP_524808.3, NP_524808.3, NP_524808.3, NP_524808.3, NP_609361.1				
OG0000254					NP_010739.3, NP_010739.3, NP_010739.3, NP_010739.3	NP_010739.3, NP_010739.3, NP_010739.3, NP_010739.3		
OG0000255					NP_013685.1, NP_013685.1, NP_013685.1, NP_013685.1	NP_013685.1, NP_013685.1, NP_013685.1, NP_013685.1		
OG0000256					NP_010710.4, NP_010710.4, NP_010710.4, NP_010710.4	NP_010710.4, NP_010710.4, NP_010710.4, NP_010710.4		
OG0000257	NP_499446.1		NP_499446.1	NP_610460.1	NP_010944.1, NP_011307.1	NP_010944.1, NP_011307.1		
OG0000258				NP_476959.1		NP_010126.1, NP_011622.1, NP_011623.3, NP_013311.1, NP_015444.1, NP_015445.1		
OG0000259				NP_572731.1, NP_610627.2, NP_611075.1, NP_611944.1	NP_015512.1	NP_015512.1	DEG20011108	
OG0000260	NP_510155.3		NP_510155.3		NP_010599.1, NP_010610.3, NP_116674.2	NP_116674.2		
OG0000261	NP_492169.2		NP_492169.2	NP_476957.1	NP_009757.1	NP_009757.1	DEG20010070	
OG0000262	NP_496956.1		NP_496956.1	NP_611270.1	NP_013764.1	NP_013764.1	DEG20010793	
OG0000263	NP_509012.2		NP_509012.2	NP_476570.1	NP_015360.2	NP_015360.2	DEG20011069	
OG0000264	NP_501552.1		NP_501552.1	NP_573246.1, NP_608976.1	NP_011610.3, NP_013889.1			
OG0000265	NP_498103.1		NP_498103.1	NP_477158.1	NP_011908.1	NP_011908.1	DEG20010460	
OG0000266	NP_504166.2		NP_504166.2	NP_608885.1	NP_015435.1	NP_015435.1	DEG20011085	
OG0000267	NP_491698.1, NP_491698.1, NP_491698.1		NP_491698.1, NP_491698.1, NP_491698.1					
OG0000268	NP_492793.1, NP_492793.1, NP_492793.1		NP_492793.1, NP_492793.1, NP_492793.1					
OG0000269	NP_497801.2, NP_497801.2, NP_497801.2		NP_497801.2, NP_497801.2, NP_497801.2					
OG0000270	NP_501841.1		NP_501841.1	NP_524229.1	NP_013795.1, NP_014860.1		DEG20010978	
OG0000271	NP_491553.1		NP_491553.1	NP_609643.2	NP_014359.3	NP_014359.3	DEG20010849	
OG0000272	NP_510336.3		NP_510336.3	NP_611029.3	NP_015075.1	NP_014106.1, NP_014529.1		
OG0000273	NP_505722.1		NP_505722.1	NP_612023.1	NP_015262.1	NP_015262.1	DEG20011022	
OG0000274	NP_497292.1, NP_497292.1, NP_497292.1		NP_497292.1, NP_497292.1, NP_497292.1					
OG0000275	NP_495481.2, NP_495481.2, NP_495481.2		NP_495481.2, NP_495481.2, NP_495481.2					
OG0000276	NP_505883.1, NP_505883.1, NP_505883.1		NP_505883.1, NP_505883.1, NP_505883.1					
OG0000277	NP_497452.1, NP_508238.2		NP_497452.1, NP_508238.2	NP_524548.1, NP_524599.1				
OG0000278	NP_502621.3, NP_502621.3, NP_502621.3		NP_502621.3, NP_502621.3, NP_502621.3					
OG0000279	NP_502396.2, NP_502396.2, NP_502396.2		NP_502396.2, NP_502396.2, NP_502396.2					
OG0000280	NP_496432.2, NP_496432.2, NP_496432.2		NP_496432.2, NP_496432.2, NP_496432.2					
OG0000281				NP_524827.1, NP_524827.1, NP_524827.1, NP_524827.1, NP_524827.1, NP_524827.1				
OG0000282				NP_608804.1, NP_608804.1, NP_608804.1, NP_608804.1	NP_011749.3, NP_015215.1			
OG0000283				NP_523919.1, NP_523919.1, NP_523919.1, NP_523919.1, NP_523919.1, NP_523919.1				
OG0000284					NP_009992.1, NP_014587.1, NP_014587.1, NP_014587.1, NP_014587.1, NP_014587.1			
OG0000285	NP_491429.1	DEG20070283	NP_491429.1		NP_013537.1	NP_011059.3		
OG0000286	NP_490962.1		NP_490962.1	NP_477185.1	NP_015344.1	NP_015344.1		
OG0000287	NP_505969.1		NP_505969.1		NP_014630.1, NP_014630.1, NP_014630.1			
OG0000288	NP_498903.3, NP_508732.3		NP_498903.3, NP_508732.3	NP_610349.1				
OG0000289	NP_499097.1		NP_499097.1	NP_611095.1	NP_013725.1	NP_013725.1		
OG0000290	NP_498274.1		NP_498274.1	NP_609459.1	NP_015370.1	NP_015370.1		
OG0000291	NP_498159.2		NP_498159.2		NP_013960.1, NP_013960.1, NP_013960.1			
OG0000292	NP_493713.2		NP_493713.2		NP_015012.3	NP_015012.3	DEG20011058	
OG0000293	NP_490888.2		NP_490888.2	NP_610333.1	NP_011889.1	NP_011889.1		
OG0000294	NP_506133.2, NP_506134.3		NP_506133.2, NP_506134.3	NP_572242.1				
OG0000295	NP_501789.1		NP_501789.1	NP_608464.1	NP_014548.1	NP_014548.1		
OG0000296	NP_498620.1		NP_498620.1	NP_610298.2	NP_012414.1	NP_012414.1		
OG0000297	NP_501395.1		NP_501395.1	NP_610562.1	NP_010922.1	NP_010922.1		
OG0000298	NP_498121.1		NP_498121.1	NP_608890.1	NP_012603.1	NP_012603.1		
OG0000299	NP_495680.1		NP_495680.1	NP_572577.1, NP_608322.1, NP_610836.1				
OG0000300	NP_498416.2		NP_498416.2	NP_572901.1	NP_013215.1	NP_013215.1		
OG0000301	NP_006961.1		NP_006961.1		NP_009305.1, NP_009306.1, NP_009307.2			
OG0000302		DEG20070136		NP_523707.1	NP_012598.1		DEG20010587	DEG20010587
OG0000303					NP_010177.1	NP_010177.1, NP_010177.1, NP_010177.1, NP_010177.1		
OG0000304					NP_009819.1, NP_010667.1, NP_010667.1, NP_010667.1, NP_014770.1			
OG0000305					NP_009981.1, NP_009981.1, NP_014420.1, NP_014420.1, NP_014420.1			
OG0000306	NP_506571.1		NP_506571.1		NP_011504.3		DEG20010345	
OG0000307	NP_490990.2		NP_490990.2	NP_569993.1		NP_013811.1		
OG0000308	NP_496802.2		NP_496802.2		NP_011365.1, NP_015243.1			
OG0000309	NP_499887.1, NP_499887.1		NP_499887.1, NP_499887.1					
OG0000310	NP_499478.2		NP_499478.2	NP_611176.1		NP_009953.1		
OG0000311	NP_499759.2		NP_499759.2		NP_014172.1	NP_013884.1		
OG0000312	NP_498249.3		NP_498249.3	NP_610933.1	NP_009850.1			
OG0000313	NP_502546.1		NP_502546.1		NP_012499.1		DEG20010543	
OG0000314	NP_498398.1		NP_498398.1		NP_013956.1		DEG20010824	
OG0000315	NP_498519.1		NP_498519.1	NP_610427.2		NP_011421.1		
OG0000316	NP_501653.1		NP_501653.1		NP_012056.1		DEG20010487	
OG0000317	NP_501924.1		NP_501924.1		NP_015458.1		DEG20011092	
OG0000318	NP_508208.2		NP_508208.2		NP_013612.1	NP_013612.1		
OG0000319	NP_505473.1		NP_505473.1	NP_570030.1, NP_611665.1				
OG0000320	NP_501797.1		NP_501797.1		NP_012293.3	NP_012293.3		
OG0000321	NP_495905.1		NP_495905.1		NP_009448.1		DEG20010031	
OG0000322	NP_502609.2		NP_502609.2		NP_014281.1		DEG20010859	
OG0000323	NP_497713.1		NP_497713.1		NP_014875.3		DEG20010981	
OG0000324	NP_491117.1		NP_491117.1		NP_013007.1		DEG20010663	
OG0000325	NP_495650.2		NP_495650.2		NP_015494.1		DEG20011099	
OG0000326	NP_498556.1		NP_498556.1		NP_014738.1		DEG20010953	
OG0000327	NP_501922.1		NP_501922.1		NP_010522.1		DEG20010209	
OG0000328	NP_498713.3		NP_498713.3		NP_015365.1		DEG20011070	
OG0000329	NP_505625.1		NP_505625.1		NP_012778.1		DEG20010632	
OG0000330	NP_502861.1		NP_502861.1		NP_015071.1		DEG20011060	
OG0000331	NP_510414.1	DEG20070224	NP_510414.1		NP_009355.3			
OG0000332	NP_503056.4, NP_503056.4		NP_503056.4, NP_503056.4					
OG0000333	NP_496426.1		NP_496426.1		NP_012547.2		DEG20010578	
OG0000334	NP_496358.1	DEG20070259	NP_496358.1	NP_476658.1				
OG0000335	NP_006958.1		NP_006958.1		NP_009315.1, NP_009316.1			
OG0000336		DEG20070092		NP_524333.1	NP_011099.1		DEG20010315	
OG0000337				NP_610623.1	NP_013297.1, NP_013297.1	NP_013297.1		
OG0000338				NP_611548.1, NP_611548.1, NP_611548.1, NP_611548.1				
OG0000339				NP_572236.3	NP_014178.1	NP_014178.1	DEG20010881	
OG0000340					NP_009741.3, NP_009741.3, NP_015236.1, NP_015236.1			
OG0000341					NP_013749.1, NP_013749.1, NP_013749.1, NP_013749.1			
OG0000342					NP_010858.3, NP_010858.3, NP_010858.3, NP_010858.3			
OG0000343					NP_013256.1, NP_013258.1, NP_013259.1, NP_013261.1			
OG0000344					NP_012890.1, NP_012890.1, NP_012890.1, NP_012890.1			
OG0000345					NP_009893.2, NP_009893.2, NP_010803.3, NP_010803.3			
OG0000346	NP_499523.3		NP_499523.3		NP_013870.1			
OG0000347	NP_496146.1		NP_496146.1		NP_012709.1			
OG0000348	NP_495392.1		NP_495392.1	NP_573242.2				
OG0000349	NP_494276.2		NP_494276.2	NP_611005.1				
OG0000350	NP_494795.2		NP_494795.2	NP_610491.4				
