Orthogroup	Total	protein_mansoni	resultado_cel	resultado_dme	resultado_sce
OG0001081	5	6183.Smp_053830.1	NP_498572.1	NP_524884.1	NP_009960.2, NP_012344.1
OG0001082	5	6183.Smp_054240.1, 6183.Smp_122680.1	NP_492767.1	Q9VGS2.1	NP_012867.1
OG0001083	5	6183.Smp_054640.1	NP_510814.1	AAF51617.3, NP_524429.1	NP_009952.2
OG0001084	5	6183.Smp_054790.2, 6183.Smp_176010.1	NP_495784.1	AAF55269.3	NP_013146.1
OG0001085	5	6183.Smp_055050.1	NP_491795.1	NP_524002.1	NP_010735.3, NP_013688.1
OG0001086	5	6183.Smp_055130.1, 6183.Smp_144330.1	NP_499183.1	O76902.1	NP_010599.1
OG0001087	5	6183.Smp_055140.1, 6183.Smp_151510.1	NP_491341.1	NP_569873.1	NP_010674.3
OG0001088	5	6183.Smp_055190.1	NP_496447.1	AAF56764.1	NP_012402.1, NP_012978.1
OG0001091	5	6183.Smp_055880.2, 6183.Smp_079000.1	NP_490974.1	AAF49241.2	NP_012961.3
OG0001092	5	6183.Smp_056350.1	NP_500237.1	AAF50740.1, AAF52000.1	NP_012504.3
OG0001093	5	6183.Smp_056440.1	NP_492290.1, NP_510764.1	NP_476925.1	NP_011872.1
OG0001094	5	6183.Smp_056620.1	NP_497278.1, NP_502390.2	Q9VGI8.1	NP_013915.1
OG0001096	5	6183.Smp_057320.1	NP_492152.1	AAF48244.2, AAF54995.2	NP_009636.3
OG0001097	5	6183.Smp_058620.1, 6183.Smp_134560.1	NP_510382.1	P49762.2	NP_013081.1
OG0001099	5	6183.Smp_060010.1	NP_500248.1	AAF47202.2, NP_610284.1	NP_009495.1
OG0001100	5	6183.Smp_060170.1	NP_492650.1	AAF46973.1, NP_611597.1	NP_011033.3
OG0001101	5	6183.Smp_061200.1	NP_495468.1	AAF52027.1	NP_014877.3, NP_015182.1
OG0001102	5	6183.Smp_061300.1	NP_493919.1	AAF52013.3, NP_524161.2	NP_011403.1
OG0001103	5	6183.Smp_061870.1	NP_501361.1	AAF51354.3, NP_524748.2	NP_010890.3
OG0001104	5	6183.Smp_061920.1	NP_496488.2	AAD33594.1, AAF56234.1	NP_010877.3
OG0001106	5	6183.Smp_063090.1	NP_498738.2	AAF53973.2, AAF54588.2	NP_013407.1
OG0001108	5	6183.Smp_063300.1	NP_498573.2	NP_476629.1	NP_013920.1, NP_015074.1
OG0001109	5	6183.Smp_063350.1	NP_490905.1	AAF56495.1	NP_010759.1, NP_011874.1
OG0001110	5	6183.Smp_063480.1	NP_491006.1, NP_492117.1	AAF55713.2	NP_009786.1
OG0001111	5	6183.Smp_063580.2	NP_504411.1	AAF45606.1, T13614	NP_015376.1
OG0001113	5	6183.Smp_064350.1	NP_495659.1	AAF55115.2, AAF55117.1	NP_011891.1
OG0001114	5	6183.Smp_064520.1	NP_499777.1	NP_611509.1, Q9VTC4.1	NP_011990.1
OG0001115	5	6183.Smp_064640.1	NP_506222.2	AAF51009.2	NP_009771.3, NP_011954.1
OG0001117	5	6183.Smp_065110.1	NP_506381.1, NP_506382.1	NP_611922.1	NP_014615.1
OG0001118	5	6183.Smp_066050.1, 6183.Smp_141830.1	NP_495186.3	NP_511169.1	NP_009639.3
OG0001121	5	6183.Smp_066940.1	NP_493017.1, NP_502671.1	NP_477203.1	NP_116690.3
OG0001122	5	6183.Smp_067900.1	NP_493761.1, NP_493777.2	NP_477006.1	NP_010452.1
OG0001123	5	6183.Smp_068270.4	NP_493031.1, NP_493034.2	NP_476575.1	NP_011442.3
OG0001125	5	6183.Smp_069130.2	NP_498868.1	AAF49766.1	NP_009728.1, NP_015219.1
OG0001127	5	6183.Smp_070600.1	NP_500553.1, NP_508077.1	NP_523835.2	NP_013458.1
OG0001128	5	6183.Smp_070920.1	NP_500302.1	AAF45415.2	NP_010486.3, NP_013339.1
OG0001129	5	6183.Smp_070930.1	NP_491520.2	NP_476691.1, Q9VA12.1	NP_011651.3
OG0001130	5	6183.Smp_071570.1	NP_495526.1	AAF55409.2, AAF55412.1	NP_011762.1
OG0001131	5	6183.Smp_071840.1	NP_501998.1	AAF45732.1	NP_011772.3, NP_012053.3
OG0001132	5	6183.Smp_072330.2	NP_506626.1	NP_523899.1	NP_013911.1, NP_015084.1
OG0001133	5	6183.Smp_072340.1	NP_498429.1	AAF54440.2, NP_572686.1	NP_010682.3
OG0001134	5	6183.Smp_072350.1	NP_505220.2, NP_505222.1	AAF54974.2	NP_014198.1
OG0001135	5	6183.Smp_072370.1	NP_499090.1	AAF46964.2, NP_612096.1	NP_014496.2
OG0001137	5	6183.Smp_072800.1, 6183.Smp_078220.1	NP_506572.1	NP_524439.1	NP_012597.1
OG0001138	5	6183.Smp_073100.1, 6183.Smp_073110.1	NP_508898.2	AAF45402.1	NP_010365.3
OG0001139	5	6183.Smp_073410.1	NP_493271.1	AAF46088.1, AAF49685.1	NP_014800.3
OG0001140	5	6183.Smp_073720.1	NP_491099.1, NP_491506.1	NP_608693.1	NP_012202.1
OG0001141	5	6183.Smp_073790.1	NP_495277.1	AAF46617.1, AAF55459.1	NP_009475.1
OG0001142	5	6183.Smp_073880.1	NP_497910.1	NP_524618.1	NP_013546.1, NP_013648.1
OG0001143	5	6183.Smp_073940.1	NP_506733.1, NP_508590.1	Q9VU68.1	NP_013810.1
OG0001144	5	6183.Smp_074020.1	NP_509572.1	AAF51502.2, NP_476819.2	NP_009516.1
OG0001145	5	6183.Smp_074370.1	NP_492851.1, NP_500252.2	AAF55949.1	NP_010652.3
OG0001146	5	6183.Smp_074620.1	NP_493372.1, NP_494912.2	NP_572927.1	NP_013252.1
OG0001147	5	6183.Smp_074780.1	NP_502794.1	NP_476964.1	NP_010738.1, NP_013686.1
OG0001148	5	6183.Smp_074990.1, 6183.Smp_075000.1	NP_493172.2	AAF55937.2	NP_013178.1
OG0001149	5	6183.Smp_075030.1, 6183.Smp_198360.1	NP_508437.1	AAF48915.1	NP_011748.3
OG0001150	5	6183.Smp_075060.1, 6183.Smp_162660.1	NP_501866.1	Q9VYA0.1	NP_011941.1
OG0001151	5	6183.Smp_075470.1	NP_492812.2	AAF53142.1, NP_609533.1	NP_009912.2
OG0001152	5	6183.Smp_075690.1	NP_496753.1, NP_496787.1	AAF52495.2	NP_013170.1
OG0001153	5	6183.Smp_076180.1	NP_497749.1	AAF57798.2	NP_009891.1, NP_010007.1
OG0001154	5	6183.Smp_076740.1	NP_497481.1	NP_524709.1	NP_012345.1, NP_013471.1
OG0001155	5	6183.Smp_077090.1	NP_502658.1	AAF54298.1	NP_014869.3, NP_015190.1
OG0001157	5	6183.Smp_078400.1	NP_490909.2	AAF50337.2	NP_009576.1, NP_010292.1
OG0001158	5	6183.Smp_079140.1, 6183.Smp_164830.1	NP_492823.2	AAF47637.2	NP_012234.3
OG0001159	5	6183.Smp_079430.2	NP_499369.1	AAF48008.1	NP_013396.1, NP_014828.1
OG0001160	5	6183.Smp_079950.1	NP_491515.2	NP_570080.1, Q9VCQ3.1	NP_013552.3
OG0001161	5	6183.Smp_080130.1	NP_491473.1, NP_491635.1	AAF49854.1	NP_010698.1
OG0001162	5	6183.Smp_080730.1	NP_499153.1	NP_476797.1, NP_524420.1	NP_009718.3
OG0001163	5	6183.Smp_081420.1, 6183.Smp_153150.1	NP_495257.3	AAF52022.2	NP_010140.1
OG0001164	5	6183.Smp_081460.3	NP_502783.1	AAF47963.1	NP_011764.3, NP_012033.2
OG0001166	5	6183.Smp_082050.1	NP_497174.1, NP_509502.3	CAA72184.1	NP_010462.3
OG0001168	5	6183.Smp_083080.1	NP_506715.1	NP_610121.2	NP_010500.3, NP_014118.1
OG0001169	5	6183.Smp_083400.1	NP_500272.2	NP_511150.1, NP_609715.1	NP_010377.3
OG0001170	5	6183.Smp_083650.1	NP_495449.1, NP_507053.1	NP_611352.1	NP_009390.1
OG0001171	5	6183.Smp_085150.1	NP_499741.1	AAF58201.1, NP_610453.1	NP_014005.1
OG0001172	5	6183.Smp_086920.1, 6183.Smp_169400.1	NP_495467.2	AAF47760.1	NP_014272.3
OG0001173	5	6183.Smp_087580.1, 6183.Smp_087620.1	NP_499213.1	AAF56740.1	NP_014918.1
OG0001174	5	6183.Smp_087810.1	NP_492275.2, NP_492276.2	NP_611232.1	NP_014451.1
OG0001175	5	6183.Smp_087930.1	NP_490986.2	AAF47524.3, AAF47525.2	NP_014030.1
OG0001176	5	6183.Smp_088600.1	NP_499534.1, NP_499535.2	AAF57324.2	NP_012226.3
OG0001177	5	6183.Smp_089180.1	NP_505825.1, NP_505826.1	AAF48134.1	NP_014033.1
OG0001178	5	6183.Smp_089430.1	NP_494511.2, NP_499695.1	NP_476776.1	NP_012118.1
OG0001179	5	6183.Smp_090070.1	NP_498101.2	O17468.2	NP_009545.2, NP_014681.1
OG0001181	5	6183.Smp_090230.1	NP_497721.1	AAF51987.1	NP_012133.1, NP_014330.1
OG0001182	5	6183.Smp_090820.1	NP_490666.2, NP_490667.1	AAF55593.2	NP_009923.2
OG0001183	5	6183.Smp_090870.1	NP_500086.1, NP_500087.1	AAD46849.2	NP_013309.1
OG0001184	5	6183.Smp_091010.1	NP_496556.1	AAF51642.2	NP_010558.3, NP_014683.1
OG0001185	5	6183.Smp_091300.1, 6183.Smp_113660.1	NP_501490.1	AAF55616.1	NP_013401.1
OG0001186	5	6183.Smp_091460.1	NP_502917.1, NP_509012.2	AAF48043.2	NP_015360.2
OG0001187	5	6183.Smp_091640.1	NP_499915.2	NP_611693.1	NP_010997.3, NP_012195.1
OG0001188	5	6183.Smp_091650.1	NP_492470.1, NP_503858.1	AAF53280.2	NP_012216.1
OG0001190	5	6183.Smp_093440.1	NP_502077.1	AAF55116.1, NP_523382.1	NP_012657.1
OG0001191	5	6183.Smp_093690.2	NP_498260.2, NP_498261.1	AAF53680.2	NP_010529.3
OG0001195	5	6183.Smp_095810.1	NP_493268.1, NP_493269.1	AAF50741.1	NP_011996.2
OG0001196	5	6183.Smp_095910.1	NP_500059.1, T21931	NP_524887.2	NP_010578.3
OG0001198	5	6183.Smp_096780.1	NP_497567.1, NP_497568.1	AAF55137.1	NP_009746.1
OG0001200	5	6183.Smp_097240.2, 6183.Smp_175570.1	NP_505021.1	AAF54889.1	NP_012541.1
OG0001201	5	6183.Smp_097380.1	NP_497428.1	AAF49856.1, AAF55015.1	NP_014663.1
OG0001202	5	6183.Smp_097730.1	NP_492296.1	AAF47195.1	NP_013756.1, NP_013757.1
OG0001203	5	6183.Smp_097830.1	NP_498274.1, NP_498275.2	NP_609459.1	NP_015370.1
OG0001204	5	6183.Smp_098370.2	NP_505980.1	AAF50084.1, NP_611947.2	NP_013354.1
OG0001205	5	6183.Smp_098850.1, 6183.Smp_151080.1	NP_496560.1	AAF49764.1	NP_014561.1
OG0001206	5	6183.Smp_099030.1	NP_492811.1	NP_524918.1	NP_012229.1, NP_014704.1
OG0001207	5	6183.Smp_099870.1	NP_498520.1	NP_477375.1, NP_524611.1	NP_009676.1
OG0001208	5	6183.Smp_101220.1	NP_492549.2	AAF57497.3, AAF57498.2	NP_011498.1
OG0001209	5	6183.Smp_101280.1	NP_499522.2	NP_610761.2	NP_010892.1, NP_012565.1
OG0001210	5	6183.Smp_101310.1	NP_493579.2	AAF45530.1, T13382	NP_011836.1
OG0001211	5	6183.Smp_101450.1	NP_490676.1	P32100.2	NP_011439.1, NP_015126.1
OG0001213	5	6183.Smp_103100.1	NP_490934.1	AAF55113.1, NP_572929.1	NP_116657.1
OG0001216	5	6183.Smp_104470.1	NP_495453.1, NP_495454.1	AAF46510.2	NP_010322.1
OG0001218	5	6183.Smp_105320.1	NP_496957.1	NP_524781.1	NP_012628.3, NP_015368.1
OG0001223	5	6183.Smp_118220.1, 6183.Smp_169440.1	NP_500480.1	P25153.2	NP_011457.1
OG0001224	5	6183.Smp_121420.1	NP_498325.1, NP_498326.1	NP_523969.1	NP_013296.1
OG0001225	5	6183.Smp_121800.1	NP_495606.1	AAF54205.4, NP_524274.1	NP_009404.1
OG0001226	5	6183.Smp_123410.2	NP_494761.1, NP_494765.2	NP_476927.1	NP_012039.1
OG0001228	5	6183.Smp_123710.1	NP_493922.1	AAF59156.2	NP_013934.1, NP_014413.1
OG0001229	5	6183.Smp_123750.1	NP_510355.1, NP_510553.1	AAF54707.2	NP_012475.3
OG0001231	5	6183.Smp_124160.2	NP_497751.1, NP_498018.1	AAF46867.1	NP_013698.1
OG0001232	5	6183.Smp_124300.1	NP_507941.2	AAF46760.2	NP_011503.1, NP_014119.1
OG0001233	5	6183.Smp_124970.1	NP_491576.2	AAF46627.2, AAF46919.3	NP_010494.1
OG0001234	5	6183.Smp_125070.2	NP_494215.2, NP_509686.2	NP_608424.1	NP_011671.3
OG0001241	5	6183.Smp_126650.1	NP_496148.1	AAF48210.2, AAF53304.1	NP_010239.1
OG0001245	5	6183.Smp_128130.1	NP_491741.1, NP_491742.1	AAF47030.2	NP_013341.1
OG0001246	5	6183.Smp_128740.1	NP_502354.2	NP_610531.1	NP_012157.3, NP_014349.1
OG0001247	5	6183.Smp_128770.1	NP_496482.1, NP_501035.1	AAF47260.2	NP_012338.1
OG0001251	5	6183.Smp_129430.1, 6183.Smp_161530.1	NP_492441.1	NP_477021.1	NP_009741.3
OG0001253	5	6183.Smp_129650.1	NP_492680.1, NP_492681.1	AAF49539.2	NP_015285.1
OG0001255	5	6183.Smp_130170.1	NP_492717.1	AAF53724.1, AAF55498.1	NP_010423.4
OG0001256	5	6183.Smp_130460.1	NP_491079.2, NP_491080.2	AAF51107.2	NP_011084.1
OG0001257	5	6183.Smp_130480.1	NP_508988.3	AAF52952.2, NP_608503.1	NP_010047.1
OG0001258	5	6183.Smp_131400.1	NP_496073.1	AAF55558.1, NP_609844.1	NP_010507.3
OG0001259	5	6183.Smp_131420.1, 6183.Smp_203220.1	NP_495787.2	NP_572275.1	NP_010289.3
OG0001261	5	6183.Smp_131660.1	NP_498470.1, NP_500841.1	NP_477442.1	NP_010065.2
OG0001265	5	6183.Smp_133300.1	NP_496958.2, NP_497091.2	AAF52452.2	NP_014691.1
OG0001266	5	6183.Smp_133540.1, 6183.Smp_133560.1	NP_502296.1	NP_610149.1	NP_013613.1
OG0001267	5	6183.Smp_133700.1	NP_492484.2, NP_509268.1	AAF49220.1	NP_014981.1
OG0001269	5	6183.Smp_134650.1	NP_507243.2	AAF49665.1	NP_009514.1, NP_012637.4
OG0001270	5	6183.Smp_134850.1, 6183.Smp_145260.1	NP_499453.3	AAF48625.2	NP_012461.1
OG0001274	5	6183.Smp_136180.1	NP_497480.2	AAF51794.1, AAF54198.1	NP_010707.3
OG0001276	5	6183.Smp_137160.1	NP_497274.3	AAF57050.3, Q9VA73.1	NP_015346.1
OG0001280	5	6183.Smp_138590.1	NP_498626.2	AAF56175.1	NP_013555.1, NP_013636.1
OG0001281	5	6183.Smp_138640.1	NP_501912.1	NP_477351.1	NP_010242.1, NP_014573.1
OG0001282	5	6183.Smp_138770.1	NP_500787.1, NP_500788.1	NP_573017.2	NP_014377.1
OG0001289	5	6183.Smp_140950.1	NP_499675.1, NP_499677.1	Q9Y0I1.1	NP_015348.1
OG0001291	5	6183.Smp_141040.1, 6183.Smp_166080.2	NP_505664.2	AAF52593.2	NP_013742.1
OG0001292	5	6183.Smp_141150.1, 6183.Smp_197190.1	NP_494808.1	NP_609185.1	NP_014665.1
OG0001294	5	6183.Smp_141770.1	NP_494721.1	AAF47558.2, NP_524655.1	NP_011831.1
OG0001299	5	6183.Smp_142780.1	NP_495222.2	AAF49030.1, AAF51573.2	NP_009403.1
OG0001300	5	6183.Smp_142930.1	NP_492333.1	AAF55774.2	NP_011865.1, NP_015336.1
OG0001302	5	6183.Smp_144000.1, 6183.Smp_144010.1	NP_497618.1	AAF49015.2	NP_013139.1
OG0001303	5	6183.Smp_144030.1	NP_501297.1, NP_501298.1	NP_524661.1	NP_009585.1
OG0001304	5	6183.Smp_144090.2	NP_500465.4	AAF54331.1, AAF58342.1	NP_013522.1
OG0001306	5	6183.Smp_145020.1	NP_510132.2, NP_510133.2	AAF51799.1	NP_014968.1
OG0001308	5	6183.Smp_145350.1	NP_500245.3	AAF54747.1, NP_572438.1	NP_010904.2
OG0001310	5	6183.Smp_145670.1	NP_493463.1, NP_493464.1	AAF50571.1	NP_014897.1
OG0001311	5	6183.Smp_146190.1	NP_498579.2	NP_523462.2	NP_012399.1, NP_012983.3
OG0001317	5	6183.Smp_147650.1	NP_509362.1	NP_476930.1	NP_009640.1, NP_011720.3
OG0001318	5	6183.Smp_148150.1	NP_494836.1, NP_509262.2	AAF45452.1	NP_010281.1
OG0001319	5	6183.Smp_148930.1	NP_491688.1, NP_498633.1	Q05344.2	NP_013642.1
OG0001321	5	6183.Smp_149050.2, 6183.Smp_197920.1	NP_493506.1	AAF53149.1	NP_010342.3
OG0001323	5	6183.Smp_149320.1	NP_498249.3, NP_499187.1	AAF54654.1	NP_009850.1
OG0001325	5	6183.Smp_150050.1	NP_502598.2, NP_502599.2	AAF51710.1	NP_011614.1
OG0001327	5	6183.Smp_150440.1, 6183.Smp_150450.1	NP_501395.1	AAF57288.3	NP_010922.1
OG0001330	5	6183.Smp_151690.1	NP_498350.1	NP_609747.1	NP_010978.3, NP_012213.3
OG0001332	5	6183.Smp_152230.1	NP_498151.2	AAD34769.1	NP_009754.1, NP_014503.2
OG0001333	5	6183.Smp_152370.1	NP_492310.1	AAF49920.1	NP_010055.1, NP_014195.1
OG0001335	5	6183.Smp_152790.1, 6183.Smp_202170.1	NP_496415.1	AAF54312.1	NP_013585.1
OG0001336	5	6183.Smp_153250.1	NP_499067.3, NP_499068.3	AAF47395.4	NP_013172.1
OG0001337	5	6183.Smp_153410.1, 6183.Smp_172280.1	NP_498162.2	AAF52650.2	NP_009386.1
OG0001338	5	6183.Smp_153430.1	NP_495227.1	AAF54156.2	NP_010628.3, NP_011959.1
OG0001342	5	6183.Smp_154650.1	NP_492662.1	AAF49553.2	NP_013091.1, NP_013119.1
OG0001343	5	6183.Smp_154730.1	NP_497799.1	AAF49366.3, AAF56478.2	NP_014518.1
OG0001344	5	6183.Smp_154770.1, 6183.Smp_203140.1	NP_502079.1	NP_523444.1	NP_012822.1
OG0001345	5	6183.Smp_154950.1	NP_499913.1, NP_505372.1	AAF57903.1	NP_010580.1
OG0001348	5	6183.Smp_156020.1, 6183.Smp_156040.1	NP_498394.1	AAF53441.2	NP_014375.1
OG0001349	5	6183.Smp_156060.1	NP_499212.1	AAF48351.2, AAF48355.2	NP_013012.3
OG0001350	5	6183.Smp_157360.1	NP_505969.1	AAF57196.2	NP_012890.1, NP_014630.1
OG0001351	5	6183.Smp_157680.1	NP_495514.1	AAF52938.3, AAF52939.2	NP_011037.3
OG0001352	5	6183.Smp_157740.1, 6183.Smp_212320.1	NP_501127.2	AAF48509.2	NP_014759.1
OG0001355	5	6183.Smp_158050.1	NP_502082.1, NP_508736.1	NP_536746.1	NP_012140.1
OG0001356	5	6183.Smp_159000.1	NP_501653.1, NP_501654.1	AAF46122.2	NP_012056.1
OG0001360	5	6183.Smp_160060.1	NP_493625.4	AAF47740.2	NP_013559.1, NP_015442.1
OG0001361	5	6183.Smp_160190.1	NP_497283.2, NP_499126.1	AAF50439.1	NP_012273.1
OG0001363	5	6183.Smp_160760.1	NP_509742.2	AAF58958.2, AAF58959.3	NP_009445.2
OG0001364	5	6183.Smp_160940.1	NP_492169.2	NP_476957.1, NP_524827.1	NP_009757.1
OG0001365	5	6183.Smp_161170.1	NP_505473.1	NP_570030.1, NP_611665.1	NP_011270.1
OG0001367	5	6183.Smp_161460.1, 6183.Smp_163030.1	NP_491527.1	AAF49655.1	NP_011605.1
OG0001368	5	6183.Smp_161480.1, 6183.Smp_188700.1	NP_499097.1	NP_611095.1	NP_013725.1
OG0001370	5	6183.Smp_163300.1	NP_507876.1	AAF51960.1	NP_013372.1, NP_014816.2
OG0001372	5	6183.Smp_163430.1	NP_498397.1	NP_573252.1	NP_009825.4, NP_013491.1
OG0001373	5	6183.Smp_163580.1	NP_498993.1, NP_510790.1	NP_477172.1	NP_013363.1
OG0001375	5	6183.Smp_164120.1, 6183.Smp_164130.1	NP_493252.3	AAF57626.1	NP_010425.1
OG0001377	5	6183.Smp_164410.1	NP_494279.3	AAF57884.2, NP_608708.2	NP_014803.1
OG0001378	5	6183.Smp_164430.1	NP_499305.1, NP_499306.2	NP_610746.1	NP_011833.1
OG0001379	5	6183.Smp_164720.1	NP_508109.1	AAF54410.1	NP_015338.1, NP_015340.1
OG0001380	5	6183.Smp_164780.1, 6183.Smp_164790.1	NP_498815.1	AAL90409.1	NP_009704.1
OG0001381	5	6183.Smp_164840.1	NP_493558.1	AAF58748.1, NP_611776.1	NP_015428.1
OG0001384	5	6183.Smp_165720.1, 6183.Smp_165840.1	NP_497345.2	AAF56031.3	NP_012433.1
OG0001385	5	6183.Smp_165780.1	NP_492075.1, NP_510414.1	AAF51697.3	NP_009355.3
OG0001386	5	6183.Smp_166220.1	NP_493232.1, NP_493233.1	AAF50484.2	NP_010678.3
OG0001387	5	6183.Smp_166240.1, 6183.Smp_166250.1	NP_491250.1	NP_610891.1	NP_010704.1
OG0001390	5	6183.Smp_167690.1	NP_500283.1, NP_500284.2	AAF48495.2	NP_010745.3
OG0001391	5	6183.Smp_167810.1	NP_491160.1, NP_494778.1	NP_523935.1	NP_011612.3
OG0001392	5	6183.Smp_167890.1, 6183.Smp_196790.1	NP_498954.1	AAF54569.1	NP_009897.1
OG0001393	5	6183.Smp_168770.1	NP_499775.1	AAF46276.3, AAF55254.1	NP_012431.1
OG0001394	5	6183.Smp_168800.2	NP_504653.2, NP_504654.1	NP_476940.1	NP_012633.1
OG0001395	5	6183.Smp_169300.1	NP_499647.1, NP_509976.1	AAF54162.1	NP_013954.1
OG0001397	5	6183.Smp_169920.1	NP_501634.1	AAF53279.1, Q9XZS3.1	NP_013364.1
OG0001400	5	6183.Smp_170730.1	NP_504472.1	NP_523532.1, NP_609623.1	NP_014045.1
OG0001401	5	6183.Smp_170800.2	NP_491013.1, NP_491014.2	NP_611087.1	NP_014152.1
OG0001402	5	6183.Smp_170910.1	NP_496190.2, NP_496191.2	AAF54526.2	NP_013277.1
OG0001403	5	6183.Smp_171200.1	NP_510361.1	AAF56961.3	NP_012801.1, NP_013820.1
OG0001405	5	6183.Smp_171570.1	NP_491608.1	NP_476631.1	NP_009526.1, NP_009641.1
OG0001406	5	6183.Smp_171790.1	NP_491182.3	AAF53590.3, NP_609821.2	NP_013188.1
OG0001407	5	6183.Smp_172160.1	NP_502135.1	AAF55743.2, NP_524240.1	NP_014766.1
OG0001408	5	6183.Smp_172660.1	NP_496966.1, NP_496967.1	NP_573068.3	NP_014441.1
OG0001409	5	6183.Smp_172730.1	NP_503545.1, NP_504634.2	AAF59247.2	NP_013828.1
OG0001411	5	6183.Smp_173700.1	NP_497771.1, NP_497935.1	AAF01416.1	NP_013187.1
OG0001412	5	6183.Smp_175250.1	NP_498346.2, NP_498347.3	AAF08384.1	NP_012190.1
OG0001413	5	6183.Smp_175740.2	NP_492576.1	NP_523975.1	NP_011862.1, NP_012920.1
OG0001415	5	6183.Smp_175840.1	NP_496239.2, NP_496240.2	AAF51786.1	NP_011568.3
OG0001416	5	6183.Smp_175950.1	NP_490830.3, NP_490831.1	AAF45921.1	NP_009529.1
OG0001417	5	6183.Smp_176200.2	NP_494779.1, NP_495431.1	NP_476735.1	NP_012638.1
OG0001418	5	6183.Smp_179180.1	NP_497978.1	AAF45638.2	NP_011730.1, NP_013149.1
OG0001419	5	6183.Smp_179710.1	NP_498413.1	AAF46101.1	NP_009822.4, NP_013159.1
OG0001420	5	6183.Smp_179800.1	NP_496769.2, NP_509010.1	NP_524681.1	NP_011856.1
OG0001422	5	6183.Smp_180000.1	NP_496384.1	AAF50249.1	NP_009748.3, NP_015244.1
OG0001425	5	6183.Smp_180380.1	NP_499347.1	NP_477303.1	NP_013547.3, NP_013646.1
OG0001426	5	6183.Smp_180530.1	NP_494886.1	NP_524675.1	NP_012795.1, NP_013823.1
OG0001429	5	6183.Smp_192360.1	NP_495778.1	AAF45796.1, AAF55764.1	NP_010717.1
OG0001433	5	6183.Smp_196270.1	NP_498418.3, NP_498419.3	AAF54335.2	NP_010971.1
OG0001434	5	6183.Smp_196510.1	NP_502348.1, NP_502349.1	NP_524023.1	NP_011562.1
OG0001435	5	6183.Smp_197880.1	NP_496515.1, NP_496516.1	AAF46543.2	NP_012034.1
OG0001436	5	6183.Smp_198210.1	NP_491489.1	AAF54846.1, NP_477409.1	NP_013071.1
OG0001439	5	6183.Smp_202500.1	NP_498512.1, NP_498513.2	AAF54222.1	NP_014439.3
OG0001440	5	6183.Smp_207010.1, 6183.Smp_212000.1	NP_494366.2	AAF55784.1	NP_015114.2
OG0001441	5	6183.Smp_207070.1	NP_502350.1, NP_502351.1	NP_611206.3	NP_014409.1
OG0001442	5	6183.Smp_210090.1	NP_492170.2, NP_492171.2	AAF45950.1	NP_011777.3
OG0001444	5	6183.Smp_210530.1	NP_500149.1	AAF51140.1, AAF51141.1	NP_009782.3
OG0001447	5	6183.Smp_210680.1	NP_498048.2	NP_608335.1, NP_609269.1	NP_014111.1
OG0001448	5	6183.Smp_210810.1	NP_498965.1, NP_508431.1	AAF59231.1	NP_010183.1
OG0001449	5	6183.Smp_211200.1	NP_497088.3, NP_497089.2	AAF55642.1	NP_014376.3
OG0001450	5	6183.Smp_212220.1	NP_492820.3, NP_492821.1	NP_476610.2	NP_011308.1
OG0001543	4	6183.Smp_000030.1	NP_501064.1	AAF49095.2	NP_011892.1
OG0001548	4	6183.Smp_000470.1	NP_499001.1	AAF49189.1	NP_012771.1
OG0001549	4	6183.Smp_000480.1	NP_492638.1	NP_611242.1	NP_014040.1
OG0001550	4	6183.Smp_000510.1	NP_502333.2	AAF52089.1	NP_010228.1
OG0001551	4	6183.Smp_000600.1	NP_493745.1	NP_477294.2	NP_009997.2
OG0001555	4	6183.Smp_000660.1	NP_498402.1	AAF49127.1	NP_013542.1
OG0001557	4	6183.Smp_000680.1	NP_498094.1	NP_572639.2	NP_014773.4
OG0001558	4	6183.Smp_000740.2	NP_492809.1	NP_524204.1	NP_012070.3
OG0001559	4	6183.Smp_000880.2	NP_497406.1	AAF57131.1	NP_009319.1
OG0001562	4	6183.Smp_001170.1	NP_498698.1	AAF52126.1	NP_009635.1
OG0001563	4	6183.Smp_001430.1	NP_491246.4	AAF49344.1	NP_010490.1
OG0001564	4	6183.Smp_002010.1	NP_499349.1	Q9W4J5.2	NP_013287.1
OG0001565	4	6183.Smp_002160.1	NP_493526.1	NP_611503.1	NP_011516.1
OG0001566	4	6183.Smp_002230.1	NP_502195.3	NP_569906.1	NP_010653.1
OG0001568	4	6183.Smp_002510.1	NP_500340.1	AAF56855.2	NP_009780.1
OG0001570	4	6183.Smp_002810.1	NP_504197.1	AAF51127.2	NP_015251.1
OG0001571	4	6183.Smp_002880.1	NP_493202.1	P35381.2	NP_009453.2
OG0001572	4	6183.Smp_003340.1	NP_493980.1	AAF54161.1	NP_009884.1
OG0001573	4	6183.Smp_003630.1	NP_495799.1	NP_477114.1	NP_010254.1
OG0001574	4	6183.Smp_003660.1	NP_495755.1	Q27268.1	NP_010199.1
OG0001577	4	6183.Smp_003990.1	NP_496563.1	NP_524585.1	NP_010335.1
OG0001578	4	6183.Smp_004020.1	NP_506619.1	NP_524229.1	NP_014860.1
OG0001582	4	6183.Smp_004600.1	NP_495750.1	AAF53210.1	NP_010138.1
OG0001583	4	6183.Smp_004640.1	NP_504166.2	NP_608885.1	NP_015435.1
OG0001585	4	6183.Smp_004940.1	NP_498702.1	AAF46058.2	NP_010090.1
