Orthogroup	Total	protein_mansoni	resultado_cel
OG0001221	3	6183.Smp_148450.1	NP_503420.3, NP_508185.2
OG0001222	3	6183.Smp_148930.1	NP_491688.1, NP_498633.1
OG0001223	3	6183.Smp_149320.1	NP_498249.3, NP_499187.1
OG0001225	3	6183.Smp_149950.1	NP_490766.2, NP_499155.1
OG0001226	3	6183.Smp_150050.1	NP_502598.2, NP_502599.2
OG0001228	3	6183.Smp_150180.1, 6183.Smp_202470.1	NP_508238.2
OG0001229	3	6183.Smp_150560.1	NP_493366.1, NP_510000.2
OG0001230	3	6183.Smp_151350.1, 6183.Smp_165540.1	NP_491781.2
OG0001231	3	6183.Smp_152130.1, 6183.Smp_194430.1	NP_510751.4
OG0001232	3	6183.Smp_152790.1, 6183.Smp_202170.1	NP_496415.1
OG0001233	3	6183.Smp_153230.1	NP_494438.2, NP_494439.1
OG0001234	3	6183.Smp_153250.1	NP_499067.3, NP_499068.3
OG0001235	3	6183.Smp_153310.1, 6183.Smp_210870.1	NP_508169.2
OG0001236	3	6183.Smp_153520.1	NP_496318.1, NP_496319.1
OG0001237	3	6183.Smp_153810.1	NP_506048.1, NP_506049.1
OG0001238	3	6183.Smp_153880.1, 6183.Smp_196800.1	NP_507508.2
OG0001239	3	6183.Smp_154240.1, 6183.Smp_157150.1	NP_495679.1
OG0001240	3	6183.Smp_154530.1	NP_497938.1, NP_508770.1
OG0001241	3	6183.Smp_154580.1	NP_495128.2, NP_495129.1
OG0001242	3	6183.Smp_155870.1	NP_500627.1, NP_501427.2
OG0001243	3	6183.Smp_155970.1	NP_494333.1, NP_510284.1
OG0001244	3	6183.Smp_156020.1, 6183.Smp_156040.1	NP_498394.1
OG0001245	3	6183.Smp_156140.1, 6183.Smp_175720.1	NP_503395.1
OG0001246	3	6183.Smp_156390.1	NP_498821.2, NP_498822.2
OG0001247	3	6183.Smp_156530.1	NP_491666.2, NP_491667.1
OG0001248	3	6183.Smp_156890.1, 6183.Smp_158720.1	NP_491915.2
OG0001249	3	6183.Smp_157340.1, 6183.Smp_197830.1	NP_496417.1
OG0001250	3	6183.Smp_157740.1, 6183.Smp_212320.1	NP_501127.2
OG0001251	3	6183.Smp_158130.1	NP_490931.1, NP_509329.2
OG0001252	3	6183.Smp_158310.1	NP_501915.2, NP_501916.2
OG0001254	3	6183.Smp_158910.1	NP_490896.1, NP_501457.1
OG0001255	3	6183.Smp_159000.1	NP_501653.1, NP_501654.1
OG0001256	3	6183.Smp_159100.1	NP_490720.1, NP_492050.3
OG0001257	3	6183.Smp_159160.1, 6183.Smp_171010.1	NP_509738.2
OG0001259	3	6183.Smp_160190.1	NP_497283.2, NP_499126.1
OG0001260	3	6183.Smp_160240.1	NP_492974.2, T20760
OG0001262	3	6183.Smp_160950.1	NP_503731.1, NP_503732.2
OG0001263	3	6183.Smp_161220.1	NP_497019.2, NP_507590.2
OG0001264	3	6183.Smp_161460.1, 6183.Smp_163030.1	NP_491527.1
OG0001265	3	6183.Smp_161860.1	NP_496905.1, NP_499548.1
OG0001266	3	6183.Smp_162030.1	NP_498291.1, NP_498292.1
OG0001267	3	6183.Smp_162080.1	NP_497173.1, NP_498631.2
OG0001268	3	6183.Smp_162340.1	NP_505487.3, NP_505488.1
OG0001269	3	6183.Smp_162430.1	NP_506567.1, NP_506568.2
OG0001270	3	6183.Smp_163900.1, 6183.Smp_178390.1	NP_510562.2
OG0001271	3	6183.Smp_163920.1	NP_509635.2, NP_509636.1
OG0001272	3	6183.Smp_163970.1, 6183.Smp_172590.1	NP_495284.1
OG0001273	3	6183.Smp_164250.1	NP_491463.2, NP_491464.2
OG0001274	3	6183.Smp_164930.1	NP_510783.2, NP_510784.2
OG0001275	3	6183.Smp_165660.1, 6183.Smp_199610.1	NP_502838.3
OG0001276	3	6183.Smp_165720.1, 6183.Smp_165840.1	NP_497345.2
OG0001277	3	6183.Smp_165780.1	NP_492075.1, NP_510414.1
OG0001278	3	6183.Smp_166220.1	NP_493232.1, NP_493233.1
OG0001279	3	6183.Smp_166520.1	NP_501289.1, NP_508994.1
OG0001280	3	6183.Smp_167690.1	NP_500283.1, NP_500284.2
OG0001281	3	6183.Smp_167770.1	NP_507060.2, NP_508547.1
OG0001282	3	6183.Smp_167810.1	NP_491160.1, NP_494778.1
OG0001283	3	6183.Smp_168450.1, 6183.Smp_193030.1	NP_499293.2
OG0001284	3	6183.Smp_168650.1, 6183.Smp_176000.1	NP_492998.1
OG0001285	3	6183.Smp_168670.1	NP_500141.1, NP_500142.1
OG0001286	3	6183.Smp_168800.2	NP_504653.2, NP_504654.1
OG0001287	3	6183.Smp_169300.1	NP_499647.1, NP_509976.1
OG0001288	3	6183.Smp_169330.1	NP_500102.4, NP_500104.1
OG0001289	3	6183.Smp_169360.1, 6183.Smp_212760.1	NP_506062.1
OG0001290	3	6183.Smp_169790.1	NP_496822.2, NP_496823.1
OG0001291	3	6183.Smp_169940.1	NP_497184.3, NP_506895.1
OG0001292	3	6183.Smp_170080.1	NP_499253.2, NP_510473.2
OG0001293	3	6183.Smp_170170.1	NP_491864.2, NP_491865.2
OG0001294	3	6183.Smp_170340.1	NP_510663.1, NP_510664.1
OG0001295	3	6183.Smp_170550.1	NP_492981.2, NP_492982.2
OG0001296	3	6183.Smp_170910.1	NP_496190.2, NP_496191.2
OG0001297	3	6183.Smp_170990.1	NP_501104.2, NP_501105.2
OG0001298	3	6183.Smp_171070.1	NP_492861.1, NP_496363.1
OG0001299	3	6183.Smp_171370.1	NP_507854.1, NP_508060.1
OG0001300	3	6183.Smp_171580.1	NP_495743.1, NP_495744.1
OG0001301	3	6183.Smp_171670.1	NP_492124.1, NP_492125.1
OG0001302	3	6183.Smp_171740.1	NP_508122.2, NP_508123.1
OG0001303	3	6183.Smp_171820.2	NP_498926.2, NP_498927.2
OG0001304	3	6183.Smp_171860.1	NP_491967.2, NP_501390.1
OG0001305	3	6183.Smp_171890.1	NP_497707.1, NP_498908.2
OG0001306	3	6183.Smp_172050.1	NP_498857.2, NP_498858.2
OG0001307	3	6183.Smp_172110.1	NP_499613.1, NP_509190.1
OG0001308	3	6183.Smp_172620.1	NP_495451.1, NP_495458.1
OG0001309	3	6183.Smp_172660.1	NP_496966.1, NP_496967.1
OG0001310	3	6183.Smp_172730.1	NP_503545.1, NP_504634.2
OG0001311	3	6183.Smp_173020.1	NP_492762.1, NP_493436.2
OG0001312	3	6183.Smp_173620.1, 6183.Smp_197710.1	NP_497723.1
OG0001313	3	6183.Smp_173890.1, 6183.Smp_212510.1	NP_491108.2
OG0001314	3	6183.Smp_174170.1	NP_504232.1, NP_504233.2
OG0001315	3	6183.Smp_174690.1	NP_508776.1, NP_508777.1
OG0001317	3	6183.Smp_175210.1	NP_497936.2, NP_505713.1
OG0001318	3	6183.Smp_175250.1	NP_498346.2, NP_498347.3
OG0001319	3	6183.Smp_175550.1	NP_496385.1, NP_500964.1
OG0001320	3	6183.Smp_175780.1	NP_500824.1, NP_500825.1
OG0001321	3	6183.Smp_175840.1	NP_496239.2, NP_496240.2
OG0001322	3	6183.Smp_175950.1	NP_490830.3, NP_490831.1
OG0001323	3	6183.Smp_176200.2	NP_494779.1, NP_495431.1
OG0001324	3	6183.Smp_176340.1	NP_493645.1, NP_497087.1
OG0001325	3	6183.Smp_176390.1	NP_497638.1, NP_497641.2
OG0001326	3	6183.Smp_176410.1	NP_509108.1, NP_509109.1
OG0001327	3	6183.Smp_176610.1	NP_495951.2, NP_502244.1
OG0001328	3	6183.Smp_176630.1	NP_493275.1, NP_493276.1
OG0001329	3	6183.Smp_176750.1	NP_497928.1, NP_497929.1
OG0001330	3	6183.Smp_176760.1	NP_493569.1, NP_498689.2
OG0001331	3	6183.Smp_176970.1, 6183.Smp_177920.1	NP_491914.1
OG0001332	3	6183.Smp_177280.1, 6183.Smp_186740.1	NP_491902.4
OG0001333	3	6183.Smp_178780.1	NP_508008.4, NP_508009.1
OG0001334	3	6183.Smp_178850.1	NP_496067.1, NP_496524.1
OG0001335	3	6183.Smp_180510.1	NP_491580.1, NP_491581.1
OG0001336	3	6183.Smp_180810.1	NP_505017.1, NP_505018.1
OG0001337	3	6183.Smp_181150.1	NP_499616.1, NP_502352.1
OG0001339	3	6183.Smp_193750.1	NP_492942.1, NP_493077.1
OG0001340	3	6183.Smp_196270.1	NP_498418.3, NP_498419.3
OG0001341	3	6183.Smp_196510.1	NP_502348.1, NP_502349.1
OG0001342	3	6183.Smp_197330.1	NP_496639.1, NP_499752.2
OG0001343	3	6183.Smp_197880.1	NP_496515.1, NP_496516.1
OG0001344	3	6183.Smp_198210.1	NP_491489.1, NP_504162.2
OG0001345	3	6183.Smp_198380.1	NP_493837.1, NP_510322.2
OG0001346	3	6183.Smp_199160.1	NP_509174.1, NP_509175.1
OG0001347	3	6183.Smp_199690.1	NP_493193.1, NP_510477.1
OG0001348	3	6183.Smp_200020.1	NP_497796.1, NP_500335.1
OG0001351	3	6183.Smp_202500.1	NP_498512.1, NP_498513.2
OG0001354	3	6183.Smp_207070.1	NP_502350.1, NP_502351.1
OG0001355	3	6183.Smp_210090.1	NP_492170.2, NP_492171.2
OG0001356	3	6183.Smp_210250.1	NP_500570.1, NP_510022.2
OG0001357	3	6183.Smp_210760.1	NP_498139.1, NP_498140.4
OG0001358	3	6183.Smp_210810.1	NP_498965.1, NP_508431.1
OG0001359	3	6183.Smp_210840.1	NP_495299.2, NP_508768.2
OG0001360	3	6183.Smp_211050.1	NP_500646.1, NP_500647.2
OG0001361	3	6183.Smp_211200.1	NP_497088.3, NP_497089.2
OG0001362	3	6183.Smp_212220.1	NP_492820.3, NP_492821.1
OG0001512	2	6183.Smp_000030.1	NP_501064.1
OG0001513	2	6183.Smp_000130.1	NP_508794.1
OG0001514	2	6183.Smp_000150.1	NP_503172.1
OG0001518	2	6183.Smp_000300.1	NP_499822.2
OG0001519	2	6183.Smp_000310.1	NP_495985.1
OG0001520	2	6183.Smp_000340.1	NP_492039.1
OG0001523	2	6183.Smp_000470.1	NP_499001.1
OG0001524	2	6183.Smp_000480.1	NP_492638.1
OG0001526	2	6183.Smp_000510.1	NP_502333.2
OG0001527	2	6183.Smp_000600.1	NP_493745.1
OG0001528	2	6183.Smp_000630.1	NP_502315.1
OG0001529	2	6183.Smp_000650.1	NP_500409.1
OG0001530	2	6183.Smp_000660.1	NP_498402.1
OG0001531	2	6183.Smp_000680.1	NP_498094.1
OG0001532	2	6183.Smp_000720.1	NP_508718.1
OG0001533	2	6183.Smp_000730.1	NP_503011.1
OG0001534	2	6183.Smp_000740.2	NP_492809.1
OG0001536	2	6183.Smp_000810.2	NP_504476.1
OG0001537	2	6183.Smp_000880.2	NP_497406.1
OG0001538	2	6183.Smp_000950.1	NP_497940.2
OG0001539	2	6183.Smp_000990.1	NP_508530.1
OG0001540	2	6183.Smp_001040.1	NP_498842.1
OG0001541	2	6183.Smp_001095.1	NP_503358.1
OG0001542	2	6183.Smp_001150.1	NP_508788.1
OG0001543	2	6183.Smp_001170.1	NP_498698.1
OG0001544	2	6183.Smp_001180.1	NP_501545.1
OG0001545	2	6183.Smp_001390.1	NP_502368.1
OG0001546	2	6183.Smp_001410.1	NP_497827.1
OG0001547	2	6183.Smp_001430.1	NP_491246.4
OG0001548	2	6183.Smp_001590.1	NP_502098.1
OG0001549	2	6183.Smp_001830.1	NP_491399.1
OG0001550	2	6183.Smp_001940.1	NP_508880.2
OG0001551	2	6183.Smp_001960.1	NP_501257.1
OG0001552	2	6183.Smp_002010.1	NP_499349.1
OG0001553	2	6183.Smp_002160.1	NP_493526.1
OG0001554	2	6183.Smp_002180.1	NP_495336.1
OG0001555	2	6183.Smp_002190.1	NP_492334.1
OG0001556	2	6183.Smp_002230.1	NP_502195.3
OG0001558	2	6183.Smp_002510.1	NP_500340.1
OG0001559	2	6183.Smp_002810.1	NP_504197.1
OG0001560	2	6183.Smp_002820.3	NP_501435.1
OG0001561	2	6183.Smp_002880.1	NP_493202.1
OG0001562	2	6183.Smp_002960.1	NP_497842.1
OG0001563	2	6183.Smp_003130.1	NP_505461.1
OG0001564	2	6183.Smp_003140.1	NP_507518.4
OG0001565	2	6183.Smp_003230.1	NP_508660.1
OG0001566	2	6183.Smp_003340.1	NP_493980.1
OG0001567	2	6183.Smp_003630.1	NP_495799.1
OG0001568	2	6183.Smp_003660.1	NP_495755.1
OG0001569	2	6183.Smp_003700.1	NP_498835.1
OG0001570	2	6183.Smp_003900.1	NP_493750.1
OG0001571	2	6183.Smp_003930.1	NP_495488.1
OG0001572	2	6183.Smp_003940.1	NP_496949.1
OG0001573	2	6183.Smp_003990.1	NP_496563.1
OG0001574	2	6183.Smp_004000.1	NP_505624.1
OG0001575	2	6183.Smp_004080.1	NP_493694.2
OG0001576	2	6183.Smp_004120.1	NP_494974.3
OG0001577	2	6183.Smp_004170.1	NP_498012.1
OG0001578	2	6183.Smp_004190.1	NP_493662.1
OG0001579	2	6183.Smp_004280.1	NP_504167.2
OG0001580	2	6183.Smp_004360.1	NP_490873.1
OG0001581	2	6183.Smp_004470.1	NP_497892.1
OG0001582	2	6183.Smp_004480.1	NP_494559.1
OG0001583	2	6183.Smp_004550.1	NP_492799.1
OG0001584	2	6183.Smp_004600.1	NP_495750.1
OG0001585	2	6183.Smp_004640.1	NP_504166.2
OG0001586	2	6183.Smp_004680.1	NP_502197.2
OG0001588	2	6183.Smp_004780.1	NP_508026.1
OG0001589	2	6183.Smp_004820.1	NP_492797.1
OG0001590	2	6183.Smp_004910.1	NP_510572.1
OG0001591	2	6183.Smp_004940.1	NP_498702.1
OG0001592	2	6183.Smp_004990.1	NP_498262.1
OG0001593	2	6183.Smp_005000.1	NP_494398.1
OG0001594	2	6183.Smp_005010.1	NP_498420.2
OG0001595	2	6183.Smp_005060.1	NP_498951.1
OG0001596	2	6183.Smp_005080.1	NP_493742.1
OG0001597	2	6183.Smp_005180.1	NP_505824.2
OG0001598	2	6183.Smp_005210.1	NP_506599.1
OG0001599	2	6183.Smp_005230.2	NP_508844.1
OG0001600	2	6183.Smp_005290.1	NP_492207.1
OG0001601	2	6183.Smp_005330.1	NP_493529.1
OG0001602	2	6183.Smp_005390.2	NP_500306.1
OG0001603	2	6183.Smp_005570.1	NP_491368.2
OG0001604	2	6183.Smp_005640.1	NP_491842.2
OG0001605	2	6183.Smp_005790.1	NP_490906.1
OG0001606	2	6183.Smp_005880.1	NP_492174.1
OG0001607	2	6183.Smp_005910.1	NP_508683.1
OG0001608	2	6183.Smp_006000.1	NP_490988.2
OG0001609	2	6183.Smp_006320.1	NP_491948.1
OG0001610	2	6183.Smp_006340.1	NP_500802.1
OG0001611	2	6183.Smp_006590.1	NP_497850.2
OG0001612	2	6183.Smp_006710.1	NP_497859.1
OG0001614	2	6183.Smp_006830.1	NP_498159.2
OG0001615	2	6183.Smp_006850.1	NP_498036.1
OG0001616	2	6183.Smp_006970.1	NP_496445.1
OG0001617	2	6183.Smp_006990.1	NP_497536.2
OG0001618	2	6183.Smp_007000.1	NP_496153.2
OG0001619	2	6183.Smp_007170.1	NP_496092.1
OG0001620	2	6183.Smp_007190.1	NP_491868.2
OG0001621	2	6183.Smp_007380.1	NP_499494.1
OG0001622	2	6183.Smp_007500.1	NP_491172.2
OG0001623	2	6183.Smp_007510.1	NP_497873.2
OG0001624	2	6183.Smp_007540.1	NP_499416.1
OG0001625	2	6183.Smp_007550.1	NP_500385.1
OG0001626	2	6183.Smp_007640.1	NP_496984.1
OG0001627	2	6183.Smp_007660.1	NP_495941.1
OG0001628	2	6183.Smp_007730.1	NP_498282.1
OG0001629	2	6183.Smp_007890.1	NP_496334.1
OG0001630	2	6183.Smp_007900.1	NP_498231.1
OG0001631	2	6183.Smp_007970.1	NP_497226.2
OG0001632	2	6183.Smp_008120.1	NP_504791.3
OG0001634	2	6183.Smp_008230.1	NP_497329.1
OG0001635	2	6183.Smp_008260.1	NP_493243.1
OG0001636	2	6183.Smp_008310.1	NP_499283.1
OG0001637	2	6183.Smp_008320.1	NP_494780.1
OG0001638	2	6183.Smp_008440.1	NP_490923.1
OG0001639	2	6183.Smp_008450.1	NP_509042.1
OG0001640	2	6183.Smp_008470.2	NP_493416.1
OG0001641	2	6183.Smp_008500.2	NP_501924.1
OG0001642	2	6183.Smp_008545.1	NP_497429.1
OG0001643	2	6183.Smp_008580.1	NP_502447.2
OG0001644	2	6183.Smp_008830.1	NP_498468.2
OG0001646	2	6183.Smp_009030.1	NP_499039.1
OG0001647	2	6183.Smp_009150.1	NP_492654.2
OG0001649	2	6183.Smp_009520.1	NP_499917.2
OG0001650	2	6183.Smp_009530.1	NP_498980.1
OG0001651	2	6183.Smp_009540.1	NP_493768.3
OG0001652	2	6183.Smp_009550.1	NP_499796.2
OG0001653	2	6183.Smp_009600.1	NP_491036.1
OG0001654	2	6183.Smp_009630.1	NP_505958.1
OG0001655	2	6183.Smp_009650.1	NP_501576.2
OG0001656	2	6183.Smp_009690.1	NP_492766.1
OG0001657	2	6183.Smp_009800.1	NP_498178.3
OG0001658	2	6183.Smp_010090.1	NP_505219.1
OG0001659	2	6183.Smp_010100.1	NP_497722.3
OG0001660	2	6183.Smp_010140.1	NP_495955.1
OG0001661	2	6183.Smp_010260.1	NP_492025.1
OG0001662	2	6183.Smp_010280.1	NP_505054.1
OG0001663	2	6183.Smp_010290.1	NP_491996.1
OG0001664	2	6183.Smp_010400.1	NP_496804.2
OG0001666	2	6183.Smp_010710.1	NP_496376.1
OG0001667	2	6183.Smp_011120.1	NP_502997.1
OG0001668	2	6183.Smp_011150.1	NP_499377.2
OG0001669	2	6183.Smp_011230.1	NP_502076.2
OG0001670	2	6183.Smp_011570.1	NP_501103.1
OG0001671	2	6183.Smp_011660.1	NP_501900.3
OG0001672	2	6183.Smp_011710.1	NP_495708.1
OG0001673	2	6183.Smp_011740.1	NP_508203.1
OG0001674	2	6183.Smp_011960.1	NP_496564.2
OG0001675	2	6183.Smp_011980.1	NP_499880.3
OG0001676	2	6183.Smp_011990.1	NP_505849.2
OG0001678	2	6183.Smp_012050.1	NP_493519.1
OG0001679	2	6183.Smp_012150.1	NP_496539.2
OG0001680	2	6183.Smp_012200.1	NP_492052.2
OG0001681	2	6183.Smp_012340.1	NP_491590.1
OG0001682	2	6183.Smp_012380.1	NP_498580.2
OG0001683	2	6183.Smp_012410.1	NP_496281.1
OG0001685	2	6183.Smp_012450.1	NP_497625.3
OG0001686	2	6183.Smp_012470.1	NP_506005.1
OG0001687	2	6183.Smp_012480.1	NP_499770.1
OG0001688	2	6183.Smp_012530.1	NP_497135.1
OG0001689	2	6183.Smp_012540.1	NP_498110.1
OG0001690	2	6183.Smp_012720.1	NP_499269.1
OG0001691	2	6183.Smp_012740.2	NP_490719.1
OG0001692	2	6183.Smp_012800.1	NP_499085.1
OG0001693	2	6183.Smp_012860.1	NP_492452.3
OG0001694	2	6183.Smp_012930.1	NP_501066.2
OG0001695	2	6183.Smp_012950.1	NP_499051.3
OG0001696	2	6183.Smp_013040.2	NP_510191.1
OG0001697	2	6183.Smp_013070.1	NP_501046.1
OG0001698	2	6183.Smp_013150.1	NP_501922.1
OG0001699	2	6183.Smp_013200.2	NP_495707.1
OG0001700	2	6183.Smp_013300.1	NP_493177.2
OG0001701	2	6183.Smp_013470.2	NP_501322.1
OG0001703	2	6183.Smp_013560.1	NP_505626.1
OG0001704	2	6183.Smp_013690.1	NP_505261.2
OG0001705	2	6183.Smp_013840.2	AAA83272.1
OG0001706	2	6183.Smp_013860.1	NP_495927.2
OG0001707	2	6183.Smp_014400.3	NP_499642.2
OG0001710	2	6183.Smp_014620.1	NP_493014.1
OG0001711	2	6183.Smp_014650.1	NP_505007.1
OG0001712	2	6183.Smp_014660.2	NP_491857.1
OG0001714	2	6183.Smp_014800.2	NP_501423.1
OG0001715	2	6183.Smp_015090.1	NP_501671.1
OG0001717	2	6183.Smp_015720.1	NP_493349.1
OG0001718	2	6183.Smp_015780.1	NP_491986.1
OG0001719	2	6183.Smp_015800.1	NP_501343.1
OG0001720	2	6183.Smp_015850.3	NP_495619.1
OG0001721	2	6183.Smp_015880.1	NP_500631.1
OG0001722	2	6183.Smp_016130.1	NP_499480.1
OG0001724	2	6183.Smp_016410.1	NP_497703.1
OG0001725	2	6183.Smp_016550.2	NP_505523.1
OG0001726	2	6183.Smp_016670.1	NP_491982.2
OG0001727	2	6183.Smp_016810.1	NP_495335.1
OG0001728	2	6183.Smp_016880.1	NP_491243.1
OG0001729	2	6183.Smp_017020.1	NP_498251.1
OG0001730	2	6183.Smp_017070.1	NP_493644.1
OG0001731	2	6183.Smp_017090.1	NP_497657.1
OG0001732	2	6183.Smp_017290.3	NP_506245.1
OG0001733	2	6183.Smp_017360.1	NP_495722.1
OG0001736	2	6183.Smp_017450.1	NP_500895.1
OG0001737	2	6183.Smp_017640.1	NP_498634.1
OG0001738	2	6183.Smp_017660.1	NP_499493.1
OG0001739	2	6183.Smp_017670.1	NP_494767.2
OG0001740	2	6183.Smp_017860.1	NP_502214.2
OG0001742	2	6183.Smp_017890.1	NP_494298.1
OG0001743	2	6183.Smp_018020.1	NP_491359.2
OG0001744	2	6183.Smp_018030.1	NP_492505.1
OG0001745	2	6183.Smp_018150.1	NP_492116.1
OG0001747	2	6183.Smp_018260.1	NP_496736.1
OG0001748	2	6183.Smp_018280.1	NP_502588.1
OG0001750	2	6183.Smp_018360.1	NP_510673.1
OG0001751	2	6183.Smp_018400.1	NP_493247.2
OG0001752	2	6183.Smp_018430.1	NP_499523.3
OG0001753	2	6183.Smp_018460.1	NP_506358.3
OG0001754	2	6183.Smp_018480.1	NP_499333.1
OG0001755	2	6183.Smp_018500.1	NP_505052.2
OG0001756	2	6183.Smp_018530.2	NP_490749.1
OG0001757	2	6183.Smp_018680.1	NP_510362.1
OG0001758	2	6183.Smp_018710.1	NP_506417.1
OG0001760	2	6183.Smp_018890.1	NP_491245.1
OG0001761	2	6183.Smp_018990.1	NP_498660.1
OG0001762	2	6183.Smp_019040.1	NP_490837.2
OG0001763	2	6183.Smp_019060.1	NP_500197.1
OG0001764	2	6183.Smp_019130.1	NP_497702.1
OG0001765	2	6183.Smp_019190.1	NP_505661.1
OG0001768	2	6183.Smp_019380.1	NP_495841.1
OG0001769	2	6183.Smp_019420.1	NP_490924.1
OG0001770	2	6183.Smp_019440.1	NP_494917.1
OG0001771	2	6183.Smp_019490.1	NP_495878.1
OG0001773	2	6183.Smp_019760.1	NP_497213.1
OG0001775	2	6183.Smp_019840.2	NP_505766.1
OG0001776	2	6183.Smp_019880.1	NP_498590.4
OG0001777	2	6183.Smp_019980.1	NP_499688.2
OG0001778	2	6183.Smp_019990.1	NP_504559.1
OG0001779	2	6183.Smp_020040.2	NP_505702.1
OG0001780	2	6183.Smp_020050.1	NP_491740.1
OG0001781	2	6183.Smp_020060.1	NP_491406.2
OG0001782	2	6183.Smp_020080.1	NP_492108.1
OG0001783	2	6183.Smp_020120.1	NP_492277.1
OG0001784	2	6183.Smp_020200.1	NP_500244.1
OG0001785	2	6183.Smp_020210.1	NP_505797.1
OG0001786	2	6183.Smp_020220.2	NP_496338.1
OG0001787	2	6183.Smp_020540.2	NP_508943.3
OG0001788	2	6183.Smp_020590.1	NP_490957.1
OG0001790	2	6183.Smp_020770.1	NP_491889.1
OG0001791	2	6183.Smp_020800.1	NP_491519.1
OG0001792	2	6183.Smp_020920.1	NP_496468.1
OG0001794	2	6183.Smp_021070.1	NP_495749.1
OG0001795	2	6183.Smp_021080.1	NP_490854.1
OG0001796	2	6183.Smp_021140.1	NP_492708.1
OG0001797	2	6183.Smp_021160.1	NP_496337.1
OG0001798	2	6183.Smp_021170.1	NP_492401.1
OG0001799	2	6183.Smp_021280.1	NP_496202.1
OG0001800	2	6183.Smp_021330.2	NP_498014.2
OG0001802	2	6183.Smp_021540.1	NP_503033.1
OG0001803	2	6183.Smp_021550.1	NP_500156.2
OG0001804	2	6183.Smp_021590.1	NP_499845.1
OG0001805	2	6183.Smp_021760.1	NP_491342.1
OG0001806	2	6183.Smp_021800.1	NP_493228.1
OG0001807	2	6183.Smp_021830.1	NP_498601.1
OG0001808	2	6183.Smp_021870.1	NP_499553.1
OG0001809	2	6183.Smp_021910.1	NP_498704.1
OG0001811	2	6183.Smp_021980.1	NP_491750.3
OG0001812	2	6183.Smp_022090.1	NP_498585.3
OG0001813	2	6183.Smp_022130.1	NP_501783.1
OG0001814	2	6183.Smp_022140.1	NP_491102.2
OG0001815	2	6183.Smp_022310.1	NP_499301.2
OG0001816	2	6183.Smp_022320.2	NP_496403.1
OG0001817	2	6183.Smp_022330.1	NP_498155.3
OG0001818	2	6183.Smp_022400.1	NP_493380.1
OG0001819	2	6183.Smp_022430.1	NP_497894.2
OG0001820	2	6183.Smp_022470.1	NP_492652.2
OG0001821	2	6183.Smp_022540.1	NP_497624.3
OG0001822	2	6183.Smp_022560.2	NP_498774.1
OG0001823	2	6183.Smp_022640.1	NP_491220.1
OG0001824	2	6183.Smp_022660.1	NP_498091.1
OG0001825	2	6183.Smp_022700.2	NP_504740.2
OG0001827	2	6183.Smp_022960.1	NP_498081.2
OG0001828	2	6183.Smp_022990.1	NP_501211.1
OG0001830	2	6183.Smp_023160.1	NP_496217.1
OG0001831	2	6183.Smp_023230.1	NP_505582.2
OG0001833	2	6183.Smp_023250.1	NP_492860.1
OG0001834	2	6183.Smp_023360.1	NP_502013.1
OG0001835	2	6183.Smp_023470.1	NP_509023.1
OG0001836	2	6183.Smp_023530.1	NP_501422.1
OG0001837	2	6183.Smp_023660.1	NP_499580.1
OG0001839	2	6183.Smp_024030.1	NP_506179.2
OG0001840	2	6183.Smp_024060.1	NP_492413.1
OG0001841	2	6183.Smp_024110.1	NP_495900.1
OG0001842	2	6183.Smp_024120.1	NP_493795.1
OG0001843	2	6183.Smp_024140.4	NP_492727.1
OG0001844	2	6183.Smp_024150.1	NP_498856.1
OG0001845	2	6183.Smp_024360.1	NP_505722.1
OG0001846	2	6183.Smp_024490.1	NP_505570.1
OG0001847	2	6183.Smp_024500.1	NP_498703.2
OG0001848	2	6183.Smp_024580.2	NP_502053.1
OG0001849	2	6183.Smp_024590.1	NP_490855.3
OG0001850	2	6183.Smp_024800.1	NP_494209.2
OG0001851	2	6183.Smp_024850.1	NP_490826.1
OG0001852	2	6183.Smp_024880.1	NP_500650.1
OG0001853	2	6183.Smp_024900.1	NP_491686.1
OG0001854	2	6183.Smp_024930.1	NP_502246.1
OG0001855	2	6183.Smp_025100.1	NP_509886.1
OG0001856	2	6183.Smp_025130.1	NP_502014.2
OG0001857	2	6183.Smp_025160.3	NP_492213.1
OG0001858	2	6183.Smp_025260.1	NP_493168.1
OG0001859	2	6183.Smp_025340.1	NP_495650.2
OG0001860	2	6183.Smp_025440.1	NP_491685.2
OG0001861	2	6183.Smp_025510.1	NP_490816.4
OG0001862	2	6183.Smp_025550.1	NP_492436.2
OG0001863	2	6183.Smp_025570.1	NP_496427.1
OG0001864	2	6183.Smp_025800.1	NP_498806.1
OG0001865	2	6183.Smp_025890.1	NP_497979.1
OG0001866	2	6183.Smp_026090.1	NP_502187.1
OG0001867	2	6183.Smp_026160.1	NP_499965.1
OG0001868	2	6183.Smp_026190.1	NP_497835.1
OG0001869	2	6183.Smp_026250.3	NP_498494.2
OG0001870	2	6183.Smp_026260.1	NP_497830.1
OG0001871	2	6183.Smp_026270.1	NP_493611.2
OG0001872	2	6183.Smp_026310.1	NP_496800.1
OG0001874	2	6183.Smp_026460.1	NP_501285.1
OG0001875	2	6183.Smp_026510.1	NP_491087.1
OG0001876	2	6183.Smp_026540.1	NP_508757.1
OG0001877	2	6183.Smp_026630.1	NP_491319.1
OG0001878	2	6183.Smp_026670.1	NP_491386.2
