Orthogroup	Total	protein_mansoni	resultado_dme
OG0001102	3	6183.Smp_161170.1	NP_570030.1, NP_611665.1
OG0001103	3	6183.Smp_161220.1	AAF56842.2, NP_477159.1
OG0001104	3	6183.Smp_161270.1	AAF48969.1, AAF52921.1
OG0001105	3	6183.Smp_161460.1, 6183.Smp_163030.1	AAF49655.1
OG0001106	3	6183.Smp_161670.1	AAF47858.3, AAF47865.2
OG0001107	3	6183.Smp_162030.1	AAF48181.2, AAF51052.2
OG0001108	3	6183.Smp_162430.1	AAF47959.3, NP_524111.3
OG0001109	3	6183.Smp_163130.1	NP_609669.1, NP_610053.1
OG0001110	3	6183.Smp_163210.1	AAF49698.2, Q9VUI3.3
OG0001111	3	6183.Smp_163450.1	AAF51056.2, AAF53045.2
OG0001112	3	6183.Smp_163820.1	AAF48605.1, AAF48606.2
OG0001113	3	6183.Smp_163900.1, 6183.Smp_178390.1	AAF46308.3
OG0001114	3	6183.Smp_163970.1, 6183.Smp_172590.1	AAF55705.1
OG0001115	3	6183.Smp_164180.1	AAF58037.1, NP_524832.3
OG0001116	3	6183.Smp_164410.1	AAF57884.2, NP_608708.2
OG0001117	3	6183.Smp_164660.1	AAF46445.2, NP_476886.1
OG0001118	3	6183.Smp_164760.1, 6183.Smp_171460.1	AAF45925.2
OG0001119	3	6183.Smp_164840.1	AAF58748.1, NP_611776.1
OG0001121	3	6183.Smp_165220.1	AAF53141.1, NP_477431.1
OG0001122	3	6183.Smp_165480.1, 6183.Smp_186190.1	AAF53815.3
OG0001123	3	6183.Smp_165720.1, 6183.Smp_165840.1	AAF56031.3
OG0001124	3	6183.Smp_166190.1	AAF56224.1, AAF56776.1
OG0001125	3	6183.Smp_166200.1, 6183.Smp_171750.1	Q9V407.1
OG0001126	3	6183.Smp_166560.1	AAF57234.2, NP_476850.1
OG0001127	3	6183.Smp_166660.1	AAF50275.2, NP_608365.1
OG0001128	3	6183.Smp_167190.1	AAF59359.1, AAF59360.3
OG0001129	3	6183.Smp_167770.1	AAF58145.1, NP_524325.1
OG0001130	3	6183.Smp_167960.1	AAF47837.1, NP_572664.1
OG0001131	3	6183.Smp_168770.1	AAF46276.3, AAF55254.1
OG0001132	3	6183.Smp_169210.1	AAF47965.1, AAF47966.2
OG0001133	3	6183.Smp_169260.1	AAF54035.1, AAF55644.2
OG0001134	3	6183.Smp_169360.1, 6183.Smp_212760.1	AAF52569.2
OG0001135	3	6183.Smp_169440.1	AAF50468.1, P25153.2
OG0001136	3	6183.Smp_169610.1	AAF57887.1, NP_610544.1
OG0001137	3	6183.Smp_169920.1	AAF53279.1, Q9XZS3.1
OG0001138	3	6183.Smp_169940.1	AAF46395.1, AAF56723.2
OG0001139	3	6183.Smp_170080.1	NP_524150.1, NP_524410.2
OG0001140	3	6183.Smp_170430.1	AAF58760.2, NP_609075.1
OG0001141	3	6183.Smp_170730.1	NP_523532.1, NP_609623.1
OG0001142	3	6183.Smp_171440.1	AAF49551.3, NP_609933.1
OG0001143	3	6183.Smp_172270.1	AAF56256.2, AAF56258.2
OG0001144	3	6183.Smp_172440.1	NP_524300.1, NP_524783.1
OG0001145	3	6183.Smp_173060.1	AAF53887.2, NP_477174.1
OG0001146	3	6183.Smp_173620.1, 6183.Smp_197710.1	AAF54174.2
OG0001147	3	6183.Smp_173890.1, 6183.Smp_212510.1	NP_476979.1
OG0001148	3	6183.Smp_173940.1	AAF49744.1, AAF49746.3
OG0001149	3	6183.Smp_174450.1	AAF53030.1, NP_477222.1
OG0001150	3	6183.Smp_174700.1	AAF52702.2, NP_476887.2
OG0001151	3	6183.Smp_174950.1	AAF56207.1, NP_523376.1
OG0001153	3	6183.Smp_175530.1, 6183.Smp_175540.1	AAF50798.1
OG0001154	3	6183.Smp_175710.1	AAF48763.2, NP_573242.2
OG0001155	3	6183.Smp_175780.1	AAF55125.2, AAF57431.2
OG0001156	3	6183.Smp_175980.1	AAF56075.1, NP_609080.1
OG0001157	3	6183.Smp_176360.1	AAF57933.1, NP_476863.1
OG0001158	3	6183.Smp_176410.1	AAF54459.1, AAF56899.2
OG0001159	3	6183.Smp_176600.1	AAF55499.2, AAF55501.2
OG0001160	3	6183.Smp_176770.1	AAF52522.1, AAF52524.5
OG0001161	3	6183.Smp_178780.1	AAF54902.3, Q24119.4
OG0001162	3	6183.Smp_179050.1	AAF59380.1, AAF59381.4
OG0001163	3	6183.Smp_179230.1, 6183.Smp_205750.1	AAF49525.3
OG0001164	3	6183.Smp_179560.1	AAF49450.2, NP_511055.1
OG0001165	3	6183.Smp_179810.1	AAF48288.2, AAF48290.1
OG0001166	3	6183.Smp_180390.1	AAF46275.2, NP_523869.1
OG0001167	3	6183.Smp_180430.1	AAF46680.1, AAF57508.2
OG0001168	3	6183.Smp_181630.1	AAF53240.2, AAF53246.1
OG0001170	3	6183.Smp_190090.1, 6183.Smp_198800.1	AAF49118.1
OG0001171	3	6183.Smp_192360.1	AAF45796.1, AAF55764.1
OG0001172	3	6183.Smp_193750.1	AAF46249.1, AAF54685.1
OG0001173	3	6183.Smp_194640.1	AAF54626.1, AAF54627.1
OG0001174	3	6183.Smp_196160.1, 6183.Smp_203680.1	AAF48965.2
OG0001175	3	6183.Smp_196270.1	AAF52143.2, AAF54335.2
OG0001176	3	6183.Smp_196450.1	AAF48607.1, NP_477416.1
OG0001177	3	6183.Smp_197770.1	AAF58930.3, AAF58932.1
OG0001178	3	6183.Smp_198210.1	AAF54846.1, NP_477409.1
OG0001179	3	6183.Smp_198790.1	NP_476647.2, NP_609229.1
OG0001180	3	6183.Smp_199630.1	AAF54062.3, AAF54065.2
OG0001183	3	6183.Smp_203500.1	AAF45884.3, AAF56809.2
OG0001186	3	6183.Smp_207050.1	AAF53942.2, AAF53943.2
OG0001187	3	6183.Smp_209050.1	AAD34736.1, NP_523855.1
OG0001188	3	6183.Smp_210110.1	NP_477382.1, NP_608919.1
OG0001189	3	6183.Smp_210320.1	AAF53726.1, NP_609920.1
OG0001190	3	6183.Smp_210510.1	AAF50589.1, AAF56388.5
OG0001191	3	6183.Smp_210530.1	AAF51140.1, AAF51141.1
OG0001192	3	6183.Smp_210670.1	AAF48867.1, AAF57866.2
OG0001193	3	6183.Smp_210730.1	AAF52942.2, AAF57241.4
OG0001194	3	6183.Smp_211250.1	AAF54369.1, AAF56564.2
OG0001195	3	6183.Smp_211320.1	AAF51451.1, NP_608985.1
OG0001196	3	6183.Smp_212250.1	AAF46377.1, NP_511086.1
OG0001262	2	6183.Smp_000030.1	AAF49095.2
OG0001263	2	6183.Smp_000040.1	AAF49890.2
OG0001264	2	6183.Smp_000130.1	NP_611463.1
OG0001265	2	6183.Smp_000150.1	NP_608334.3
OG0001268	2	6183.Smp_000260.1	NP_524597.1
OG0001270	2	6183.Smp_000300.1	AAF57545.1
OG0001271	2	6183.Smp_000310.1	AAF48742.2
OG0001272	2	6183.Smp_000340.1	AAF51692.2
OG0001275	2	6183.Smp_000470.1	AAF49189.1
OG0001276	2	6183.Smp_000480.1	NP_611242.1
OG0001278	2	6183.Smp_000510.1	AAF52089.1
OG0001279	2	6183.Smp_000530.1	AAF59373.2
OG0001280	2	6183.Smp_000620.1	NP_523592.1
OG0001281	2	6183.Smp_000660.1	AAF49127.1
OG0001282	2	6183.Smp_000670.1	NP_524458.1
OG0001283	2	6183.Smp_000680.1	NP_572639.2
OG0001284	2	6183.Smp_000720.1	AAF47392.2
OG0001285	2	6183.Smp_000730.1	P40946.3
OG0001286	2	6183.Smp_000740.2	NP_524204.1
OG0001287	2	6183.Smp_000810.2	NP_610248.4
OG0001288	2	6183.Smp_000880.2	AAF57131.1
OG0001289	2	6183.Smp_000890.1	NP_573314.1
OG0001290	2	6183.Smp_000990.1	AAF49347.2
OG0001291	2	6183.Smp_001090.1	NP_609446.1
OG0001292	2	6183.Smp_001095.1	AAF49703.1
OG0001293	2	6183.Smp_001150.1	NP_610395.1
OG0001294	2	6183.Smp_001170.1	AAF52126.1
OG0001295	2	6183.Smp_001180.1	AAF47165.3
OG0001296	2	6183.Smp_001390.1	NP_524214.1
OG0001297	2	6183.Smp_001410.1	NP_608420.1
OG0001298	2	6183.Smp_001420.1	AAF55279.2
OG0001299	2	6183.Smp_001430.1	AAF49344.1
OG0001300	2	6183.Smp_001590.1	AAF47082.1
OG0001301	2	6183.Smp_001830.1	NP_609649.1
OG0001302	2	6183.Smp_001940.1	NP_611846.1
OG0001303	2	6183.Smp_001960.1	AAF54214.2
OG0001304	2	6183.Smp_002010.1	Q9W4J5.2
OG0001305	2	6183.Smp_002100.1	AAF51621.2
OG0001306	2	6183.Smp_002160.1	NP_611503.1
OG0001307	2	6183.Smp_002190.1	AAF50278.2
OG0001308	2	6183.Smp_002230.1	NP_569906.1
OG0001309	2	6183.Smp_002280.1	AAF48003.2
OG0001311	2	6183.Smp_002510.1	AAF56855.2
OG0001312	2	6183.Smp_002550.1	AAF58987.1
OG0001313	2	6183.Smp_002600.1	NP_610037.1
OG0001314	2	6183.Smp_002810.1	AAF51127.2
OG0001315	2	6183.Smp_002880.1	P35381.2
OG0001316	2	6183.Smp_002960.1	NP_476982.1
OG0001317	2	6183.Smp_003130.1	AAF56679.3
OG0001318	2	6183.Smp_003140.1	AAF52625.2
OG0001319	2	6183.Smp_003270.1	NP_610562.1
OG0001320	2	6183.Smp_003340.1	AAF54161.1
OG0001321	2	6183.Smp_003410.1	AAF47545.1
OG0001322	2	6183.Smp_003630.1	NP_477114.1
OG0001323	2	6183.Smp_003660.1	Q27268.1
OG0001324	2	6183.Smp_003700.1	AAF54251.3
OG0001325	2	6183.Smp_003710.1	AAF57067.2
OG0001327	2	6183.Smp_003930.1	XP_081521.1
OG0001328	2	6183.Smp_003940.1	NP_610922.1
OG0001329	2	6183.Smp_003990.1	NP_524585.1
OG0001330	2	6183.Smp_004020.1	NP_524229.1
OG0001331	2	6183.Smp_004040.1	AAF54199.1
OG0001332	2	6183.Smp_004070.1	AAF54311.1
OG0001333	2	6183.Smp_004080.1	AAF56907.1
OG0001334	2	6183.Smp_004120.1	AAF48329.4
OG0001335	2	6183.Smp_004170.1	NP_611429.1
OG0001336	2	6183.Smp_004360.1	XP_081515.1
OG0001337	2	6183.Smp_004480.1	AAF54336.1
OG0001338	2	6183.Smp_004510.1	AAF57840.2
OG0001339	2	6183.Smp_004550.1	NP_572318.1
OG0001340	2	6183.Smp_004600.1	AAF53210.1
OG0001341	2	6183.Smp_004640.1	NP_608885.1
OG0001343	2	6183.Smp_004780.1	AAF52818.1
OG0001344	2	6183.Smp_004820.1	Q9VAL0.2
OG0001345	2	6183.Smp_004910.1	NP_477171.1
OG0001346	2	6183.Smp_004940.1	AAF46058.2
OG0001347	2	6183.Smp_004980.1	NP_524051.1
OG0001348	2	6183.Smp_004990.1	NP_573066.1
OG0001349	2	6183.Smp_005000.1	AAF48667.1
OG0001350	2	6183.Smp_005010.1	AAF55475.1
OG0001351	2	6183.Smp_005020.1	CAA11149.1
OG0001352	2	6183.Smp_005060.1	AAF53959.1
OG0001353	2	6183.Smp_005070.1	AAF54184.1
OG0001354	2	6183.Smp_005080.1	NP_610786.2
OG0001355	2	6183.Smp_005180.1	NP_477259.1
OG0001356	2	6183.Smp_005210.1	AAF47924.1
OG0001357	2	6183.Smp_005390.2	NP_611460.1
OG0001358	2	6183.Smp_005570.1	AAF51264.2
OG0001359	2	6183.Smp_005790.1	AAF58485.2
OG0001360	2	6183.Smp_005880.1	P20007.2
OG0001361	2	6183.Smp_005910.1	AAC16552.1
OG0001362	2	6183.Smp_006000.1	NP_523478.1
OG0001363	2	6183.Smp_006190.1	AAF49579.4
OG0001364	2	6183.Smp_006240.1	AAF58070.2
OG0001365	2	6183.Smp_006250.2	AAF54419.2
OG0001366	2	6183.Smp_006340.1	AAF51870.1
OG0001367	2	6183.Smp_006550.1	NP_609641.1
OG0001368	2	6183.Smp_006690.1	AAF54616.2
OG0001369	2	6183.Smp_006710.1	AAF53949.2
OG0001370	2	6183.Smp_006810.1	AAF52877.2
OG0001371	2	6183.Smp_006830.1	AAF47684.1
OG0001372	2	6183.Smp_006850.1	AAF51770.1
OG0001373	2	6183.Smp_006980.1	AAF49235.1
OG0001374	2	6183.Smp_007000.1	AAF47459.2
OG0001376	2	6183.Smp_007170.1	NP_524117.1
OG0001377	2	6183.Smp_007180.1	AAF49374.2
OG0001378	2	6183.Smp_007190.1	AAF50486.1
OG0001379	2	6183.Smp_007380.1	NP_609677.1
OG0001380	2	6183.Smp_007500.1	NP_608658.1
OG0001381	2	6183.Smp_007510.1	AAF51738.1
OG0001382	2	6183.Smp_007540.1	AAF53074.1
OG0001383	2	6183.Smp_007550.1	AAF53718.4
OG0001384	2	6183.Smp_007630.1	NP_476902.1
OG0001385	2	6183.Smp_007640.1	AAF46713.3
OG0001386	2	6183.Smp_007730.1	NP_477296.1
OG0001387	2	6183.Smp_007770.1	AAD34778.1
OG0001388	2	6183.Smp_007900.1	NP_523813.1
OG0001389	2	6183.Smp_007960.1	AAF51601.1
OG0001390	2	6183.Smp_007970.1	AAF50645.1
OG0001391	2	6183.Smp_008120.1	AAF54445.2
OG0001393	2	6183.Smp_008220.1	AAF51524.1
OG0001394	2	6183.Smp_008230.1	AAF46057.1
OG0001395	2	6183.Smp_008260.1	AAF45801.2
OG0001396	2	6183.Smp_008320.1	AAF56941.1
OG0001397	2	6183.Smp_008440.1	Q9VC49.1
OG0001398	2	6183.Smp_008450.1	AAF53603.1
OG0001399	2	6183.Smp_008490.1	AAF46696.3
OG0001400	2	6183.Smp_008500.2	AAF48587.2
OG0001401	2	6183.Smp_008545.1	O02649.3
OG0001402	2	6183.Smp_008580.1	NP_570019.1
OG0001403	2	6183.Smp_008610.1	AAF55486.1
OG0001404	2	6183.Smp_008830.1	NP_523719.1
OG0001405	2	6183.Smp_008900.1	AAF58443.2
OG0001407	2	6183.Smp_009030.1	AAF52913.2
OG0001408	2	6183.Smp_009040.1	AAF48447.2
OG0001409	2	6183.Smp_009150.1	AAF51982.1
OG0001411	2	6183.Smp_009320.2	NP_523794.1
OG0001412	2	6183.Smp_009520.1	AAF49463.1
OG0001413	2	6183.Smp_009530.1	Q9VWA2.1
OG0001414	2	6183.Smp_009550.1	NP_477022.1
OG0001415	2	6183.Smp_009600.1	P52304.2
OG0001416	2	6183.Smp_009630.1	AAF59147.3
OG0001417	2	6183.Smp_009650.1	AAF55110.2
OG0001418	2	6183.Smp_009690.1	NP_524211.1
OG0001421	2	6183.Smp_009830.1	NP_524103.2
OG0001422	2	6183.Smp_009990.1	AAF55903.2
OG0001423	2	6183.Smp_010090.1	AAF49322.2
OG0001424	2	6183.Smp_010100.1	NP_524183.2
OG0001425	2	6183.Smp_010140.1	AAF57445.1
OG0001426	2	6183.Smp_010260.1	NP_476866.1
OG0001427	2	6183.Smp_010290.1	NP_608344.1
OG0001428	2	6183.Smp_010400.1	AAF49654.1
OG0001429	2	6183.Smp_010470.1	AAF45378.1
OG0001430	2	6183.Smp_010620.1	NP_612081.1
OG0001431	2	6183.Smp_010690.1	Q9VIM5.2
OG0001432	2	6183.Smp_010710.1	NP_608987.1
OG0001435	2	6183.Smp_010930.1	AAF53148.2
OG0001436	2	6183.Smp_010940.1	NP_523780.1
OG0001437	2	6183.Smp_011120.1	NP_477373.1
OG0001438	2	6183.Smp_011150.1	AAF49544.2
OG0001439	2	6183.Smp_011230.1	AAF45703.2
OG0001440	2	6183.Smp_011570.1	AAF49846.1
OG0001441	2	6183.Smp_011660.1	AAF59388.3
OG0001442	2	6183.Smp_011710.1	AAF55521.1
OG0001443	2	6183.Smp_011720.1	Q9VMC8.2
OG0001444	2	6183.Smp_011740.1	AAF55201.1
OG0001445	2	6183.Smp_011960.1	AAF46633.2
OG0001446	2	6183.Smp_011980.1	AAF58253.2
OG0001448	2	6183.Smp_012010.1	AAF55012.3
OG0001449	2	6183.Smp_012030.1	AAF55575.2
OG0001450	2	6183.Smp_012150.1	AAF48684.1
OG0001451	2	6183.Smp_012200.1	NP_524349.1
OG0001452	2	6183.Smp_012380.1	AAF46567.3
OG0001453	2	6183.Smp_012410.1	NP_524537.1
OG0001455	2	6183.Smp_012450.1	AAF49481.1
OG0001456	2	6183.Smp_012470.1	NP_477473.1
OG0001457	2	6183.Smp_012480.1	NP_477145.1
OG0001458	2	6183.Smp_012530.1	AAF58482.2
OG0001459	2	6183.Smp_012540.1	AAF51342.1
OG0001460	2	6183.Smp_012570.1	NP_477177.1
OG0001461	2	6183.Smp_012720.1	AAF57403.1
OG0001462	2	6183.Smp_012740.2	AAF50142.1
OG0001463	2	6183.Smp_012750.1	NP_524819.1
OG0001464	2	6183.Smp_012780.1	AAF50491.3
OG0001465	2	6183.Smp_012800.1	NP_609176.1
OG0001466	2	6183.Smp_012860.1	AAF52404.2
OG0001467	2	6183.Smp_012930.1	NP_524646.5
OG0001468	2	6183.Smp_012950.1	AAF50350.1
OG0001469	2	6183.Smp_013060.1	NP_477017.1
OG0001470	2	6183.Smp_013080.1	AAF54404.4
OG0001471	2	6183.Smp_013150.1	XP_082098.1
OG0001472	2	6183.Smp_013200.2	O61231.1
OG0001473	2	6183.Smp_013300.1	NP_608828.2
OG0001474	2	6183.Smp_013360.1	NP_477205.1
OG0001475	2	6183.Smp_013470.2	NP_476874.1
OG0001477	2	6183.Smp_013560.1	AAF57909.1
OG0001478	2	6183.Smp_013600.1	NP_524951.1
OG0001479	2	6183.Smp_013860.1	AAF46321.1
OG0001480	2	6183.Smp_013930.1	AAF58957.2
OG0001481	2	6183.Smp_014010.1	AAF51408.2
OG0001482	2	6183.Smp_014020.1	AAF48613.1
OG0001483	2	6183.Smp_014050.1	AAF46812.1
OG0001484	2	6183.Smp_014400.3	AAF58641.1
OG0001487	2	6183.Smp_014620.1	NP_570020.1
OG0001488	2	6183.Smp_014650.1	AAF55815.1
OG0001490	2	6183.Smp_014800.2	AAF53696.6
OG0001491	2	6183.Smp_014850.1	AAF51449.1
OG0001492	2	6183.Smp_015020.1	AAF55827.3
OG0001493	2	6183.Smp_015090.1	AAF53294.2
OG0001495	2	6183.Smp_015710.1	AAF48962.2
OG0001496	2	6183.Smp_015720.1	AAF46520.2
OG0001497	2	6183.Smp_015730.1	NP_609765.1
OG0001498	2	6183.Smp_015780.1	NP_610780.1
OG0001499	2	6183.Smp_015800.1	NP_608932.1
OG0001500	2	6183.Smp_015820.1	AAF49550.3
OG0001501	2	6183.Smp_015850.3	AAF49330.1
OG0001502	2	6183.Smp_015880.1	AAF51937.1
OG0001503	2	6183.Smp_015900.1	NP_612105.1
OG0001504	2	6183.Smp_015980.1	AAC42662.1
OG0001505	2	6183.Smp_016130.1	NP_611606.1
OG0001506	2	6183.Smp_016200.3	AAF58121.1
OG0001507	2	6183.Smp_016380.1	AAF51675.2
OG0001508	2	6183.Smp_016390.1	AAF56559.1
OG0001509	2	6183.Smp_016410.1	AAF56430.2
OG0001510	2	6183.Smp_016550.2	AAF56472.2
OG0001511	2	6183.Smp_016600.1	NP_477427.1
OG0001512	2	6183.Smp_016670.1	NP_477360.2
OG0001513	2	6183.Smp_016810.1	AAF52893.3
OG0001515	2	6183.Smp_016910.1	AAF47883.2
OG0001516	2	6183.Smp_016990.1	AAF57826.1
OG0001517	2	6183.Smp_017070.1	AAF46146.3
OG0001518	2	6183.Smp_017090.1	AAF50632.2
OG0001519	2	6183.Smp_017290.3	NP_524889.2
OG0001520	2	6183.Smp_017360.1	P12613.2
OG0001522	2	6183.Smp_017450.1	NP_524315.2
OG0001523	2	6183.Smp_017520.1	AAF55004.1
OG0001524	2	6183.Smp_017640.1	NP_570069.1
OG0001525	2	6183.Smp_017650.2	AAL39837.1
OG0001526	2	6183.Smp_017660.1	NP_572866.1
OG0001527	2	6183.Smp_017750.1	AAF51402.1
OG0001528	2	6183.Smp_017860.1	AAF58594.2
OG0001529	2	6183.Smp_017880.1	AAF49047.1
OG0001530	2	6183.Smp_017890.1	AAF48897.2
OG0001531	2	6183.Smp_017900.1	AAF50945.1
OG0001532	2	6183.Smp_018020.1	AAF48959.1
OG0001533	2	6183.Smp_018030.1	NP_609475.1
OG0001534	2	6183.Smp_018150.1	AAF46570.1
OG0001535	2	6183.Smp_018170.1	AAF47785.2
OG0001536	2	6183.Smp_018210.1	AAF50803.1
OG0001537	2	6183.Smp_018240.3	NP_477369.1
OG0001538	2	6183.Smp_018260.1	Q9VFC8.2
OG0001539	2	6183.Smp_018280.1	AAF58067.2
OG0001540	2	6183.Smp_018360.1	AAF53873.2
OG0001541	2	6183.Smp_018460.1	AAF52010.3
OG0001542	2	6183.Smp_018620.1	AAF45806.1
OG0001543	2	6183.Smp_018680.1	AAF55942.1
OG0001544	2	6183.Smp_018710.1	AAF50953.2
OG0001545	2	6183.Smp_018760.1	AAD38600.1
OG0001547	2	6183.Smp_019010.1	Q9VHR8.2
OG0001548	2	6183.Smp_019050.2	AAF57186.1
OG0001549	2	6183.Smp_019060.1	CAB56698.1
OG0001550	2	6183.Smp_019130.1	NP_610876.1
OG0001551	2	6183.Smp_019170.1	NP_523486.1
OG0001552	2	6183.Smp_019190.1	AAF56845.2
OG0001555	2	6183.Smp_019380.1	AAF45695.1
OG0001556	2	6183.Smp_019440.1	Q9VZS3.1
OG0001557	2	6183.Smp_019690.1	NP_476891.1
OG0001558	2	6183.Smp_019760.1	AAF50481.1
OG0001560	2	6183.Smp_019840.2	AAF47090.3
OG0001561	2	6183.Smp_019880.1	AAF55326.1
OG0001562	2	6183.Smp_019890.1	NP_524475.1
OG0001563	2	6183.Smp_019900.1	NP_569981.1
OG0001564	2	6183.Smp_019980.1	AAF46618.1
OG0001565	2	6183.Smp_019990.1	AAF56212.2
OG0001566	2	6183.Smp_020050.1	NP_523517.1
OG0001567	2	6183.Smp_020080.1	NP_477502.1
OG0001568	2	6183.Smp_020200.1	NP_612028.4
OG0001569	2	6183.Smp_020210.1	NP_572475.1
OG0001570	2	6183.Smp_020220.2	AAF49428.2
OG0001572	2	6183.Smp_020450.1	AAF57656.2
OG0001573	2	6183.Smp_020540.2	NP_524278.1
OG0001575	2	6183.Smp_020770.1	NP_609222.1
OG0001576	2	6183.Smp_020800.1	AAF56252.1
OG0001577	2	6183.Smp_021040.1	AAF51014.1
OG0001578	2	6183.Smp_021070.1	AAF55384.3
OG0001579	2	6183.Smp_021080.1	NP_524185.1
OG0001580	2	6183.Smp_021140.1	AAF57023.1
OG0001581	2	6183.Smp_021160.1	NP_611113.1
OG0001582	2	6183.Smp_021170.1	AAF59228.2
OG0001583	2	6183.Smp_021290.1	AAF51447.3
OG0001584	2	6183.Smp_021300.1	NP_610943.2
OG0001585	2	6183.Smp_021330.2	AAF48209.2
OG0001587	2	6183.Smp_021540.1	AAF55430.3
OG0001588	2	6183.Smp_021550.1	NP_476861.1
OG0001589	2	6183.Smp_021600.1	NP_573122.1
OG0001590	2	6183.Smp_021760.1	AAF56348.1
OG0001591	2	6183.Smp_021830.1	AAF56228.1
OG0001592	2	6183.Smp_021870.1	AAF49972.2
OG0001593	2	6183.Smp_021910.1	AAF48239.1
OG0001594	2	6183.Smp_021980.1	NP_611332.1
OG0001595	2	6183.Smp_022130.1	AAF55847.2
OG0001596	2	6183.Smp_022140.1	AAF50033.1
OG0001597	2	6183.Smp_022310.1	AAF52824.1
OG0001598	2	6183.Smp_022320.2	AAF55946.1
OG0001599	2	6183.Smp_022400.1	NP_523663.1
OG0001600	2	6183.Smp_022430.1	AAF55609.1
OG0001601	2	6183.Smp_022470.1	NP_477468.1
OG0001602	2	6183.Smp_022540.1	AAF50185.1
OG0001603	2	6183.Smp_022560.2	NP_610144.1
OG0001604	2	6183.Smp_022570.1	AAF49243.2
OG0001605	2	6183.Smp_022610.1	NP_477302.1
OG0001606	2	6183.Smp_022630.1	AAF50353.3
OG0001607	2	6183.Smp_022640.1	NP_523530.1
OG0001608	2	6183.Smp_022660.1	AAF57313.3
OG0001609	2	6183.Smp_022700.2	NP_609534.1
OG0001611	2	6183.Smp_022960.1	NP_609285.1
OG0001612	2	6183.Smp_023150.1	NP_511061.1
OG0001613	2	6183.Smp_023230.1	AAF56617.1
OG0001615	2	6183.Smp_023250.1	AAF51578.1
OG0001616	2	6183.Smp_023270.2	AAF46790.1
OG0001617	2	6183.Smp_023360.1	AAF48856.1
OG0001618	2	6183.Smp_023660.1	NP_609237.1
OG0001619	2	6183.Smp_023990.1	AAF59378.2
OG0001620	2	6183.Smp_024030.1	NP_572839.1
OG0001621	2	6183.Smp_024060.1	AAF52111.1
OG0001622	2	6183.Smp_024110.1	NP_477421.1
OG0001623	2	6183.Smp_024240.1	AAF51367.2
OG0001624	2	6183.Smp_024390.3	Q9VYY2.1
OG0001625	2	6183.Smp_024490.1	AAF54319.2
OG0001626	2	6183.Smp_024500.1	AAF52026.1
OG0001627	2	6183.Smp_024580.2	AAF48028.4
OG0001628	2	6183.Smp_024590.1	AAF50575.1
OG0001629	2	6183.Smp_024800.1	NP_608707.1
OG0001630	2	6183.Smp_024850.1	NP_572346.1
OG0001631	2	6183.Smp_024880.1	AAF55526.1
OG0001632	2	6183.Smp_024930.1	NP_611187.1
OG0001633	2	6183.Smp_025100.1	NP_608501.1
OG0001634	2	6183.Smp_025130.1	AAF52166.2
OG0001635	2	6183.Smp_025150.1	AAF58468.2
OG0001636	2	6183.Smp_025160.3	AAF54564.1
OG0001637	2	6183.Smp_025260.1	AAF47674.1
OG0001638	2	6183.Smp_025340.1	AAF49523.3
OG0001639	2	6183.Smp_025360.1	AAF57505.1
OG0001640	2	6183.Smp_025440.1	AAF57649.3
OG0001641	2	6183.Smp_025510.1	NP_573258.1
OG0001642	2	6183.Smp_025550.1	NP_611753.4
OG0001643	2	6183.Smp_025560.1	AAF53563.2
OG0001644	2	6183.Smp_025570.1	NP_524452.4
OG0001645	2	6183.Smp_025800.1	NP_524115.1
OG0001646	2	6183.Smp_025890.1	AAF54919.1
OG0001647	2	6183.Smp_026040.1	AAF49132.2
OG0001648	2	6183.Smp_026090.1	AAF59120.2
OG0001649	2	6183.Smp_026190.1	AAF46411.1
OG0001650	2	6183.Smp_026250.3	AAF55733.1
OG0001651	2	6183.Smp_026260.1	NP_573076.1
OG0001652	2	6183.Smp_026310.1	AAF58322.2
OG0001653	2	6183.Smp_026390.1	AAF51108.3
OG0001655	2	6183.Smp_026460.1	AAF56525.1
OG0001656	2	6183.Smp_026510.1	NP_511098.1
OG0001657	2	6183.Smp_026540.1	AAF56002.3
OG0001658	2	6183.Smp_026630.1	AAF47199.1
OG0001659	2	6183.Smp_026670.1	AAF56595.1
OG0001660	2	6183.Smp_026700.1	NP_609939.1
OG0001661	2	6183.Smp_026770.1	NP_476921.1
OG0001662	2	6183.Smp_026930.1	AAF57454.1
OG0001663	2	6183.Smp_027010.2	AAF46230.1
OG0001664	2	6183.Smp_027080.1	NP_609596.1
OG0001665	2	6183.Smp_027220.1	AAF47523.1
OG0001666	2	6183.Smp_027240.1	AAF57041.2
OG0001667	2	6183.Smp_027300.1	AAF55154.1
OG0001668	2	6183.Smp_027390.1	AAF51959.3
OG0001669	2	6183.Smp_027400.1	AAF58044.1
OG0001670	2	6183.Smp_027430.1	AAF55702.2
OG0001671	2	6183.Smp_027480.1	AAF47252.1
OG0001672	2	6183.Smp_027880.1	Q9VW56.1
OG0001673	2	6183.Smp_027970.1	NP_609946.1
OG0001674	2	6183.Smp_027990.1	AAF45521.1
OG0001675	2	6183.Smp_028070.1	P16568.2
OG0001676	2	6183.Smp_028080.1	AAF58417.1
OG0001677	2	6183.Smp_028100.1	AAF54982.1
OG0001678	2	6183.Smp_028120.1	AAF58275.2
OG0001680	2	6183.Smp_028140.1	AAF54392.3
OG0001681	2	6183.Smp_028330.1	AAF46235.1
