Orthogroup	kog_cerevisiae_pos_go	protein_mansoni
OG0000476	NP_010208.1, NP_013510.3	6183.Smp_050280.1
OG0000477	NP_014435.3, NP_014602.1	6183.Smp_130850.1
OG0000478	NP_009466.1, NP_011042.3	6183.Smp_007900.1
OG0000479	NP_010383.4, NP_011101.3	6183.Smp_006550.1
OG0000480	NP_010892.1, NP_012565.1	6183.Smp_101280.1
OG0000481	NP_013271.1	6183.Smp_019990.1, 6183.Smp_060700.1
OG0000482	NP_015064.1	6183.Smp_027010.2, 6183.Smp_064240.1
OG0000483	NP_011384.1, NP_015356.1	6183.Smp_097110.1
OG0000484	NP_010381.1, NP_011096.1	6183.Smp_132170.1
OG0000485	NP_009545.2, NP_014681.1	6183.Smp_090070.1
OG0000486	NP_014547.1	6183.Smp_018510.1, 6183.Smp_140530.1
OG0000487	NP_012499.1	6183.Smp_053780.1, 6183.Smp_053790.1
OG0000488	NP_010466.3	6183.Smp_017810.1, 6183.Smp_167860.1
OG0000489	NP_014615.1, NP_015450.1	6183.Smp_065110.1
OG0000490	NP_011913.1, NP_012765.3	6183.Smp_091470.1
OG0000491	NP_010544.3, NP_013074.1	6183.Smp_145990.1
OG0000492	NP_010645.1, NP_011976.1	6183.Smp_174690.1
OG0000493	NP_012644.1	6183.Smp_012970.1, 6183.Smp_083540.1
OG0000494	NP_015075.1	6183.Smp_007210.1, 6183.Smp_070310.1
OG0000495	NP_013361.1, NP_014814.1	6183.Smp_157100.1
OG0000496	NP_013379.1	6183.Smp_084380.1, 6183.Smp_211110.1
OG0000497	NP_011700.1	6183.Smp_138440.1, 6183.Smp_176060.1
OG0000498	NP_009974.1, NP_010854.1	6183.Smp_154140.1
OG0000499	NP_011704.3, NP_012521.3	6183.Smp_210110.1
OG0000500	NP_010628.3, NP_011959.1	6183.Smp_153430.1
OG0000501	NP_009484.2, NP_011027.1, NP_013872.1	
OG0000502	NP_010103.1, NP_010107.1, NP_010843.1	
OG0000503	NP_013354.1, NP_015216.3	6183.Smp_098370.2
OG0000504	NP_011320.3	6183.Smp_075950.1, 6183.Smp_134860.1
OG0000505	NP_012653.1	6183.Smp_019170.1, 6183.Smp_156290.1
OG0000506	NP_011009.1, NP_012704.1	6183.Smp_137520.1
OG0000507	NP_012896.1	6183.Smp_128360.1, 6183.Smp_134440.2
OG0000508	NP_010392.1, NP_013184.1	6183.Smp_163130.1
OG0000509	NP_011917.1, NP_014519.1	6183.Smp_099850.3
OG0000510	NP_010448.1	6183.Smp_131870.1, 6183.Smp_146400.1
OG0000511	NP_012776.1, NP_014298.1	6183.Smp_029360.1
OG0000512	NP_013719.1, NP_013721.1, NP_014632.1	
OG0000513	NP_011261.1, NP_116711.3	6183.Smp_043030.1
OG0000514	NP_116616.1	6183.Smp_078040.1, 6183.Smp_192110.1
OG0000515	NP_011062.1	6183.Smp_024520.1, 6183.Smp_094420.1
OG0000516	NP_012907.3	6183.Smp_151180.1, 6183.Smp_210840.1
OG0000517	NP_009485.3, NP_011025.3	6183.Smp_022090.1
OG0000518	NP_010667.1, NP_014770.1	6183.Smp_186680.1
OG0000519	NP_013484.3, NP_014135.1, NP_014168.1	
OG0000520	NP_011768.1	6183.Smp_070190.1, 6183.Smp_168890.1
OG0000521	NP_010213.1, NP_013503.1	6183.Smp_147950.1
OG0000522	NP_009587.1, NP_010295.3	6183.Smp_153790.1
OG0000523	NP_011287.1	6183.Smp_132050.1, 6183.Smp_161080.1
OG0000524	NP_013970.1, NP_014961.3	6183.Smp_069170.1
OG0000525	NP_013088.1	6183.Smp_155000.1, 6183.Smp_180910.1
OG0000526	NP_010790.3, NP_013281.1	6183.Smp_002080.1
OG0000527	NP_012974.1	6183.Smp_023530.1, 6183.Smp_155060.2
OG0000528	NP_013547.3, NP_013646.1	6183.Smp_180380.1
OG0000529	NP_014928.1, NP_014929.3	6183.Smp_007450.2
OG0000530	NP_009492.1, NP_010078.1, NP_011022.1	
OG0000531	NP_013038.1, NP_015050.1	6183.Smp_210320.1
OG0000532	NP_011759.1, NP_012032.1	6183.Smp_099420.1
OG0000533	NP_013814.1, NP_014066.1, NP_116596.1	
OG0000534	NP_013546.1, NP_013648.1	6183.Smp_073880.1
OG0000535	NP_009740.3, NP_015235.1	6183.Smp_053130.1
OG0000536	NP_010774.4, NP_013125.1	6183.Smp_045710.1
OG0000537	NP_013129.1, NP_013840.1	6183.Smp_032260.1
OG0000538	NP_009395.1, NP_010266.1, NP_014659.1	
OG0000539	NP_009526.1, NP_009641.1	6183.Smp_171570.1
OG0000540	NP_010502.3, NP_012661.3, NP_013630.1	
OG0000541	NP_010945.1, NP_011306.1, NP_011480.1	
OG0000542	NP_011484.1, NP_011664.3	6183.Smp_001830.1
OG0000543	NP_015353.1	6183.Smp_010370.1, 6183.Smp_099890.1
OG0000544	NP_012867.1	6183.Smp_054240.1, 6183.Smp_122680.1
OG0000545	NP_009750.1, NP_015246.1	6183.Smp_022560.2
OG0000546	NP_012345.1, NP_013471.1	6183.Smp_076740.1
OG0000547	NP_009552.1, NP_010511.3	6183.Smp_089870.1
OG0000548	NP_010153.1, NP_010202.1	6183.Smp_041980.1
OG0000549	NP_011541.1, NP_013437.1	6183.Smp_017450.1
OG0000550	NP_011057.1, NP_011326.1	6183.Smp_031310.1
OG0000551	NP_011073.1, NP_014802.3	6183.Smp_129760.1
OG0000552	NP_011885.1, NP_012766.1	6183.Smp_041650.1
OG0000553	NP_010977.2, NP_012212.1	6183.Smp_211250.1
OG0000554	NP_014403.3	6183.Smp_063260.1, 6183.Smp_093740.3
OG0000555	NP_013146.1	6183.Smp_054790.2, 6183.Smp_176010.1
OG0000556	NP_009698.3, NP_014560.1	6183.Smp_148460.1
OG0000557	NP_010587.1	6183.Smp_148480.1, 6183.Smp_175430.1
OG0000558	NP_009474.1, NP_011031.1	6183.Smp_169330.1
OG0000559	NP_014100.2, NP_014526.1	6183.Smp_145600.1
OG0000560	NP_009387.1, NP_014599.1	6183.Smp_006710.1
OG0000561	NP_013960.1, NP_014938.3	6183.Smp_006830.1
OG0000562	NP_014375.1	6183.Smp_156020.1, 6183.Smp_156040.1
OG0000563	NP_010211.1, NP_012858.2, NP_013754.1	
OG0000564	NP_010289.3	6183.Smp_131420.1, 6183.Smp_203220.1
OG0000565	NP_012157.3, NP_014349.1	6183.Smp_128740.1
OG0000566	NP_012171.1, NP_014378.1	6183.Smp_176750.1
OG0000567	NP_013526.1	6183.Smp_176770.1, 6183.Smp_211000.1
OG0000568	NP_009874.1	6183.Smp_029470.1, 6183.Smp_029500.1
OG0000569	NP_014991.1	6183.Smp_143760.1, 6183.Smp_146090.1
OG0000570	NP_015486.1	6183.Smp_039750.1, 6183.Smp_143840.1
OG0000571	NP_011893.1, NP_014862.3	6183.Smp_057530.1
OG0000572	NP_014014.1, NP_014621.1	6183.Smp_161980.1
OG0000573	NP_015225.1, NP_444297.1	6183.Smp_150510.1
OG0000574	NP_011035.1, NP_014039.1	6183.Smp_032510.1
OG0000575	NP_010873.1, NP_012583.1	6183.Smp_094870.1
OG0000576	NP_010047.1	6183.Smp_130480.1, 6183.Smp_207030.1
OG0000577	NP_011863.1, NP_012928.1	6183.Smp_156000.2
OG0000578	NP_013015.1, NP_014044.1, NP_014724.1	
OG0000579	NP_010538.1, NP_015288.1	6183.Smp_002180.1
OG0000580	NP_009339.1, NP_015020.3	6183.Smp_093820.1
OG0000581	NP_013612.1	6183.Smp_129990.1, 6183.Smp_145180.1
OG0000582	NP_009362.1	6183.Smp_065610.1, 6183.Smp_156360.1
OG0000583	NP_011433.3, NP_015133.1	6183.Smp_042990.1
OG0000584	NP_012074.3	6183.Smp_100120.1, 6183.Smp_174470.1
OG0000585	NP_012822.1	6183.Smp_154770.1, 6183.Smp_203140.1
OG0000586	NP_013555.1, NP_013636.1	6183.Smp_138590.1
OG0000587	NP_009855.1	6183.Smp_094660.1, 6183.Smp_116290.1
OG0000588	NP_010198.1, NP_013586.1, NP_013865.1	
OG0000589	NP_012701.2, NP_014274.1	6183.Smp_151010.1
OG0000590	NP_010549.3, NP_014676.1	6183.Smp_012480.1
OG0000591	NP_009981.1, NP_014420.1	6183.Smp_134330.1
OG0000592	NP_009579.1, NP_009594.1, NP_014207.2	
OG0000593	NP_011605.1	6183.Smp_161460.1, 6183.Smp_163030.1
OG0000594	NP_012782.1	6183.Smp_011000.1, 6183.Smp_146180.1
OG0000595	NP_010254.1	6183.Smp_003630.1, 6183.Smp_161960.1
OG0000596	NP_011772.3, NP_012053.3	6183.Smp_071840.1
OG0000597	NP_013418.2	6183.Smp_003620.1, 6183.Smp_060070.1
OG0000598	NP_014176.2	6183.Smp_039820.1, 6183.Smp_124830.1
OG0000599	NP_014261.1	6183.Smp_014010.1, 6183.Smp_161550.1
OG0000600	NP_010431.3, NP_013234.1	6183.Smp_132570.1
OG0000601	NP_014818.1	6183.Smp_079860.2, 6183.Smp_173790.1
OG0000602	NP_009769.1, NP_011461.1	6183.Smp_082990.1
OG0000603	NP_009462.2	6183.Smp_011120.1, 6183.Smp_150690.1
OG0000604	NP_009825.4, NP_013491.1	6183.Smp_163430.1
OG0000605	NP_014433.1	6183.Smp_010690.1, 6183.Smp_127830.1
OG0000606	NP_012639.1	6183.Smp_008360.1, 6183.Smp_008400.1
OG0000607	NP_011991.1, NP_014269.4	6183.Smp_135260.1
OG0000608	NP_012597.1	6183.Smp_072800.1, 6183.Smp_078220.1
OG0000609	NP_010500.3, NP_014118.1	6183.Smp_083080.1
OG0000610	NP_010573.3, NP_011912.1	6183.Smp_095000.2
OG0000611	NP_014404.3	6183.Smp_044470.1, 6183.Smp_077400.1
OG0000612	NP_012456.1, NP_012457.1, NP_012938.3	
OG0000613	NP_009498.1	6183.Smp_000810.2, 6183.Smp_147810.1
OG0000614	NP_010570.1	6183.Smp_085240.2, 6183.Smp_171720.1
OG0000615	NP_013139.1	6183.Smp_144000.1, 6183.Smp_144010.1
OG0000616	NP_009963.1, NP_012339.1, NP_013476.3	
OG0000617	NP_012541.1	6183.Smp_097240.2, 6183.Smp_175570.1
OG0000618	NP_009513.1	6183.Smp_007730.1, 6183.Smp_154160.1
OG0000619	NP_014343.1	6183.Smp_022990.1, 6183.Smp_091240.1
OG0000620	NP_009608.1, NP_009930.1, NP_010315.1	
OG0000621	NP_009999.2, NP_014432.3	6183.Smp_081460.3
OG0000622	NP_011830.1, NP_013055.1	6183.Smp_210310.1
OG0000623	NP_014221.3	6183.Smp_027610.1, 6183.Smp_131450.1
OG0000624	NP_014244.1	6183.Smp_026390.1, 6183.Smp_138890.2
OG0000625	NP_011439.1, NP_015126.1	6183.Smp_101450.1
OG0000626	NP_012438.1	6183.Smp_022700.2, 6183.Smp_121880.1
OG0000627	NP_011524.1, NP_013432.1	6183.Smp_123490.1
OG0000628	NP_012133.1, NP_014330.1	6183.Smp_090230.1
OG0000629	NP_014251.1	6183.Smp_055400.1, 6183.Smp_149200.1
OG0000630	NP_012961.3	6183.Smp_055880.2, 6183.Smp_079000.1
OG0000631	NP_010880.3, NP_012581.3	6183.Smp_039400.1
OG0000632	NP_010158.1, NP_010591.1	6183.Smp_120080.2
OG0000633	NP_010201.1, NP_013862.1	6183.Smp_022640.1
OG0000634	NP_009748.3, NP_015244.1	6183.Smp_180000.1
OG0000635	NP_010738.1, NP_013686.1	6183.Smp_074780.1
OG0000636	NP_011552.1, NP_013454.1	6183.Smp_210360.1
OG0000637	NP_014303.3, NP_014739.1	6183.Smp_021140.1
OG0000638	NP_012591.1	6183.Smp_001360.1, 6183.Smp_032810.1
OG0000639	NP_013957.1, NP_014936.1	6183.Smp_066890.1
OG0000640	NP_013279.1, NP_013280.1	6183.Smp_050700.1
OG0000641	NP_012358.1, NP_012741.1	6183.Smp_024850.1
OG0000642	NP_010342.3	6183.Smp_149050.2, 6183.Smp_197920.1
OG0000643	NP_009504.1	6183.Smp_152180.1, 6183.Smp_200020.1
OG0000644	NP_011548.2, NP_013448.1	6183.Smp_098960.1
OG0000645	NP_014097.1, NP_014520.1	6183.Smp_174950.1
OG0000646	NP_013413.1	6183.Smp_166070.1, 6183.Smp_176690.1
OG0000647	NP_010759.1, NP_011874.1	6183.Smp_063350.1
OG0000648	NP_011862.1, NP_012920.1	6183.Smp_175740.2
OG0000649	NP_010997.3, NP_012195.1	6183.Smp_091640.1
OG0000650	NP_013162.1, NP_116619.1	6183.Smp_085300.1
OG0000651	NP_010670.3, NP_014603.1	6183.Smp_029820.1
OG0000652	NP_013920.1, NP_015074.1	6183.Smp_063300.1
OG0000653	NP_010875.1, NP_012582.1	6183.Smp_033400.1
OG0000654	NP_012010.1, NP_014237.2	6183.Smp_035790.1
OG0000655	NP_010788.1, NP_013286.1	6183.Smp_035800.1
OG0000656	NP_009649.1, NP_011869.1	6183.Smp_016130.1
OG0000657	NP_012399.1, NP_012983.3	6183.Smp_146190.1
OG0000658	NP_011652.1, NP_015480.1	6183.Smp_173170.1
OG0000659	NP_011582.1, NP_014661.1, NP_116677.3	
OG0000660	NP_009639.3	6183.Smp_066050.1, 6183.Smp_141830.1
OG0000661	NP_010486.3, NP_013339.1	6183.Smp_070920.1
OG0000662	NP_013585.1	6183.Smp_152790.1, 6183.Smp_202170.1
OG0000663	NP_013372.1, NP_014816.2	6183.Smp_163300.1
OG0000664	NP_013310.1	6183.Smp_090520.1, 6183.Smp_179110.1
OG0000665	NP_013117.1	6183.Smp_028190.1, 6183.Smp_171620.1
OG0000666	NP_015198.1	6183.Smp_003770.1, 6183.Smp_162370.1
OG0000667	NP_010769.3	6183.Smp_145290.1, 6183.Smp_155890.1
OG0000668	NP_012423.1, NP_012962.3	6183.Smp_139250.1
OG0000669	NP_014116.1, NP_014536.1, NP_014650.1	
OG0000670	NP_014518.1	6183.Smp_131640.1, 6183.Smp_154730.1
OG0000671	NP_012274.1	6183.Smp_069870.1, 6183.Smp_069880.1
OG0000672	NP_011748.3	6183.Smp_147040.1, 6183.Smp_198360.1
OG0000673	NP_009663.1, NP_011580.3	6183.Smp_190020.1
OG0000674	NP_012117.3, NP_013021.1	6183.Smp_160850.1
OG0000675		6183.Smp_000100.1, 6183.Smp_156590.1, 6183.Smp_198050.1
OG0000676		6183.Smp_000270.1, 6183.Smp_000280.1, 6183.Smp_077920.1
OG0000677		6183.Smp_000410.1, 6183.Smp_000430.1, 6183.Smp_191910.1
OG0000678		6183.Smp_000460.1, 6183.Smp_000850.1, 6183.Smp_120800.1
OG0000679		6183.Smp_000670.1, 6183.Smp_123030.1, 6183.Smp_129770.1
OG0000680		6183.Smp_000900.1, 6183.Smp_120620.1, 6183.Smp_137050.1
OG0000681		6183.Smp_001160.1, 6183.Smp_098920.1, 6183.Smp_152230.1
OG0000682		6183.Smp_002350.1, 6183.Smp_123360.1, 6183.Smp_123370.1
OG0000683		6183.Smp_002920.1, 6183.Smp_140510.1, 6183.Smp_140560.1
OG0000684		6183.Smp_004170.1, 6183.Smp_088390.1, 6183.Smp_175610.1
OG0000685		6183.Smp_004220.1, 6183.Smp_124410.1, 6183.Smp_167750.1
OG0000686		6183.Smp_004630.1, 6183.Smp_008580.1, 6183.Smp_065770.1
OG0000687		6183.Smp_006730.1, 6183.Smp_006750.1, 6183.Smp_006760.1
OG0000688		6183.Smp_006860.1, 6183.Smp_022340.1, 6183.Smp_166920.1
OG0000689		6183.Smp_006960.1, 6183.Smp_128900.1, 6183.Smp_134770.1
OG0000690		6183.Smp_007180.1, 6183.Smp_120320.1, 6183.Smp_149300.1
OG0000691		6183.Smp_007770.1, 6183.Smp_083030.1, 6183.Smp_159540.1
OG0000692		6183.Smp_008320.1, 6183.Smp_019610.1, 6183.Smp_173550.1
OG0000693		6183.Smp_008660.1, 6183.Smp_165930.1, 6183.Smp_197860.1
OG0000694		6183.Smp_009230.1, 6183.Smp_191670.1, 6183.Smp_203090.1
OG0000695		6183.Smp_010820.1, 6183.Smp_145300.1, 6183.Smp_156530.1
OG0000696		6183.Smp_012560.1, 6183.Smp_052470.1, 6183.Smp_198020.1
OG0000697		6183.Smp_013210.1, 6183.Smp_125650.1, 6183.Smp_129310.1
OG0000698		6183.Smp_013950.1, 6183.Smp_169050.1, 6183.Smp_169090.1
OG0000699		6183.Smp_014670.2, 6183.Smp_071140.1, 6183.Smp_083040.1
OG0000700		6183.Smp_015690.1, 6183.Smp_157250.1, 6183.Smp_175070.1
OG0000701		6183.Smp_016050.1, 6183.Smp_058170.2, 6183.Smp_099630.1
OG0000702		6183.Smp_016380.1, 6183.Smp_034660.1, 6183.Smp_124660.1
OG0000703		6183.Smp_016870.1, 6183.Smp_168220.1, 6183.Smp_169210.1
OG0000704		6183.Smp_019790.1, 6183.Smp_153500.1, 6183.Smp_191470.1
OG0000705		6183.Smp_020090.1, 6183.Smp_155090.1, 6183.Smp_155100.1
OG0000706		6183.Smp_020300.1, 6183.Smp_101630.1, 6183.Smp_162410.1
OG0000707		6183.Smp_021160.1, 6183.Smp_029900.1, 6183.Smp_084080.1
OG0000708		6183.Smp_021920.3, 6183.Smp_035210.1, 6183.Smp_085540.6
OG0000709		6183.Smp_022050.1, 6183.Smp_134070.1, 6183.Smp_134080.1
OG0000710		6183.Smp_024810.1, 6183.Smp_089220.1, 6183.Smp_173640.1
OG0000711		6183.Smp_027750.1, 6183.Smp_045250.1, 6183.Smp_125760.1
OG0000712		6183.Smp_028030.1, 6183.Smp_138150.1, 6183.Smp_139070.1
OG0000713		6183.Smp_028550.1, 6183.Smp_137580.1, 6183.Smp_177200.1
OG0000714		6183.Smp_029310.1, 6183.Smp_137020.1, 6183.Smp_197450.1
OG0000715		6183.Smp_029850.1, 6183.Smp_051420.1, 6183.Smp_157760.1
OG0000716		6183.Smp_032520.1, 6183.Smp_073400.1, 6183.Smp_075280.3
OG0000717		6183.Smp_033040.1, 6183.Smp_038950.1, 6183.Smp_038960.1
OG0000718		6183.Smp_033530.3, 6183.Smp_033540.1, 6183.Smp_140270.1
OG0000719		6183.Smp_035730.1, 6183.Smp_138810.1, 6183.Smp_153890.1
OG0000720		6183.Smp_037210.1, 6183.Smp_125060.1, 6183.Smp_176990.1
OG0000721		6183.Smp_039600.1, 6183.Smp_137750.1, 6183.Smp_146280.1
OG0000722		6183.Smp_039670.1, 6183.Smp_130980.1, 6183.Smp_152760.1
OG0000723		6183.Smp_040510.1, 6183.Smp_102430.1, 6183.Smp_144260.1
OG0000724		6183.Smp_041280.1, 6183.Smp_041350.1, 6183.Smp_131780.1
OG0000725		6183.Smp_044870.1, 6183.Smp_049580.1, 6183.Smp_145470.1
OG0000726		6183.Smp_046250.1, 6183.Smp_140180.1, 6183.Smp_154960.1
OG0000727		6183.Smp_047060.1, 6183.Smp_177970.1, 6183.Smp_185160.1
OG0000728		6183.Smp_051090.1, 6183.Smp_106260.1, 6183.Smp_203590.1
OG0000729		6183.Smp_051410.1, 6183.Smp_127930.1, 6183.Smp_130910.1
OG0000730		6183.Smp_051640.1, 6183.Smp_177670.1, 6183.Smp_212450.1
OG0000731		6183.Smp_052660.1, 6183.Smp_128940.1, 6183.Smp_150370.1
OG0000732		6183.Smp_053420.1, 6183.Smp_070630.1, 6183.Smp_070640.1
OG0000733		6183.Smp_056060.1, 6183.Smp_056080.1, 6183.Smp_194740.1
OG0000734		6183.Smp_057020.1, 6183.Smp_152720.1, 6183.Smp_152770.1
OG0000735		6183.Smp_061510.1, 6183.Smp_155220.1, 6183.Smp_156960.2
OG0000736		6183.Smp_063190.1, 6183.Smp_146790.1, 6183.Smp_156200.1
OG0000737		6183.Smp_064190.1, 6183.Smp_064200.1, 6183.Smp_156740.1
OG0000738		6183.Smp_067520.1, 6183.Smp_080420.1, 6183.Smp_118960.1
OG0000739		6183.Smp_068180.1, 6183.Smp_128860.1, 6183.Smp_159060.1
OG0000740		6183.Smp_068530.1, 6183.Smp_144990.1, 6183.Smp_147000.1
OG0000741		6183.Smp_072450.1, 6183.Smp_161500.1, 6183.Smp_164730.1
OG0000742		6183.Smp_072980.1, 6183.Smp_149500.1, 6183.Smp_166210.1
OG0000743		6183.Smp_073220.1, 6183.Smp_146320.1, 6183.Smp_172060.1
OG0000744		6183.Smp_074430.1, 6183.Smp_121930.2, 6183.Smp_162320.1
OG0000745		6183.Smp_075790.1, 6183.Smp_075800.1, 6183.Smp_179170.1
OG0000746		6183.Smp_077810.1, 6183.Smp_172000.1, 6183.Smp_188800.1
OG0000747		6183.Smp_079280.1, 6183.Smp_120330.1, 6183.Smp_180050.1
OG0000748		6183.Smp_079650.1, 6183.Smp_094380.1, 6183.Smp_128600.1
OG0000749		6183.Smp_079760.1, 6183.Smp_125370.1, 6183.Smp_176580.1
OG0000750		6183.Smp_080700.3, 6183.Smp_090240.1, 6183.Smp_210130.1
OG0000751		6183.Smp_089470.1, 6183.Smp_164060.1, 6183.Smp_171000.1
OG0000752		6183.Smp_097820.1, 6183.Smp_133420.1, 6183.Smp_164150.1
OG0000753		6183.Smp_098570.1, 6183.Smp_131350.1, 6183.Smp_136310.1
OG0000754		6183.Smp_100360.1, 6183.Smp_125310.1, 6183.Smp_135200.1
OG0000755		6183.Smp_101720.1, 6183.Smp_201080.1, 6183.Smp_202780.1
OG0000756		6183.Smp_101780.1, 6183.Smp_118190.1, 6183.Smp_166110.1
OG0000757		6183.Smp_102690.3, 6183.Smp_179320.1, 6183.Smp_198380.1
OG0000758		6183.Smp_105020.1, 6183.Smp_157020.1, 6183.Smp_197080.1
OG0000759		6183.Smp_105910.1, 6183.Smp_127010.1, 6183.Smp_163470.1
OG0000760		6183.Smp_106750.1, 6183.Smp_205050.1, 6183.Smp_205060.1
OG0000761		6183.Smp_107810.1, 6183.Smp_107860.1, 6183.Smp_110390.1
OG0000762		6183.Smp_108550.1, 6183.Smp_197400.1, 6183.Smp_202190.1
OG0000763		6183.Smp_114540.1, 6183.Smp_139100.2, 6183.Smp_142900.1
OG0000764		6183.Smp_114910.1, 6183.Smp_171030.1, 6183.Smp_171960.1
OG0000765		6183.Smp_124130.1, 6183.Smp_157240.1, 6183.Smp_163380.1
OG0000766		6183.Smp_124930.1, 6183.Smp_138550.1, 6183.Smp_153440.1
OG0000767		6183.Smp_125270.1, 6183.Smp_142610.1, 6183.Smp_206070.1
OG0000768		6183.Smp_125660.1, 6183.Smp_169540.1, 6183.Smp_179270.3
OG0000769		6183.Smp_127630.1, 6183.Smp_131830.1, 6183.Smp_212390.1
OG0000770		6183.Smp_127770.1, 6183.Smp_144600.1, 6183.Smp_156500.1
OG0000771		6183.Smp_129250.1, 6183.Smp_158620.1, 6183.Smp_199900.1
OG0000772		6183.Smp_130410.1, 6183.Smp_130420.1, 6183.Smp_143940.1
OG0000773		6183.Smp_130860.1, 6183.Smp_135230.1, 6183.Smp_171580.1
OG0000774		6183.Smp_131470.1, 6183.Smp_131490.1, 6183.Smp_160300.1
OG0000775		6183.Smp_135040.1, 6183.Smp_149590.1, 6183.Smp_149600.1
OG0000776		6183.Smp_136600.1, 6183.Smp_141650.1, 6183.Smp_190330.1
OG0000777		6183.Smp_136670.1, 6183.Smp_154610.2, 6183.Smp_171360.1
OG0000778		6183.Smp_137030.1, 6183.Smp_137060.1, 6183.Smp_160700.1
OG0000779		6183.Smp_137230.1, 6183.Smp_140570.1, 6183.Smp_190520.1
OG0000780		6183.Smp_138460.1, 6183.Smp_144360.1, 6183.Smp_197460.1
OG0000781		6183.Smp_139410.1, 6183.Smp_156150.1, 6183.Smp_161450.1
OG0000782		6183.Smp_140360.1, 6183.Smp_169240.1, 6183.Smp_181080.1
OG0000783		6183.Smp_141150.1, 6183.Smp_197190.1, 6183.Smp_210300.1
OG0000784		6183.Smp_141910.1, 6183.Smp_143930.1, 6183.Smp_155450.1
OG0000785		6183.Smp_142190.1, 6183.Smp_159890.1, 6183.Smp_193530.1
OG0000786		6183.Smp_143400.1, 6183.Smp_190110.1, 6183.Smp_210010.1
OG0000787		6183.Smp_143450.1, 6183.Smp_193960.1, 6183.Smp_199030.1
OG0000788		6183.Smp_147890.1, 6183.Smp_168870.1, 6183.Smp_180980.1
OG0000789		6183.Smp_148080.1, 6183.Smp_148090.1, 6183.Smp_148100.1
OG0000790		6183.Smp_150560.1, 6183.Smp_160810.1, 6183.Smp_162940.1
OG0000791		6183.Smp_153310.1, 6183.Smp_154400.1, 6183.Smp_210870.1
OG0000792		6183.Smp_155160.1, 6183.Smp_155180.1, 6183.Smp_210140.1
OG0000793		6183.Smp_156870.1, 6183.Smp_158400.1, 6183.Smp_172890.1
OG0000794		6183.Smp_158710.1, 6183.Smp_158940.1, 6183.Smp_174120.1
OG0000795		6183.Smp_159450.1, 6183.Smp_173870.1, 6183.Smp_198240.1
OG0000796		6183.Smp_159600.1, 6183.Smp_170330.1, 6183.Smp_170340.1
OG0000797		6183.Smp_159800.1, 6183.Smp_159830.1, 6183.Smp_180320.2
OG0000798		6183.Smp_160550.1, 6183.Smp_160560.1, 6183.Smp_172830.1
OG0000799		6183.Smp_163820.1, 6183.Smp_175790.1, 6183.Smp_192080.1
OG0000800		6183.Smp_165230.1, 6183.Smp_165660.1, 6183.Smp_199610.1
OG0000801		6183.Smp_165270.1, 6183.Smp_168600.1, 6183.Smp_178780.1
OG0000802		6183.Smp_173190.1, 6183.Smp_212090.1, 6183.Smp_212550.1
OG0000803		6183.Smp_175930.1, 6183.Smp_176810.1, 6183.Smp_194950.1
OG0000804		6183.Smp_182920.1, 6183.Smp_182950.1, 6183.Smp_183550.1
OG0000805		6183.Smp_200770.1, 6183.Smp_202340.1, 6183.Smp_204940.1
OG0000806		6183.Smp_200810.1, 6183.Smp_200830.1, 6183.Smp_200860.1
OG0000807		6183.Smp_204490.1, 6183.Smp_204660.1, 6183.Smp_205930.1
OG0000808	NP_013061.1	6183.Smp_046690.1
OG0000809	NP_012118.1	6183.Smp_089430.1
OG0000810	NP_011790.1	6183.Smp_166840.1
OG0000811	NP_010877.3	6183.Smp_061920.1
OG0000812	NP_011070.3	6183.Smp_063670.1
OG0000813	NP_013386.1	6183.Smp_078280.1
OG0000814	NP_116647.1	6183.Smp_136970.1
OG0000815	NP_013911.1	6183.Smp_072330.2
OG0000816	NP_010113.1	6183.Smp_044440.1
OG0000817	NP_009582.1	6183.Smp_026310.1
OG0000818	NP_009667.1	6183.Smp_026560.2
OG0000819	NP_014900.3	6183.Smp_083740.1
OG0000820	NP_012731.1	6183.Smp_064950.1
OG0000821	NP_012111.1	6183.Smp_121990.1
OG0000822	NP_010414.3	6183.Smp_037230.1
OG0000823	NP_010542.1, NP_011602.2	
OG0000824	NP_013940.1	6183.Smp_129320.1
OG0000825	NP_009605.1, NP_010309.3	
OG0000826	NP_009676.1	6183.Smp_099870.1
OG0000827	NP_009390.1	6183.Smp_083650.1
OG0000828	NP_010419.3	6183.Smp_171740.1
OG0000829	NP_014030.1	6183.Smp_087930.1
OG0000830	NP_015053.2	6183.Smp_063000.1
OG0000831	NP_010376.3	6183.Smp_124460.1
OG0000832	NP_012733.1, NP_015178.1	
OG0000833	NP_011004.3, NP_012191.1	
OG0000834	NP_014125.1	6183.Smp_211270.1
OG0000835	NP_009723.3	6183.Smp_086900.1
OG0000836	NP_015106.1	6183.Smp_073590.1
OG0000837	NP_116650.1	6183.Smp_014660.2
OG0000838	NP_116615.1	6183.Smp_210430.1
OG0000839	NP_012768.1	6183.Smp_017290.3
OG0000840	NP_013363.1	6183.Smp_163580.1
OG0000841	NP_013396.1	6183.Smp_079430.2
OG0000842	NP_012500.3	6183.Smp_049550.1
OG0000843	NP_009396.2	6183.Smp_106930.1
OG0000844	NP_012579.1	6183.Smp_106130.2
OG0000845	NP_011471.1	6183.Smp_079730.1
OG0000846	NP_015437.1	6183.Smp_141240.1
OG0000847	NP_012203.1	6183.Smp_013360.1
