Orthogroup	kog_cerevisiae_pos_go	kog_droso_pos_go	kog_elegans_pos_go	protein_mansoni
OG0002959	NP_014494.1	NP_611071.1		
OG0002960	NP_011996.2			6183.Smp_095810.1
OG0002961	NP_014639.1			6183.Smp_171160.1
OG0002962	NP_012618.3	NP_611826.1		
OG0002963	NP_012676.3			6183.Smp_159190.1
OG0002964	NP_010106.1, NP_012186.1			
OG0002965	NP_010686.1		NP_503519.2	
OG0002966	NP_012650.1, NP_015439.1			
OG0002967	NP_012624.1, NP_015367.1			
OG0002968	NP_009998.2, NP_014428.1			
OG0002969	NP_010793.2, NP_013278.1			
OG0002970	NP_013206.1			6183.Smp_033140.1
OG0002971	NP_012530.1			6183.Smp_038410.1
OG0002972	NP_010185.1			6183.Smp_095680.1
OG0002973	NP_011920.1, NP_011922.1			
OG0002974	NP_010531.1, NP_012352.2			
OG0002975	NP_010651.3			6183.Smp_071000.1
OG0002976	NP_009942.2			6183.Smp_016900.1
OG0002977		NP_608344.1		6183.Smp_010290.1
OG0002978		NP_476838.1		6183.Smp_137750.1
OG0002979		NP_476739.1		6183.Smp_196570.1
OG0002980		NP_609925.1	NP_496961.2	
OG0002981		NP_523777.1		6183.Smp_055670.1
OG0002982		NP_523687.1		6183.Smp_154580.1
OG0002983		NP_609094.1	NP_499328.1	
OG0002984		NP_477090.1		6183.Smp_071630.1
OG0002985		NP_477505.1		6183.Smp_059340.1
OG0002986		NP_523773.1		6183.Smp_094810.1
OG0002987		NP_536740.1	NP_498295.3	
OG0002988		NP_476891.1		6183.Smp_019690.1
OG0002989		NP_611873.1		6183.Smp_211100.1
OG0002990		NP_524828.1, NP_608916.1		
OG0002991		NP_609609.1		6183.Smp_190140.1
OG0002992		NP_476590.1		6183.Smp_001040.1
OG0002993		NP_611759.1		6183.Smp_002280.1
OG0002994		NP_477025.1		6183.Smp_128200.2
OG0002995		NP_477509.1		6183.Smp_050160.1
OG0002996		NP_610613.1		6183.Smp_152220.1
OG0002997		NP_612028.4		6183.Smp_020200.1
OG0002998		NP_476833.1		6183.Smp_210260.1
OG0002999		NP_524533.1	NP_509931.1	
OG0003000		NP_523917.2	NP_496623.1	
OG0003001		NP_608833.1		6183.Smp_082820.1
OG0003002		NP_524888.1	NP_507647.1	
OG0003003		NP_524337.1	NP_502747.1	
OG0003004		NP_523402.4		6183.Smp_174610.1
OG0003005		NP_611715.3		6183.Smp_105340.1
OG0003006		NP_608460.1		6183.Smp_120380.1
OG0003007		NP_573331.1		6183.Smp_048310.1
OG0003008		NP_608823.2		6183.Smp_212560.1
OG0003009		NP_611353.1		6183.Smp_040500.1
OG0003010		NP_524679.3		6183.Smp_163420.1
OG0003011		NP_477499.1		6183.Smp_132260.1
OG0003012		NP_511129.3		6183.Smp_098840.1
OG0003013		NP_523355.2		6183.Smp_153660.1
OG0003014		NP_612010.1		6183.Smp_068960.2
OG0003015		NP_609720.1		6183.Smp_138920.1
OG0003016		NP_608525.1		6183.Smp_141080.1
OG0003017		NP_477131.1		6183.Smp_035390.1
OG0003018		NP_524054.1		6183.Smp_148320.1
OG0003019		NP_609183.1	NP_497107.1	
OG0003020		NP_609388.1		6183.Smp_210400.1
OG0003021		NP_523857.1	NP_497904.1	
OG0003022		NP_608395.6		6183.Smp_151740.1
OG0003023		NP_477475.2		6183.Smp_198180.1
OG0003024		NP_523832.2		6183.Smp_172150.1
OG0003025		NP_524333.1		6183.Smp_155500.1
OG0003026		NP_524061.1		6183.Smp_149200.1
OG0003027		NP_476962.1		6183.Smp_118100.1
OG0003028		NP_477431.1		6183.Smp_165220.1
OG0003029		NP_524438.1	NP_500579.3	
OG0003030		NP_524130.1, NP_610977.1		
OG0003031		NP_477450.1, NP_609691.6		
OG0003032		NP_610175.2		6183.Smp_176440.1
OG0003033		NP_611017.1	NP_502016.2	
OG0003034		NP_609671.1		6183.Smp_039080.1
OG0003035		NP_524597.1		6183.Smp_000260.1
OG0003036		NP_572868.3		6183.Smp_191310.1
OG0003037		NP_611080.1		6183.Smp_077540.1
OG0003038		NP_524688.1		6183.Smp_133880.1
OG0003039		NP_523357.2		6183.Smp_174640.1
OG0003040		NP_523544.2	NP_492433.1	
OG0003041		NP_609651.1		6183.Smp_103920.1
OG0003042		NP_573039.1		6183.Smp_173480.1
OG0003043		NP_572567.1	NP_491076.1	
OG0003044		NP_524075.2		6183.Smp_163830.1
OG0003045		NP_610315.1		6183.Smp_141330.1
OG0003046		NP_536744.2	NP_498935.1	
OG0003047		NP_572776.1		6183.Smp_036920.1
OG0003048		NP_609361.1		6183.Smp_003970.1
OG0003049		NP_609323.1, NP_609324.2		
OG0003050		NP_573097.1		6183.Smp_092490.1
OG0003051		NP_570085.1		6183.Smp_157560.1
OG0003052		NP_611215.1	NP_501190.1	
OG0003053		NP_572449.1, NP_572451.1		
OG0003054		NP_524579.1, NP_524581.1		
OG0003055		NP_610530.1, NP_610639.1		
OG0003056		NP_609148.1		6183.Smp_168890.1
OG0003057		NP_609477.1		6183.Smp_078050.1
OG0003058		NP_572328.1		6183.Smp_181120.1
OG0003059		NP_610943.2		6183.Smp_021300.1
OG0003060		NP_572220.1		6183.Smp_074200.2
OG0003061		NP_609486.2		6183.Smp_130750.1
OG0003062		NP_608648.1		6183.Smp_153590.1
OG0003063		NP_610551.1		6183.Smp_143730.1
OG0003064		NP_610044.2	NP_509933.2	
OG0003065		NP_609446.1		6183.Smp_001090.1
OG0003066		NP_523409.1		6183.Smp_125530.1
OG0003067		NP_476773.1, NP_608657.1		
OG0003068		NP_477174.1		6183.Smp_173060.1
OG0003069		NP_569905.1	NP_495469.2	
OG0003070		NP_524768.2	NP_493620.2	
OG0003071		NP_609464.1, NP_610944.1		
OG0003072		NP_609742.1, NP_610500.2		
OG0003073		NP_610730.1		6183.Smp_000700.1
OG0003074		NP_524905.1		6183.Smp_159750.1
OG0003075		NP_523423.1	NP_510552.2	
OG0003076		NP_611433.3		6183.Smp_074830.1
OG0003077		NP_609685.1		6183.Smp_169530.1
OG0003078		NP_611390.2	NP_499028.1	
OG0003079		NP_524772.2		6183.Smp_082660.1
OG0003080		NP_477082.1		6183.Smp_149020.1
OG0003081		NP_611029.3		6183.Smp_207030.1
OG0003082		NP_612075.1		6183.Smp_089120.1
OG0003083		NP_477262.1	NP_506303.1	
OG0003084		NP_477454.1		6183.Smp_197180.1
OG0003085		NP_610760.1		6183.Smp_050890.1
OG0003086		NP_611354.2		6183.Smp_062720.1
OG0003087		NP_610953.1	NP_495615.2	
OG0003088		NP_477006.1		6183.Smp_067900.1
OG0003089		NP_610974.1	NP_491037.3	
OG0003090		NP_610688.1		6183.Smp_166380.1
OG0003091		NP_609185.1		6183.Smp_197190.1
OG0003092		NP_536773.1		6183.Smp_211060.1
OG0003093		NP_610045.1	NP_501024.1	
OG0003094		NP_608608.2	NP_510490.1	
OG0003095		NP_609738.1		6183.Smp_123680.1
OG0003096		NP_572288.1		6183.Smp_210280.1
OG0003097		NP_476904.1		6183.Smp_127070.1
OG0003098		NP_609110.1	NP_502405.1	
OG0003099		NP_609204.2		6183.Smp_055200.1
OG0003100		NP_523651.4	NP_506025.1	
OG0003101		NP_611853.2		6183.Smp_072640.1
OG0003102		NP_572480.1		6183.Smp_069220.2
OG0003103		NP_610620.1	NP_492637.1	
OG0003104		NP_524933.1		6183.Smp_071980.1
OG0003105		NP_608347.1		6183.Smp_198940.1
OG0003106		NP_610165.1		6183.Smp_194580.1
OG0003107		NP_523869.1		6183.Smp_180390.1
OG0003108		NP_572682.1		6183.Smp_118820.1
OG0003109		NP_524830.2	NP_509083.1	
OG0003110		NP_611263.1	NP_492730.2	
OG0003111		NP_611050.1		6183.Smp_073950.1
OG0003112		NP_573338.1		6183.Smp_181460.1
OG0003113		NP_609586.1		6183.Smp_036010.1
OG0003114		NP_610922.1		6183.Smp_003940.1
OG0003115		NP_476594.1		6183.Smp_145900.1
OG0003116		NP_611383.1	NP_496077.1	
OG0003117		NP_610026.1	NP_493036.1	
OG0003118		NP_610917.1	NP_498387.2	
OG0003119		NP_609219.1	NP_504597.1	
OG0003120		NP_524451.1		6183.Smp_126690.1
OG0003121		NP_608333.1, NP_608336.1		
OG0003122		NP_611895.1		6183.Smp_097180.1
OG0003123		NP_608938.1		6183.Smp_091850.1
OG0003124		NP_611097.2		6183.Smp_086960.1
OG0003125		NP_573228.1		6183.Smp_069770.1
OG0003126		NP_610031.1		6183.Smp_210900.1
OG0003127		NP_609402.1		6183.Smp_051090.1
OG0003128		NP_572217.1		6183.Smp_074070.1
OG0003129		NP_610379.2		6183.Smp_212230.1
OG0003130		NP_524719.1		6183.Smp_042590.1
OG0003131		NP_611839.1		6183.Smp_140290.1
OG0003132		NP_611078.1		6183.Smp_061310.1
OG0003133		NP_569983.1	NP_492426.1	
OG0003134		NP_611346.1		6183.Smp_066610.1
OG0003135		NP_524377.1		6183.Smp_085480.1
OG0003136		NP_525048.1	NP_495527.2	
OG0003137		NP_608909.1		6183.Smp_171900.1
OG0003138		NP_610488.1	NP_498203.2	
OG0003139		NP_611827.2	NP_505901.2	
OG0003140		NP_477190.1		6183.Smp_170340.1
OG0003141		NP_612045.1	NP_498071.1	
OG0003142		NP_511160.2		6183.Smp_123420.1
OG0003143		NP_477225.1		6183.Smp_145300.1
OG0003144		NP_573001.2		6183.Smp_080680.1
OG0003145		NP_477140.1		6183.Smp_150630.1
OG0003146		NP_476932.1		6183.Smp_068780.1
OG0003147		NP_609783.1	NP_498229.3	
OG0003148		NP_525045.3		6183.Smp_130040.1
OG0003149		NP_573238.1		6183.Smp_048550.1
OG0003150		NP_610282.1	NP_493417.1	
OG0003151		NP_609019.1, NP_609022.1		
OG0003152		NP_609189.2		6183.Smp_161680.1
OG0003153		NP_611893.3	NP_496262.2	
OG0003154		NP_477413.1	NP_498461.3	
OG0003155		NP_476820.1		6183.Smp_170990.1
OG0003156		NP_524177.1		6183.Smp_146060.1
OG0003157		NP_477195.1, NP_610442.2		
OG0003158		NP_524610.1		6183.Smp_033950.2
OG0003159		NP_476751.1	NP_508196.1	
OG0003160		NP_610963.1	NP_496596.3	
OG0003161		NP_476868.1		6183.Smp_145970.1
OG0003162		NP_610446.1	NP_503967.1	
OG0003163		NP_524111.3	NP_506568.2	
OG0003164		NP_609606.2		6183.Smp_159100.1
OG0003165		NP_523987.1	NP_505233.2	
OG0003166		NP_608531.1		6183.Smp_102510.1
OG0003167		NP_573142.1	NP_497202.2	
OG0003168		NP_609903.2	NP_509138.2	
OG0003169		NP_609488.1		6183.Smp_045980.1
OG0003170		NP_612008.1		6183.Smp_159620.1
OG0003171		NP_524466.1		6183.Smp_162780.1
OG0003172		NP_572621.1	NP_497804.2	
OG0003173		NP_610931.1		6183.Smp_065240.1
OG0003174		NP_524445.1		6183.Smp_031710.1
OG0003175		NP_608348.1		6183.Smp_167230.1
OG0003176		NP_524524.1		6183.Smp_078750.1
OG0003177		NP_610278.1		6183.Smp_059690.2
OG0003178		NP_608380.1		6183.Smp_033660.1
OG0003179		NP_524485.1	NP_504687.1	
OG0003180		NP_511113.1	NP_498284.1	
OG0003181		NP_523893.1		6183.Smp_069910.1
OG0003182		NP_608684.1	NP_498462.3	
OG0003183		NP_525039.1	NP_495867.1	
OG0003184		NP_524409.2		6183.Smp_124020.1
OG0003185		NP_476650.1		6183.Smp_167400.1
OG0003186		NP_569977.1		6183.Smp_134370.1
OG0003187		NP_610781.1		6183.Smp_141970.1
OG0003188		NP_609375.1		6183.Smp_097810.1
OG0003189		NP_477426.1	NP_491203.1	
OG0003190		NP_477302.1		6183.Smp_022610.1
OG0003191		NP_572391.1	NP_493958.2	
OG0003192		NP_608637.1		6183.Smp_194840.1
OG0003193		NP_477360.2		6183.Smp_016670.1
OG0003194		NP_609209.2		6183.Smp_091800.1
OG0003195		NP_477495.1, NP_523522.1		
OG0003196		NP_572917.1	NP_496161.1	
OG0003197		NP_610397.4		6183.Smp_058380.1
OG0003198		NP_611306.1		6183.Smp_138700.2
OG0003199		NP_570012.1		6183.Smp_046900.1
OG0003200		NP_523571.1	NP_508420.1	
OG0003201		NP_609176.1		6183.Smp_012800.1
OG0003202		NP_524399.1		6183.Smp_141540.1
OG0003203		NP_523440.1		6183.Smp_085780.1
OG0003204		NP_523662.1		6183.Smp_205760.1
OG0003205		NP_572491.1, NP_610208.1		
OG0003206		NP_523596.2, NP_569913.1		
OG0003207		NP_524169.1	NP_496323.1	
OG0003208		NP_573213.1		6183.Smp_064030.1
OG0003209		NP_611833.1	NP_491077.1	
OG0003210		NP_524677.1		6183.Smp_146710.1
OG0003211		NP_609677.1		6183.Smp_007380.1
OG0003212		NP_611217.1		6183.Smp_194100.1
OG0003213		NP_610915.2		6183.Smp_148970.1
OG0003214		NP_524846.1		6183.Smp_038300.1
OG0003215		NP_572169.1	NP_505312.1	
OG0003216		NP_608328.1		6183.Smp_052500.1
OG0003217		NP_609648.1		6183.Smp_133040.1
OG0003218		NP_477377.1	NP_493580.1	
OG0003219		NP_524363.3	NP_492810.2	
OG0003220		NP_608329.1		6183.Smp_074770.1
OG0003221		NP_523620.1		6183.Smp_046930.1
OG0003222		NP_524664.1		6183.Smp_053990.1
OG0003223		NP_477347.1		6183.Smp_035310.1
OG0003224		NP_608865.2		6183.Smp_123280.1
OG0003225		NP_608678.1	NP_506677.3	
OG0003226		NP_572530.1		6183.Smp_154640.1
OG0003227		NP_611022.2		6183.Smp_148060.1
OG0003228		NP_608732.1		6183.Smp_146310.1
OG0003229		NP_524900.1		6183.Smp_153720.1
OG0003230			NP_494545.1, NP_494547.2	
OG0003231			NP_494127.2, NP_494128.3	
OG0003232			NP_509954.1, NP_509956.2	
OG0003233			NP_493711.2, NP_493712.1	
OG0003234			NP_510828.1, NP_510829.2	
OG0003235			NP_490840.2	6183.Smp_181490.1
OG0003236			NP_496917.2, NP_499571.2	
OG0003237			NP_490684.1, NP_490686.3	
OG0003238			NP_493052.3, NP_500081.2	
OG0003239			NP_498339.1	6183.Smp_049500.1
OG0003240			NP_506192.1	6183.Smp_166040.1
OG0003241			NP_497993.1	6183.Smp_105480.1
OG0003242			NP_503011.1	6183.Smp_000730.1
OG0003243			NP_497037.1	6183.Smp_159930.1
OG0003244			NP_502791.1	6183.Smp_166930.1
OG0003245			NP_493376.1	6183.Smp_139340.1
OG0003246			NP_509888.1	6183.Smp_062680.1
OG0003247			NP_495984.2	6183.Smp_069900.1
OG0003248			NP_507083.1, NP_507084.1	
OG0003249			NP_493659.3	6183.Smp_032060.1
OG0003250			NP_506222.2	6183.Smp_064640.1
OG0003251			NP_495036.3	6183.Smp_144860.1
OG0003252			NP_497841.1	6183.Smp_138880.1
OG0003253			NP_502136.1	6183.Smp_078240.1
OG0003254			NP_499051.3	6183.Smp_012950.1
OG0003255			NP_491680.2	6183.Smp_070360.1
OG0003256			NP_501452.1	6183.Smp_122930.1
OG0003257			NP_492912.1	6183.Smp_133940.1
OG0003258			NP_497139.1	6183.Smp_079760.1
OG0003259			NP_494807.1	6183.Smp_139480.1
OG0003260			NP_510783.2	6183.Smp_164930.1
OG0003261			NP_506269.1	6183.Smp_015020.1
OG0003262			NP_503858.1	6183.Smp_091650.1
OG0003263			NP_498090.1	6183.Smp_103990.1
OG0003264			NP_491633.1, NP_492527.1	
OG0003265			NP_498151.2	6183.Smp_152230.1
OG0003266			NP_498204.1	6183.Smp_144870.1
OG0003267			NP_501262.1	6183.Smp_141520.1
OG0003268			NP_506733.1	6183.Smp_073940.1
OG0003269			NP_497743.1	6183.Smp_131770.1
OG0003270			NP_496117.1, NP_496167.1	
OG0003271			NP_501356.2, NP_502500.3	
OG0003272			NP_501992.2, NP_502041.1	
OG0003273			NP_500563.2, NP_506632.2	
OG0003274			NP_501125.1, NP_506574.3	
OG0003275			NP_499527.1, NP_499528.1	
OG0003276			NP_502650.1, NP_504432.3	
OG0003277			NP_510140.1	6183.Smp_079650.1
OG0003278			NP_491426.2	6183.Smp_130470.1
OG0003279			NP_490735.3, NP_505105.2	
OG0003280			NP_493416.1	6183.Smp_008470.2
OG0003281			NP_492343.2	6183.Smp_209050.1
OG0003282			NP_493024.1	6183.Smp_027370.1
OG0003283			NP_498913.2	6183.Smp_165930.1
OG0003284			NP_491442.1	6183.Smp_196250.1
OG0003285			NP_495986.3	6183.Smp_028120.1
OG0003286			NP_495161.1	6183.Smp_132620.2
OG0003287			NP_499573.1	6183.Smp_087070.1
OG0003288			NP_495392.1	6183.Smp_152980.1
OG0003289			NP_509648.1	6183.Smp_144380.1
OG0003290			NP_498251.1	6183.Smp_017020.1
OG0003291			NP_492575.1, NP_510540.1	
OG0003292			NP_492839.4, NP_510491.2	
OG0003293			NP_495994.1	6183.Smp_143370.1
OG0003294			NP_500824.1	6183.Smp_175780.1
OG0003295			NP_509647.1	6183.Smp_198970.1
OG0003296			NP_491201.3, NP_501497.2	
OG0003297			NP_509042.1	6183.Smp_008450.1
OG0003298			NP_508565.3, NP_508570.4	
OG0003299			NP_502296.1	6183.Smp_133540.1
OG0003300			NP_507517.2	6183.Smp_131800.1
OG0003301			NP_496679.3	6183.Smp_094190.1
OG0003302			NP_498178.3	6183.Smp_009800.1
OG0003303			NP_496058.1, NP_496095.1	
OG0003304			NP_492699.1, NP_510105.1	
OG0003305			NP_504599.2	6183.Smp_158560.1
OG0003306			NP_491932.1	6183.Smp_150080.1
OG0003307			NP_498175.1, NP_498176.1	
OG0003308			NP_500338.2, NP_506221.3	
OG0003309			NP_492367.1, NP_492689.1	
OG0003310			NP_491474.1, NP_492668.2	
OG0003311			NP_497108.2	6183.Smp_072870.1
OG0003312			NP_491897.2	6183.Smp_144890.1
OG0003313			NP_494872.2	6183.Smp_146900.1
OG0003314			NP_495944.1	6183.Smp_083450.1
OG0003315			NP_498949.2	6183.Smp_173390.1
OG0003316			NP_504197.1	6183.Smp_002810.1
OG0003317			NP_496210.2	6183.Smp_167200.1
OG0003318			NP_504750.2	6183.Smp_086190.1
OG0003319			NP_501908.2	6183.Smp_038840.1
OG0003320			NP_505958.1	6183.Smp_009630.1
OG0003321			NP_495736.1, NP_495789.1	
OG0003322			NP_501277.1, NP_502243.1	
OG0003323			NP_491269.1, NP_491316.1	
OG0003324			NP_498245.2	6183.Smp_150220.2
OG0003325			NP_503359.2	6183.Smp_128310.1
OG0003326			NP_501684.1	6183.Smp_165640.1
OG0003327			NP_509761.2	6183.Smp_138500.1
OG0003328			NP_506615.2	6183.Smp_130980.1
OG0003329			NP_506419.3	6183.Smp_027990.1
OG0003330			NP_495887.1, NP_498790.1	
OG0003331			NP_491070.1, NP_497662.1	
OG0003332			NP_493378.1	6183.Smp_133820.1
OG0003333			NP_496562.3	6183.Smp_084080.1
OG0003334			NP_496462.2	6183.Smp_164960.1
OG0003335			NP_510529.1	6183.Smp_172400.1
OG0003336			NP_491127.1	6183.Smp_175610.1
OG0003337			NP_492139.3	6183.Smp_094820.1
OG0003338			NP_502416.1	6183.Smp_147020.1
OG0003339			NP_492389.1	6183.Smp_150360.1
OG0003340			NP_494921.1, NP_496914.1	
OG0003341			NP_495175.1	6183.Smp_131900.1
OG0003342			NP_508915.3, NP_508916.3	
OG0003343			NP_497235.2	6183.Smp_210820.1
OG0003344			NP_498266.1	6183.Smp_126170.1
OG0003345			NP_496087.2	6183.Smp_094470.1
OG0003346			NP_493383.1	6183.Smp_076990.1
OG0003347			NP_501545.1	6183.Smp_001180.1
OG0003348			NP_506097.3	6183.Smp_125450.1
OG0003349			NP_506660.2, NP_507101.1	
OG0003350			NP_509912.1	6183.Smp_060940.1
OG0003351			NP_503400.1, NP_503401.3	
OG0003352			NP_491072.1	6183.Smp_129260.1
OG0003353			NP_501435.1	6183.Smp_002820.3
OG0003354			NP_492571.1, NP_492573.1	
OG0003355			NP_497105.3, NP_500831.2	
OG0003356			NP_492720.3	6183.Smp_150370.1
OG0003357			NP_496992.3	6183.Smp_078900.1
OG0003358			NP_501937.1	6183.Smp_064250.1
OG0003359			NP_509853.2	6183.Smp_164030.1
OG0003360			NP_508572.1, NP_508926.2	
OG0003361			NP_501087.1	6183.Smp_035700.1
OG0003362			NP_505949.1, NP_506362.1	
OG0003363			NP_499688.2	6183.Smp_019980.1
OG0003364			NP_501570.1, NP_510202.2	
OG0003365			NP_504711.2	6183.Smp_160860.2.1
OG0003366			NP_493618.1	6183.Smp_173440.1
OG0003367			NP_495706.2	6183.Smp_073830.1
OG0003368			NP_504953.1	6183.Smp_143920.1
OG0003369			NP_491030.1	6183.Smp_043970.1
OG0003370			NP_491490.1, NP_496292.1	
OG0003371			NP_506224.1	6183.Smp_097820.1
OG0003372			NP_499482.1, NP_500708.1	
OG0003373			NP_497995.2, NP_500772.1	
OG0003374			NP_501476.2, NP_501477.2	
OG0003375			NP_494848.3, NP_503845.1	
OG0003376			NP_510793.2, NP_510806.1	
OG0003377			NP_506394.1, NP_506395.1	
OG0003378			NP_499871.1, NP_501215.2	
OG0003379			NP_501694.2	6183.Smp_167190.1
OG0003380			NP_502841.1	6183.Smp_156630.1
OG0003381			NP_497787.1	6183.Smp_089700.1
OG0003382			NP_498673.3	6183.Smp_170760.1
OG0003383			NP_496846.1	6183.Smp_134940.1
OG0003384			NP_493671.2, NP_501929.1	
OG0003385			NP_506267.1	6183.Smp_127730.1
OG0003386			NP_508463.1, NP_510594.1	
OG0003387			NP_492022.3	6183.Smp_046140.1
OG0003388			NP_500130.1	6183.Smp_199940.1
OG0003389			NP_494694.2, NP_496729.2	
OG0003390			NP_508986.1, NP_508987.1	
OG0003391			NP_504415.2	6183.Smp_152830.1
OG0003392			NP_499811.1	6183.Smp_062420.3
OG0003393			NP_492753.2, NP_508435.2	
OG0003394			NP_495622.2, NP_502854.2	
OG0003395			NP_502513.1, NP_510181.3	
OG0003396			NP_506041.1	6183.Smp_156410.1
OG0003397			NP_508584.3	6183.Smp_096720.1
OG0003398			NP_499564.2	6183.Smp_137540.1
OG0003399			NP_495960.2	6183.Smp_169540.1
OG0003400			NP_502300.2	6183.Smp_094340.1
OG0003401			NP_492416.2	6183.Smp_045620.1
OG0003402			NP_505698.2	6183.Smp_212400.1
OG0003403			NP_497719.1	6183.Smp_026930.1
OG0003404			NP_497973.1, NP_498055.1	
OG0003405			NP_509392.3	6183.Smp_144310.1
OG0003406			NP_496060.1	6183.Smp_164220.1
OG0003407			NP_492340.1	6183.Smp_068100.1
OG0003408			NP_501418.1	6183.Smp_135100.1
OG0003409			NP_501266.1	6183.Smp_060820.1
OG0003410			NP_492508.1	6183.Smp_181270.2
OG0003411			NP_498611.1	6183.Smp_150230.1
OG0003412			NP_504656.1	6183.Smp_035270.2
OG0003413			NP_502370.1, NP_505412.2	
OG0003414			NP_491479.2	6183.Smp_028490.1
OG0003415			NP_504613.1, NP_504614.1	
OG0003416			NP_501642.1	6183.Smp_121130.1
OG0003417			NP_508106.1	6183.Smp_124630.1
OG0003418			NP_506242.2, NP_506671.2	
OG0003419			NP_491713.2	6183.Smp_165330.1
OG0003420			NP_501591.2	6183.Smp_194900.1
OG0003421			NP_491023.2, NP_506318.1	
OG0003422			NP_490765.1	6183.Smp_152440.1
OG0003423			NP_492206.1	6183.Smp_197480.1
OG0003424			NP_498475.1	6183.Smp_084790.1
OG0003425			NP_491370.1	6183.Smp_210570.1
OG0003426			NP_501257.1	6183.Smp_001960.1
OG0003427			NP_504349.1, NP_506464.2	
OG0003428			NP_503370.1	6183.Smp_158430.1
OG0003429			NP_491519.1	6183.Smp_020800.1
OG0003430			NP_504826.2	6183.Smp_040280.1
OG0003431			NP_492238.2, NP_492239.1	
OG0003432			NP_496043.1, NP_502566.1	
OG0003433			NP_494448.1, NP_494954.1	
OG0003434			NP_501875.2, NP_501876.2	
OG0003435			NP_506375.1	6183.Smp_210230.1
OG0003436			NP_497850.2	6183.Smp_006590.1
OG0003437			NP_492334.1	6183.Smp_002190.1
OG0003438			NP_501187.1, NP_501326.2	
OG0003439			NP_496776.1	6183.Smp_146200.2
OG0003440			NP_490764.1, NP_492106.1	
OG0003441			NP_501534.2	6183.Smp_157310.1
OG0003442			NP_490719.1	6183.Smp_012740.2
OG0003443			NP_497538.1	6183.Smp_084930.1
OG0003444			NP_495709.1, NP_496391.1	
OG0003445			NP_492741.1, NP_492742.1	
OG0003446			NP_493611.2	6183.Smp_026270.1
OG0003447			NP_510462.2	6183.Smp_094930.1
OG0003448			NP_502594.2	6183.Smp_144540.1
OG0003449			NP_497221.1	6183.Smp_027040.1
OG0003450			NP_497832.2	6183.Smp_161580.1
OG0003451			NP_492762.1	6183.Smp_173020.1
OG0003452			NP_496208.2	6183.Smp_090920.1
OG0003453			NP_499073.1, NP_499128.1	
OG0003454			NP_499181.1, NP_508935.2	
OG0003455			NP_508145.2	6183.Smp_005020.1
OG0003456			NP_492222.2	6183.Smp_175760.1
OG0003457			NP_504629.1	6183.Smp_157140.2
OG0003458			NP_509383.2	6183.Smp_132770.1
OG0003459			NP_496534.1	6183.Smp_163040.1
OG0003460			NP_492775.2	6183.Smp_143680.1
OG0003461			NP_498104.1	6183.Smp_055720.3
OG0003462			NP_491362.1	6183.Smp_058050.1
OG0003463			NP_504537.1, NP_505931.3	
OG0003464			NP_501035.1	6183.Smp_128770.1
OG0003465			NP_499172.1	6183.Smp_124110.1
OG0003466			NP_505210.2	6183.Smp_163560.1
OG0003467			NP_502299.1	6183.Smp_175430.1
OG0003468			NP_491733.2	6183.Smp_210340.1
OG0003469			NP_506126.2	6183.Smp_136110.1
OG0003470			NP_497198.1, NP_501231.1	
OG0003471			NP_497334.2	6183.Smp_145500.1
OG0003472			NP_491513.2	6183.Smp_161110.1
OG0003473			NP_491637.2	6183.Smp_144280.1
OG0003474			NP_495662.2	6183.Smp_131940.1
OG0003475			NP_502527.1, NP_502528.2	
OG0003476			NP_505995.2	6183.Smp_143430.1
OG0003477			NP_496793.1	6183.Smp_163190.1
OG0003478			NP_509661.1	6183.Smp_127180.1
OG0003479			NP_499594.2	6183.Smp_163340.1
OG0003480			NP_492449.2	6183.Smp_151050.1
OG0003481			NP_495549.1, NP_495550.1	
OG0003482			NP_496477.2	6183.Smp_124700.1
OG0003483			NP_502198.1	6183.Smp_161750.1
OG0003484			NP_496328.2	6183.Smp_125550.1
OG0003485			NP_502809.2	6183.Smp_146800.1
OG0003486			NP_508940.4	6183.Smp_124350.1
OG0003487			NP_498494.2	6183.Smp_026250.3
OG0003488			NP_510336.3	6183.Smp_160470.1
OG0003489			NP_499883.1	6183.Smp_161130.1
OG0003490			NP_500647.2	6183.Smp_211050.1
OG0003491			NP_503026.3	6183.Smp_148940.1
OG0003492			NP_505831.1	6183.Smp_128500.1
OG0003493			NP_501503.1	6183.Smp_169740.1
OG0003494			NP_500997.1	6183.Smp_129110.2
OG0003495			NP_508530.1	6183.Smp_000990.1
OG0003496			NP_505409.1, NP_505410.1	
OG0003497			NP_495990.1	6183.Smp_173320.1
OG0003498			NP_497566.3	6183.Smp_131650.1
OG0003499			NP_491266.1	6183.Smp_009540.1
OG0003500			NP_504952.1	6183.Smp_176840.1
OG0003501			NP_498117.3	6183.Smp_143110.1
OG0003502			NP_509421.2	6183.Smp_133790.1
OG0003503			NP_508458.1	6183.Smp_079800.1
OG0003504			NP_496560.1	6183.Smp_098850.1
OG0003505			NP_502267.1	6183.Smp_093820.1
OG0003506			NP_501046.1	6183.Smp_013070.1
OG0003507			NP_499749.1	6183.Smp_103320.1
OG0003508			NP_503733.1	6183.Smp_038870.1
OG0003509			NP_505616.2	6183.Smp_143030.1
OG0003510			NP_495006.2	6183.Smp_028630.1
OG0003511			NP_510324.2	6183.Smp_102400.1
OG0003512			NP_503013.2	6183.Smp_008620.1
OG0003513			NP_492228.1	6183.Smp_150960.1
