Orthogroup	kog_droso_pos_go	protein_mansoni
OG0000600		6183.Smp_087010.1, 6183.Smp_125680.1, 6183.Smp_178260.1
OG0000601		6183.Smp_087320.1, 6183.Smp_095350.1, 6183.Smp_165400.3
OG0000602		6183.Smp_089470.1, 6183.Smp_164060.1, 6183.Smp_171000.1
OG0000603		6183.Smp_090430.1, 6183.Smp_156640.1, 6183.Smp_194490.1
OG0000604		6183.Smp_090440.1, 6183.Smp_157660.1, 6183.Smp_158970.1
OG0000605		6183.Smp_093820.1, 6183.Smp_132990.1, 6183.Smp_179000.1
OG0000606		6183.Smp_096670.1, 6183.Smp_103360.1, 6183.Smp_159730.1
OG0000607		6183.Smp_097820.1, 6183.Smp_133420.1, 6183.Smp_164150.1
OG0000608		6183.Smp_100010.1, 6183.Smp_146330.1, 6183.Smp_177030.1
OG0000609		6183.Smp_101720.1, 6183.Smp_201080.1, 6183.Smp_202780.1
OG0000610		6183.Smp_101820.1, 6183.Smp_122800.1, 6183.Smp_143370.1
OG0000611		6183.Smp_102690.3, 6183.Smp_179320.1, 6183.Smp_198380.1
OG0000612		6183.Smp_104210.1, 6183.Smp_180030.1, 6183.Smp_180350.1
OG0000613		6183.Smp_106060.1, 6183.Smp_142930.1, 6183.Smp_194600.1
OG0000614		6183.Smp_106750.1, 6183.Smp_205050.1, 6183.Smp_205060.1
OG0000615		6183.Smp_107810.1, 6183.Smp_107860.1, 6183.Smp_110390.1
OG0000616		6183.Smp_108550.1, 6183.Smp_197400.1, 6183.Smp_202190.1
OG0000617		6183.Smp_110050.1, 6183.Smp_164810.1, 6183.Smp_182530.1
OG0000618		6183.Smp_114540.1, 6183.Smp_139100.2, 6183.Smp_142900.1
OG0000619		6183.Smp_114910.1, 6183.Smp_171030.1, 6183.Smp_171960.1
OG0000620		6183.Smp_122980.1, 6183.Smp_136100.1, 6183.Smp_143970.1
OG0000621		6183.Smp_124130.1, 6183.Smp_157240.1, 6183.Smp_163380.1
OG0000622		6183.Smp_124970.1, 6183.Smp_142360.1, 6183.Smp_197280.1
OG0000623		6183.Smp_125180.1, 6183.Smp_150930.1, 6183.Smp_201310.1
OG0000624		6183.Smp_125660.1, 6183.Smp_169540.1, 6183.Smp_179270.3
OG0000625		6183.Smp_125970.1, 6183.Smp_135890.1, 6183.Smp_149930.1
OG0000626		6183.Smp_126740.1, 6183.Smp_156890.1, 6183.Smp_158720.1
OG0000627		6183.Smp_128130.1, 6183.Smp_164960.1, 6183.Smp_172400.1
OG0000628		6183.Smp_128920.1, 6183.Smp_143620.1, 6183.Smp_163740.1
OG0000629		6183.Smp_129060.1, 6183.Smp_160160.1, 6183.Smp_175010.1
OG0000630		6183.Smp_129250.1, 6183.Smp_158620.1, 6183.Smp_199900.1
OG0000631		6183.Smp_129590.1, 6183.Smp_158530.1, 6183.Smp_158540.1
OG0000632		6183.Smp_130410.1, 6183.Smp_130420.1, 6183.Smp_143940.1
OG0000633		6183.Smp_130920.1, 6183.Smp_134590.1, 6183.Smp_172040.1
OG0000634		6183.Smp_131470.1, 6183.Smp_131490.1, 6183.Smp_160300.1
OG0000635		6183.Smp_131700.1, 6183.Smp_155940.1, 6183.Smp_155950.1
OG0000636		6183.Smp_135490.1, 6183.Smp_151290.1, 6183.Smp_162110.1
OG0000637		6183.Smp_135700.1, 6183.Smp_159180.1, 6183.Smp_168290.1
OG0000638		6183.Smp_136600.1, 6183.Smp_141650.1, 6183.Smp_190330.1
OG0000639		6183.Smp_136670.1, 6183.Smp_154610.2, 6183.Smp_171360.1
OG0000640		6183.Smp_138460.1, 6183.Smp_144360.1, 6183.Smp_197460.1
OG0000641		6183.Smp_139160.1, 6183.Smp_149730.1, 6183.Smp_187140.1
OG0000642		6183.Smp_139410.1, 6183.Smp_156150.1, 6183.Smp_161450.1
OG0000643		6183.Smp_139430.1, 6183.Smp_173020.1, 6183.Smp_179720.1
OG0000644		6183.Smp_142190.1, 6183.Smp_159890.1, 6183.Smp_193530.1
OG0000645		6183.Smp_143400.1, 6183.Smp_190110.1, 6183.Smp_210010.1
OG0000646		6183.Smp_143450.1, 6183.Smp_193960.1, 6183.Smp_199030.1
OG0000647		6183.Smp_145090.1, 6183.Smp_164160.1, 6183.Smp_207060.1
OG0000648		6183.Smp_147890.1, 6183.Smp_168870.1, 6183.Smp_180980.1
OG0000649		6183.Smp_148080.1, 6183.Smp_148090.1, 6183.Smp_148100.1
OG0000650		6183.Smp_153330.1, 6183.Smp_156080.1, 6183.Smp_159840.1
OG0000651		6183.Smp_153410.1, 6183.Smp_166010.1, 6183.Smp_172280.1
OG0000652		6183.Smp_155160.1, 6183.Smp_155180.1, 6183.Smp_210140.1
OG0000653		6183.Smp_156680.1, 6183.Smp_156700.1, 6183.Smp_199810.1
OG0000654		6183.Smp_158710.1, 6183.Smp_158940.1, 6183.Smp_174120.1
OG0000655		6183.Smp_159450.1, 6183.Smp_173870.1, 6183.Smp_198240.1
OG0000656		6183.Smp_159800.1, 6183.Smp_159830.1, 6183.Smp_180320.2
OG0000657		6183.Smp_160550.1, 6183.Smp_160560.1, 6183.Smp_172830.1
OG0000658		6183.Smp_166540.1, 6183.Smp_176970.1, 6183.Smp_177920.1
OG0000659		6183.Smp_173190.1, 6183.Smp_212090.1, 6183.Smp_212550.1
OG0000660		6183.Smp_175110.1, 6183.Smp_180570.1, 6183.Smp_197600.1
OG0000661		6183.Smp_182920.1, 6183.Smp_182950.1, 6183.Smp_183550.1
OG0000662		6183.Smp_200770.1, 6183.Smp_202340.1, 6183.Smp_204940.1
OG0000663		6183.Smp_200810.1, 6183.Smp_200830.1, 6183.Smp_200860.1
OG0000664		6183.Smp_204090.1, 6183.Smp_204400.1, 6183.Smp_205520.1
OG0000665		6183.Smp_204490.1, 6183.Smp_204660.1, 6183.Smp_205930.1
OG0000666	NP_476956.3	6183.Smp_166840.1
OG0000667	NP_608344.1	6183.Smp_010290.1
OG0000668	NP_573129.1	6183.Smp_063670.1
OG0000669	NP_523899.1	6183.Smp_072330.2
OG0000670	NP_524310.1	6183.Smp_044440.1
OG0000671	NP_477348.1, NP_524311.1	
OG0000672	NP_476968.1, NP_608915.2	
OG0000673	NP_476838.1	6183.Smp_137750.1
OG0000674	NP_511049.1	6183.Smp_062250.1
OG0000675	NP_524622.1	6183.Smp_065290.1
OG0000676	NP_524741.1	6183.Smp_064950.1
OG0000677	NP_476739.1	6183.Smp_196570.1
OG0000678	NP_525093.1	6183.Smp_085650.1
OG0000679	NP_477047.1	6183.Smp_089460.2
OG0000680	NP_536731.1, NP_609248.1	
OG0000681	NP_511170.1	6183.Smp_129320.1
OG0000682	NP_611352.1	6183.Smp_083650.1
OG0000683	NP_609207.1	6183.Smp_147250.2
OG0000684	NP_569844.2	6183.Smp_063000.1
OG0000685	NP_476787.1, NP_524108.1	
OG0000686	NP_608760.2	6183.Smp_181150.1
OG0000687	NP_524098.2	6183.Smp_086900.1
OG0000688	NP_476886.1	6183.Smp_164660.1
OG0000689	NP_608373.1	6183.Smp_132330.1
OG0000690	NP_477502.1	6183.Smp_020080.1
OG0000691	NP_523777.1	6183.Smp_055670.1
OG0000692	NP_476930.1	6183.Smp_147650.1
OG0000693	NP_523687.1	6183.Smp_154580.1
OG0000694	NP_477172.1	6183.Smp_163580.1
OG0000695	NP_524082.1	6183.Smp_079430.2
OG0000696	NP_477171.1	6183.Smp_004910.1
OG0000697	NP_477505.1	6183.Smp_059340.1
OG0000698	NP_569995.1	6183.Smp_088950.1
OG0000699	NP_572880.2	6183.Smp_098890.2
OG0000700	NP_523773.1	6183.Smp_094810.1
OG0000701	NP_477205.1	6183.Smp_013360.1
OG0000702	NP_476891.1	6183.Smp_019690.1
OG0000703	NP_524396.1	6183.Smp_166430.1
OG0000704	NP_610003.1	6183.Smp_170230.1
OG0000705	NP_511058.1	6183.Smp_067420.1
OG0000706	NP_611557.2	6183.Smp_148120.1
OG0000707	NP_523802.1, NP_523803.1	
OG0000708	NP_611873.1	6183.Smp_211100.1
OG0000709	NP_609095.1	6183.Smp_064590.1
OG0000710	NP_611535.1	6183.Smp_161730.1
OG0000711	NP_608738.1	6183.Smp_056640.1
OG0000712	NP_611023.1	6183.Smp_084540.2
OG0000713	NP_609804.1	6183.Smp_074500.2
OG0000714	NP_476691.1	6183.Smp_070930.1
OG0000715	NP_524115.1	6183.Smp_025800.1
OG0000716	NP_524328.1	6183.Smp_067890.1
OG0000717	NP_524002.1	6183.Smp_055050.1
OG0000718	NP_609792.1	6183.Smp_172110.1
OG0000719	NP_524080.1	6183.Smp_058790.1
OG0000720	NP_525047.1	6183.Smp_176990.1
OG0000721	NP_609490.1	6183.Smp_164540.1
OG0000722	NP_476706.1	6183.Smp_130680.1
OG0000723	NP_523706.1	6183.Smp_153760.2
OG0000724	NP_476708.1	6183.Smp_140690.1
OG0000725	NP_523565.2	6183.Smp_199070.1
OG0000726	NP_609609.1	6183.Smp_190140.1
OG0000727	NP_476801.1	6183.Smp_004310.1
OG0000728	NP_524546.2	6183.Smp_096760.1
OG0000729	NP_611262.1	6183.Smp_145320.1
OG0000730	NP_476590.1	6183.Smp_001040.1
OG0000731	NP_525053.1	6183.Smp_173450.1
OG0000732	NP_524532.2	6183.Smp_159790.1
OG0000733	NP_611759.1	6183.Smp_002280.1
OG0000734	NP_477025.1	6183.Smp_128200.2
OG0000735	NP_609067.2	6183.Smp_136330.1
OG0000736	NP_572953.1	6183.Smp_123750.1
OG0000737	NP_511124.1	6183.Smp_156670.1
OG0000738	NP_523743.1	6183.Smp_129500.1
OG0000739	NP_524354.1	6183.Smp_212260.1
OG0000740	NP_608501.1	6183.Smp_025100.1
OG0000741	NP_524984.1	6183.Smp_046750.1
OG0000742	NP_477294.2	6183.Smp_000600.1
OG0000743	NP_523922.1	6183.Smp_030320.1
OG0000744	NP_524430.1	6183.Smp_099930.1
OG0000745	NP_572778.1	6183.Smp_104870.1
OG0000746	NP_525090.1	6183.Smp_063640.1
OG0000747	NP_523783.1	6183.Smp_167150.1
OG0000748	NP_477395.1	6183.Smp_142910.1
OG0000749	NP_477160.1	6183.Smp_129340.1
OG0000750	NP_611854.1	6183.Smp_132020.1
OG0000751	NP_610414.1	6183.Smp_212490.1
OG0000752	NP_569993.1	6183.Smp_045070.1
OG0000753	NP_477509.1	6183.Smp_050160.1
OG0000754	NP_611884.1	6183.Smp_039640.2
OG0000755	NP_609782.2	6183.Smp_049890.1
OG0000756	NP_610613.1	6183.Smp_152220.1
OG0000757	NP_572424.1	6183.Smp_013790.1
OG0000758	NP_536783.1	6183.Smp_033710.1
OG0000759	NP_612028.4	6183.Smp_020200.1
OG0000760	NP_476927.1	6183.Smp_123410.2
OG0000761	NP_524220.1	6183.Smp_172030.1
OG0000762	NP_523434.2	6183.Smp_095920.1
OG0000763	NP_611467.1	6183.Smp_131360.1
OG0000764	NP_476833.1	6183.Smp_210260.1
OG0000765	NP_524070.2	6183.Smp_129130.1
OG0000766	NP_608948.2	6183.Smp_008545.1
OG0000767	NP_523707.1	6183.Smp_063420.1
OG0000768	NP_573066.1	6183.Smp_004990.1
OG0000769	NP_524894.1	6183.Smp_150160.1
OG0000770	NP_610527.1	6183.Smp_141360.1
OG0000771	NP_524803.1	6183.Smp_030710.1
OG0000772	NP_511061.1	6183.Smp_023150.1
OG0000773	NP_524946.1	6183.Smp_090860.1
OG0000774	NP_611553.1	6183.Smp_173650.1
OG0000775	NP_477197.1	6183.Smp_041760.1
OG0000776	NP_523719.1	6183.Smp_008830.1
OG0000777	NP_536746.1	6183.Smp_158050.1
OG0000778	NP_476661.1	6183.Smp_194820.1
OG0000779	NP_477098.1	6183.Smp_072140.1
OG0000780	NP_477054.1	6183.Smp_050940.1
OG0000781	NP_476938.1	6183.Smp_096750.1
OG0000782	NP_524640.3	6183.Smp_017010.4
OG0000783	NP_524781.1	6183.Smp_105320.1
OG0000784	NP_524884.1	6183.Smp_053830.1
OG0000785	NP_524382.1	6183.Smp_129420.1
OG0000786	NP_572438.1	6183.Smp_145350.1
OG0000787	NP_608833.1	6183.Smp_082820.1
OG0000788	NP_477137.1	6183.Smp_055920.1
OG0000789	NP_476978.1	6183.Smp_103710.1
OG0000790	NP_524840.2	6183.Smp_041600.1
OG0000791	NP_524022.1	6183.Smp_199450.1
OG0000792	NP_570087.1	6183.Smp_136240.6
OG0000793	NP_476735.1	6183.Smp_176200.2
OG0000794	NP_525068.1	6183.Smp_153770.1
OG0000795	NP_477371.1	6183.Smp_063090.1
OG0000796	NP_477259.1	6183.Smp_005180.1
OG0000797	NP_524752.1	6183.Smp_073500.2
OG0000798	NP_611584.1	6183.Smp_176630.1
OG0000799	NP_611302.1	6183.Smp_169280.1
OG0000800	NP_610798.1	6183.Smp_058360.1
OG0000801	NP_477121.1	6183.Smp_054840.1
OG0000802	NP_477185.1	6183.Smp_172530.1
OG0000803	NP_511065.1	6183.Smp_094140.1
OG0000804	NP_476793.1, NP_476794.1	
OG0000805	NP_573242.2	6183.Smp_175710.1
OG0000806	NP_523402.4	6183.Smp_174610.1
OG0000807	NP_476949.2	6183.Smp_124010.1
OG0000808	NP_477330.1	6183.Smp_091160.1
OG0000809	NP_476775.1	6183.Smp_142560.1
OG0000810	NP_523621.2	6183.Smp_079260.1
OG0000811	NP_608978.2	6183.Smp_011990.1
OG0000812	NP_476713.1	6183.Smp_161140.1
OG0000813	NP_611607.2	6183.Smp_155040.1
OG0000814	NP_611715.3	6183.Smp_105340.1
OG0000815	NP_477116.1	6183.Smp_194700.1
OG0000816	NP_609933.1	6183.Smp_171440.1
OG0000817	NP_609735.1	6183.Smp_069840.1
OG0000818	NP_611005.1	6183.Smp_129770.1
OG0000819	NP_610491.4	6183.Smp_148400.1
OG0000820	NP_611295.1	6183.Smp_093220.1
OG0000821	NP_569992.1	6183.Smp_127700.1
OG0000822	NP_608460.1	6183.Smp_120380.1
OG0000823	NP_609776.1	6183.Smp_160330.1
OG0000824	NP_573331.1	6183.Smp_048310.1
OG0000825	NP_608823.2	6183.Smp_212560.1
OG0000826	NP_611353.1	6183.Smp_040500.1
OG0000827	NP_572758.1	6183.Smp_068120.1
OG0000828	NP_477354.1	6183.Smp_064860.1
OG0000829	NP_525106.2	6183.Smp_155480.1
OG0000830	NP_611176.1	6183.Smp_169030.1
OG0000831	NP_609948.1	6183.Smp_041450.1
OG0000832	NP_476609.1	6183.Smp_053510.1
OG0000833	NP_609118.1	6183.Smp_212190.1
OG0000834	NP_476605.1	6183.Smp_103540.2
OG0000835	NP_569729.1	6183.Smp_159670.1
OG0000836	NP_524271.2	6183.Smp_136260.2
OG0000837	NP_524681.1	6183.Smp_179800.1
OG0000838	NP_476749.1	6183.Smp_135360.1
OG0000839	NP_511098.1	6183.Smp_026510.1
OG0000840	NP_477313.1	6183.Smp_142990.1
OG0000841	NP_569972.1	6183.Smp_057360.1
OG0000842	NP_524679.3	6183.Smp_163420.1
OG0000843	NP_572415.1	6183.Smp_097940.1
OG0000844	NP_477499.1	6183.Smp_132260.1
OG0000845	NP_511129.3	6183.Smp_098840.1
OG0000846	NP_524769.1	6183.Smp_053560.1
OG0000847	NP_477218.1	6183.Smp_171370.1
OG0000848	NP_476977.1	6183.Smp_152330.1
OG0000849	NP_609665.2	6183.Smp_114090.1
OG0000850	NP_524675.1	6183.Smp_180530.1
OG0000851	NP_476575.1	6183.Smp_068270.4
OG0000852	NP_476592.1	6183.Smp_171580.1
OG0000853	NP_476788.1, NP_608450.1	
OG0000854	NP_523478.1	6183.Smp_006000.1
OG0000855	NP_611597.1	6183.Smp_060170.1
OG0000856	NP_611270.1	6183.Smp_135120.1
OG0000857	NP_524464.1	6183.Smp_042270.2
OG0000858	NP_523355.2	6183.Smp_153660.1
OG0000859	NP_525108.2	6183.Smp_056970.1
OG0000860	NP_511044.1	6183.Smp_150040.2
OG0000861	NP_477080.1	6183.Smp_073340.1
OG0000862	NP_523674.1	6183.Smp_103950.1
OG0000863	NP_523564.1	6183.Smp_141230.1
OG0000864	NP_524918.1	6183.Smp_099030.1
OG0000865	NP_612010.1	6183.Smp_068960.2
OG0000866	NP_477367.1	6183.Smp_200410.1
OG0000867	NP_572788.2	6183.Smp_043150.1
OG0000868	NP_511052.1	6183.Smp_183710.1
OG0000869	NP_608338.1	6183.Smp_093230.1
OG0000870	NP_523968.1	6183.Smp_210740.1
OG0000871	NP_611209.1	6183.Smp_063040.1
OG0000872	NP_511165.1	6183.Smp_135570.1
OG0000873	NP_476570.1	6183.Smp_091460.1
OG0000874	NP_610641.1	6183.Smp_150560.1
OG0000875	NP_609720.1	6183.Smp_138920.1
OG0000876	NP_476863.1	6183.Smp_176360.1
OG0000877	NP_572404.1	6183.Smp_087980.1
OG0000878	NP_524453.1	6183.Smp_169750.1
OG0000879	NP_609505.1	6183.Smp_137910.1
OG0000880	NP_477380.1	6183.Smp_070710.1
OG0000881	NP_609605.1	6183.Smp_035200.4
OG0000882	NP_608525.1	6183.Smp_141080.1
OG0000883	NP_573044.1	6183.Smp_136910.1
OG0000884	NP_572686.1	6183.Smp_072340.1
OG0000885	NP_608447.1	6183.Smp_119310.1
OG0000886	NP_477473.1	6183.Smp_012470.1
OG0000887	NP_477369.1	6183.Smp_018240.3
OG0000888	NP_609373.1, NP_609721.1	
OG0000889	NP_573258.1	6183.Smp_025510.1
OG0000890	NP_609358.1	6183.Smp_083120.1
OG0000891	NP_572639.2	6183.Smp_000680.1
OG0000892	NP_611832.1	6183.Smp_098920.1
OG0000893	NP_523360.1	6183.Smp_126030.1
OG0000894	NP_476733.1	6183.Smp_210120.1
OG0000895	NP_573362.1	6183.Smp_033260.2
OG0000896	NP_523931.1	6183.Smp_059540.1
OG0000897	NP_524887.2	6183.Smp_095910.1
OG0000898	NP_477215.1	6183.Smp_068170.1
OG0000899	NP_476687.1	6183.Smp_139930.1
OG0000900	NP_477131.1	6183.Smp_035390.1
OG0000901	NP_609013.1	6183.Smp_198990.1
OG0000902	NP_476848.1	6183.Smp_088250.1
OG0000903	NP_525122.1	6183.Smp_120080.2
OG0000904	NP_523420.1	6183.Smp_138840.1
OG0000905	NP_524054.1	6183.Smp_148320.1
OG0000906	NP_523582.4	6183.Smp_176270.1
OG0000907	NP_524211.1	6183.Smp_009690.1
OG0000908	NP_610554.1	6183.Smp_134420.1
OG0000909	NP_608729.1	6183.Smp_147930.1
OG0000910	NP_573076.1	6183.Smp_026260.1
OG0000911	NP_523473.2	6183.Smp_102840.1
OG0000912	NP_609196.1, NP_609197.2	
OG0000913	NP_569980.1	6183.Smp_039670.1
OG0000914	NP_611539.1	6183.Smp_118830.1
OG0000915	NP_609388.1	6183.Smp_210400.1
OG0000916	NP_524825.1	6183.Smp_134690.1
OG0000917	NP_524185.1	6183.Smp_021080.1
OG0000918	NP_524274.1	6183.Smp_121800.1
OG0000919	NP_572423.1	6183.Smp_047450.1
OG0000920	NP_569863.1	6183.Smp_035300.2
OG0000921	NP_523366.2	6183.Smp_040130.1
OG0000922	NP_608395.6	6183.Smp_151740.1
OG0000923	NP_609736.1	6183.Smp_149540.1
OG0000924	NP_476925.1	6183.Smp_056440.1
OG0000925	NP_476874.1	6183.Smp_013470.2
OG0000926	NP_611695.1	6183.Smp_040790.1
OG0000927	NP_523874.1	6183.Smp_029900.1
OG0000928	NP_611113.1	6183.Smp_021160.1
OG0000929	NP_524819.1	6183.Smp_012750.1
OG0000930	NP_523369.2	6183.Smp_162340.1
OG0000931	NP_524891.1	6183.Smp_122910.1
OG0000932	NP_610503.1	6183.Smp_050280.1
OG0000933	NP_611136.1	6183.Smp_130850.1
OG0000934	NP_524421.1	6183.Smp_066990.1
OG0000935	NP_523813.1	6183.Smp_007900.1
OG0000936	NP_570014.3	6183.Smp_150660.1
OG0000937	NP_609641.1	6183.Smp_006550.1
OG0000938	NP_611838.1	6183.Smp_065190.2
OG0000939	NP_611429.1	6183.Smp_004170.1
OG0000940	NP_610746.1	6183.Smp_164430.1
OG0000941	NP_477475.2	6183.Smp_198180.1
OG0000942	NP_523832.2	6183.Smp_172150.1
OG0000943	NP_476641.1	6183.Smp_035030.1
OG0000944	NP_610928.1	6183.Smp_157510.1
OG0000945	NP_609946.1	6183.Smp_027970.1
OG0000946	NP_610269.1	6183.Smp_087270.1
OG0000947	NP_476591.1	6183.Smp_123500.1
OG0000948	NP_573057.1	6183.Smp_040540.1
OG0000949	NP_610761.2	6183.Smp_101280.1
OG0000950	NP_609675.2	6183.Smp_135280.1
OG0000951	NP_610995.1	6183.Smp_171710.1
OG0000952	NP_476753.1	6183.Smp_123180.1
OG0000953	NP_612098.2	6183.Smp_142890.1
OG0000954	NP_611896.1	6183.Smp_130650.1
OG0000955	NP_524929.1	6183.Smp_120360.1
OG0000956	NP_524333.1	6183.Smp_155500.1
OG0000957	NP_610266.1	6183.Smp_097110.1
OG0000958	NP_610331.1	6183.Smp_132170.1
OG0000959	NP_524061.1	6183.Smp_149200.1
OG0000960	NP_477042.1	6183.Smp_154420.1
OG0000961	NP_476867.1	6183.Smp_123640.1
OG0000962	NP_608782.1	6183.Smp_147230.1
OG0000963	NP_523915.1	6183.Smp_140530.1
OG0000964	NP_476618.1	6183.Smp_148790.1
OG0000965	NP_611965.2	6183.Smp_171650.1
OG0000966	NP_477353.1	6183.Smp_086690.1
OG0000967	NP_524372.1	6183.Smp_024900.1
OG0000968	NP_477231.1	6183.Smp_172060.1
OG0000969	NP_476962.1	6183.Smp_118100.1
OG0000970	NP_477431.1	6183.Smp_165220.1
OG0000971	NP_477230.1	6183.Smp_079390.1
OG0000972	NP_477381.1	6183.Smp_045060.1
OG0000973	NP_608565.1	6183.Smp_148720.1
OG0000974	NP_477156.1	6183.Smp_037380.1
OG0000975	NP_476734.1, NP_476875.1	
OG0000976	NP_611922.1	6183.Smp_065110.1
OG0000977	NP_523415.1	6183.Smp_034870.1
OG0000978	NP_572527.2	6183.Smp_092530.2
OG0000979	NP_609847.1	6183.Smp_148540.1
OG0000980	NP_523548.1	6183.Smp_128060.1
OG0000981	NP_611242.1	6183.Smp_000480.1
OG0000982	NP_524608.1	6183.Smp_092770.1
OG0000983	NP_524130.1, NP_610977.1	
OG0000984	NP_476819.2	6183.Smp_074020.1
OG0000985	NP_477127.1	6183.Smp_068300.1
OG0000986	NP_523736.1	6183.Smp_165700.2
OG0000987	NP_476967.1	6183.Smp_007660.1
OG0000988	NP_572535.1	6183.Smp_093700.1
OG0000989	NP_477247.1	6183.Smp_131220.1
OG0000990	NP_610786.2	6183.Smp_005080.1
OG0000991	NP_609368.3	6183.Smp_034000.1
OG0000992	NP_569898.1	6183.Smp_101300.1
OG0000993	NP_611966.3	6183.Smp_150850.2
OG0000994	NP_524320.1	6183.Smp_211170.1
OG0000995	NP_477158.1	6183.Smp_030760.1
OG0000996	NP_511140.1	6183.Smp_067810.1
OG0000997	NP_610733.1	6183.Smp_141380.1
OG0000998	NP_524941.3	6183.Smp_180400.1
OG0000999	NP_477397.1	6183.Smp_070690.1
OG0001000	NP_611460.1	6183.Smp_005390.2
OG0001001	NP_523396.1	6183.Smp_151030.1
OG0001002	NP_477450.1, NP_609691.6	
OG0001003	NP_610453.1	6183.Smp_085150.1
OG0001004	NP_611947.2	6183.Smp_098370.2
OG0001005	NP_477496.1	6183.Smp_038080.1
OG0001006	NP_610175.2	6183.Smp_176440.1
OG0001007	NP_523486.1	6183.Smp_019170.1
OG0001008	NP_608424.1	6183.Smp_125070.2
OG0001009	NP_609566.1	6183.Smp_165900.1
OG0001010	NP_611127.1	6183.Smp_134440.2
OG0001011	NP_609607.1, NP_611017.1	
OG0001012	NP_610921.1	6183.Smp_054610.1
OG0001013	NP_610427.2	6183.Smp_130800.1
OG0001014	NP_524150.1	6183.Smp_170080.1
OG0001015	NP_609771.2, NP_612051.1	
OG0001016	NP_524425.2	6183.Smp_099850.3
OG0001017	NP_476841.1	6183.Smp_051320.1
OG0001018	NP_609671.1	6183.Smp_039080.1
OG0001019	NP_523410.1	6183.Smp_069670.1
OG0001020	NP_477449.1	6183.Smp_094130.1
OG0001021	NP_611070.1	6183.Smp_038340.1
OG0001022	NP_610544.1	6183.Smp_169610.1
OG0001023	NP_524613.1	6183.Smp_140790.1
OG0001024	NP_524597.1	6183.Smp_000260.1
OG0001025	NP_572868.3	6183.Smp_191310.1
OG0001026	NP_573017.2	6183.Smp_138770.1
OG0001027	NP_476908.1	6183.Smp_029390.1
OG0001028	NP_609595.1	6183.Smp_147050.1
OG0001029	NP_476880.1	6183.Smp_173810.1
OG0001030	NP_476614.1	6183.Smp_079380.1
OG0001031	NP_477281.1	6183.Smp_045260.1
OG0001032	NP_477388.1	6183.Smp_084610.1
OG0001033	NP_611080.1	6183.Smp_077540.1
OG0001034	NP_608891.1	6183.Smp_131520.1
OG0001035	NP_524688.1	6183.Smp_133880.1
OG0001036	NP_476676.1	6183.Smp_018890.1
OG0001037	NP_612044.1	6183.Smp_070780.1
OG0001038	NP_608888.2	6183.Smp_153490.1
OG0001039	NP_523842.2	6183.Smp_192110.1
OG0001040	NP_524264.1	6183.Smp_090120.1
OG0001041	NP_524427.1	6183.Smp_050540.1
OG0001042	NP_572662.1	6183.Smp_140610.1
OG0001043	NP_609382.1	6183.Smp_057930.1
OG0001044	NP_511055.1	6183.Smp_179560.1
OG0001045	NP_524711.1	6183.Smp_198690.1
OG0001046	NP_610217.1, NP_611859.1	
OG0001047	NP_609400.1	6183.Smp_063260.1
OG0001048	NP_523357.2	6183.Smp_174640.1
OG0001049	NP_611086.1	6183.Smp_049150.1
OG0001050	NP_476940.1	6183.Smp_168800.2
OG0001051	NP_610349.1	6183.Smp_141570.1
OG0001052	NP_572928.1	6183.Smp_137920.1
OG0001053	NP_523943.1	6183.Smp_076530.1
OG0001054	NP_608985.1	6183.Smp_024240.1
OG0001055	NP_611734.1	6183.Smp_104720.1
OG0001056	NP_524583.1	6183.Smp_124230.1
OG0001057	NP_477224.1	6183.Smp_078730.1
OG0001058	NP_524661.1	6183.Smp_144030.1
OG0001059	NP_524126.1	6183.Smp_178490.1
OG0001060	NP_572352.1	6183.Smp_012720.1
OG0001061	NP_477265.1	6183.Smp_193750.1
OG0001062	NP_610001.1	6183.Smp_097370.1
OG0001063	NP_611051.2	6183.Smp_048240.1
OG0001064	NP_477474.1	6183.Smp_061650.1
OG0001065	NP_523517.1	6183.Smp_020050.1
OG0001066	NP_570020.1	6183.Smp_014620.1
OG0001067	NP_611790.1	6183.Smp_166550.1
OG0001068	NP_609049.1	6183.Smp_173820.1
OG0001069	NP_609741.3	6183.Smp_176100.1
OG0001070	NP_536733.1	6183.Smp_173180.2
OG0001071	NP_609218.1	6183.Smp_191360.1
OG0001072	NP_477444.1	6183.Smp_085640.1
OG0001073	NP_611753.4	6183.Smp_025550.1
OG0001074	NP_477128.1	6183.Smp_023530.1
OG0001075	NP_608334.3	6183.Smp_000150.1
OG0001076	NP_609731.1	6183.Smp_160030.1
OG0001077	NP_477303.1	6183.Smp_180380.1
OG0001078	NP_524777.1	6183.Smp_162280.1
OG0001079	NP_477159.1	6183.Smp_161220.1
OG0001080	NP_608885.1	6183.Smp_004640.1
OG0001081	NP_477419.1	6183.Smp_099170.1
OG0001082	NP_476596.1	6183.Smp_134400.1
OG0001083	NP_610719.1	6183.Smp_175490.1
OG0001084	NP_569872.1	6183.Smp_072790.1
OG0001085	NP_572920.1	6183.Smp_141610.1
OG0001086	NP_609533.1	6183.Smp_075470.1
OG0001087	NP_477442.1	6183.Smp_131660.1
OG0001088	NP_525107.1	6183.Smp_144140.1
OG0001089	NP_524117.1	6183.Smp_007170.1
OG0001090	NP_609920.1	6183.Smp_210320.1
OG0001091	NP_524389.1	6183.Smp_172390.1
OG0001092	NP_611815.3, NP_611816.2	
