Orthogroup	kog_humano_pos_go	protein_mansoni
OG0002984	NP_115517.1	6183.Smp_159940.1
OG0002985	NP_061166.1	6183.Smp_068090.1
OG0002986	NP_060597.4	6183.Smp_031040.2
OG0002987	NP_004919.1	6183.Smp_167960.1
OG0002988	NP_036459.1	6183.Smp_065130.2
OG0002989	NP_060203.3	6183.Smp_061970.1
OG0002990	NP_116023.2	6183.Smp_021980.1
OG0002991	NP_003861.1, NP_006624.3	
OG0002992	NP_005427.2	6183.Smp_058410.1
OG0002993	NP_079049.2	6183.Smp_128500.1
OG0002994	NP_001931.2, NP_036234.3	
OG0002995	NP_009185.2	6183.Smp_169740.1
OG0002996	NP_003194.3	6183.Smp_170250.1
OG0002997	NP_060458.3	6183.Smp_126740.1
OG0002998	NP_612409.1	6183.Smp_171070.1
OG0002999	NP_055782.3	6183.Smp_129110.2
OG0003000	NP_003671.1	6183.Smp_129210.1
OG0003001	NP_004175.2	6183.Smp_082860.1
OG0003002	NP_055331.1	6183.Smp_088600.1
OG0003003	NP_055330.1	6183.Smp_024970.1
OG0003004	NP_071896.8	6183.Smp_132350.1
OG0003005	NP_076983.1	6183.Smp_017640.1
OG0003006	NP_055955.1	6183.Smp_173320.1
OG0003007	NP_055455.3	6183.Smp_163450.1
OG0003008	NP_078962.4	6183.Smp_074830.1
OG0003009	NP_006293.2	6183.Smp_024580.2
OG0003010	NP_060045.4	6183.Smp_131650.1
OG0003011	NP_055683.3	6183.Smp_038700.5
OG0003012	NP_112216.3	6183.Smp_171660.1
OG0003013	NP_037498.1	6183.Smp_152400.1
OG0003014	NP_003581.1	6183.Smp_031000.2
OG0003015	NP_003580.1	6183.Smp_082850.2
OG0003016	NP_055484.3	6183.Smp_103100.1
OG0003017	NP_002262.4	6183.Smp_032510.1
OG0003018	NP_067677.4	6183.Smp_012340.1
OG0003019	NP_076990.4	6183.Smp_149960.1
OG0003020	NP_056004.1	6183.Smp_146100.1
OG0003021	NP_056109.1	6183.Smp_147520.1
OG0003022	NP_036342.2	6183.Smp_009540.1
OG0003023	NP_075394.3	6183.Smp_094870.1
OG0003024	NP_004619.3	6183.Smp_021550.1
OG0003025	NP_060759.2	6183.Smp_168050.1
OG0003026	NP_001281.1	6183.Smp_149020.1
OG0003027	NP_005031.1	6183.Smp_002600.1
OG0003028	NP_037511.2	6183.Smp_071610.1
OG0003029	NP_036275.1	6183.Smp_139510.1
OG0003030	NP_060286.1	6183.Smp_150840.2
OG0003031	NP_073564.3	6183.Smp_123520.1
OG0003032	NP_005168.2	6183.Smp_040970.1
OG0003033	NP_006010.2, NP_006044.1	
OG0003034	NP_079172.2	6183.Smp_175220.1
OG0003035	NP_003218.2, NP_003225.2	
OG0003036	NP_060225.4	6183.Smp_175950.1
OG0003037	NP_060686.3	6183.Smp_064750.1
OG0003038	NP_006749.1	6183.Smp_093100.1
OG0003039	NP_006690.1	6183.Smp_018150.1
OG0003040	NP_005327.1	6183.Smp_170110.1
OG0003041	NP_006339.4	6183.Smp_133150.1
OG0003042	NP_003669.4	6183.Smp_067250.1
OG0003043	NP_005137.1	6183.Smp_176840.1
OG0003044	NP_068749.3	6183.Smp_061840.1
OG0003045	NP_149094.3, NP_443156.2	
OG0003046	NP_056520.2	6183.Smp_133790.1
OG0003047	NP_056003.1	6183.Smp_079800.1
OG0003048	NP_060123.3	6183.Smp_078710.1
OG0003049	NP_001245.1	6183.Smp_145740.1
OG0003050	NP_002543.2	6183.Smp_042210.1
OG0003051	NP_060585.2	6183.Smp_098980.1
OG0003052	NP_005899.3	6183.Smp_137150.1
OG0003053	NP_063946.2	6183.Smp_147460.1
OG0003054	NP_036375.1	6183.Smp_008580.1
OG0003055	NP_612395.2	6183.Smp_159110.1
OG0003056	NP_002717.3	6183.Smp_210730.1
OG0003057	NP_005585.1	6183.Smp_018530.2
OG0003058	NP_001198.2	6183.Smp_002180.1
OG0003059	NP_004748.2	6183.Smp_073620.1
OG0003060	NP_071347.2, NP_588609.1	
OG0003061	NP_001026.2	6183.Smp_163570.1
OG0003062	NP_064529.4, NP_116021.2	
OG0003063	NP_075045.2	6183.Smp_178850.1
OG0003064	NP_079408.3	6183.Smp_000300.1
OG0003065	NP_065118.2	6183.Smp_151080.1
OG0003066	NP_004843.2	6183.Smp_013070.1
OG0003067	NP_056473.3	6183.Smp_154980.1
OG0003068	NP_077283.2	6183.Smp_196620.1
OG0003069	NP_057725.1, NP_060181.2	
OG0003070	NP_291025.3	6183.Smp_123130.1
OG0003071	NP_008996.1	6183.Smp_067900.1
OG0003072	NP_001431.1	6183.Smp_073220.1
OG0003073	NP_006591.1	6183.Smp_103320.1
OG0003074	NP_056147.2	6183.Smp_128650.2
OG0003075	NP_003463.1	6183.Smp_059710.1
OG0003076	NP_000938.2	6183.Smp_079050.1
OG0003077	NP_060813.2	6183.Smp_043200.1
OG0003078	NP_113668.2	6183.Smp_022140.1
OG0003079	NP_079120.1	6183.Smp_159690.1
OG0003080	NP_060555.2	6183.Smp_049920.3
OG0003081	NP_000657.1	6183.Smp_019630.1
OG0003082	NP_060705.2, NP_116038.4	
OG0003083	NP_060579.3, NP_073741.3	
OG0003084	NP_072097.2	6183.Smp_123510.1
OG0003085	NP_004997.4	6183.Smp_038870.1
OG0003086	NP_000305.3	6183.Smp_154470.1
OG0003087	NP_003469.2	6183.Smp_143030.1
OG0003088	NP_001071062.1, NP_006282.2	
OG0003089	NP_002941.1	6183.Smp_105680.1
OG0003090	NP_689926.1	6183.Smp_158600.1
OG0003091	NP_006328.2	6183.Smp_173800.1
OG0003092	NP_001442.2, NP_001443.1	
OG0003093	NP_004505.2	6183.Smp_145650.1
OG0003094	NP_054757.1, NP_055485.2	
OG0003095	NP_002038.2	6183.Smp_040800.1
OG0003096	NP_006388.2	6183.Smp_041890.2
OG0003097	NP_620714.2	6183.Smp_163310.1
OG0003098	NP_000711.1	6183.Smp_159990.1
OG0003099	NP_079458.2	6183.Smp_166380.1
OG0003100	NP_031383.1	6183.Smp_143570.1
OG0003101	NP_000964.1	6183.Smp_051260.1
OG0003102	NP_005582.1	6183.Smp_068110.1
OG0003103	NP_036255.2, NP_598400.1	
OG0003104	NP_003742.2	6183.Smp_058460.1
OG0003105	NP_114414.2	6183.Smp_175840.1
OG0003106	NP_542381.1	6183.Smp_163100.1
OG0003107	NP_057733.2	6183.Smp_002230.1
OG0003108	NP_055319.1	6183.Smp_145180.1
OG0003109	NP_079170.2	6183.Smp_180370.1
OG0003110	NP_057140.2	6183.Smp_210790.1
OG0003111	NP_002645.3	6183.Smp_065610.1
OG0003112	NP_066964.1	6183.Smp_083780.1
OG0003113	NP_001460.1	6183.Smp_211060.1
OG0003114	NP_060837.3, NP_597999.1	
OG0003115	NP_006833.2	6183.Smp_096810.1
OG0003116	NP_060273.1	6183.Smp_149450.1
OG0003117	NP_853559.1	6183.Smp_026700.1
OG0003118	NP_079094.1	6183.Smp_045780.1
OG0003119	NP_061915.2	6183.Smp_129630.1
OG0003120	NP_055203.4	6183.Smp_158840.1
OG0003121	NP_003176.2	6183.Smp_015220.1
OG0003122	NP_078911.3	6183.Smp_054820.1
OG0003123	NP_037397.2	6183.Smp_025440.1
OG0003124	NP_060773.3	6183.Smp_131960.1
OG0003125	NP_000334.1, NP_055042.1	
OG0003126	NP_056170.2	6183.Smp_047720.1
OG0003127	NP_004796.1	6183.Smp_074230.1
OG0003128	NP_000713.2, NP_006021.2	
OG0003129	NP_060868.2	6183.Smp_134050.1
OG0003130	NP_060589.1	6183.Smp_142950.1
OG0003131	NP_064583.2	6183.Smp_140080.1
OG0003132	NP_060514.1	6183.Smp_211200.1
OG0003133	NP_114401.2	6183.Smp_173620.1
OG0003134	NP_065857.1	6183.Smp_158680.1
OG0003135	NP_008878.3	6183.Smp_212000.1
OG0003136	NP_037458.3	6183.Smp_167950.1
OG0003137	NP_079404.3	6183.Smp_151510.1
OG0003138	NP_060895.1	6183.Smp_018460.1
OG0003139	NP_660358.2	6183.Smp_015780.1
OG0003140	NP_149417.1	6183.Smp_094470.1
OG0003141	NP_003575.3	6183.Smp_196350.1
OG0003142	NP_003791.3	6183.Smp_132720.1
OG0003143	NP_001896.2	6183.Smp_134650.1
OG0003144	NP_003106.3	6183.Smp_043350.1
OG0003145	NP_006283.1	6183.Smp_193790.1
OG0003146	NP_002087.2	6183.Smp_088460.1
OG0003147	NP_060898.2	6183.Smp_093450.1
OG0003148	NP_002734.2	6183.Smp_131400.1
OG0003149	NP_004159.2	6183.Smp_061230.1
OG0003150	NP_009196.1	6183.Smp_163180.1
OG0003151	NP_057021.2	6183.Smp_020210.1
OG0003152	NP_000953.2, NP_000954.1	
OG0003153	NP_036425.1	6183.Smp_123650.1
OG0003154	NP_000241.1, NP_000493.1	
OG0003155	NP_055792.2	6183.Smp_039490.1
OG0003156	NP_057418.1	6183.Smp_135660.1
OG0003157	NP_055153.1	6183.Smp_021830.1
OG0003158	NP_055787.1	6183.Smp_170100.1
OG0003159	NP_037417.1	6183.Smp_087810.1
OG0003160	NP_112483.1	6183.Smp_153730.1
OG0003161	NP_060849.3	6183.Smp_042990.1
OG0003162	NP_055489.1	6183.Smp_100120.1
OG0003163	NP_060687.2	6183.Smp_143170.1
OG0003164	NP_079467.3	6183.Smp_174470.1
OG0003165	NP_060829.2	6183.Smp_203480.1
OG0003166	NP_060897.3	6183.Smp_143670.1
OG0003167	NP_057097.2	6183.Smp_211040.1
OG0003168	NP_004555.1	6183.Smp_181240.1
OG0003169	NP_000280.1	6183.Smp_043670.2
OG0003170	NP_036377.1	6183.Smp_105860.1
OG0003171	NP_116191.2, NP_694533.1	
OG0003172	NP_620584.2	6183.Smp_203140.1
OG0003173	NP_060176.3	6183.Smp_164290.2
OG0003174	NP_112493.2	6183.Smp_060180.1
OG0003175	NP_000166.2	6183.Smp_022400.1
OG0003176	NP_002942.2	6183.Smp_210370.1
OG0003177	NP_000681.2	6183.Smp_022960.1
OG0003178	NP_000687.3	6183.Smp_210440.1
OG0003179	NP_001071.1	6183.Smp_161350.1
OG0003180	NP_001029345.2, NP_036322.2	
OG0003181	NP_003739.2	6183.Smp_065060.1
OG0003182	NP_036354.1	6183.Smp_001020.1
OG0003183	NP_076994.2, NP_689518.1	
OG0003184	NP_149975.1	6183.Smp_196020.1
OG0003185	NP_055045.2	6183.Smp_157160.1
OG0003186	NP_064611.3	6183.Smp_131300.1
OG0003187	NP_054781.1	6183.Smp_064510.1
OG0003188	NP_114171.2	6183.Smp_158950.1
OG0003189	NP_005403.2	6183.Smp_179710.1
OG0003190	NP_055723.1	6183.Smp_048540.1
OG0003191	NP_036361.1	6183.Smp_147840.1
OG0003192	NP_075059.1	6183.Smp_008340.1
OG0003193	NP_056257.1	6183.Smp_132560.1
OG0003194	NP_005678.3	6183.Smp_094060.1
OG0003195	NP_036219.2	6183.Smp_050740.1
OG0003196	NP_003495.1	6183.Smp_047610.1
OG0003197	NP_060764.3	6183.Smp_152510.1
OG0003198	NP_003744.1	6183.Smp_136290.1
OG0003199	NP_000850.1	6183.Smp_138590.1
OG0003200	NP_055118.1	6183.Smp_055800.1
OG0003201	NP_055181.3	6183.Smp_021070.1
OG0003202	NP_079047.2	6183.Smp_115340.1
OG0003203	NP_110409.2	6183.Smp_145250.1
OG0003204	NP_005122.2	6183.Smp_160600.1
OG0003205	NP_006074.2	6183.Smp_004480.1
OG0003206	NP_000512.2	6183.Smp_053900.1
OG0003207	NP_071908.2, NP_612463.1	
OG0003208	NP_003315.2	6183.Smp_058730.1
OG0003209	NP_064630.2	6183.Smp_124350.1
OG0003210	NP_006508.2, NP_061063.2	
OG0003211	NP_060559.2	6183.Smp_057430.1
OG0003212	NP_060616.1	6183.Smp_123530.1
OG0003213	NP_006504.2	6183.Smp_053610.1
OG0003214	NP_060297.1	6183.Smp_057230.1
OG0003215	NP_008846.2	6183.Smp_147280.1
OG0003216	NP_060545.3	6183.Smp_123680.1
OG0003217	NP_113606.2	6183.Smp_083770.1
OG0003218	NP_077010.1	6183.Smp_161590.1
OG0003219	NP_004102.1	6183.Smp_186980.1
OG0003220	NP_000114.3	6183.Smp_123940.1
OG0003221	NP_008824.2	6183.Smp_155400.1
OG0003222	NP_054779.1	6183.Smp_210280.1
OG0003223	NP_115683.3	6183.Smp_094920.1
OG0003224	NP_004948.4	6183.Smp_162030.1
OG0003225	NP_037454.2, NP_037455.2	
OG0003226	NP_057308.1	6183.Smp_167550.1
OG0003227	NP_001354.1	6183.Smp_068920.3
OG0003228	NP_060586.2	6183.Smp_027450.1
OG0003229	NP_064705.1	6183.Smp_129060.1
OG0003230	NP_061837.3	6183.Smp_084600.1
OG0003231	NP_060561.3	6183.Smp_085500.1
OG0003232	NP_056414.1	6183.Smp_157710.1
OG0003233	NP_036513.2	6183.Smp_127070.1
OG0003234	NP_073571.1	6183.Smp_210640.1
OG0003235	NP_004366.1	6183.Smp_141470.1
OG0003236	NP_005146.4, NP_619731.2	
OG0003237	NP_002544.1	6183.Smp_052390.1
OG0003238	NP_003349.1	6183.Smp_157080.1
OG0003239	NP_008987.2	6183.Smp_124100.1
OG0003240	NP_005632.1	6183.Smp_061300.1
OG0003241	NP_006868.3, NP_057660.2	
OG0003242	NP_000875.2	6183.Smp_012930.1
OG0003243	NP_543012.1	6183.Smp_058880.1
OG0003244	NP_112597.4	6183.Smp_171830.1
OG0003245	NP_149018.3	6183.Smp_127030.1
OG0003246	NP_006416.3	6183.Smp_019190.1
OG0003247	NP_037371.2	6183.Smp_089930.1
OG0003248	NP_060387.2	6183.Smp_077030.1
OG0003249	NP_056312.2, NP_116213.1	
OG0003250	NP_066011.2	6183.Smp_170350.1
OG0003251	NP_057018.1	6183.Smp_148990.1
OG0003252	NP_006383.2	6183.Smp_048660.1
OG0003253	NP_037471.2	6183.Smp_096910.1
OG0003254	NP_076984.2	6183.Smp_151520.1
OG0003255	NP_006342.2	6183.Smp_158380.1
OG0003256	NP_002800.2	6183.Smp_085310.2
OG0003257	NP_003644.2	6183.Smp_164800.1
OG0003258	NP_001377.1	6183.Smp_085110.2
OG0003259	NP_060599.1	6183.Smp_051550.1
OG0003260	NP_006459.3	6183.Smp_146110.1
OG0003261	NP_004167.3, NP_004590.2	
OG0003262	NP_005504.2	6183.Smp_178750.1
OG0003263	NP_036232.2	6183.Smp_210610.1
OG0003264	NP_003672.1	6183.Smp_164250.1
OG0003265	NP_056195.3	6183.Smp_166680.1
OG0003266	NP_113619.3	6183.Smp_130460.1
OG0003267	NP_059963.1	6183.Smp_181000.1
OG0003268	NP_057107.4	6183.Smp_030280.1
OG0003269	NP_056299.1	6183.Smp_064500.1
OG0003270	NP_057022.2	6183.Smp_076630.2
OG0003271	NP_060741.3, NP_079114.3	
OG0003272	NP_004068.2	6183.Smp_204770.1
OG0003273	NP_064572.2	6183.Smp_163330.1
OG0003274	NP_038470.1	6183.Smp_072640.1
OG0003275	NP_004090.4	6183.Smp_122810.1
OG0003276	NP_079217.2	6183.Smp_016810.1
OG0003277	NP_004665.2	6183.Smp_142170.1
OG0003278	NP_073210.1	6183.Smp_069220.2
OG0003279	NP_036537.1	6183.Smp_080130.1
OG0003280	NP_054786.2	6183.Smp_140900.2
OG0003281	NP_001646.2	6183.Smp_031860.1
OG0003282	NP_006793.1	6183.Smp_003630.1
OG0003283	NP_006750.3	6183.Smp_133600.1
OG0003284	NP_036396.2	6183.Smp_158190.1
OG0003285	NP_060711.2	6183.Smp_126920.1
OG0003286	NP_001013642.2, NP_116223.3	
OG0003287	NP_079483.3	6183.Smp_126650.1
OG0003288	NP_005012.2, NP_006199.2	
OG0003289	NP_114108.1	6183.Smp_145780.1
OG0003290	NP_060307.2	6183.Smp_177040.1
OG0003291	NP_001374.4	6183.Smp_030930.2
OG0003292	NP_001375.2	6183.Smp_174680.1
OG0003293	NP_057081.3, NP_115606.2	
OG0003294	NP_006864.2	6183.Smp_124910.1
OG0003295	NP_056943.1	6183.Smp_080280.1
OG0003296	NP_002622.2	6183.Smp_071840.1
OG0003297	NP_116114.1	6183.Smp_077590.1
OG0003298	NP_001779.3	6183.Smp_060070.1
OG0003299	NP_002679.2	6183.Smp_041060.1
OG0003300	NP_061973.1	6183.Smp_002160.1
OG0003301	NP_009034.2	6183.Smp_010710.1
OG0003302	NP_060366.1	6183.Smp_210670.1
OG0003303	NP_079160.1	6183.Smp_050080.1
OG0003304	NP_003350.1	6183.Smp_084830.1
OG0003305	NP_057654.2	6183.Smp_164200.1
OG0003306	NP_057050.1	6183.Smp_040360.1
OG0003307	NP_004466.2	6183.Smp_033970.1
OG0003308	NP_001419.1	6183.Smp_024110.1
OG0003309	NP_060082.2	6183.Smp_047440.1
OG0003310	NP_006657.1	6183.Smp_132690.1
OG0003311	NP_056289.2	6183.Smp_147300.1
OG0003312	NP_036370.2	6183.Smp_138640.1
OG0003313	NP_055281.2	6183.Smp_046410.1
OG0003314	NP_444515.1	6183.Smp_165950.1
OG0003315	NP_003107.1	6183.Smp_210590.1
OG0003316	NP_060856.2	6183.Smp_148440.1
OG0003317	NP_056937.2	6183.Smp_047360.1
OG0003318	NP_006224.1	6183.Smp_067090.1
OG0003319	NP_003633.2	6183.Smp_178700.1
OG0003320	NP_000152.1	6183.Smp_026920.1
OG0003321	NP_076988.1	6183.Smp_164450.1
OG0003322	NP_079517.1	6183.Smp_020450.1
OG0003323	NP_000017.1	6183.Smp_038030.1
OG0003324	NP_003895.1	6183.Smp_134010.1
OG0003325	NP_005759.4	6183.Smp_169040.1
OG0003326	NP_077274.3	6183.Smp_157930.1
OG0003327	NP_071748.2	6183.Smp_198940.1
OG0003328	NP_060277.1	6183.Smp_012450.1
OG0003329	NP_006116.2, NP_038286.2	
OG0003330	NP_005267.2	6183.Smp_030500.1
OG0003331	NP_006704.3	6183.Smp_084620.1
OG0003332	NP_056651.1	6183.Smp_150680.1
OG0003333	NP_005848.2	6183.Smp_082620.1
OG0003334	NP_060342.2	6183.Smp_073990.1
OG0003335	NP_009103.2	6183.Smp_090370.1
OG0003336	NP_510870.1	6183.Smp_199730.1
OG0003337	NP_078940.2	6183.Smp_131090.1
OG0003338	NP_079107.6	6183.Smp_154780.1
OG0003339	NP_006011.2	6183.Smp_041490.1
OG0003340	NP_006221.3	6183.Smp_076660.1
OG0003341	NP_110517.2	6183.Smp_089400.1
OG0003342	NP_110410.1	6183.Smp_125780.1
OG0003343	NP_055569.1	6183.Smp_127890.1
OG0003344	NP_061861.1, NP_110446.3	
OG0003345	NP_060961.3	6183.Smp_036570.1
OG0003346	NP_001017363.1	6183.Smp_135110.1
OG0003347	NP_055940.3	6183.Smp_142600.1
OG0003348	NP_115564.2	6183.Smp_194520.1
OG0003349	NP_006379.2	6183.Smp_053140.1
OG0003350	NP_006757.2, NP_036462.2	
OG0003351	NP_006822.1	6183.Smp_019130.1
OG0003352	NP_078930.4	6183.Smp_018280.1
OG0003353	NP_003757.1	6183.Smp_048990.1
OG0003354	NP_006351.2	6183.Smp_029410.1
OG0003355	NP_005207.3	6183.Smp_035470.1
OG0003356	NP_079130.2	6183.Smp_168760.1
OG0003357	NP_057698.2	6183.Smp_210550.1
OG0003358	NP_002426.1	6183.Smp_089590.1
OG0003359	NP_001559.1	6183.Smp_176230.1
OG0003360	NP_057025.2	6183.Smp_015070.1
OG0003361	NP_057159.2	6183.Smp_053030.1
OG0003362	NP_005778.1	6183.Smp_150200.1
OG0003363	NP_001960.2	6183.Smp_122840.1
OG0003364	NP_003899.2	6183.Smp_103460.1
OG0003365	NP_000472.2	6183.Smp_128980.1
OG0003366	NP_612431.2	6183.Smp_146030.1
OG0003367	NP_006746.1	6183.Smp_070600.1
OG0003368	NP_006829.1	6183.Smp_011120.1
OG0003369	NP_006182.2	6183.Smp_150690.1
OG0003370	NP_057068.1	6183.Smp_083200.2
OG0003371	NP_066565.1	6183.Smp_121420.1
OG0003372	NP_079341.2	6183.Smp_145800.1
OG0003373	NP_219484.1	6183.Smp_061950.1
OG0003374	NP_006558.1	6183.Smp_149430.1
OG0003375	NP_004452.1	6183.Smp_101240.1
OG0003376	NP_219482.1	6183.Smp_163430.1
OG0003377	NP_001373.2	6183.Smp_051360.1
OG0003378	NP_002399.1	6183.Smp_089240.1
OG0003379	NP_000022.3	6183.Smp_045810.1
OG0003380	NP_036576.1	6183.Smp_131670.1
OG0003381	NP_003841.1	6183.Smp_167330.1
OG0003382	NP_002852.1	6183.Smp_158130.1
OG0003383	NP_060476.2	6183.Smp_178920.1
OG0003384	NP_001506.1	6183.Smp_136520.1
OG0003385	NP_003666.1	6183.Smp_059360.1
OG0003386	NP_061956.2	6183.Smp_196960.1
OG0003387	NP_078804.2	6183.Smp_029700.1
OG0003388	NP_057461.2	6183.Smp_148700.1
OG0003389	NP_115947.2	6183.Smp_198280.1
OG0003390	NP_149040.3, NP_542400.2	
OG0003391	NP_612468.1	6183.Smp_038330.1
OG0003392	NP_079463.2	6183.Smp_093370.2
OG0003393	NP_003189.3, NP_057511.2	
OG0003394	NP_005722.1	6183.Smp_010690.1
OG0003395	NP_001542.1	6183.Smp_154230.2
OG0003396	NP_002452.1	6183.Smp_172660.1
OG0003397	NP_060391.2	6183.Smp_039180.1
OG0003398	NP_036443.1	6183.Smp_023250.1
OG0003399	NP_001974.1	6183.Smp_022470.1
OG0003400	NP_057297.2	6183.Smp_167590.1
OG0003401	NP_000107.1	6183.Smp_065160.1
OG0003402	NP_000937.1	6183.Smp_160190.1
OG0003403	NP_001114.2, NP_006712.2	
OG0003404	NP_071411.1	6183.Smp_044850.1
OG0003405	NP_060423.3	6183.Smp_080840.1
OG0003406	NP_060379.2	6183.Smp_084860.1
OG0003407	NP_057300.2	6183.Smp_007190.1
OG0003408	NP_443091.1	6183.Smp_131100.1
OG0003409	NP_004993.1	6183.Smp_106080.1
OG0003410	NP_066954.2	6183.Smp_166290.1
OG0003411	NP_060873.4	6183.Smp_165960.1
OG0003412	NP_057030.3	6183.Smp_002960.1
OG0003413	NP_004541.1	6183.Smp_127340.1
OG0003414	NP_079224.1	6183.Smp_181460.1
OG0003415	NP_000365.3	6183.Smp_143740.1
OG0003416	NP_060714.3	6183.Smp_063250.1
OG0003417	NP_008974.5	6183.Smp_115060.1
OG0003418	NP_006454.1	6183.Smp_044250.1
OG0003419	NP_064711.1	6183.Smp_030220.1
OG0003420	NP_001474.1, NP_003625.2	
OG0003421	NP_002801.1	6183.Smp_000740.2
OG0003422	NP_116253.2	6183.Smp_046980.1
OG0003423	NP_008955.1	6183.Smp_179060.1
OG0003424	NP_005079.2	6183.Smp_072360.1
OG0003425	NP_000181.2	6183.Smp_095130.1
OG0003426	NP_003448.1	6183.Smp_025560.1
OG0003427	NP_005988.1	6183.Smp_018030.1
OG0003428	NP_062552.2	6183.Smp_021750.2
OG0003429	NP_653337.1	6183.Smp_125520.1
OG0003430	NP_004119.1	6183.Smp_121640.1
OG0003431	NP_057394.3	6183.Smp_034100.1
OG0003432	NP_001686.1	6183.Smp_211280.1
OG0003433	NP_078867.2	6183.Smp_053040.1
OG0003434	NP_076991.3	6183.Smp_129140.2
OG0003435	NP_060235.2	6183.Smp_210560.1
OG0003436	NP_079354.2	6183.Smp_147370.1
OG0003437	NP_060380.3	6183.Smp_194620.1
OG0003438	NP_004085.1	6183.Smp_093750.2
OG0003439	NP_057122.2	6183.Smp_007970.1
OG0003440	NP_057393.2	6183.Smp_124860.1
OG0003441	NP_060551.2	6183.Smp_140830.1
OG0003442	NP_219486.1	6183.Smp_171890.1
OG0003443	NP_056968.1	6183.Smp_054310.1
OG0003444	NP_065181.1	6183.Smp_036010.1
OG0003445	NP_115701.2	6183.Smp_004000.1
OG0003446	NP_003253.1	6183.Smp_119980.1
OG0003447	NP_079090.2	6183.Smp_196220.1
OG0003448	NP_036243.1	6183.Smp_083080.1
OG0003449	NP_060137.2	6183.Smp_051000.1
OG0003450	NP_077025.2	6183.Smp_003940.1
OG0003451	NP_061982.3	6183.Smp_005010.1
OG0003452	NP_057164.3	6183.Smp_001410.1
OG0003453	NP_115990.3	6183.Smp_212720.1
OG0003454	NP_000212.1, NP_006479.1	
OG0003455	NP_067653.4	6183.Smp_024490.1
OG0003456	NP_006101.1	6183.Smp_100130.1
OG0003457	NP_060717.1	6183.Smp_014020.1
OG0003458	NP_055740.3, NP_056176.2	
OG0003459	NP_620128.1	6183.Smp_128570.1
OG0003460	NP_004682.2	6183.Smp_079950.1
OG0003461	NP_000146.2	6183.Smp_059880.1
OG0003462	NP_037392.1	6183.Smp_013930.1
OG0003463	NP_009106.1	6183.Smp_138960.1
OG0003464	NP_060388.2	6183.Smp_067580.1
OG0003465	NP_060289.2	6183.Smp_210580.1
OG0003466	NP_060791.3	6183.Smp_156780.1
OG0003467	NP_057542.2	6183.Smp_073200.1
OG0003468	NP_003745.1	6183.Smp_078320.1
OG0003469	NP_004840.1	6183.Smp_164770.1
OG0003470	NP_003850.1	6183.Smp_042790.1
OG0003471	NP_061092.3	6183.Smp_032420.1
OG0003472	NP_006014.2	6183.Smp_167410.1
OG0003473	NP_003667.1	6183.Smp_145900.1
OG0003474	NP_000980.1	6183.Smp_044580.1
OG0003475	NP_060544.2, NP_110445.1	
OG0003476	NP_060506.6	6183.Smp_148650.1
OG0003477	NP_036479.1	6183.Smp_053060.2
OG0003478	NP_078988.3	6183.Smp_173080.1
OG0003479	NP_003022.3	6183.Smp_000650.1
OG0003480	NP_076949.1	6183.Smp_106040.1
OG0003481	NP_054763.2	6183.Smp_029040.1
OG0003482	NP_055100.2	6183.Smp_064260.1
OG0003483	NP_001017420.1	6183.Smp_065150.1
OG0003484	NP_663729.1	6183.Smp_162270.1
OG0003485	NP_005460.2	6183.Smp_150820.1
OG0003486	NP_064580.2	6183.Smp_025150.1
OG0003487	NP_057033.2	6183.Smp_050130.1
OG0003488	NP_005435.1	6183.Smp_210680.1
OG0003489	NP_008933.2	6183.Smp_080040.1
OG0003490	NP_612423.1	6183.Smp_071880.1
OG0003491	NP_057037.1	6183.Smp_090830.1
OG0003492	NP_071409.3, NP_115500.1	
OG0003493	NP_056139.1	6183.Smp_079750.1
OG0003494	NP_004173.1	6183.Smp_042280.1
OG0003495	NP_002615.2	6183.Smp_073540.1
OG0003496	NP_002991.2	6183.Smp_089640.2
OG0003497	NP_006824.2	6183.Smp_126690.1
OG0003498	NP_078916.3	6183.Smp_127100.1
OG0003499	NP_001907.3	6183.Smp_005290.1
OG0003500	NP_060294.1	6183.Smp_010110.1
OG0003501	NP_076424.1	6183.Smp_147120.1
OG0003502	NP_060988.3	6183.Smp_147570.1
OG0003503	NP_002633.1	6183.Smp_135170.1
OG0003504	NP_055488.1	6183.Smp_172220.1
OG0003505	NP_612426.1	6183.Smp_196910.1
OG0003506	NP_443107.1	6183.Smp_210770.1
OG0003507	NP_115898.2	6183.Smp_050360.1
OG0003508	NP_003816.2	6183.Smp_034120.1
OG0003509	NP_004773.1	6183.Smp_043940.2
OG0003510	NP_004613.1, NP_005990.1	
OG0003511	NP_065752.1	6183.Smp_126720.1
OG0003512	NP_078950.1	6183.Smp_158160.1
OG0003513	NP_055131.2	6183.Smp_093830.1
OG0003514	NP_073732.1	6183.Smp_010770.1
OG0003515	NP_006322.4	6183.Smp_002010.1
OG0003516	NP_065691.2	6183.Smp_105330.1
OG0003517	NP_001616.1	6183.Smp_061940.1
OG0003518	NP_000467.1	6183.Smp_071390.1
OG0003519	NP_006815.2	6183.Smp_160420.1
OG0003520	NP_009194.2	6183.Smp_169690.1
OG0003521	NP_002625.1	6183.Smp_075940.1
OG0003522	NP_057039.1	6183.Smp_097240.2
OG0003523	NP_291028.3	6183.Smp_139630.1
OG0003524	NP_524558.1, NP_620417.1	
OG0003525	NP_001138303.1	6183.Smp_075210.2
