Orthogroup	protein_mansoni	resultado_cel
OG0003216	6183.Smp_138520.1	NP_498699.1
OG0003217	6183.Smp_138590.1	NP_498626.2
OG0003218	6183.Smp_138640.1	NP_501912.1
OG0003219	6183.Smp_138670.1	NP_491381.1
OG0003220	6183.Smp_138680.2, 6183.Smp_152850.1	
OG0003221	6183.Smp_138760.1	NP_495015.1
OG0003222	6183.Smp_138810.1, 6183.Smp_153890.1	
OG0003223	6183.Smp_138840.1	NP_498105.1
OG0003224	6183.Smp_138880.1	NP_508446.1
OG0003225	6183.Smp_138910.1	NP_508229.1
OG0003226	6183.Smp_138920.1	NP_507507.1
OG0003227	6183.Smp_138930.2	NP_498596.1
OG0003228	6183.Smp_138960.1	NP_502339.1
OG0003229	6183.Smp_139160.1, 6183.Smp_149730.1	
OG0003230	6183.Smp_139200.1	NP_497731.1
OG0003231	6183.Smp_139220.1	NP_493572.2
OG0003232	6183.Smp_139230.1	NP_498722.1
OG0003233	6183.Smp_139290.1, 6183.Smp_142020.1	
OG0003234	6183.Smp_139340.1	NP_493376.1
OG0003235	6183.Smp_139360.1	NP_492181.1
OG0003236	6183.Smp_139720.1	NP_503070.2
OG0003237	6183.Smp_140020.1, 6183.Smp_165200.1	
OG0003238	6183.Smp_140080.1	NP_497788.1
OG0003239	6183.Smp_140180.1	NP_491892.1
OG0003240	6183.Smp_140290.1	NP_492327.1
OG0003241	6183.Smp_140330.1	NP_509973.1
OG0003242	6183.Smp_140360.1, 6183.Smp_181080.1	
OG0003243	6183.Smp_140440.1	NP_500791.2
OG0003244	6183.Smp_140480.1	NP_496152.1
OG0003245	6183.Smp_140490.1	NP_509347.1
OG0003246	6183.Smp_140530.1	NP_500069.1
OG0003247	6183.Smp_140610.1	NP_506191.1
OG0003248	6183.Smp_140680.1	NP_502166.1
OG0003249	6183.Smp_140690.1	NP_492476.1
OG0003250	6183.Smp_140770.1	NP_497295.1
OG0003251	6183.Smp_140890.1	NP_498785.1
OG0003252	6183.Smp_140900.2	NP_502127.1
OG0003253	6183.Smp_140930.1, 6183.Smp_178370.1	
OG0003254	6183.Smp_141100.1	NP_499359.3
OG0003255	6183.Smp_141150.1	NP_494808.1
OG0003256	6183.Smp_141220.1	NP_505118.1
OG0003257	6183.Smp_141240.1	NP_502432.1
OG0003258	6183.Smp_141320.1, 6183.Smp_153970.1	
OG0003259	6183.Smp_141330.1	NP_494763.1
OG0003260	6183.Smp_141360.1	NP_505977.1
OG0003261	6183.Smp_141380.1	NP_495185.1
OG0003262	6183.Smp_141410.1, 6183.Smp_173100.1	
OG0003263	6183.Smp_141470.1	NP_502547.2
OG0003264	6183.Smp_141520.1	NP_501262.1
OG0003265	6183.Smp_141580.1	NP_499145.2
OG0003266	6183.Smp_141600.1	NP_510427.2
OG0003267	6183.Smp_141630.1	NP_497853.1
OG0003268	6183.Smp_141660.1	NP_491193.2
OG0003269	6183.Smp_141680.1	NP_492597.1
OG0003270	6183.Smp_141720.1	NP_500402.1
OG0003271	6183.Smp_141770.1	NP_494721.1
OG0003272	6183.Smp_141820.3	NP_492675.1
OG0003273	6183.Smp_141860.1	NP_498087.1
OG0003274	6183.Smp_141880.1	NP_493666.2
OG0003275	6183.Smp_141970.1	NP_495009.1
OG0003276	6183.Smp_142010.2	NP_500396.2
OG0003277	6183.Smp_142120.1, 6183.Smp_162530.1	
OG0003278	6183.Smp_142190.1	NP_501935.1
OG0003279	6183.Smp_142210.1	NP_494788.3
OG0003280	6183.Smp_142270.1	NP_492034.1
OG0003281	6183.Smp_142510.2	NP_492599.1
OG0003282	6183.Smp_142560.1	NP_491668.1
OG0003283	6183.Smp_142600.1	NP_510137.2
OG0003284	6183.Smp_142640.1	NP_493241.1
OG0003285	6183.Smp_142710.1	NP_491970.2
OG0003286	6183.Smp_142770.1	NP_496987.1
OG0003287	6183.Smp_142780.1	NP_495222.2
OG0003288	6183.Smp_142850.1	NP_499364.1
OG0003289	6183.Smp_142890.1	NP_490834.1
OG0003290	6183.Smp_142910.1	NP_491069.1
OG0003291	6183.Smp_142930.1	NP_492333.1
OG0003292	6183.Smp_143020.1	NP_490958.1
OG0003293	6183.Smp_143030.1	NP_505616.2
OG0003294	6183.Smp_143060.1	NP_508767.1
OG0003295	6183.Smp_143110.1	NP_498117.3
OG0003296	6183.Smp_143150.1	NP_492457.1
OG0003297	6183.Smp_143170.1	NP_506018.1
OG0003298	6183.Smp_143180.1, 6183.Smp_174800.1	
OG0003299	6183.Smp_143240.1	NP_497264.2
OG0003300	6183.Smp_143370.1	NP_495994.1
OG0003301	6183.Smp_143390.1	NP_498764.1
OG0003302	6183.Smp_143420.1, 6183.Smp_161120.1	
OG0003303	6183.Smp_143430.1	NP_505995.2
OG0003304	6183.Smp_143490.1	NP_497858.1
OG0003305	6183.Smp_143650.1	NP_500550.1
OG0003306	6183.Smp_143660.1	NP_500552.1
OG0003307	6183.Smp_143680.1	NP_492775.2
OG0003308	6183.Smp_143690.1	NP_491612.1
OG0003309	6183.Smp_143730.1	NP_503367.1
OG0003310	6183.Smp_143760.1	NP_495663.1
OG0003311	6183.Smp_143780.1	NP_492063.1
OG0003312	6183.Smp_143810.1, 6183.Smp_162050.1	
OG0003313	6183.Smp_143830.1	NP_502367.3
OG0003314	6183.Smp_143840.1	NP_504007.1
OG0003315	6183.Smp_143920.1	NP_504953.1
OG0003316	6183.Smp_143980.1, 6183.Smp_155190.1	
OG0003317	6183.Smp_144090.2	NP_500465.4
OG0003318	6183.Smp_144120.1	NP_508669.1
OG0003319	6183.Smp_144200.1	NP_492048.1
OG0003320	6183.Smp_144310.1	NP_509114.1
OG0003321	6183.Smp_144380.1	NP_509648.1
OG0003322	6183.Smp_144490.1	NP_491574.1
OG0003323	6183.Smp_144540.1	NP_502594.2
OG0003324	6183.Smp_144560.1	NP_509712.1
OG0003325	6183.Smp_144610.1, 6183.Smp_203320.1	
OG0003326	6183.Smp_144630.1, 6183.Smp_170560.1	
OG0003327	6183.Smp_144700.1, 6183.Smp_212370.1	
OG0003328	6183.Smp_144850.1	NP_506695.2
OG0003329	6183.Smp_144860.1	NP_495036.3
OG0003330	6183.Smp_144930.1	NP_491524.1
OG0003331	6183.Smp_144970.1	NP_499778.1
OG0003332	6183.Smp_145040.1	NP_498662.1
OG0003333	6183.Smp_145050.1	NP_496819.1
OG0003334	6183.Smp_145140.1	NP_501822.1
OG0003335	6183.Smp_145200.1	NP_498898.2
OG0003336	6183.Smp_145230.1	NP_498088.1
OG0003337	6183.Smp_145250.1	NP_495797.1
OG0003338	6183.Smp_145280.1	NP_504451.3
OG0003339	6183.Smp_145290.1, 6183.Smp_155890.1	
OG0003340	6183.Smp_145300.1	NP_490898.1
OG0003341	6183.Smp_145320.1	NP_505493.1
OG0003342	6183.Smp_145350.1	NP_500245.3
OG0003343	6183.Smp_145500.1	NP_497334.2
OG0003344	6183.Smp_145600.1	NP_492446.3
OG0003345	6183.Smp_145760.1, 6183.Smp_179870.1	
OG0003346	6183.Smp_145780.1	NP_506145.2
OG0003347	6183.Smp_145800.1	NP_495918.1
OG0003348	6183.Smp_145870.1, 6183.Smp_178760.1	
OG0003349	6183.Smp_145910.1, 6183.Smp_145920.1	
OG0003350	6183.Smp_145970.1	NP_500916.1
OG0003351	6183.Smp_146030.1	NP_499445.2
OG0003352	6183.Smp_146060.1	NP_490772.2
OG0003353	6183.Smp_146090.1	NP_498899.1
OG0003354	6183.Smp_146100.1	NP_509496.3
OG0003355	6183.Smp_146140.1	NP_498412.1
OG0003356	6183.Smp_146190.1	NP_498579.2
OG0003357	6183.Smp_146250.1	NP_510020.2
OG0003358	6183.Smp_146330.1	NP_503126.2
OG0003359	6183.Smp_146340.1	NP_490891.2
OG0003360	6183.Smp_146430.1, 6183.Smp_153110.1	
OG0003361	6183.Smp_146680.1	NP_508521.2
OG0003362	6183.Smp_146800.1	NP_500253.1
OG0003363	6183.Smp_146900.1	NP_494872.2
OG0003364	6183.Smp_146910.1	NP_500387.2
OG0003365	6183.Smp_147040.1	NP_495675.1
OG0003366	6183.Smp_147050.1	NP_506559.1
OG0003367	6183.Smp_147070.1	NP_502052.1
OG0003368	6183.Smp_147120.1	NP_498867.1
OG0003369	6183.Smp_147140.1	NP_492315.4
OG0003370	6183.Smp_147240.1	NP_505441.1
OG0003371	6183.Smp_147330.1	NP_500405.3
OG0003372	6183.Smp_147360.1	NP_495825.1
OG0003373	6183.Smp_147370.1	NP_492274.3
OG0003374	6183.Smp_147390.1	NP_506694.3
OG0003375	6183.Smp_147400.1	NP_490664.2
OG0003376	6183.Smp_147410.1	NP_498290.1
OG0003377	6183.Smp_147500.1, 6183.Smp_162790.1	
OG0003378	6183.Smp_147560.1	NP_495866.2
OG0003379	6183.Smp_147570.1	NP_499456.1
OG0003380	6183.Smp_147620.1	NP_497003.3
OG0003381	6183.Smp_147650.1	NP_509362.1
OG0003382	6183.Smp_147810.1	NP_493691.2
OG0003383	6183.Smp_147850.1	NP_490904.1
OG0003384	6183.Smp_147860.1	NP_498881.2
OG0003385	6183.Smp_147870.1	NP_496370.2
OG0003386	6183.Smp_147940.2	NP_506380.2
OG0003387	6183.Smp_148030.1, 6183.Smp_148040.1	
OG0003388	6183.Smp_148050.1	NP_502812.1
OG0003389	6183.Smp_148070.1	NP_501283.2
OG0003390	6183.Smp_148120.1	NP_491403.1
OG0003391	6183.Smp_148150.1	NP_509262.2
OG0003392	6183.Smp_148230.1	NP_504547.1
OG0003393	6183.Smp_148410.1	NP_504828.1
OG0003394	6183.Smp_148440.1	NP_498057.1
OG0003395	6183.Smp_148480.1	NP_500157.2
OG0003396	6183.Smp_148540.1	NP_506079.1
OG0003397	6183.Smp_148560.1	NP_491034.1
OG0003398	6183.Smp_148610.1, 6183.Smp_148620.1	
OG0003399	6183.Smp_148650.1	NP_509145.3
OG0003400	6183.Smp_148660.1	NP_498653.2
OG0003401	6183.Smp_148670.1	NP_503402.3
OG0003402	6183.Smp_148720.1	NP_493533.1
OG0003403	6183.Smp_148770.1	NP_498556.1
OG0003404	6183.Smp_148790.1	NP_500734.3
OG0003405	6183.Smp_148800.1	NP_499681.1
OG0003406	6183.Smp_148920.1	NP_499776.1
OG0003407	6183.Smp_148940.1	NP_503026.3
OG0003408	6183.Smp_148990.1	NP_491134.1
OG0003409	6183.Smp_149040.1	NP_498777.2
OG0003410	6183.Smp_149050.2	NP_493506.1
OG0003411	6183.Smp_149070.1	NP_493972.3
OG0003412	6183.Smp_149200.1	NP_502033.2
OG0003413	6183.Smp_149230.1	NP_492533.2
OG0003414	6183.Smp_149260.1	NP_506582.1
OG0003415	6183.Smp_149280.1, 6183.Smp_196090.1	
OG0003416	6183.Smp_149300.1	NP_498230.1
OG0003417	6183.Smp_149360.1	NP_499100.1
OG0003418	6183.Smp_149430.1	NP_507852.2
OG0003419	6183.Smp_149450.1	NP_493554.1
OG0003420	6183.Smp_149540.1	NP_499750.1
OG0003421	6183.Smp_149570.1	NP_492304.1
OG0003422	6183.Smp_149770.1	NP_497452.1
OG0003423	6183.Smp_149820.1, 6183.Smp_194380.1	
OG0003424	6183.Smp_149870.1	NP_500891.2
OG0003425	6183.Smp_149900.1	NP_503522.1
OG0003426	6183.Smp_149960.1	NP_503178.2
OG0003427	6183.Smp_149980.1	NP_508443.1
OG0003428	6183.Smp_150040.2	NP_490952.2
OG0003429	6183.Smp_150080.1	NP_491932.1
OG0003430	6183.Smp_150160.1	NP_498559.1
OG0003431	6183.Smp_150200.1	NP_496950.2
OG0003432	6183.Smp_150220.2	NP_498245.2
OG0003433	6183.Smp_150230.1	NP_498611.1
OG0003434	6183.Smp_150300.1	NP_508148.1
OG0003435	6183.Smp_150360.1	NP_492389.1
OG0003436	6183.Smp_150370.1	NP_509674.2
OG0003437	6183.Smp_150380.1	NP_508389.1
OG0003438	6183.Smp_150450.1	NP_501395.1
OG0003439	6183.Smp_150460.1	NP_498707.1
OG0003440	6183.Smp_150510.1	NP_505227.1
OG0003441	6183.Smp_150520.1	NP_502539.1
OG0003442	6183.Smp_150590.1, 6183.Smp_178730.1	
OG0003443	6183.Smp_150660.1	NP_499596.2
OG0003444	6183.Smp_150680.1	NP_498114.1
OG0003445	6183.Smp_150690.1	NP_500311.1
OG0003446	6183.Smp_150850.2	NP_498848.4
OG0003447	6183.Smp_150890.1	NP_500829.2
OG0003448	6183.Smp_150960.1	NP_492228.1
OG0003449	6183.Smp_150980.1	NP_499949.2
OG0003450	6183.Smp_151030.1	NP_502083.1
OG0003451	6183.Smp_151040.1	NP_497951.2
OG0003452	6183.Smp_151050.1	NP_499240.1
OG0003453	6183.Smp_151070.1	NP_502283.1
OG0003454	6183.Smp_151130.1, 6183.Smp_179740.1	
OG0003455	6183.Smp_151180.1	NP_501280.1
OG0003456	6183.Smp_151190.1	NP_495490.1
OG0003457	6183.Smp_151280.1	NP_494968.1
OG0003458	6183.Smp_151380.1	NP_496383.3
OG0003459	6183.Smp_151420.1	NP_494939.1
OG0003460	6183.Smp_151510.1	NP_491341.1
OG0003461	6183.Smp_151520.1	NP_496135.1
OG0003462	6183.Smp_151650.1	NP_491662.1
OG0003463	6183.Smp_151690.1	NP_498350.1
OG0003464	6183.Smp_151780.1	NP_497990.1
OG0003465	6183.Smp_151800.1, 6183.Smp_179760.1	
OG0003466	6183.Smp_151880.1	NP_497311.2
OG0003467	6183.Smp_152000.1	NP_507514.1
OG0003468	6183.Smp_152010.1	NP_508402.1
OG0003469	6183.Smp_152070.1, 6183.Smp_152080.1	
OG0003470	6183.Smp_152140.1	NP_498416.2
OG0003471	6183.Smp_152150.1, 6183.Smp_167830.1	
OG0003472	6183.Smp_152190.1	NP_500281.1
OG0003473	6183.Smp_152220.1	NP_505438.1
OG0003474	6183.Smp_152230.1	NP_498151.2
OG0003475	6183.Smp_152260.1	NP_505649.2
OG0003476	6183.Smp_152280.1, 6183.Smp_152290.1	
OG0003477	6183.Smp_152370.1	NP_492310.1
OG0003478	6183.Smp_152400.1	NP_498762.2
OG0003479	6183.Smp_152430.1	NP_495581.2
OG0003480	6183.Smp_152440.1	NP_490765.1
OG0003481	6183.Smp_152510.1	NP_504577.1
OG0003482	6183.Smp_152520.1	NP_502697.1
OG0003483	6183.Smp_152650.1	NP_507906.1
OG0003484	6183.Smp_152660.1, 6183.Smp_171130.1	
OG0003485	6183.Smp_152690.1	NP_496593.1
OG0003486	6183.Smp_152750.1	NP_501863.2
OG0003487	6183.Smp_152780.1, 6183.Smp_172420.1	
OG0003488	6183.Smp_152830.1	NP_504415.2
OG0003489	6183.Smp_152860.1	NP_498636.2
OG0003490	6183.Smp_152980.1	NP_495392.1
OG0003491	6183.Smp_153150.1	NP_495257.3
OG0003492	6183.Smp_153160.1	NP_496245.1
OG0003493	6183.Smp_153460.1	NP_505415.2
OG0003494	6183.Smp_153480.1	NP_493773.1
OG0003495	6183.Smp_153490.1	NP_493106.1
OG0003496	6183.Smp_153590.1	NP_492270.1
OG0003497	6183.Smp_153710.1	NP_502531.1
OG0003498	6183.Smp_153760.2	NP_498192.2
OG0003499	6183.Smp_153770.1	NP_496498.1
OG0003500	6183.Smp_153790.1	NP_491416.1
OG0003501	6183.Smp_153820.1	NP_491423.1
OG0003502	6183.Smp_153840.1	NP_497939.2
OG0003503	6183.Smp_153860.2, 6183.Smp_205940.1	
OG0003504	6183.Smp_153900.1, 6183.Smp_167450.1	
OG0003505	6183.Smp_153950.1	NP_492572.1
OG0003506	6183.Smp_153960.1	NP_508175.1
OG0003507	6183.Smp_154110.1	NP_499335.2
OG0003508	6183.Smp_154230.2	NP_497591.1
OG0003509	6183.Smp_154250.1	NP_509350.2
OG0003510	6183.Smp_154270.1	NP_501857.1
OG0003511	6183.Smp_154330.1	NP_507808.1
OG0003512	6183.Smp_154340.1	NP_493740.1
OG0003513	6183.Smp_154420.1	NP_499260.1
OG0003514	6183.Smp_154440.1	NP_501603.3
OG0003515	6183.Smp_154470.1	NP_499926.1
OG0003516	6183.Smp_154600.1	NP_510660.1
OG0003517	6183.Smp_154640.1	NP_497613.2
OG0003518	6183.Smp_154650.1	NP_492662.1
OG0003519	6183.Smp_154690.1	NP_497965.2
OG0003520	6183.Smp_154730.1	NP_497799.1
OG0003521	6183.Smp_154780.1	NP_492400.1
OG0003522	6183.Smp_154790.1, 6183.Smp_154800.1	
OG0003523	6183.Smp_154850.1	NP_493928.1
OG0003524	6183.Smp_154950.1	NP_505372.1
OG0003525	6183.Smp_154980.1	NP_496224.2
OG0003526	6183.Smp_155040.1	NP_492427.3
OG0003527	6183.Smp_155060.2	NP_501543.1
OG0003528	6183.Smp_155150.1, 6183.Smp_172980.1	
OG0003529	6183.Smp_155250.1	NP_502094.1
OG0003530	6183.Smp_155270.1	NP_509225.1
OG0003531	6183.Smp_155400.1	NP_495114.3
OG0003532	6183.Smp_155480.1	NP_495087.1
OG0003533	6183.Smp_155700.1	NP_505155.2
OG0003534	6183.Smp_155740.1	NP_498591.1
OG0003535	6183.Smp_155750.1	NP_493518.1
OG0003536	6183.Smp_155780.1	NP_498616.1
OG0003537	6183.Smp_156000.2	NP_491691.1
OG0003538	6183.Smp_156060.1	NP_499212.1
OG0003539	6183.Smp_156160.1	NP_497573.3
OG0003540	6183.Smp_156270.1	NP_504567.1
OG0003541	6183.Smp_156410.1	NP_499650.2
OG0003542	6183.Smp_156450.2	NP_500974.2
OG0003543	6183.Smp_156580.1	NP_508684.4
OG0003544	6183.Smp_156620.1	NP_499032.1
OG0003545	6183.Smp_156630.1	NP_502841.1
OG0003546	6183.Smp_156670.1	NP_500523.4
OG0003547	6183.Smp_156780.1	NP_498756.1
OG0003548	6183.Smp_156860.1	NP_495591.2
OG0003549	6183.Smp_156880.1	NP_502178.1
OG0003550	6183.Smp_156900.1	NP_492323.1
OG0003551	6183.Smp_156920.1	NP_497062.1
OG0003552	6183.Smp_156950.1	NP_507699.1
OG0003553	6183.Smp_156990.1	NP_492357.2
OG0003554	6183.Smp_157070.1	NP_502530.1
OG0003555	6183.Smp_157100.1	NP_495847.1
OG0003556	6183.Smp_157140.2	NP_504629.1
OG0003557	6183.Smp_157160.1	NP_506083.1
OG0003558	6183.Smp_157230.1	NP_498222.1
OG0003559	6183.Smp_157270.1	NP_509308.2
OG0003560	6183.Smp_157300.1, 6183.Smp_175590.1	
OG0003561	6183.Smp_157350.1	NP_507869.1
OG0003562	6183.Smp_157360.1	NP_505969.1
OG0003563	6183.Smp_157410.1	NP_491363.1
OG0003564	6183.Smp_157510.1	NP_495019.1
OG0003565	6183.Smp_157520.1	NP_509799.1
OG0003566	6183.Smp_157680.1	NP_495514.1
OG0003567	6183.Smp_157710.1	NP_501500.1
OG0003568	6183.Smp_157770.1	NP_495677.1
OG0003569	6183.Smp_157820.1	NP_490693.3
OG0003570	6183.Smp_157840.1	NP_495300.2
OG0003571	6183.Smp_157860.1, 6183.Smp_157870.1	
OG0003572	6183.Smp_157920.1	NP_492266.2
OG0003573	6183.Smp_157930.1	NP_509760.2
OG0003574	6183.Smp_157940.1	NP_492781.2
OG0003575	6183.Smp_158000.1	NP_510169.4
OG0003576	6183.Smp_158030.4	NP_506387.1
OG0003577	6183.Smp_158050.1	NP_502082.1
OG0003578	6183.Smp_158140.1	NP_499558.1
OG0003579	6183.Smp_158190.1	NP_510442.2
OG0003580	6183.Smp_158240.1	NP_498642.1
OG0003581	6183.Smp_158300.1	NP_495269.1
OG0003582	6183.Smp_158380.1	NP_491780.1
OG0003583	6183.Smp_158560.1	NP_504599.2
OG0003584	6183.Smp_158580.1	NP_491397.1
OG0003585	6183.Smp_158600.1	NP_498362.1
OG0003586	6183.Smp_158610.2	NP_496802.2
OG0003587	6183.Smp_158640.1	NP_498409.1
OG0003588	6183.Smp_158660.1	NP_509511.1
OG0003589	6183.Smp_158680.1	NP_504651.1
OG0003590	6183.Smp_158840.1	NP_499516.1
OG0003591	6183.Smp_158920.1	NP_499560.1
OG0003592	6183.Smp_159120.1, 6183.Smp_159130.1	
OG0003593	6183.Smp_159140.1	NP_508394.2
OG0003594	6183.Smp_159230.1	NP_493577.1
OG0003595	6183.Smp_159340.1	NP_506683.2
OG0003596	6183.Smp_159370.1	NP_494343.2
OG0003597	6183.Smp_159560.1	NP_501708.1
OG0003598	6183.Smp_159620.1	NP_494895.1
OG0003599	6183.Smp_159750.1	NP_505711.2
OG0003600	6183.Smp_159790.1	NP_495435.1
OG0003601	6183.Smp_159810.1, 6183.Smp_180310.1	
OG0003602	6183.Smp_159870.1	NP_501798.1
OG0003603	6183.Smp_159890.1	NP_510625.2
OG0003604	6183.Smp_159910.1	NP_496416.1
OG0003605	6183.Smp_159930.1	NP_497037.1
OG0003606	6183.Smp_159990.1	NP_501181.1
OG0003607	6183.Smp_160000.1, 6183.Smp_171170.1	
OG0003608	6183.Smp_160030.1	NP_498455.2
OG0003609	6183.Smp_160060.1	NP_493625.4
OG0003610	6183.Smp_160090.1	NP_504838.1
OG0003611	6183.Smp_160260.1	NP_504519.1
OG0003612	6183.Smp_160420.1	NP_495125.1
OG0003613	6183.Smp_160450.1, 6183.Smp_163660.1	
OG0003614	6183.Smp_160460.1	NP_505769.2
OG0003615	6183.Smp_160470.1	NP_510336.3
OG0003616	6183.Smp_160500.1	NP_492308.3
OG0003617	6183.Smp_160530.1	NP_496829.1
OG0003618	6183.Smp_160580.1	NP_510669.1
OG0003619	6183.Smp_160600.1	NP_493796.2
OG0003620	6183.Smp_160620.1	NP_510291.1
OG0003621	6183.Smp_160740.1	NP_508911.1
OG0003622	6183.Smp_160760.1	NP_509742.2
OG0003623	6183.Smp_160770.1	NP_498020.1
OG0003624	6183.Smp_160810.1, 6183.Smp_162940.1	
OG0003625	6183.Smp_160830.1	NP_504824.1
OG0003626	6183.Smp_160860.2.1	NP_504711.2
OG0003627	6183.Smp_160940.1	NP_492169.2
OG0003628	6183.Smp_161110.1	NP_491513.2
OG0003629	6183.Smp_161130.1	NP_499883.1
OG0003630	6183.Smp_161140.1	NP_497824.1
OG0003631	6183.Smp_161170.1	NP_505473.1
OG0003632	6183.Smp_161290.1	NP_506625.2
OG0003633	6183.Smp_161350.1	NP_496837.1
OG0003634	6183.Smp_161380.1	NP_496592.1
OG0003635	6183.Smp_161480.1	NP_499097.1
OG0003636	6183.Smp_161580.1	NP_497832.2
OG0003637	6183.Smp_161590.1	NP_505071.1
OG0003638	6183.Smp_161600.1	NP_508955.1
OG0003639	6183.Smp_161680.1	NP_500304.3
OG0003640	6183.Smp_161730.1	NP_498648.1
OG0003641	6183.Smp_161750.1	NP_502198.1
OG0003642	6183.Smp_161940.1	NP_493356.2
OG0003643	6183.Smp_161960.1	NP_506378.1
OG0003644	6183.Smp_161980.1	NP_501835.2
OG0003645	6183.Smp_162010.1, 6183.Smp_169900.2	
OG0003646	6183.Smp_162140.1	NP_510720.1
OG0003647	6183.Smp_162210.1	NP_499879.1
OG0003648	6183.Smp_162600.1	NP_494782.1
OG0003649	6183.Smp_162620.1	NP_491242.2
OG0003650	6183.Smp_162630.1	NP_501800.1
OG0003651	6183.Smp_162760.1	NP_498760.2
OG0003652	6183.Smp_162780.1	NP_504501.2
OG0003653	6183.Smp_162880.1	NP_493169.2
OG0003654	6183.Smp_162890.1	NP_494393.2
OG0003655	6183.Smp_162900.1	NP_502418.1
OG0003656	6183.Smp_162910.1	NP_495694.1
OG0003657	6183.Smp_162920.1	NP_506393.1
OG0003658	6183.Smp_163040.1	NP_496534.1
OG0003659	6183.Smp_163050.1	NP_509875.1
OG0003660	6183.Smp_163090.1	NP_506248.2
OG0003661	6183.Smp_163100.1	NP_491303.3
OG0003662	6183.Smp_163110.1	NP_500004.2
OG0003663	6183.Smp_163130.1	NP_492451.2
OG0003664	6183.Smp_163160.1, 6183.Smp_169150.1	
OG0003665	6183.Smp_163190.1	NP_496793.1
OG0003666	6183.Smp_163210.1	NP_508007.1
OG0003667	6183.Smp_163220.1	NP_495226.1
OG0003668	6183.Smp_163230.1	NP_508528.1
OG0003669	6183.Smp_163250.1	NP_506047.5
OG0003670	6183.Smp_163260.1	NP_496193.1
OG0003671	6183.Smp_163300.1	NP_507876.1
OG0003672	6183.Smp_163340.1	NP_499594.2
OG0003673	6183.Smp_163430.1	NP_498397.1
OG0003674	6183.Smp_163450.1	NP_499251.2
OG0003675	6183.Smp_163460.1	NP_493355.1
OG0003676	6183.Smp_163560.1	NP_505210.2
OG0003677	6183.Smp_163570.1	NP_504753.3
OG0003678	6183.Smp_163580.1	NP_498993.1
OG0003679	6183.Smp_163650.1	NP_510339.1
OG0003680	6183.Smp_163810.1	NP_509204.3
OG0003681	6183.Smp_163840.1, 6183.Smp_169250.1	
OG0003682	6183.Smp_163850.1	NP_498713.3
OG0003683	6183.Smp_163870.1	NP_495138.2
OG0003684	6183.Smp_163880.1	NP_504839.1
OG0003685	6183.Smp_163950.1, 6183.Smp_180670.1	
OG0003686	6183.Smp_164030.1	NP_509853.2
OG0003687	6183.Smp_164050.1	NP_505761.1
OG0003688	6183.Smp_164120.1	NP_493252.3
OG0003689	6183.Smp_164220.1	NP_496060.1
OG0003690	6183.Smp_164290.2	NP_497851.1
OG0003691	6183.Smp_164380.1	NP_493605.1
OG0003692	6183.Smp_164410.1	NP_494279.3
OG0003693	6183.Smp_164470.1	NP_507525.1
OG0003694	6183.Smp_164540.1	NP_502165.2
OG0003695	6183.Smp_164610.1	NP_506423.1
OG0003696	6183.Smp_164650.1	NP_491411.1
OG0003697	6183.Smp_164660.1	NP_495779.1
OG0003698	6183.Smp_164720.1	NP_508109.1
OG0003699	6183.Smp_164770.1	NP_490885.3
OG0003700	6183.Smp_164780.1	NP_498815.1
OG0003701	6183.Smp_164840.1	NP_493558.1
OG0003702	6183.Smp_164960.1	NP_496462.2
OG0003703	6183.Smp_165040.1	NP_497310.2
OG0003704	6183.Smp_165220.1	NP_501456.1
OG0003705	6183.Smp_165230.1	NP_496184.3
OG0003706	6183.Smp_165270.1	NP_506391.2
OG0003707	6183.Smp_165330.1	NP_491713.2
OG0003708	6183.Smp_165490.1	NP_502247.1
OG0003709	6183.Smp_165550.1	NP_491165.2
OG0003710	6183.Smp_165580.1	NP_499487.1
OG0003711	6183.Smp_165620.1	NP_492221.2
OG0003712	6183.Smp_165640.1	NP_501684.1
OG0003713	6183.Smp_165700.2	NP_496709.1
OG0003714	6183.Smp_165750.1	NP_508168.1
OG0003715	6183.Smp_165830.1	NP_502782.2
OG0003716	6183.Smp_165900.1	NP_506513.1
OG0003717	6183.Smp_165920.2, 6183.Smp_165940.1	
OG0003718	6183.Smp_165930.1	NP_498913.2
OG0003719	6183.Smp_165980.1	NP_491427.1
OG0003720	6183.Smp_166040.1	NP_506192.1
OG0003721	6183.Smp_166050.1	NP_510744.1
OG0003722	6183.Smp_166070.1, 6183.Smp_176690.1	
OG0003723	6183.Smp_166080.2	NP_505664.2
OG0003724	6183.Smp_166120.1	NP_494847.2
OG0003725	6183.Smp_166150.1	NP_499937.1
OG0003726	6183.Smp_166200.1, 6183.Smp_171750.1	
OG0003727	6183.Smp_166240.1	NP_491250.1
OG0003728	6183.Smp_166280.1	NP_505723.1
OG0003729	6183.Smp_166290.1	NP_497617.1
OG0003730	6183.Smp_166310.1	NP_498725.1
OG0003731	6183.Smp_166410.1	NP_509645.1
OG0003732	6183.Smp_166420.1	NP_491494.2
OG0003733	6183.Smp_166430.1	NP_492130.1
OG0003734	6183.Smp_166560.1	NP_500424.3
OG0003735	6183.Smp_166580.1	NP_502573.1
OG0003736	6183.Smp_166680.1	NP_498119.1
OG0003737	6183.Smp_166790.1	NP_509719.2
OG0003738	6183.Smp_166830.1	NP_498051.1
OG0003739	6183.Smp_166840.1	NP_493426.2
OG0003740	6183.Smp_166910.1	NP_507621.1
