Orthogroup	protein_mansoni	resultado_dme
OG0003238	6183.Smp_142180.1	NP_477321.2
OG0003239	6183.Smp_142210.1	AAF45652.1
OG0003240	6183.Smp_142270.1	AAF52934.2
OG0003241	6183.Smp_142380.1	AAF51323.1
OG0003242	6183.Smp_142400.2	AAF56696.1
OG0003243	6183.Smp_142510.2	NP_477436.1
OG0003244	6183.Smp_142550.1, 6183.Smp_163440.1	
OG0003245	6183.Smp_142560.1	NP_476775.1
OG0003246	6183.Smp_142600.1	AAF55751.3
OG0003247	6183.Smp_142620.1	AAF55244.2
OG0003248	6183.Smp_142640.1	AAF46554.2
OG0003249	6183.Smp_142650.2	AAF47657.5
OG0003250	6183.Smp_142850.1	AAF59021.1
OG0003251	6183.Smp_142910.1	NP_477395.1
OG0003252	6183.Smp_142930.1	AAF55774.2
OG0003253	6183.Smp_142950.1	AAF51670.1
OG0003254	6183.Smp_142990.1	NP_477313.1
OG0003255	6183.Smp_143020.1	NP_608573.1
OG0003256	6183.Smp_143030.1	AAF56852.1
OG0003257	6183.Smp_143050.1	AAF56343.3
OG0003258	6183.Smp_143060.1	AAF55874.1
OG0003259	6183.Smp_143110.1	AAF55313.2
OG0003260	6183.Smp_143150.1	AAF57226.2
OG0003261	6183.Smp_143170.1	NP_569959.1
OG0003262	6183.Smp_143180.1, 6183.Smp_174800.1	
OG0003263	6183.Smp_143240.1	AAF47736.3
OG0003264	6183.Smp_143350.1	AAF56117.1
OG0003265	6183.Smp_143370.1	AAF49547.3
OG0003266	6183.Smp_143390.1	AAF57230.2
OG0003267	6183.Smp_143420.1, 6183.Smp_161120.1	
OG0003268	6183.Smp_143430.1	AAF54375.1
OG0003269	6183.Smp_143490.1	AAF54557.1
OG0003270	6183.Smp_143500.1, 6183.Smp_143510.1	
OG0003271	6183.Smp_143560.1	AAF49128.2
OG0003272	6183.Smp_143680.1	AAF53381.3
OG0003273	6183.Smp_143690.1	XP_080775.1
OG0003274	6183.Smp_143730.1	NP_610551.1
OG0003275	6183.Smp_143740.1	NP_610501.1
OG0003276	6183.Smp_143780.1	NP_477356.1
OG0003277	6183.Smp_143810.1, 6183.Smp_162050.1	
OG0003278	6183.Smp_143840.1	Q9XTL9.2
OG0003279	6183.Smp_143920.1	AAF49538.2
OG0003280	6183.Smp_143980.1, 6183.Smp_155190.1	
OG0003281	6183.Smp_144030.1	NP_524661.1
OG0003282	6183.Smp_144090.2	AAF54331.1
OG0003283	6183.Smp_144200.1	AAF58102.2
OG0003284	6183.Smp_144380.1	AAF56902.2
OG0003285	6183.Smp_144490.1	AAF46410.2
OG0003286	6183.Smp_144540.1	AAF51325.2
OG0003287	6183.Smp_144560.1	AAF49304.3
OG0003288	6183.Smp_144610.1, 6183.Smp_203320.1	
OG0003289	6183.Smp_144630.1, 6183.Smp_170560.1	
OG0003290	6183.Smp_144810.1, 6183.Smp_167520.1	
OG0003291	6183.Smp_144850.1	NP_611865.1
OG0003292	6183.Smp_144860.1	AAF50317.3
OG0003293	6183.Smp_144870.1	AAF55555.1
OG0003294	6183.Smp_144930.1	AAF54670.2
OG0003295	6183.Smp_144970.1	AAF48104.3
OG0003296	6183.Smp_145010.1	AAF55257.1
OG0003297	6183.Smp_145020.1	AAF51799.1
OG0003298	6183.Smp_145050.1	AAF51539.2
OG0003299	6183.Smp_145180.1	NP_612093.1
OG0003300	6183.Smp_145190.1	AAF54358.1
OG0003301	6183.Smp_145200.1	AAF58639.1
OG0003302	6183.Smp_145230.1	Q24432.3
OG0003303	6183.Smp_145250.1	NP_572861.1
OG0003304	6183.Smp_145280.1	AAF55270.1
OG0003305	6183.Smp_145290.1, 6183.Smp_155890.1	
OG0003306	6183.Smp_145300.1	NP_477225.1
OG0003307	6183.Smp_145320.1	AAF49285.1
OG0003308	6183.Smp_145500.1	AAF50614.2
OG0003309	6183.Smp_145600.1	AAF46390.3
OG0003310	6183.Smp_145670.1	AAF50571.1
OG0003311	6183.Smp_145740.1	AAF50387.1
OG0003312	6183.Smp_145760.1, 6183.Smp_179870.1	
OG0003313	6183.Smp_145800.1	NP_477479.1
OG0003314	6183.Smp_145840.1	AAF47563.1
OG0003315	6183.Smp_145870.1, 6183.Smp_178760.1	
OG0003316	6183.Smp_145880.1	AAF59187.1
OG0003317	6183.Smp_145900.1	NP_476594.1
OG0003318	6183.Smp_145930.1	AAF47255.3
OG0003319	6183.Smp_145970.1	NP_476868.1
OG0003320	6183.Smp_146030.1	XP_080139.1
OG0003321	6183.Smp_146060.1	NP_524177.1
OG0003322	6183.Smp_146100.1	AAF55848.1
OG0003323	6183.Smp_146140.1	AAF57348.2
OG0003324	6183.Smp_146190.1	NP_523462.2
OG0003325	6183.Smp_146210.1, 6183.Smp_203450.1	
OG0003326	6183.Smp_146250.1	AAF50054.2
OG0003327	6183.Smp_146300.1	AAF56221.1
OG0003328	6183.Smp_146310.1	NP_608732.1
OG0003329	6183.Smp_146330.1	NP_476852.1
OG0003330	6183.Smp_146340.1	AAF59119.1
OG0003331	6183.Smp_146710.1	NP_524677.1
OG0003332	6183.Smp_146800.1	AAF56318.1
OG0003333	6183.Smp_146900.1	AAF58269.2
OG0003334	6183.Smp_146910.1	AAF55588.5
OG0003335	6183.Smp_147020.1	AAF56027.4
OG0003336	6183.Smp_147040.1	AAF58472.3
OG0003337	6183.Smp_147050.1	AAF53231.1
OG0003338	6183.Smp_147120.1	AAF55865.1
OG0003339	6183.Smp_147140.1	AAF58153.2
OG0003340	6183.Smp_147230.1	NP_608782.1
OG0003341	6183.Smp_147240.1	AAF51327.2
OG0003342	6183.Smp_147250.2	NP_609207.1
OG0003343	6183.Smp_147260.1	AAF52029.5
OG0003344	6183.Smp_147300.1	AAF49171.2
OG0003345	6183.Smp_147360.1	P25991.2
OG0003346	6183.Smp_147390.1	NP_525085.3
OG0003347	6183.Smp_147400.1	AAF47053.2
OG0003348	6183.Smp_147460.1	AAF57052.1
OG0003349	6183.Smp_147510.1, 6183.Smp_183250.1	
OG0003350	6183.Smp_147560.1	AAF51667.2
OG0003351	6183.Smp_147570.1	NP_610097.2
OG0003352	6183.Smp_147600.1	AAD34752.1
OG0003353	6183.Smp_147620.1	NP_609449.1
OG0003354	6183.Smp_147650.1	NP_476930.1
OG0003355	6183.Smp_147730.1, 6183.Smp_172960.1	
OG0003356	6183.Smp_147790.1	AAF54533.3
OG0003357	6183.Smp_147840.1	AAF48832.3
OG0003358	6183.Smp_147870.1	NP_609870.1
OG0003359	6183.Smp_147930.1	AAF50834.2
OG0003360	6183.Smp_147940.2	NP_610359.2
OG0003361	6183.Smp_148010.1	AAF50680.1
OG0003362	6183.Smp_148030.1, 6183.Smp_148040.1	
OG0003363	6183.Smp_148050.1	AAF56434.2
OG0003364	6183.Smp_148060.1	NP_611022.2
OG0003365	6183.Smp_148070.1	CAB44701.1
OG0003366	6183.Smp_148120.1	NP_611557.2
OG0003367	6183.Smp_148150.1	AAF45452.1
OG0003368	6183.Smp_148230.1	NP_477118.1
OG0003369	6183.Smp_148250.1	AAF55654.3
OG0003370	6183.Smp_148400.1	NP_610491.4
OG0003371	6183.Smp_148410.1	AAF54180.1
OG0003372	6183.Smp_148440.1	AAF50037.2
OG0003373	6183.Smp_148450.1	AAF52614.1
OG0003374	6183.Smp_148460.1	AAF56543.3
OG0003375	6183.Smp_148480.1	Q9V726.1
OG0003376	6183.Smp_148540.1	NP_609847.1
OG0003377	6183.Smp_148610.1, 6183.Smp_148620.1	
OG0003378	6183.Smp_148650.1	AAF47687.1
OG0003379	6183.Smp_148660.1	AAF48298.1
OG0003380	6183.Smp_148670.1	AAF48410.1
OG0003381	6183.Smp_148720.1	NP_608565.1
OG0003382	6183.Smp_148790.1	NP_476618.1
OG0003383	6183.Smp_148800.1	NP_477217.1
OG0003384	6183.Smp_148920.1	Q9VDT6.1
OG0003385	6183.Smp_148930.1	Q05344.2
OG0003386	6183.Smp_148940.1	AAF46292.2
OG0003387	6183.Smp_148970.1	NP_610915.2
OG0003388	6183.Smp_148990.1	AAF52455.2
OG0003389	6183.Smp_149020.1	NP_477082.1
OG0003390	6183.Smp_149040.1	Q9W391.2
OG0003391	6183.Smp_149050.2	AAF53149.1
OG0003392	6183.Smp_149070.1	AAF55292.2
OG0003393	6183.Smp_149080.1	AAF51167.1
OG0003394	6183.Smp_149120.1	Q24168.2
OG0003395	6183.Smp_149130.1	NP_523385.1
OG0003396	6183.Smp_149220.1	AAF59338.1
OG0003397	6183.Smp_149260.1	AAF47458.2
OG0003398	6183.Smp_149280.1, 6183.Smp_196090.1	
OG0003399	6183.Smp_149320.1	AAF54654.1
OG0003400	6183.Smp_149360.1	AAF50270.3
OG0003401	6183.Smp_149430.1	NP_477283.1
OG0003402	6183.Smp_149440.1	AAF56222.2
OG0003403	6183.Smp_149450.1	NP_572950.2
OG0003404	6183.Smp_149540.1	NP_609736.1
OG0003405	6183.Smp_149740.1	AAF45520.2
OG0003406	6183.Smp_149790.1	AAF54299.2
OG0003407	6183.Smp_149820.1, 6183.Smp_194380.1	
OG0003408	6183.Smp_149900.1	AAF54292.2
OG0003409	6183.Smp_149950.1	AAF54069.1
OG0003410	6183.Smp_149960.1	NP_611114.1
OG0003411	6183.Smp_149980.1	AAF55135.5
OG0003412	6183.Smp_150040.2	NP_511044.1
OG0003413	6183.Smp_150050.1	AAF51710.1
OG0003414	6183.Smp_150080.1	P16371.3
OG0003415	6183.Smp_150160.1	NP_524894.1
OG0003416	6183.Smp_150200.1	CAA64537.1
OG0003417	6183.Smp_150220.2	AAF51430.1
OG0003418	6183.Smp_150260.1	AAF47198.2
OG0003419	6183.Smp_150360.1	AAF54431.2
OG0003420	6183.Smp_150380.1	AAF50568.1
OG0003421	6183.Smp_150450.1	AAF57288.3
OG0003422	6183.Smp_150520.1	AAF55583.2
OG0003423	6183.Smp_150560.1	AAF49051.1
OG0003424	6183.Smp_150590.1, 6183.Smp_178730.1	
OG0003425	6183.Smp_150610.1	AAF47568.1
OG0003426	6183.Smp_150630.1	NP_477140.1
OG0003427	6183.Smp_150660.1	NP_570014.3
OG0003428	6183.Smp_150680.1	AAF49293.1
OG0003429	6183.Smp_150690.1	AAF50751.1
OG0003430	6183.Smp_150840.2	NP_610573.1
OG0003431	6183.Smp_150850.2	NP_611966.3
OG0003432	6183.Smp_150890.1	NP_477374.1
OG0003433	6183.Smp_150960.1	AAF55140.1
OG0003434	6183.Smp_150980.1	AAF55173.1
OG0003435	6183.Smp_151030.1	NP_523396.1
OG0003436	6183.Smp_151040.1	AAF36977.1
OG0003437	6183.Smp_151050.1	AAF55007.3
OG0003438	6183.Smp_151070.1	AAF34689.1
OG0003439	6183.Smp_151130.1, 6183.Smp_179740.1	
OG0003440	6183.Smp_151190.1	NP_609246.1
OG0003441	6183.Smp_151280.1	AAF49621.2
OG0003442	6183.Smp_151380.1	AAF48455.1
OG0003443	6183.Smp_151420.1	AAF57264.3
OG0003444	6183.Smp_151510.1	NP_569873.1
OG0003445	6183.Smp_151520.1	NP_572355.1
OG0003446	6183.Smp_151650.1	AAF50050.2
OG0003447	6183.Smp_151690.1	NP_609747.1
OG0003448	6183.Smp_151720.1	XP_081974.1
OG0003449	6183.Smp_151780.1	AAF49178.2
OG0003450	6183.Smp_151800.1, 6183.Smp_179760.1	
OG0003451	6183.Smp_151860.1	AAF52015.2
OG0003452	6183.Smp_152000.1	AAF55858.2
OG0003453	6183.Smp_152070.1, 6183.Smp_152080.1	
OG0003454	6183.Smp_152130.1, 6183.Smp_194430.1	
OG0003455	6183.Smp_152140.1	NP_572901.1
OG0003456	6183.Smp_152150.1, 6183.Smp_167830.1	
OG0003457	6183.Smp_152230.1	AAD34769.1
OG0003458	6183.Smp_152260.1	AAF51541.3
OG0003459	6183.Smp_152280.1, 6183.Smp_152290.1	
OG0003460	6183.Smp_152330.1	NP_476977.1
OG0003461	6183.Smp_152370.1	AAF49920.1
OG0003462	6183.Smp_152400.1	NP_611862.1
OG0003463	6183.Smp_152430.1	AAF59355.3
OG0003464	6183.Smp_152440.1	AAF51719.1
OG0003465	6183.Smp_152510.1	AAF58671.2
OG0003466	6183.Smp_152570.1	AAF45734.1
OG0003467	6183.Smp_152650.1	AAF55259.3
OG0003468	6183.Smp_152660.1, 6183.Smp_171130.1	
OG0003469	6183.Smp_152690.1	NP_611207.1
OG0003470	6183.Smp_152730.1	AAF47094.2
OG0003471	6183.Smp_152750.1	AAF56891.3
OG0003472	6183.Smp_152760.1	AAF55556.1
OG0003473	6183.Smp_152800.1	AAF48995.1
OG0003474	6183.Smp_152830.1	AAF55829.1
OG0003475	6183.Smp_152840.1	AAF53921.2
OG0003476	6183.Smp_152860.1	AAF49283.1
OG0003477	6183.Smp_152980.1	Q04787
OG0003478	6183.Smp_153140.1	AAF54422.5
OG0003479	6183.Smp_153150.1	AAF52022.2
OG0003480	6183.Smp_153160.1	NP_524312.1
OG0003481	6183.Smp_153230.1	AAF48214.2
OG0003482	6183.Smp_153250.1	AAF47395.4
OG0003483	6183.Smp_153430.1	AAF54156.2
OG0003484	6183.Smp_153440.1	AAF48276.2
OG0003485	6183.Smp_153460.1	NP_608934.1
OG0003486	6183.Smp_153480.1	NP_609887.1
OG0003487	6183.Smp_153490.1	NP_608888.2
OG0003488	6183.Smp_153520.1	AAF50508.2
OG0003489	6183.Smp_153530.1	AAF54425.1
OG0003490	6183.Smp_153590.1	NP_608648.1
OG0003491	6183.Smp_153610.1	AAF58788.1
OG0003492	6183.Smp_153660.1	NP_523355.2
OG0003493	6183.Smp_153700.1	AAF49172.1
OG0003494	6183.Smp_153720.1	NP_524900.1
OG0003495	6183.Smp_153760.2	NP_523706.1
OG0003496	6183.Smp_153770.1	NP_525068.1
OG0003497	6183.Smp_153820.1	Q9GQN5.2
OG0003498	6183.Smp_153840.1	AAF46011.4
OG0003499	6183.Smp_153860.2, 6183.Smp_205940.1	
OG0003500	6183.Smp_153880.1, 6183.Smp_196800.1	
OG0003501	6183.Smp_153900.1, 6183.Smp_167450.1	
OG0003502	6183.Smp_153950.1	AAF54637.1
OG0003503	6183.Smp_153960.1	NP_524184.1
OG0003504	6183.Smp_154110.1	AAF54315.1
OG0003505	6183.Smp_154140.1	AAF51752.3
OG0003506	6183.Smp_154230.2	AAF53289.2
OG0003507	6183.Smp_154270.1	AAF49102.2
OG0003508	6183.Smp_154330.1	NP_523785.2
OG0003509	6183.Smp_154340.1	AAF53839.2
OG0003510	6183.Smp_154420.1	NP_477042.1
OG0003511	6183.Smp_154440.1	AAF51744.6
OG0003512	6183.Smp_154470.1	NP_477423.1
OG0003513	6183.Smp_154580.1	NP_523687.1
OG0003514	6183.Smp_154640.1	NP_572530.1
OG0003515	6183.Smp_154650.1	AAF49553.2
OG0003516	6183.Smp_154690.1	NP_525041.1
OG0003517	6183.Smp_154730.1	AAF49366.3
OG0003518	6183.Smp_154850.1	AAF52526.1
OG0003519	6183.Smp_154950.1	AAF57903.1
OG0003520	6183.Smp_154980.1	NP_610095.1
OG0003521	6183.Smp_155040.1	NP_611607.2
OG0003522	6183.Smp_155060.2	P53997.2
OG0003523	6183.Smp_155150.1, 6183.Smp_172980.1	
OG0003524	6183.Smp_155250.1	NP_524596.1
OG0003525	6183.Smp_155480.1	NP_525106.2
OG0003526	6183.Smp_155500.1	NP_524333.1
OG0003527	6183.Smp_155700.1	AAF52190.2
OG0003528	6183.Smp_155740.1	AAF57362.1
OG0003529	6183.Smp_155750.1	AAF44865.1
OG0003530	6183.Smp_155780.1	AAF48098.3
OG0003531	6183.Smp_156000.2	AAF58878.4
OG0003532	6183.Smp_156060.1	AAF48351.2
OG0003533	6183.Smp_156160.1	AAF45693.1
OG0003534	6183.Smp_156270.1	AAF57374.1
OG0003535	6183.Smp_156450.2	AAF46314.1
OG0003536	6183.Smp_156570.1	NP_610200.1
OG0003537	6183.Smp_156670.1	NP_511124.1
OG0003538	6183.Smp_156780.1	AAF47877.3
OG0003539	6183.Smp_156860.1	AAF55788.4
OG0003540	6183.Smp_156880.1	NP_608664.2
OG0003541	6183.Smp_156890.1	AAF50183.1
OG0003542	6183.Smp_156900.1	AAF58083.1
OG0003543	6183.Smp_156920.1	AAF55204.2
OG0003544	6183.Smp_156950.1	AAF53068.2
OG0003545	6183.Smp_156990.1	AAF50197.2
OG0003546	6183.Smp_157070.1	NP_608490.1
OG0003547	6183.Smp_157080.1	AAF46795.1
OG0003548	6183.Smp_157160.1	Q9VSS2.1
OG0003549	6183.Smp_157230.1	AAF49373.2
OG0003550	6183.Smp_157270.1	AAF52084.1
OG0003551	6183.Smp_157290.1	NP_477106.1
OG0003552	6183.Smp_157340.1, 6183.Smp_197830.1	
OG0003553	6183.Smp_157350.1	AAF49878.1
OG0003554	6183.Smp_157360.1	AAF57196.2
OG0003555	6183.Smp_157410.1	AAF47942.3
OG0003556	6183.Smp_157510.1	NP_610928.1
OG0003557	6183.Smp_157560.1	NP_570085.1
OG0003558	6183.Smp_157710.1	AAF49901.1
OG0003559	6183.Smp_157760.1	AAF46791.2
OG0003560	6183.Smp_157770.1	AAF47500.2
OG0003561	6183.Smp_157820.1	AAF55149.1
OG0003562	6183.Smp_157840.1	CAA07279.1
OG0003563	6183.Smp_157860.1, 6183.Smp_157870.1	
OG0003564	6183.Smp_157920.1	NP_608841.1
OG0003565	6183.Smp_157930.1	NP_609029.1
OG0003566	6183.Smp_157940.1	NP_611177.1
OG0003567	6183.Smp_158050.1	NP_536746.1
OG0003568	6183.Smp_158130.1	AAF53257.2
OG0003569	6183.Smp_158140.1	AAF53813.2
OG0003570	6183.Smp_158150.1	NP_608899.1
OG0003571	6183.Smp_158160.1	AAF50758.2
OG0003572	6183.Smp_158190.1	AAF47516.2
OG0003573	6183.Smp_158300.1	AAF59046.2
OG0003574	6183.Smp_158370.1	AAF52432.1
OG0003575	6183.Smp_158380.1	AAF55639.1
OG0003576	6183.Smp_158560.1	AAF47163.1
OG0003577	6183.Smp_158580.1	AAF58292.2
OG0003578	6183.Smp_158600.1	NP_524494.1
OG0003579	6183.Smp_158610.2	AAF55260.3
OG0003580	6183.Smp_158640.1	AAF47177.1
OG0003581	6183.Smp_158680.1	NP_477030.1
OG0003582	6183.Smp_158760.1	AAF55834.3
OG0003583	6183.Smp_158820.1	AAF54700.3
OG0003584	6183.Smp_158830.1	Q9VFB7.1
OG0003585	6183.Smp_158840.1	NP_611851.1
OG0003586	6183.Smp_159000.1	AAF46122.2
OG0003587	6183.Smp_159100.1	AAF56691.1
OG0003588	6183.Smp_159140.1	NP_609293.2
OG0003589	6183.Smp_159190.1	AAF45331.1
OG0003590	6183.Smp_159340.1	AAF52775.2
OG0003591	6183.Smp_159540.1	AAF54520.3
OG0003592	6183.Smp_159560.1	P91623.1
OG0003593	6183.Smp_159570.1	Q94887.2
OG0003594	6183.Smp_159620.1	NP_612008.1
OG0003595	6183.Smp_159670.1	NP_569729.1
OG0003596	6183.Smp_159690.1	AAF57735.1
OG0003597	6183.Smp_159720.1, 6183.Smp_175820.1	
OG0003598	6183.Smp_159750.1	NP_524905.1
OG0003599	6183.Smp_159790.1	AAF57957.3
OG0003600	6183.Smp_159810.1, 6183.Smp_180310.1	
OG0003601	6183.Smp_159870.1	Q9VJZ7.1
OG0003602	6183.Smp_159910.1	AAF57554.1
OG0003603	6183.Smp_159940.1	AAF48258.2
OG0003604	6183.Smp_159990.1	NP_602305.2
OG0003605	6183.Smp_160000.1, 6183.Smp_171170.1	
OG0003606	6183.Smp_160060.1	AAF47740.2
OG0003607	6183.Smp_160090.1	AAF50654.1
OG0003608	6183.Smp_160140.1	AAF54807.1
OG0003609	6183.Smp_160160.1	AAF51413.1
OG0003610	6183.Smp_160180.1	AAF46198.2
OG0003611	6183.Smp_160190.1	AAF50439.1
OG0003612	6183.Smp_160260.1	NP_610314.1
OG0003613	6183.Smp_160420.1	AAF57129.1
OG0003614	6183.Smp_160450.1, 6183.Smp_163660.1	
OG0003615	6183.Smp_160460.1	AAF54383.2
OG0003616	6183.Smp_160500.1	AAF50523.1
OG0003617	6183.Smp_160530.1	CAA15684.1
OG0003618	6183.Smp_160580.1	AAF55022.1
OG0003619	6183.Smp_160600.1	AAF51946.1
OG0003620	6183.Smp_160700.1	AAF56762.2
OG0003621	6183.Smp_160710.1, 6183.Smp_161250.1	
OG0003622	6183.Smp_160740.1	AAF56859.1
OG0003623	6183.Smp_160770.1	NP_608996.1
OG0003624	6183.Smp_160810.1, 6183.Smp_162940.1	
OG0003625	6183.Smp_160850.1	AAF58615.1
OG0003626	6183.Smp_160860.2.1	AAF51496.1
OG0003627	6183.Smp_160950.1	AAF55977.1
OG0003628	6183.Smp_161010.1, 6183.Smp_210660.1	
OG0003629	6183.Smp_161110.1	AAF50366.2
OG0003630	6183.Smp_161130.1	AAF53099.1
OG0003631	6183.Smp_161140.1	NP_476713.1
OG0003632	6183.Smp_161160.1	AAF58246.1
OG0003633	6183.Smp_161290.1	AAF56759.1
OG0003634	6183.Smp_161350.1	AAF56483.1
OG0003635	6183.Smp_161370.1	AAF47676.3
OG0003636	6183.Smp_161380.1	NP_476821.1
OG0003637	6183.Smp_161400.1	AAF54391.1
OG0003638	6183.Smp_161480.1	NP_611095.1
OG0003639	6183.Smp_161580.1	AAF48770.1
OG0003640	6183.Smp_161590.1	AAF54441.1
OG0003641	6183.Smp_161600.1	AAF59408.1
OG0003642	6183.Smp_161680.1	NP_609189.2
OG0003643	6183.Smp_161730.1	NP_611535.1
OG0003644	6183.Smp_161750.1	AAF45428.1
OG0003645	6183.Smp_161940.1	AAF50127.2
OG0003646	6183.Smp_161960.1	AAF56226.1
OG0003647	6183.Smp_161970.1	AAF57918.3
OG0003648	6183.Smp_161980.1	XP_081229.1
OG0003649	6183.Smp_162000.1	NP_476986.1
OG0003650	6183.Smp_162080.1	AAF53988.2
OG0003651	6183.Smp_162140.1	XP_082268.1
OG0003652	6183.Smp_162210.1	AAF48027.2
OG0003653	6183.Smp_162260.1	AAF54050.1
OG0003654	6183.Smp_162270.1	AAF53985.1
OG0003655	6183.Smp_162280.1	NP_524777.1
OG0003656	6183.Smp_162340.1	NP_523369.2
OG0003657	6183.Smp_162620.1	AAF50022.2
OG0003658	6183.Smp_162630.1	NP_477310.2
OG0003659	6183.Smp_162760.1	AAF54628.4
OG0003660	6183.Smp_162780.1	NP_524466.1
OG0003661	6183.Smp_162880.1	Q9VZS6.2
OG0003662	6183.Smp_162890.1	NP_523428.1
OG0003663	6183.Smp_162900.1	AAF58423.5
OG0003664	6183.Smp_162920.1	AAF59351.3
OG0003665	6183.Smp_163040.1	NP_608362.2
OG0003666	6183.Smp_163050.1	AAF50434.1
OG0003667	6183.Smp_163090.1	NP_476721.1
OG0003668	6183.Smp_163100.1	AAF48097.3
OG0003669	6183.Smp_163110.1	AAF51814.1
OG0003670	6183.Smp_163140.1	AAF57099.3
OG0003671	6183.Smp_163160.1, 6183.Smp_169150.1	
OG0003672	6183.Smp_163180.1	Q9W032.1
OG0003673	6183.Smp_163220.1	AAF54727.1
OG0003674	6183.Smp_163230.1	AAF57388.1
OG0003675	6183.Smp_163250.1	AAF51483.2
OG0003676	6183.Smp_163260.1	NP_570023.1
OG0003677	6183.Smp_163270.1	AAF56802.2
OG0003678	6183.Smp_163290.1	AAF48196.3
OG0003679	6183.Smp_163300.1	AAF51960.1
OG0003680	6183.Smp_163330.1	AAF54328.2
OG0003681	6183.Smp_163420.1	NP_524679.3
OG0003682	6183.Smp_163430.1	NP_573252.1
OG0003683	6183.Smp_163460.1	NP_609443.1
OG0003684	6183.Smp_163510.1	AAF46597.3
OG0003685	6183.Smp_163560.1	AAF51962.2
OG0003686	6183.Smp_163570.1	AAF59036.2
OG0003687	6183.Smp_163580.1	NP_477172.1
OG0003688	6183.Smp_163780.1	AAF51739.2
OG0003689	6183.Smp_163810.1	NP_524006.1
OG0003690	6183.Smp_163830.1	NP_524075.2
OG0003691	6183.Smp_163840.1, 6183.Smp_169250.1	
OG0003692	6183.Smp_163850.1	AAF45376.2
OG0003693	6183.Smp_163880.1	NP_572649.1
OG0003694	6183.Smp_163950.1, 6183.Smp_180670.1	
OG0003695	6183.Smp_163960.1	AAF48328.3
OG0003696	6183.Smp_164030.1	AAF46508.2
OG0003697	6183.Smp_164050.1	AAF51994.4
OG0003698	6183.Smp_164120.1	AAF57626.1
OG0003699	6183.Smp_164200.1	NP_569847.1
OG0003700	6183.Smp_164220.1	AAF54886.2
OG0003701	6183.Smp_164430.1	NP_610746.1
OG0003702	6183.Smp_164470.1	AAF49211.2
OG0003703	6183.Smp_164540.1	NP_609490.1
OG0003704	6183.Smp_164610.1	AAF51964.1
OG0003705	6183.Smp_164650.1	NP_477014.1
OG0003706	6183.Smp_164770.1	AAF46252.2
OG0003707	6183.Smp_164780.1	AAL90409.1
OG0003708	6183.Smp_164800.1	AAF51652.1
OG0003709	6183.Smp_164830.1	AAF47637.2
OG0003710	6183.Smp_164930.1	AAF47839.2
OG0003711	6183.Smp_164960.1	T13950
OG0003712	6183.Smp_165000.1	AAF54122.2
OG0003713	6183.Smp_165040.1	AAF54659.1
OG0003714	6183.Smp_165330.1	AAF49823.2
OG0003715	6183.Smp_165490.1	AAF52567.2
OG0003716	6183.Smp_165530.1	AAF49610.2
OG0003717	6183.Smp_165550.1	AAF49365.2
OG0003718	6183.Smp_165560.1	AAF47170.1
OG0003719	6183.Smp_165580.1	AAF50150.1
OG0003720	6183.Smp_165620.1	AAF53638.2
OG0003721	6183.Smp_165640.1	AAF58646.3
OG0003722	6183.Smp_165680.1	AAF54824.2
OG0003723	6183.Smp_165700.2	NP_523736.1
OG0003724	6183.Smp_165750.1	AAF57668.1
OG0003725	6183.Smp_165780.1	AAF51697.3
OG0003726	6183.Smp_165830.1	NP_523537.1
OG0003727	6183.Smp_165900.1	NP_609566.1
OG0003728	6183.Smp_165920.2, 6183.Smp_165940.1	
OG0003729	6183.Smp_165930.1	AAF50830.2
OG0003730	6183.Smp_165960.1	NP_611842.1
OG0003731	6183.Smp_165980.1	Q9VD25.1
OG0003732	6183.Smp_166040.1	AAF48069.1
OG0003733	6183.Smp_166080.2	AAF52593.2
OG0003734	6183.Smp_166220.1	AAF50484.2
OG0003735	6183.Smp_166240.1	NP_610891.1
OG0003736	6183.Smp_166310.1	NP_476712.1
OG0003737	6183.Smp_166370.1	AAF49482.1
OG0003738	6183.Smp_166380.1	NP_610688.1
OG0003739	6183.Smp_166410.1	AAF49103.2
OG0003740	6183.Smp_166420.1	AAF53241.3
OG0003741	6183.Smp_166430.1	NP_524396.1
OG0003742	6183.Smp_166550.1	NP_611790.1
OG0003743	6183.Smp_166580.1	NP_477150.1
OG0003744	6183.Smp_166680.1	Q9V784.2
OG0003745	6183.Smp_166790.1	Q9VAF0.1
OG0003746	6183.Smp_166830.1	AAF54183.1
OG0003747	6183.Smp_166840.1	NP_476956.3
OG0003748	6183.Smp_166910.1	AAF56324.1
OG0003749	6183.Smp_166930.1	AAF54194.1
OG0003750	6183.Smp_166980.1	NP_523391.3
OG0003751	6183.Smp_167150.1	NP_523783.1
OG0003752	6183.Smp_167200.1	AAF55289.2
OG0003753	6183.Smp_167210.1	AAF52423.4
OG0003754	6183.Smp_167220.1	AAF56796.2
OG0003755	6183.Smp_167230.1	NP_608348.1
OG0003756	6183.Smp_167310.1	AAF57138.2
OG0003757	6183.Smp_167330.1	AAF54308.2
OG0003758	6183.Smp_167400.1	NP_476650.1
OG0003759	6183.Smp_167540.1	AAF58141.2
OG0003760	6183.Smp_167550.1	AAF50219.2
OG0003761	6183.Smp_167570.1	AAF46749.2
OG0003762	6183.Smp_167590.1	NP_608393.1
OG0003763	6183.Smp_167630.1	NP_523974.3
OG0003764	6183.Smp_167650.1	AAF55465.1
